Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,403;  1,726;  4,065;  5,179;;;  5,179;
1206; AG.LINDAS230;;  9,460;  7,304;  8,382;  8,083;;;  8,083;
251; ACU II - 230;; 11,526; 21,073; 16,300; 16,001;;; 16,001;
11265; ACU III - 230;; 11,342; 20,467; 15,904; 15,605;;; 15,605;
11565; ACU III - 500;; 11,166; 19,615; 15,391; 15,092;;; 15,092;
7747; ABDON BATISTA - 230;;  8,023;  0,000;  4,011;  5,179;;;  5,179;
7744; ABDON BATISTA - 525;;  7,468;  0,000;  3,734;  5,179;;;  5,179;
9537; ABUNA - 230;;  3,112;  0,000;  1,556;  5,179;;;  5,179;
559; ACAILANDIA - 500;; 10,538; 14,503; 12,520; 12,221;;; 12,221;
55412; ACARAU II – 230;; 10,241; 17,106; 13,673; 13,374;;; 13,374;
12907; ACARAT CE - 230;; 10,245; 17,065; 13,655; 13,356;;; 13,356;
12902; ACARAT-CE500;; 10,269; 16,980; 13,625; 13,326;;; 13,326;
4475; ACESITA - 230;;  7,853;  6,353;  7,103;  6,804;;;  6,804;
3729; ADRIANOPOLIS - 345;;  8,302;  4,921;  6,612;  6,313;;;  6,313;
3728; ADRIANOPOLIS - 500;;  8,551;  4,729;  6,640;  6,341;;;  6,341;
1637; AIMORES - 230;;  9,992;  7,777;  8,884;  8,585;;;  8,585;
11760; ALAGOAS 2 - 230;;  7,876; 14,062; 10,969; 10,670;;; 10,670;
9002; ALEGRETE2 - 230;;  7,086;  0,000;  3,543;  5,179;;;  5,179;
56095; ALEX - 230;; 11,378; 21,214; 16,296; 15,997;;; 15,997;
362; ALTAMIRA - 230;;  9,581; 13,468; 11,525; 11,226;;; 11,226;
7758; ANASTACIO - 230;;  7,696;  1,895;  4,796;  5,179;;;  5,179;
2770; ANDIRA LESTE - 230;;  7,051;  0,452;  3,751;  5,179;;;  5,179;
540; ANGELIM - 500;;  9,803; 17,808; 13,805; 13,507;;; 13,507;
240; ANGELIM - 230;;  9,662; 17,836; 13,749; 13,450;;; 13,450;
3745; ANGRA - 500;;  9,357;  5,035;  7,196;  6,897;;;  6,897;
1172; ANHANGUERA GO - 230;;  8,958;  4,980;  6,969;  6,670;;;  6,670;
2901; ANHANGUERA SP - 230;;  3,714;  0,000;  1,857;  5,179;;;  5,179;
2900; ANHANGUERA - 345;;  4,051;  0,000;  2,026;  5,179;;;  5,179;
2957; APARECIDA - 230;;  7,906;  3,492;  5,699;  5,400;;;  5,400;
