Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,510;  1,933;  4,222;  5,186;;;  5,186;
1206; AG.LINDAS230;;  9,472;  7,421;  8,446;  8,183;;;  8,183;
251; ACU II - 230;; 11,447; 20,855; 16,151; 15,887;;; 15,887;
11265; ACU III - 230;; 11,269; 20,265; 15,767; 15,503;;; 15,503;
11565; ACU III - 500;; 11,097; 19,435; 15,266; 15,003;;; 15,003;
7747; ABDON BATISTA - 230;;  8,328;  0,000;  4,164;  5,186;;;  5,186;
7744; ABDON BATISTA - 525;;  7,749;  0,000;  3,875;  5,186;;;  5,186;
9537; ABUNA - 230;;  3,472;  0,000;  1,736;  5,186;;;  5,186;
559; ACAILANDIA - 500;; 10,521; 14,456; 12,488; 12,225;;; 12,225;
55412; ACARAU II – 230;; 10,228; 17,003; 13,615; 13,352;;; 13,352;
12907; ACARAT CE - 230;; 10,232; 16,963; 13,597; 13,334;;; 13,334;
12902; ACARAT-CE500;; 10,254; 16,879; 13,567; 13,303;;; 13,303;
4475; ACESITA - 230;;  7,830;  6,440;  7,135;  6,871;;;  6,871;
3729; ADRIANOPOLIS - 345;;  8,340;  5,078;  6,709;  6,445;;;  6,445;
3728; ADRIANOPOLIS - 500;;  8,606;  4,895;  6,750;  6,487;;;  6,487;
1637; AIMORES - 230;;  9,947;  7,859;  8,903;  8,639;;;  8,639;
11760; ALAGOAS 2 - 230;;  7,850; 13,985; 10,918; 10,654;;; 10,654;
9002; ALEGRETE2 - 230;;  7,469;  0,000;  3,734;  5,186;;;  5,186;
56095; ALEX - 230;; 11,306; 21,003; 16,155; 15,891;;; 15,891;
362; ALTAMIRA - 230;;  9,613; 13,461; 11,537; 11,274;;; 11,274;
7758; ANASTACIO - 230;;  7,791;  2,112;  4,951;  5,186;;;  5,186;
2770; ANDIRA LESTE - 230;;  7,200;  0,675;  3,937;  5,186;;;  5,186;
540; ANGELIM - 500;;  9,744; 17,653; 13,698; 13,435;;; 13,435;
240; ANGELIM - 230;;  9,605; 17,679; 13,642; 13,378;;; 13,378;
3745; ANGRA - 500;;  9,393;  5,193;  7,293;  7,029;;;  7,029;
1172; ANHANGUERA GO - 230;;  9,025;  5,156;  7,091;  6,827;;;  6,827;
2901; ANHANGUERA SP - 230;;  3,900;  0,000;  1,950;  5,186;;;  5,186;
