Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,491;  1,678;  4,084;  5,345;;;  5,345;
1206; AG.LINDAS230;; 10,122;  7,704;  8,913;  8,578;;;  8,578;
251; ACU II - 230;; 11,918; 21,634; 16,776; 16,441;;; 16,441;
11265; ACU III - 230;; 11,721; 20,979; 16,350; 16,015;;; 16,015;
11565; ACU III - 500;; 11,590; 20,348; 15,969; 15,633;;; 15,633;
7747; ABDON BATISTA - 230;;  8,021;  0,000;  4,010;  5,345;;;  5,345;
7744; ABDON BATISTA - 525;;  7,449;  0,000;  3,725;  5,345;;;  5,345;
9537; ABUNA - 230;;  2,840;  0,000;  1,420;  5,345;;;  5,345;
559; ACAILANDIA - 500;; 10,925; 14,957; 12,941; 12,606;;; 12,606;
55412; ACARAU II – 230;; 10,601; 17,678; 14,139; 13,804;;; 13,804;
12907; ACARAT CE - 230;; 10,606; 17,635; 14,120; 13,785;;; 13,785;
12902; ACARAT-CE500;; 10,632; 17,547; 14,089; 13,754;;; 13,754;
4475; ACESITA - 230;;  8,143;  6,552;  7,347;  7,012;;;  7,012;
3729; ADRIANOPOLIS - 345;;  8,531;  5,011;  6,771;  6,436;;;  6,436;
3728; ADRIANOPOLIS - 500;;  8,775;  4,810;  6,792;  6,457;;;  6,457;
1637; AIMORES - 230;; 10,352;  8,010;  9,181;  8,845;;;  8,845;
11760; ALAGOAS 2 - 230;;  8,157; 14,540; 11,348; 11,013;;; 11,013;
9002; ALEGRETE2 - 230;;  6,973;  0,000;  3,487;  5,345;;;  5,345;
56095; ALEX - 230;; 11,777; 21,910; 16,843; 16,508;;; 16,508;
362; ALTAMIRA - 230;;  9,884; 13,869; 11,877; 11,541;;; 11,541;
7758; ANASTACIO - 230;;  7,827;  1,815;  4,821;  5,345;;;  5,345;
2770; ANDIRA LESTE - 230;;  7,150;  0,382;  3,766;  5,345;;;  5,345;
540; ANGELIM - 500;; 10,179; 18,445; 14,312; 13,976;;; 13,976;
240; ANGELIM - 230;; 10,032; 18,473; 14,253; 13,917;;; 13,917;
3745; ANGRA - 500;;  9,622;  5,133;  7,377;  7,042;;;  7,042;
1172; ANHANGUERA GO - 230;;  9,197;  5,092;  7,145;  6,809;;;  6,809;
2901; ANHANGUERA SP - 230;;  3,695;  0,000;  1,847;  5,345;;;  5,345;
2900; ANHANGUERA - 345;;  4,034;  0,000;  2,017;  5,345;;;  5,345;
2957; APARECIDA - 230;;  8,062;  3,509;  5,786;  5,450;;;  5,450;
2758; ALTA PAULISTA - 400;;  9,016;  2,447;  5,732;  5,396;;;  5,396;
6601; APUCARANA - 230;;  6,745;  0,000;  3,373;  5,345;;;  5,345;
58771; LAGOA BARRO - 230;; 11,578; 16,618; 14,098; 13,763;;; 13,763;
11219; AQUIRAZ - 230;;  9,604; 18,734; 14,169; 13,834;;; 13,834;
1522; ARACUAI - 230;; 12,726; 10,311; 11,519; 11,183;;; 11,183;
11242; ARAPIRACA III - 230;;  6,384; 14,655; 10,520; 10,184;;; 10,184;
5203; ARARAQUARA 2 - 440;;  8,466;  3,048;  5,757;  5,422;;;  5,422;
5202; ARARAQUARA 2 - 500;;  8,936;  3,452;  6,194;  5,858;;;  5,858;
2630; ARARAQUARA - 440;;  8,012;  2,628;  5,320;  5,345;;;  5,345;
3852; ARARAQUARA - 500;;  8,830;  3,374;  6,102;  5,766;;;  5,766;
2673; ARARAS SP - 440;;  7,062;  1,946;  4,504;  5,345;;;  5,345;
38906; ARAXA 3 - 345;; 10,139;  5,807;  7,973;  7,637;;;  7,637;
12203; ARCOVERDE II - 230;; 10,205; 18,627; 14,416; 14,081;;; 14,081;
7749; AREIA - 230;;  7,617;  0,000;  3,808;  5,345;;;  5,345;
7748; AREIA - 525;;  7,771;  0,000;  3,885;  5,345;;;  5,345;
39813; ARINOS 2 - 500;; 12,076;  9,732; 10,904; 10,568;;; 10,568;
9520; ARIQUEMES - 230;;  3,819;  0,000;  1,910;  5,345;;;  5,345;
