GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL ASSURUA 5 IV,0,11.069,11.714,11.722,12.249,12.748,12.765,13.219,12.991,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003,12.850000000000003
EOL ASSURUA 5 V,0,11.069,11.714,11.722,12.249,12.748,12.765,13.219,12.991,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003,12.850000000000003
EOL ASSURUA 5 VI,0,11.069,11.714,11.722,12.249,12.748,12.765,13.219,12.991,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003,12.850000000000003
EOL ASSURUA II,0,10.918,11.076,11.183,11.784,11.824,11.835,12.235,11.969,11.986,11.966000000000001,11.946000000000002,11.926000000000002,11.906000000000002,11.886000000000003,11.866000000000003,11.846000000000004,11.826000000000004
EOL ASSURUA III,0,10.918,11.076,11.183,11.784,11.824,11.835,12.235,11.969,11.986,11.966000000000001,11.946000000000002,11.926000000000002,11.906000000000002,11.886000000000003,11.866000000000003,11.846000000000004,11.826000000000004
EOL ASSURUA IV,0,10.918,11.076,11.183,11.784,11.824,11.835,12.235,11.969,11.986,11.966000000000001,11.946000000000002,11.926000000000002,11.906000000000002,11.886000000000003,11.866000000000003,11.846000000000004,11.826000000000004
EOL ASSURUA V,0,10.918,11.076,11.183,11.784,11.824,11.835,12.235,11.969,11.986,11.966000000000001,11.946000000000002,11.926000000000002,11.906000000000002,11.886000000000003,11.866000000000003,11.846000000000004,11.826000000000004
EOL ASSURUA VII,0,10.918,11.076,11.183,11.784,11.824,11.835,12.235,11.969,11.986,11.966000000000001,11.946000000000002,11.926000000000002,11.906000000000002,11.886000000000003,11.866000000000003,11.846000000000004,11.826000000000004
EOL ATLANTICA I,0,5.5,6.409,5.655,4.958,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
EOL ATLANTICA II,0,5.5,6.409,5.655,4.958,5.184,5.178,5.343,5.359,5.367,5.347,5.327000000000001,5.307000000000001,5.287000000000002,5.267000000000002,5.2470000000000026,5.227000000000003,5.207000000000003
