Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,553;  2,075;  4,314;  5,184;;;  5,184;
1206; AG.LINDAS230;;  9,466;  7,512;  8,489;  8,236;;;  8,236;
251; ACU II - 230;; 11,415; 20,746; 16,081; 15,828;;; 15,828;
11265; ACU III - 230;; 11,236; 20,161; 15,698; 15,445;;; 15,445;
11565; ACU III - 500;; 11,062; 19,337; 15,200; 14,947;;; 14,947;
7747; ABDON BATISTA - 230;;  8,361;  0,000;  4,181;  5,184;;;  5,184;
7744; ABDON BATISTA - 525;;  7,782;  0,000;  3,891;  5,184;;;  5,184;
9537; ABUNA - 230;;  3,373;  0,000;  1,687;  5,184;;;  5,184;
559; ACAILANDIA - 500;; 10,519; 14,487; 12,503; 12,250;;; 12,250;
55412; ACARAU II – 230;; 10,219; 16,979; 13,599; 13,346;;; 13,346;
12907; ACARAT CE - 230;; 10,222; 16,940; 13,581; 13,328;;; 13,328;
12902; ACARAT-CE500;; 10,244; 16,857; 13,551; 13,298;;; 13,298;
4475; ACESITA - 230;;  7,831;  6,535;  7,183;  6,930;;;  6,930;
3729; ADRIANOPOLIS - 345;;  8,350;  5,194;  6,772;  6,519;;;  6,519;
3728; ADRIANOPOLIS - 500;;  8,624;  5,016;  6,820;  6,567;;;  6,567;
1637; AIMORES - 230;;  9,937;  7,950;  8,943;  8,691;;;  8,691;
11760; ALAGOAS 2 - 230;;  7,847; 13,981; 10,914; 10,661;;; 10,661;
9002; ALEGRETE2 - 230;;  7,501;  0,000;  3,751;  5,184;;;  5,184;
56095; ALEX - 230;; 11,290; 20,919; 16,105; 15,852;;; 15,852;
362; ALTAMIRA - 230;;  9,616; 13,508; 11,562; 11,309;;; 11,309;
7758; ANASTACIO - 230;;  7,822;  2,258;  5,040;  5,184;;;  5,184;
2770; ANDIRA LESTE - 230;;  7,234;  0,817;  4,025;  5,184;;;  5,184;
540; ANGELIM - 500;;  9,715; 17,576; 13,645; 13,392;;; 13,392;
240; ANGELIM - 230;;  9,577; 17,602; 13,589; 13,336;;; 13,336;
3745; ANGRA - 500;;  9,408;  5,317;  7,362;  7,110;;;  7,110;
1172; ANHANGUERA GO - 230;;  9,034;  5,274;  7,154;  6,901;;;  6,901;
2901; ANHANGUERA SP - 230;;  3,937;  0,000;  1,968;  5,184;;;  5,184;
2900; ANHANGUERA - 345;;  4,276;  0,000;  2,138;  5,184;;;  5,184;
2957; APARECIDA - 230;;  8,043;  3,827;  5,935;  5,682;;;  5,682;
2758; ALTA PAULISTA - 400;;  8,897;  2,777;  5,837;  5,584;;;  5,584;
6601; APUCARANA - 230;;  6,930;  0,133;  3,532;  5,184;;;  5,184;
58771; LAGOA BARRO - 230;; 11,119; 16,294; 13,707; 13,454;;; 13,454;
11219; AQUIRAZ - 230;;  9,293; 17,938; 13,615; 13,363;;; 13,363;
1522; ARACUAI - 230;; 12,157; 10,084; 11,120; 10,867;;; 10,867;
11242; ARAPIRACA III - 230;;  6,146; 14,041; 10,094;  9,841;;;  9,841;
5203; ARARAQUARA 2 - 440;;  8,382;  3,347;  5,864;  5,612;;;  5,612;
5202; ARARAQUARA 2 - 500;;  8,816;  3,718;  6,267;  6,014;;;  6,014;
2630; ARARAQUARA - 440;;  7,966;  2,959;  5,462;  5,209;;;  5,209;
3852; ARARAQUARA - 500;;  8,737;  3,650;  6,194;  5,941;;;  5,941;
2673; ARARAS SP - 440;;  7,075;  2,318;  4,696;  5,184;;;  5,184;
38906; ARAXA 3 - 345;;  9,858;  5,940;  7,899;  7,646;;;  7,646;
12203; ARCOVERDE II - 230;;  9,741; 17,748; 13,745; 13,492;;; 13,492;
7749; AREIA - 230;;  7,894;  0,000;  3,947;  5,184;;;  5,184;
7748; AREIA - 525;;  8,101;  0,096;  4,098;  5,184;;;  5,184;
39813; ARINOS 2 - 500;; 11,588;  9,575; 10,581; 10,328;;; 10,328;
9520; ARIQUEMES - 230;;  4,259;  0,000;  2,129;  5,184;;;  5,184;
302; MOXOTO - 230;; 10,794; 18,491; 14,643; 14,390;;; 14,390;
2624; ASSIS - 440;;  8,284;  2,185;  5,234;  5,184;;;  5,184;
4282; ASSIS - 525;;  8,160;  1,743;  4,952;  5,184;;;  5,184;
2626; ASSIS 2 - 230;;  7,949;  1,614;  4,781;  5,184;;;  5,184;
2677; ATIBAIA 2 - 345;;  5,682;  1,211;  3,447;  5,184;;;  5,184;
7923; ATLANTIDA 2 - 230;;  7,093;  0,000;  3,547;  5,184;;;  5,184;
2786; AVARE - 230;;  5,309;  0,000;  2,654;  5,184;;;  5,184;
2617; AGUA VERMELHA - 500;;  9,908;  4,759;  7,333;  7,081;;;  7,081;
2618; AGUA VERMELHA - 440;;  9,710;  4,175;  6,942;  6,690;;;  6,690;
3947; BARRO ALTO - 230;; 10,680;  8,849;  9,764;  9,511;;;  9,511;
3605; BARRO BRANCO - 345;;  8,446;  6,045;  7,246;  6,993;;;  6,993;
4297; B. DOS COQUEIROS - 230;; 11,688;  6,079;  8,883;  8,630;;;  8,630;
229; B.ESPERANCA - 230;;  9,908; 15,740; 12,824; 12,571;;; 12,571;
4288; B. FLUMINENSE - 500;;  9,073;  5,006;  7,039;  6,786;;;  6,786;
7304; BARRA GRANDE - 230;;  8,818;  0,000;  4,409;  5,184;;;  5,184;
6608; BAIXO IGUACU PR - 230;;  8,879;  0,758;  4,818;  5,184;;;  5,184;
