NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
7739;EEAB--GO138; ;;8,301;;6,989;;6,677;;;;2
98251;U.LASA-ES13;U;;;;7,943;;7,710;;;;2
1168;14JUL-UHE002; ;;5,009;;8,987;;9,651;;;;1
1153;14JULH-RS230; ;;5,009;;8,987;;9,651;;;;1
2338;2CORRE-SP138; ;;4,958;13,9;8,925;14,0;9,029;;1494,01;1516,93;2
1184;2IRMAO-RS138; ;;4,958;;9,441;;10,200;;;;1
2627;2VENDA-ES069; ;;6,457;;7,879;;7,641;;;;2
7632;3.LAG2-SP138; ;;6,473;;7,871;;7,821;;;;2
3901;3.LAGO-SP138; ;;6,462;;7,877;;7,827;;;;2
1290;3COROA-RS138; ;;4,958;;9,370;;10,112;;;;1
3900;3IRMA--SP138; ;;6,597;;7,812;;7,747;;;;2
543;3IRMAO-SP138;U;;;6,9;7,812;10,0;7,747;;646,80;929,66;2
542;3IRMAO-SP440;B;803,3;6,747;;7,739;;7,661;65036,44;;;2
520;3IRMAOUHE005; ;;6,747;;7,739;;7,661;;;;2
17632;3L2-1Y-SP138; ;;6,473;;7,871;;7,821;;;;2
27632;3L2-2Y-SP138; ;;6,473;;7,871;;7,821;;;;2
1903;3LA-1Y-SP138; ;;6,462;47,0;7,877;53,0;7,827;;4442,44;4978,01;2
1940;3LA-2Y-SP138; ;;6,482;;7,867;;7,815;;;;2
2253;3M-----SP069; ;;4,958;;8,784;;8,876;;;;2
4970;3MAIO--MT138; ;;8,249;;7,014;;6,863;;;;2
4991;3MAIO-PCH013;U;;;;7,014;;6,863;;;;2
2246;3PONTA-SP138; ;;4,958;;8,822;;8,886;;;;2
4609;7QUED-PCH013;U;;;;7,312;;7,145;;;;2
