BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   18,912;         ;         ;         
2840; AGUA AZUL - 138;   18,912;;;
30951; AGUA AZUL - 440                                                      ;   18,625;         ;         ;         
30951; AGUA AZUL - 440;   18,625;;;
 1206; AG.LINDAS230                                                         ;   14,449;         ;         ;         
1206; AG.LINDAS230;   14,449;;;
 1943; ANGRA AMPLA - 138                                                    ;   15,971;         ;         ;         
1943; ANGRA AMPLA - 138;   15,971;;;
  151; ACU II - 138                                                         ;    8,300;         ;         ;         
151; ACU II - 138;    8,300;;;
  251; ACU II - 230                                                         ;    8,300;         ;         ;         
251; ACU II - 230;    8,300;;;
11265; ACU III - 230                                                        ;    8,300;         ;         ;         
11265; ACU III - 230;    8,300;;;
11565; ACU III - 500                                                        ;    8,300;         ;         ;         
11565; ACU III - 500;    8,300;;;
  600; ABAIXADORA - 69                                                      ;    8,667;         ;         ;         
600; ABAIXADORA - 69;    8,667;;;
 7747; ABDON BATISTA - 230                                                  ;   18,948;         ;         ;         
7747; ABDON BATISTA - 230;   18,948;;;
 7744; ABDON BATISTA - 525                                                  ;   19,232;         ;         ;         
7744; ABDON BATISTA - 525;   19,232;;;
 9590; ABUNA - 13,8                                                         ;   22,470;         ;         ;         
9590; ABUNA - 13,8;   22,470;;;
 9636; ABUNA - 138                                                          ;   22,470;         ;         ;         
9636; ABUNA - 138;   22,470;;;
 9537; ABUNA - 230                                                          ;   22,470;         ;         ;         
9537; ABUNA - 230;   22,470;;;
  559; ACAILANDIA - 500                                                     ;   10,435;         ;         ;         
559; ACAILANDIA - 500;   10,435;;;
55412; ACARAU II – 230                                                      ;    9,339;         ;         ;         
55412; ACARAU II – 230;    9,339;;;
12907; ACARAT CE - 230                                                      ;    9,357;         ;         ;         
12907; ACARAT CE - 230;    9,357;;;
12902; ACARAT-CE500                                                         ;    9,388;         ;         ;         
12902; ACARAT-CE500;    9,388;;;
 4475; ACESITA - 230                                                        ;   15,755;         ;         ;         
4475; ACESITA - 230;   15,755;;;
 3155; EMPLAL - 138                                                         ;   16,657;         ;         ;         
3155; EMPLAL - 138;   16,657;;;
 3730; ADRIANOPOLIS - 138                                                   ;   16,221;         ;         ;         
3730; ADRIANOPOLIS - 138;   16,221;;;
 3729; ADRIANOPOLIS - 345                                                   ;   16,166;         ;         ;         
3729; ADRIANOPOLIS - 345;   16,166;;;
 3728; ADRIANOPOLIS - 500                                                   ;   16,118;         ;         ;         
3728; ADRIANOPOLIS - 500;   16,118;;;
 3031; AGUAI - 138                                                          ;   18,154;         ;         ;         
3031; AGUAI - 138;   18,154;;;
 1637; AIMORES - 230                                                        ;   13,995;         ;         ;         
1637; AIMORES - 230;   13,995;;;
 2336; AJINOMOTO VAL - 138                                                  ;   17,031;         ;         ;         
2336; AJINOMOTO VAL - 138;   17,031;;;
18761; ALAGOINHA 2 - 69                                                     ;   12,025;         ;         ;         
18761; ALAGOINHA 2 - 69;   12,025;;;
11760; ALAGOAS 2 - 230                                                      ;   12,025;         ;         ;         
11760; ALAGOAS 2 - 230;   12,025;;;
 7591; ALEGRETE2 - 69                                                       ;   20,247;         ;         ;         
7591; ALEGRETE2 - 69;   20,247;;;
 9002; ALEGRETE2 - 230                                                      ;   20,247;         ;         ;         
9002; ALEGRETE2 - 230;   20,247;;;
56095; ALEX - 230                                                           ;    8,300;         ;         ;         
56095; ALEX - 230;    8,300;;;
  862; ALTAMIRA - 69                                                        ;   11,376;         ;         ;         
862; ALTAMIRA - 69;   11,376;;;
  362; ALTAMIRA - 230                                                       ;   11,376;         ;         ;         
362; ALTAMIRA - 230;   11,376;;;
 2219; AMPARO - 138                                                         ;   18,743;         ;         ;         
2219; AMPARO - 138;   18,743;;;
46950; ANASTACIO - 138                                                      ;   17,789;         ;         ;         
46950; ANASTACIO - 138;   17,789;;;
 7758; ANASTACIO - 230                                                      ;   17,898;         ;         ;         
7758; ANASTACIO - 230;   17,898;;;
 2770; ANDIRA LESTE - 230                                                   ;   18,913;         ;         ;         
2770; ANDIRA LESTE - 230;   18,913;;;
 6834; ANDIRA LESTE - 138                                                   ;   19,056;         ;         ;         
6834; ANDIRA LESTE - 138;   19,056;;;
 3132; ANDRADINA - 138                                                      ;   16,669;         ;         ;         
3132; ANDRADINA - 138;   16,669;;;
  540; ANGELIM - 500                                                        ;    9,293;         ;         ;         
540; ANGELIM - 500;    9,293;;;
  640; ANGELIM - 69                                                         ;    9,352;         ;         ;         
640; ANGELIM - 69;    9,352;;;
  240; ANGELIM - 230                                                        ;    9,349;         ;         ;         
240; ANGELIM - 230;    9,349;;;
 3746; ANGRA 1 - 138                                                        ;   15,825;         ;         ;         
3746; ANGRA 1 - 138;   15,825;;;
 3745; ANGRA - 500                                                          ;   15,576;         ;         ;         
3745; ANGRA - 500;   15,576;;;
 1185; ANHANGUERA - 69                                                      ;   15,785;         ;         ;         
1185; ANHANGUERA - 69;   15,785;;;
 1171; ANHANGUERA - 138                                                     ;   15,805;         ;         ;         
1171; ANHANGUERA - 138;   15,805;;;
 1172; ANHANGUERA GO - 230                                                  ;   15,785;         ;         ;         
1172; ANHANGUERA GO - 230;   15,785;;;
 2901; ANHANGUERA SP - 230                                                  ;   21,137;         ;         ;         
2901; ANHANGUERA SP - 230;   21,137;;;
 2900; ANHANGUERA - 345                                                     ;   20,932;         ;         ;         
2900; ANHANGUERA - 345;   20,932;;;
 2958; APARECIDA - 88                                                       ;   17,003;         ;         ;         
2958; APARECIDA - 88;   17,003;;;
 2957; APARECIDA - 230                                                      ;   17,003;         ;         ;         
2957; APARECIDA - 230;   17,003;;;
 2758; ALTA PAULISTA - 400                                                  ;   17,101;         ;         ;         
2758; ALTA PAULISTA - 400;   17,101;;;
 6818; APUCARANA - 138                                                      ;   19,329;         ;         ;         
6818; APUCARANA - 138;   19,329;;;
 6601; APUCARANA - 230                                                      ;   19,407;         ;         ;         
6601; APUCARANA - 230;   19,407;;;
