Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,537;  1,833;  4,185;  5,343;;;  5,343;
1206; AG.LINDAS230;; 10,114;  7,812;  8,963;  8,637;;;  8,637;
251; ACU II - 230;; 11,885; 21,528; 16,706; 16,381;;; 16,381;
11265; ACU III - 230;; 11,685; 20,877; 16,281; 15,956;;; 15,956;
11565; ACU III - 500;; 11,552; 20,250; 15,901; 15,576;;; 15,576;
7747; ABDON BATISTA - 230;;  8,056;  0,000;  4,028;  5,343;;;  5,343;
7744; ABDON BATISTA - 525;;  7,485;  0,000;  3,743;  5,343;;;  5,343;
9537; ABUNA - 230;;  2,733;  0,000;  1,366;  5,343;;;  5,343;
559; ACAILANDIA - 500;; 10,924; 14,998; 12,961; 12,636;;; 12,636;
55412; ACARAU II – 230;; 10,592; 17,661; 14,126; 13,801;;; 13,801;
12907; ACARAT CE - 230;; 10,597; 17,619; 14,108; 13,782;;; 13,782;
12902; ACARAT-CE500;; 10,622; 17,531; 14,076; 13,751;;; 13,751;
4475; ACESITA - 230;;  8,145;  6,659;  7,402;  7,076;;;  7,076;
3729; ADRIANOPOLIS - 345;;  8,543;  5,140;  6,842;  6,516;;;  6,516;
3728; ADRIANOPOLIS - 500;;  8,795;  4,944;  6,870;  6,544;;;  6,544;
1637; AIMORES - 230;; 10,341;  8,113;  9,227;  8,902;;;  8,902;
11760; ALAGOAS 2 - 230;;  8,154; 14,543; 11,348; 11,023;;; 11,023;
9002; ALEGRETE2 - 230;;  7,009;  0,000;  3,504;  5,343;;;  5,343;
56095; ALEX - 230;; 11,760; 21,828; 16,794; 16,469;;; 16,469;
362; ALTAMIRA - 230;;  9,888; 13,927; 11,908; 11,582;;; 11,582;
7758; ANASTACIO - 230;;  7,861;  1,976;  4,918;  5,343;;;  5,343;
2770; ANDIRA LESTE - 230;;  7,187;  0,538;  3,862;  5,343;;;  5,343;
540; ANGELIM - 500;; 10,148; 18,370; 14,259; 13,933;;; 13,933;
240; ANGELIM - 230;; 10,002; 18,398; 14,200; 13,875;;; 13,875;
3745; ANGRA - 500;;  9,639;  5,270;  7,455;  7,129;;;  7,129;
1172; ANHANGUERA GO - 230;;  9,207;  5,216;  7,211;  6,886;;;  6,886;
2901; ANHANGUERA SP - 230;;  3,735;  0,000;  1,867;  5,343;;;  5,343;
2900; ANHANGUERA - 345;;  4,065;  0,000;  2,033;  5,343;;;  5,343;
2957; APARECIDA - 230;;  8,092;  3,654;  5,873;  5,547;;;  5,547;
2758; ALTA PAULISTA - 400;;  9,067;  2,614;  5,841;  5,515;;;  5,515;
6601; APUCARANA - 230;;  6,782;  0,000;  3,391;  5,343;;;  5,343;
58771; LAGOA BARRO - 230;; 11,578; 16,638; 14,108; 13,782;;; 13,782;
11219; AQUIRAZ - 230;;  9,586; 18,675; 14,131; 13,805;;; 13,805;
1522; ARACUAI - 230;; 12,715; 10,408; 11,561; 11,236;;; 11,236;
11242; ARAPIRACA III - 230;;  6,372; 14,625; 10,498; 10,173;;; 10,173;
5203; ARARAQUARA 2 - 440;;  8,522;  3,211;  5,867;  5,541;;;  5,541;
5202; ARARAQUARA 2 - 500;;  8,980;  3,606;  6,293;  5,968;;;  5,968;
2630; ARARAQUARA - 440;;  8,079;  2,797;  5,438;  5,343;;;  5,343;
3852; ARARAQUARA - 500;;  8,877;  3,529;  6,203;  5,878;;;  5,878;
2673; ARARAS SP - 440;;  7,125;  2,113;  4,619;  5,343;;;  5,343;
38906; ARAXA 3 - 345;; 10,157;  5,942;  8,050;  7,724;;;  7,724;
12203; ARCOVERDE II - 230;; 10,177; 18,554; 14,366; 14,040;;; 14,040;
7749; AREIA - 230;;  7,653;  0,000;  3,826;  5,343;;;  5,343;
7748; AREIA - 525;;  7,806;  0,000;  3,903;  5,343;;;  5,343;
39813; ARINOS 2 - 500;; 12,076;  9,838; 10,957; 10,632;;; 10,632;
9520; ARIQUEMES - 230;;  3,732;  0,000;  1,866;  5,343;;;  5,343;
302; MOXOTO - 230;; 11,303; 19,350; 15,327; 15,001;;; 15,001;
2624; ASSIS - 440;;  8,359;  1,988;  5,174;  5,343;;;  5,343;
4282; ASSIS - 525;;  8,148;  1,523;  4,835;  5,343;;;  5,343;
2626; ASSIS 2 - 230;;  7,979;  1,383;  4,681;  5,343;;;  5,343;
2677; ATIBAIA 2 - 345;;  5,617;  0,934;  3,276;  5,343;;;  5,343;
7923; ATLANTIDA 2 - 230;;  6,699;  0,000;  3,349;  5,343;;;  5,343;
2786; AVARE - 230;;  5,226;  0,000;  2,613;  5,343;;;  5,343;
2617; AGUA VERMELHA - 500;; 10,178;  4,710;  7,444;  7,118;;;  7,118;
2618; AGUA VERMELHA - 440;;  9,965;  4,091;  7,028;  6,703;;;  6,703;
3947; BARRO ALTO - 230;; 11,962;  9,537; 10,750; 10,424;;; 10,424;
3605; BARRO BRANCO - 345;;  8,739;  6,102;  7,420;  7,095;;;  7,095;
4297; B. DOS COQUEIROS - 230;; 12,126;  6,131;  9,129;  8,803;;;  8,803;
229; B.ESPERANCA - 230;; 10,241; 16,272; 13,256; 12,931;;; 12,931;
4288; B. FLUMINENSE - 500;;  9,252;  4,928;  7,090;  6,764;;;  6,764;
7304; BARRA GRANDE - 230;;  8,499;  0,000;  4,250;  5,343;;;  5,343;
