Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,446;  1,875;  4,161;  5,178;;;  5,178;
1206; AG.LINDAS230;;  9,454;  7,404;  8,429;  8,139;;;  8,139;
251; ACU II - 230;; 11,494; 20,969; 16,232; 15,942;;; 15,942;
11265; ACU III - 230;; 11,309; 20,367; 15,838; 15,548;;; 15,548;
11565; ACU III - 500;; 11,130; 19,522; 15,326; 15,036;;; 15,036;
7747; ABDON BATISTA - 230;;  8,057;  0,000;  4,028;  5,178;;;  5,178;
7744; ABDON BATISTA - 525;;  7,503;  0,000;  3,751;  5,178;;;  5,178;
9537; ABUNA - 230;;  3,009;  0,000;  1,505;  5,178;;;  5,178;
559; ACAILANDIA - 500;; 10,537; 14,542; 12,539; 12,250;;; 12,250;
55412; ACARAU II – 230;; 10,232; 17,089; 13,660; 13,371;;; 13,371;
12907; ACARAT CE - 230;; 10,236; 17,049; 13,642; 13,353;;; 13,353;
12902; ACARAT-CE500;; 10,260; 16,964; 13,612; 13,322;;; 13,322;
4475; ACESITA - 230;;  7,855;  6,455;  7,155;  6,865;;;  6,865;
3729; ADRIANOPOLIS - 345;;  8,313;  5,044;  6,678;  6,389;;;  6,389;
3728; ADRIANOPOLIS - 500;;  8,569;  4,858;  6,713;  6,424;;;  6,424;
1637; AIMORES - 230;;  9,982;  7,875;  8,929;  8,639;;;  8,639;
11760; ALAGOAS 2 - 230;;  7,872; 14,064; 10,968; 10,679;;; 10,679;
9002; ALEGRETE2 - 230;;  7,119;  0,000;  3,560;  5,178;;;  5,178;
56095; ALEX - 230;; 11,362; 21,136; 16,249; 15,959;;; 15,959;
362; ALTAMIRA - 230;;  9,585; 13,524; 11,554; 11,265;;; 11,265;
7758; ANASTACIO - 230;;  7,728;  2,049;  4,889;  5,178;;;  5,178;
2770; ANDIRA LESTE - 230;;  7,086;  0,601;  3,844;  5,178;;;  5,178;
540; ANGELIM - 500;;  9,773; 17,736; 13,755; 13,465;;; 13,465;
240; ANGELIM - 230;;  9,634; 17,764; 13,699; 13,409;;; 13,409;
3745; ANGRA - 500;;  9,373;  5,165;  7,269;  6,980;;;  6,980;
1172; ANHANGUERA GO - 230;;  8,967;  5,100;  7,033;  6,744;;;  6,744;
