NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;4,967;;17,675;;;;;;2
30256;#1AIRL-SP138; ;;4,561;;18,129;;;;;;2
30222;#1ASCH-SP138; ;;4,909;;17,734;;;;;;2
30244;#1ASCP-SP138; ;;4,561;;18,129;;;;;;2
30219;#1ASCS-SP138; ;;4,944;;17,699;;;;;;2
30143;#1BRAS-SP138; ;;4,561;;18,129;;;;;;2
2530;#1COSM-SP138; ;;4,967;;17,675;;;;;;2
30208;#1CRIS-SP138; ;;4,774;;17,869;;;;;;2
30214;#1ITAP-SP138; ;;4,774;;17,869;;;;;;2
30278;#1LIND-SP138; ;;4,774;;17,869;;;;;;2
30260;#1ORIO-SP138; ;;4,561;;18,129;;;;;;2
30265;#1PAU3-SP138; ;;4,561;;18,129;;;;;;2
30286;#1PIR2-SP138; ;;5,015;;17,627;;;;;;2
30269;#1PLAS-SP138; ;;4,561;;18,129;;;;;;2
30276;#1POLY-SP138; ;;4,967;;17,675;;;;;;2
30216;#1PRAD-SP138; ;;4,774;;17,869;;;;;;2
2391;#1REPL-SP138; ;;4,561;;18,129;;;;;;2
30254;#1RHOD-SP138; ;;4,561;;18,129;;;;;;2
30274;#1SANT-SP138; ;;4,967;;17,675;;;;;;2
30247;#1SYNG-SP138; ;;4,561;;18,129;;;;;;2
29983;#1USES-SP138; ;;4,967;;17,675;;;;;;2
30262;#1WMPA-SP138; ;;4,561;;18,129;;;;;;2
30252;#2ABL--SP138; ;;4,967;;17,675;;;;;;2
30257;#2AIRL-SP138; ;;4,561;;18,129;;;;;;2
30223;#2ASCH-SP138; ;;5,112;;17,531;;;;;;2
30245;#2ASCP-SP138; ;;4,561;;18,129;;;;;;2
30220;#2ASCS-SP138; ;;4,946;;17,697;;;;;;2
30142;#2BRAS-SP138; ;;4,561;;18,129;;;;;;2
30273;#2COSM-SP138; ;;4,967;;17,675;;;;;;2
30209;#2CRIS-SP138; ;;4,774;;17,869;;;;;;2
30271;#2INTP-SP138; ;;4,967;;17,675;;;;;;2
30215;#2ITAP-SP138; ;;4,774;;17,869;;;;;;2
30279;#2LIND-SP138; ;;4,774;;17,869;;;;;;2
30261;#2ORIO-SP138; ;;4,561;;18,129;;;;;;2
30266;#2PAU3-SP138; ;;4,561;;18,129;;;;;;2
30287;#2PIR2-SP138; ;;5,011;;17,632;;;;;;2
30270;#2PLAS-SP138; ;;4,967;;17,675;;;;;;2
30277;#2POLY-SP138; ;;4,967;;17,675;;;;;;2
30217;#2PRAD-SP138; ;;4,774;;17,869;;;;;;2
30255;#2RHOD-SP138; ;;4,561;;18,129;;;;;;2
30275;#2SABT-SP138; ;;4,967;;17,675;;;;;;2
30248;#2SYNG-SP138; ;;4,967;;17,675;;;;;;2
30272;#2USES-SP138; ;;4,967;;17,675;;;;;;2
30263;#2WMPA-SP138; ;;4,561;;18,129;;;;;;2
30412;#D1AGU-SP138; ;;5,098;;17,545;;;;;;2
28516;#GALVA-RJ138; ;;6,092;;16,551;;;;;;2
28428;#ROSTR-RJ069; ;;6,520;;16,123;;;;;;2
7312;14JULH-RS230; ;;4,561;;18,176;;;;;;1
7313;14JULHUHE013;B;98,0;4,561;;18,176;;;5363,97;;;1
35025;2.VEND-ES069; ;;7,279;;15,364;;;;;;2
2084;2MARIA-SP034; ;;4,782;1,2;17,861;;;;258,27;;2
6931;2VIZIN-PR138; ;;5,575;73,3;17,068;;;;15013,19;;1
33130;3LAG2--SP138; ;;6,331;16,7;16,312;;;;3274,85;;2
1412;3MAIO--MT138; ;;6,181;;16,462;;;;;;2
19582;3MAIO-PCH013;U;;;;16,462;;;;;;2
2294;3PONTE-SP138; ;;4,774;15,4;17,869;;;;3306,40;;2
7152;4BARRA-PR069; ;;4,561;50,7;18,590;;;;11310,43;;1
30068;79_331-SP138; ;;5,112;;17,531;;;;;;2
30069;79_332-SP138; ;;5,112;;17,531;;;;;;2
25808;7QUEDA-MT138; ;;5,435;;17,208;;;;;;2
25809;7QUEDAPCH013;U;;;;17,208;;;;;;2
1334;A-BOA1-MT138; ;;5,754;29,1;16,889;;;;5895,68;;2
22051;A.AZUL-SP088; ;;4,847;61,6;17,796;;;;13163,47;;2
2840;A.AZUL-SP138; ;;4,577;;18,065;;;;;;2
30951;A.AZUL-SP440; ;;4,847;;17,796;;;;;;2
56772;A.BEZ1EOL034;B;28,8;12,451;;10,192;;;4307,42;;;3
56773;A.BEZ2EOL034;B;28,8;12,451;;10,192;;;4307,42;;;3
56774;A.BEZ3EOL034;B;28,8;12,451;;10,192;;;4307,42;;;3
56775;A.BEZ4EOL034;B;16,5;12,451;;10,192;;;2462,24;;;3
56258;A.BRAN-RN230; ;;12,520;;10,123;;;;;;3
56255;A.BRANEOL034;B;27,3;12,520;;10,123;;;4097,16;;;3
59514;A.CAE1EOL034;B;27,0;9,885;;12,758;;;3201,48;;;3
59515;A.CAE2EOL034;B;36,0;9,885;;12,758;;;4269,03;;;3
59516;A.CAE3EOL034;B;36,0;9,885;;12,758;;;4269,03;;;3
59517;A.CAE4EOL034;B;22,5;9,885;;12,758;;;2668,89;;;3
35134;A.CLAU-ES069; ;;7,183;12,9;15,460;;;;2395,12;;2
26207;A.GU2-PCH006;D;;;;17,405;;;;;;2
1242;A.LIND-GO069; ;;7,318;34,7;15,325;;;;6381,33;;2
1206;A.LIND-GO230; ;;7,318;;15,325;;;;;;2
2522;A.MOG--SP138;U;;;;16,505;;;;;;2
29900;A.MOG-UTE013;U;;;5,3;16,505;;;;1049,74;;2
1943;A.REIS-RJ138; ;;6,225;40,9;16,418;;;;8063,90;;2
59518;A.TAN1EOL034;B;27,0;9,885;;12,758;;;3201,48;;;3
59519;A.TAN2EOL034;B;18,0;9,885;;12,758;;;2135,11;;;3
59520;A.TAN3EOL034;B;13,5;9,885;;12,758;;;1601,33;;;3
60037;A.VERMUFV034; ;;6,402;;16,241;;;;;;2
151;A?U2---RN138; ;;12,338;12,1;10,304;;;;1493,73;;3
251;A?U2---RN230; ;;12,338;;10,304;;;;;;3
11265;A?U3---RN230;B;356,7;12,060;;10,582;;;51617,86;;;3
11565;A?U3---RN500;B;704,8;11,775;;10,868;;;99594,56;;;3
6783;AALEG2-PR138; ;;4,989;;17,654;;;;;;1
6791;AALEG2UTE006;U;;;1,0;17,654;;;;211,85;;1
6811;AALEGR-PR138;U;;;2,5;17,654;;;;529,62;;1
43864;AALEGR-SC138; ;;5,415;;17,228;;;;;;1
50333;AALEGRPCH013;U;;;;17,228;;;;;;1
45065;AALEGRUTE013;U;;;4,5;17,654;;;;953,31;;1
7243;AALFLO-PR138; ;;4,564;;18,078;;;;;;1
7244;AALFLOUTE013;U;;;1,5;18,078;;;;325,41;;1
1994;ABADIA-RJ069; ;;6,857;;15,786;;;;;;2
58845;ABAIAR-CE230; ;;11,198;;11,445;;;;;;3
600;ABAIXA-BA069; ;;10,951;30,4;11,692;;;;4261,07;;3
590;ABAIXB-SE069; ;;10,951;;11,692;;;;;;3
30152;ABBRAS-SP138; ;;4,771;7,4;17,872;;;;1576,76;;2
50244;ABDON2-RS525; ;;5,126;;17,517;;;;;;1
7747;ABDONB-SC230; ;;5,358;;17,285;;;;;;1
7744;ABDONB-SC525; ;;5,112;15,3;17,531;;;;3218,75;;1
59359;ABIL I-BA230; ;;9,971;;12,672;;;;;;3
59354;ABIL--EOL034;B;23,1;9,971;;12,672;;;2765,21;;;3
59501;ABILII-BA230; ;;9,791;;12,852;;;;;;3
30253;ABL----SP138; ;;4,967;4,4;17,675;;;;943,87;;2
6445;ABLLUZ-SC138; ;;5,728;17,9;16,915;;;;3623,24;;1
