Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,929;;  6,929;  6,913;;;  6,913;
1206; AG.LINDAS230;; 10,061;; 10,061; 10,045;;; 10,045;
251; ACU II - 230;; 11,797;; 11,797; 11,781;;; 11,781;
11265; ACU III - 230;; 11,597;; 11,597; 11,581;;; 11,581;
11565; ACU III - 500;; 11,464;; 11,464; 11,448;;; 11,448;
7747; ABDON BATISTA - 230;;  8,187;;  8,187;  8,171;;;  8,171;
7744; ABDON BATISTA - 525;;  7,656;;  7,656;  7,640;;;  7,640;
9537; ABUNA - 230;;  2,477;;  2,477;  5,358;;;  5,358;
559; ACAILANDIA - 500;; 10,865;; 10,865; 10,849;;; 10,849;
55412; ACARAU II – 230;; 10,486;; 10,486; 10,470;;; 10,470;
12907; ACARAT CE - 230;; 10,492;; 10,492; 10,476;;; 10,476;
12902; ACARAT-CE500;; 10,520;; 10,520; 10,504;;; 10,504;
4475; ACESITA - 230;;  8,154;;  8,154;  8,138;;;  8,138;
3729; ADRIANOPOLIS - 345;;  8,867;;  8,867;  8,851;;;  8,851;
3728; ADRIANOPOLIS - 500;;  9,235;;  9,235;  9,219;;;  9,219;
1637; AIMORES - 230;; 10,335;; 10,335; 10,319;;; 10,319;
11760; ALAGOAS 2 - 230;;  7,991;;  7,991;  7,975;;;  7,975;
9002; ALEGRETE2 - 230;;  7,076;;  7,076;  7,060;;;  7,060;
56095; ALEX - 230;; 11,645;; 11,645; 11,629;;; 11,629;
362; ALTAMIRA - 230;;  9,843;;  9,843;  9,827;;;  9,827;
7758; ANASTACIO - 230;;  7,957;;  7,957;  7,941;;;  7,941;
2770; ANDIRA LESTE - 230;;  7,454;;  7,454;  7,437;;;  7,437;
540; ANGELIM - 500;; 10,042;; 10,042; 10,026;;; 10,026;
240; ANGELIM - 230;;  9,895;;  9,895;  9,879;;;  9,879;
3745; ANGRA - 500;; 10,066;; 10,066; 10,050;;; 10,050;
