BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   17,221;         ;         ;         
2840; AGUA AZUL - 138;   17,221;;;
30951; AGUA AZUL - 440                                                      ;   16,928;         ;         ;         
30951; AGUA AZUL - 440;   16,928;;;
 1206; AG.LINDAS230                                                         ;   13,797;         ;         ;         
1206; AG.LINDAS230;   13,797;;;
 1943; ANGRA AMPLA - 138                                                    ;   14,365;         ;         ;         
1943; ANGRA AMPLA - 138;   14,365;;;
  151; ACU II - 138                                                         ;   12,061;         ;         ;         
151; ACU II - 138;   12,061;;;
  251; ACU II - 230                                                         ;   12,061;         ;         ;         
251; ACU II - 230;   12,061;;;
11265; ACU III - 230                                                        ;   12,261;         ;         ;         
11265; ACU III - 230;   12,261;;;
11565; ACU III - 500                                                        ;   12,393;         ;         ;         
11565; ACU III - 500;   12,393;;;
  600; ABAIXADORA - 69                                                      ;   13,065;         ;         ;         
600; ABAIXADORA - 69;   13,065;;;
 7747; ABDON BATISTA - 230                                                  ;   15,671;         ;         ;         
7747; ABDON BATISTA - 230;   15,671;;;
 7744; ABDON BATISTA - 525                                                  ;   16,202;         ;         ;         
7744; ABDON BATISTA - 525;   16,202;;;
 9590; ABUNA - 13,8                                                         ;   21,381;         ;         ;         
9590; ABUNA - 13,8;   21,381;;;
 9636; ABUNA - 138                                                          ;   21,381;         ;         ;         
9636; ABUNA - 138;   21,381;;;
 9537; ABUNA - 230                                                          ;   21,381;         ;         ;         
9537; ABUNA - 230;   21,381;;;
  559; ACAILANDIA - 500                                                     ;   12,992;         ;         ;         
559; ACAILANDIA - 500;   12,992;;;
55412; ACARAU II – 230                                                      ;   13,371;         ;         ;         
55412; ACARAU II – 230;   13,371;;;
12907; ACARAT CE - 230                                                      ;   13,366;         ;         ;         
12907; ACARAT CE - 230;   13,366;;;
12902; ACARAT-CE500                                                         ;   13,338;         ;         ;         
12902; ACARAT-CE500;   13,338;;;
 4475; ACESITA - 230                                                        ;   15,704;         ;         ;         
4475; ACESITA - 230;   15,704;;;
 3155; EMPLAL - 138                                                         ;   14,028;         ;         ;         
3155; EMPLAL - 138;   14,028;;;
 3730; ADRIANOPOLIS - 138                                                   ;   15,049;         ;         ;         
3730; ADRIANOPOLIS - 138;   15,049;;;
 3729; ADRIANOPOLIS - 345                                                   ;   14,991;         ;         ;         
3729; ADRIANOPOLIS - 345;   14,991;;;
 3728; ADRIANOPOLIS - 500                                                   ;   14,622;         ;         ;         
3728; ADRIANOPOLIS - 500;   14,622;;;
 3031; AGUAI - 138                                                          ;   16,370;         ;         ;         
3031; AGUAI - 138;   16,370;;;
 1637; AIMORES - 230                                                        ;   13,522;         ;         ;         
1637; AIMORES - 230;   13,522;;;
