Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
7739; CURITIBA - 230;;  6,417;;  6,417;  6,387;;;  6,387;
7732; CURITIBA - 525;;  7,135;;  7,135;  7,105;;;  7,105;
219; DELM. GOUVEIA - 230;;  8,895;;  8,895;  8,865;;;  8,865;
281; D.PITUACU - 230;;  8,065;;  8,065;  8,035;;;  8,035;
4361; DARDANELOS - 230;; 10,423;; 10,423; 10,393;;; 10,393;
7745; DESTERRO - 230;;  4,847;;  4,847;  5,335;;;  5,335;
9090; DONA FRANCISCA - 230;;  8,501;;  8,501;  8,471;;;  8,471;
6761; D. INDUSTRIAL SJP - 230;;  6,164;;  6,164;  6,133;;;  6,133;
2664; JANDIRA - 440;;  5,475;;  5,475;  5,445;;;  5,445;
7771; DOURADOS 2 - 230;;  8,687;;  8,687;  8,656;;;  8,656;
7757; DOURADOS - 230;;  8,626;;  8,626;  8,596;;;  8,596;
51003; J. BOTANICO 2 - 230;;  5,925;;  5,925;  5,895;;;  5,895;
51002; J. BOTANICO 1 - 230;;  6,134;;  6,134;  6,103;;;  6,103;
2923; DOMENICO RANGONI - 345;;  4,818;;  4,818;  5,335;;;  5,335;
287; E. MARTIN - 230;; 10,841;; 10,841; 10,811;;; 10,811;
2939; EDGARD SOUZA - 230;;  4,234;;  4,234;  5,335;;;  5,335;
38862; EDEIA - 230;; 11,265;; 11,265; 11,235;;; 11,235;
9097; ELDORADO - 230;;  6,645;;  6,645;  6,615;;;  6,615;
214; EMBASA - 230;;  7,614;;  7,614;  7,583;;;  7,583;
1509; EMBORCACAO - 500;; 10,596;; 10,596; 10,566;;; 10,566;
2645; EMBU-GUACU - 345;;  4,652;;  4,652;  5,335;;;  5,335;
2643; EMBU-GUACU - 440;;  5,292;;  5,292;  5,335;;;  5,335;
13230; ENCRUZO - 230;;  8,231;;  8,231;  8,201;;;  8,201;
3946; ESTREITO - 345;;  9,516;;  9,516;  9,486;;;  9,486;
4302; ESTREITO - 500;;  9,416;;  9,416;  9,386;;;  9,386;
269; EUNAPOLI - 230;;  8,539;;  8,539;  8,509;;;  8,509;
12546; EXTREMOZ II - 230;; 10,753;; 10,753; 10,723;;; 10,723;
7306; FOZ DO CHAPECO - 230;;  8,794;;  8,794;  8,764;;;  8,764;
6653; FCHOPIM--230;;  9,123;;  9,123;  9,093;;;  9,093;
4321; F.DIAS - 440;;  7,260;;  7,260;  7,229;;;  7,229;
4322; F.DIAS - 500;;  8,175;;  8,175;  8,145;;;  8,145;
7782; FARROUPILHA - 230;;  6,505;;  6,505;  6,475;;;  6,475;
9541; FEIJO - 230;;  0,042;;  0,042;  5,335;;;  5,335;
9095; FIBR-F RS - 230;;  6,592;;  6,592;  6,562;;;  6,562;
6651; FIGUEIRA - 230;;  6,413;;  6,413;  6,383;;;  6,383;
1194; FIRMINOPOLIS - 230;; 11,347;; 11,347; 11,317;;; 11,317;
212; FLORESTA II - 230;; 11,395;; 11,395; 11,365;;; 11,365;
21049; FORD - 230;;  7,922;;  7,922;  7,892;;;  7,892;
7743; FORQUILINHA - 230;;  6,098;;  6,098;  6,068;;;  6,068;
325; FORTALEZA II - 230;;  9,653;;  9,653;  9,623;;;  9,623;
525; FORTALEZA II - 500;; 10,612;; 10,612; 10,582;;; 10,582;
225; FORTALEZA - 230;;  9,603;;  9,603;  9,572;;;  9,572;
3642; F.IGUACU - 765;;  7,646;;  7,646;  7,616;;;  7,616;
6652; F.IGUACUNORTE - 230;;  4,168;;  4,168;  5,335;;;  5,335;
276; FUNIL - 230;;  5,790;;  5,790;  5,760;;;  5,760;
3808; FURNAS - 345;;  9,252;;  9,252;  9,222;;;  9,222;
275; G. MANGABEIRA - 230;;  8,305;;  8,305;  8,275;;;  8,275;
58405; MLGICO CE - 230;; 10,878;; 10,878; 10,848;;; 10,848;
8720; GARABI 1 - 525;;  7,591;;  7,591;  7,561;;;  7,561;
8721; GARABI 2 - 525;;  7,591;;  7,591;  7,561;;;  7,561;
349; GARANHUNS II - 230;; 10,202;; 10,202; 10,172;;; 10,172;
549; GARANHUNS - 500;; 10,515;; 10,515; 10,485;;; 10,485;
9100; GARIBALDI - 230;;  6,130;;  6,130;  6,100;;;  6,100;
46942; GASPAR 2 -230;;  6,032;;  6,032;  6,002;;;  6,002;
7713; GASPAR 2 - 525;;  6,718;;  6,718;  6,688;;;  6,688;
4533; GERDAU SP - 440;;  5,820;;  5,820;  5,790;;;  5,790;
2675; GETULINA - 440;;  8,116;;  8,116;  8,086;;;  8,086;
11051; GILBUES - 230;; 11,422;; 11,422; 11,391;;; 11,391;
836; GILBUES II - 500;; 11,604;; 11,604; 11,574;;; 11,574;
23321; GOIANIA LESTE - 230;;  8,633;;  8,633;  8,603;;;  8,603;
247; GOIANINHA - 230;;  9,133;;  9,133;  9,103;;;  9,103;
11260; Gentio do Ouro II - 230;; 12,269;; 12,269; 12,239;;; 12,239;
11560; Gentio do Ouro II - 500;; 11,841;; 11,841; 11,811;;; 11,811;
6663; PARIGOT SOUZA - 230;;  7,988;;  7,988;  7,958;;;  7,958;
7021; GUARAPUAVA OESTE - 230;;  7,488;;  7,488;  7,458;;;  7,458;
3759; GRAJAU - 500;;  8,419;;  8,419;  8,389;;;  8,389;
6664; GRALHA AZUL - 230;;  6,913;;  6,913;  6,883;;;  6,883;
7750; GRAVATAI - 525;;  7,252;;  7,252;  7,222;;;  7,222;
9110; GRAVATA2 - 230;;  6,747;;  6,747;  6,717;;;  6,717;
7924; GRAVATAI3 - 230;;  6,632;;  6,632;  6,602;;;  6,602;
50214; GUAIBA3 - 230;;  7,035;;  7,035;  7,005;;;  7,005;
50213; GUAIBA3 - 525;;  7,487;;  7,487;  7,457;;;  7,457;
9120; GUAIBA - 230;;  7,016;;  7,016;  6,986;;;  6,986;
6665; GUAIRA F -230;;  7,677;;  7,677;  7,647;;;  7,647;
6630; GUAIRA F - 525;;  7,727;;  7,727;  7,697;;;  7,697;
390; GUAMA - 230;;  9,144;;  9,144;  9,114;;;  9,114;
9130; GUARITA - 230;;  7,853;;  7,853;  7,823;;;  7,823;
3831; GUARULHOS - 345;;  4,037;;  4,037;  5,335;;;  5,335;
1638; GUILMAN - 230;;  9,771;;  9,771;  9,740;;;  9,740;
39040; GURUPI - 230;; 10,935;; 10,935; 10,905;;; 10,905;
5002; GURUPI - 500;; 11,318;; 11,318; 11,287;;; 11,287;
2720; GV - 230;;  7,178;;  7,178;  7,148;;;  7,148;
1619; VALADARES - 230;; 10,007;; 10,007;  9,977;;;  9,977;
38921; VALADARES 6 - 500;; 10,530;; 10,530; 10,499;;; 10,499;
3384; HENRY BORDEN - 230;;  4,304;;  4,304;  5,335;;;  5,335;
44652; HUBNER - 230;;  5,927;;  5,927;  5,897;;;  5,897;
38856; ILHA SOLTEIRA 2 - 230;;  9,751;;  9,751;  9,721;;;  9,721;
38876; ILHA SOLTEIRA 2 - 440;;  9,626;;  9,626;  9,596;;;  9,596;
2611; ILHA SOLTEIRA - 440;;  9,623;;  9,623;  9,593;;;  9,593;
365; IBIAPINA II – 230;; 10,481;; 10,481; 10,451;;; 10,451;
288; IBICOARA - 230;;  9,967;;  9,967;  9,937;;;  9,937;
588; IBICOARA - 500;; 10,720;; 10,720; 10,690;;; 10,690;
6680; IBIPORA - 230;;  6,331;;  6,331;  6,301;;;  6,301;
3691; IBIUNA - 345;;  4,515;;  4,515;  5,335;;;  5,335;
3690; IBIUNA - 500;;  5,866;;  5,866;  5,836;;;  5,836;
217; ICO - 230;; 10,061;; 10,061; 10,031;;; 10,031;
394; IGAPORA II - 230;; 11,951;; 11,951; 11,921;;; 11,921;
11394; IGAPORA III - 230;; 11,874;; 11,874; 11,844;;; 11,844;
11594; IGAPORA III - 500;; 11,694;; 11,694; 11,664;;; 11,664;
7714; IGUATEMI 2 MS - 230;;  7,556;;  7,556;  7,526;;;  7,526;
9264; IJUI 2 - 230;;  7,095;;  7,095;  7,065;;;  7,065;
7918; CAIACA-SC - 230;;  5,206;;  5,206;  5,335;;;  5,335;
7755; IMBIRUSSU - 230;;  8,414;;  8,414;  8,384;;;  8,384;
239; IMPERATRIZ - 230;; 10,243;; 10,243; 10,213;;; 10,213;
539; IMPERATRIZ - 500;; 10,976;; 10,976; 10,946;;; 10,946;
7904; INDAIAL - 230;;  5,938;;  5,938;  5,908;;;  5,908;
38855; INOCENCIA - 230;;  9,752;;  9,752;  9,722;;;  9,722;
936; INTEGRADORA - 500;; 10,239;; 10,239; 10,209;;; 10,209;
2930; INTERNATIONAL 2 - 230;;  4,616;;  4,616;  5,335;;;  5,335;
