CONCESSIONÁRIA;Cód. ANEEL;Cód. ONS;BARRA;NOME;PONTO DE CONEXÃO;TUST RB Ponta;TUST RB Fora Ponta;TUST FR Ponta;TUST FR Fora Ponta;MUST RB Ponta;MUST RB Fora Ponta
CELESC-DIS;5697;25;1007;JLAC-A-SC138; U.JLACERDA-A - 138;  7,715;  8,450;       ;       ;113,0;114,0
CELESC-DIS;5697;25;2724;JOINOR-SC138; JOINV.NORTE - 138;  8,644;  9,388;       ;       ;394,0;319,0
CELESC-DIS;5697;25;1017;JOINVI-SC069; JOINVILLE - 69;  8,638;  9,382;       ;       ;81,00;104,0
CELESC-DIS;5697;25;1016;JOINVI-SC138; JOINVILLE - 138;  8,609;  9,346;       ;       ;337,0;394,0
CELESC-DIS;5697;25;10057;JOISUL-SC138; JOINVILLE SUL - 138;  8,340;  9,024;       ;       ;178,0;211,0
CELESC-DIS;5697;25;2805;LAGES--SC138; LAGES - 138;  7,718;  8,436;       ;       ;198,0;223,0
CELESC-DIS;5697;25;1035;PALH-E-SC138; PALHOCA ESU - 138;  8,326;  9,091;       ;       ;336,0;369,0
CELESC-DIS;5697;25;9841;PINHA2-SC138; PINHALZINHO 2 - 138;  7,315;  7,938;       ;       ;252,0;284,0
CELESC-DIS;5697;25;2847;RIOSUL-SC138; RIO DO SUL - 138;  8,285;  9,119;       ;       ;191,0;246,0
CELESC-DIS;5697;25;9993;Ratones--138; RATONES - 138;  8,385;  9,148;       ;       ;205,0;215,0
