GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA MANGUEIRA XI,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MANGUEIRA XII,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MANGUEIRA XIII,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MANGUEIRA XV,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MANGUEIRA XVII,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MIRIM II,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MIRIM IV,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MIRIM VI,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA MIRIM VIII,0,6.613,7.277,6.437,5.351,5.189,5.183,5.349,5.364,5.372,5.352,5.332000000000001,5.312000000000001,5.292000000000002,5.272000000000002,5.2520000000000024,5.232000000000003,5.212000000000003
EOL AURA QUEIMADA NOVA 01,0,10.859,11.333,11.823,12.628,13.471,13.483,13.799,13.643,13.663,13.643,13.623000000000001,13.603000000000002,13.583000000000002,13.563000000000002,13.543000000000003,13.523000000000003,13.503000000000004
EOL AURA QUEIMADA NOVA 02,0,10.859,11.333,11.823,12.628,13.471,13.483,13.799,13.643,13.663,13.643,13.623000000000001,13.603000000000002,13.583000000000002,13.563000000000002,13.543000000000003,13.523000000000003,13.503000000000004
EOL AURA QUEIMADA NOVA 03,0,10.859,11.333,11.823,12.628,13.72,13.739,14.067,13.913,13.934,13.914,13.894,13.874,13.854000000000001,13.834000000000001,13.814000000000002,13.794000000000002,13.774000000000003
EOL AURA TANQUE NOVO 01,0,10.456,10.793,10.431,10.798,11.132,11.127,11.506,11.211,11.227,11.207,11.187000000000001,11.167000000000002,11.147000000000002,11.127000000000002,11.107000000000003,11.087000000000003,11.067000000000004
EOL AURA TANQUE NOVO 02,0,10.456,10.793,10.431,10.798,11.132,11.127,11.506,11.211,11.227,11.207,11.187000000000001,11.167000000000002,11.147000000000002,11.127000000000002,11.107000000000003,11.087000000000003,11.067000000000004
EOL AURA TANQUE NOVO 03,0,10.456,10.793,10.431,10.798,11.132,11.127,11.506,11.211,11.227,11.207,11.187000000000001,11.167000000000002,11.147000000000002,11.127000000000002,11.107000000000003,11.087000000000003,11.067000000000004
EOL AVENTURA I,0,10.764,11.555,12.491,13.6,15.053,15.153,15.694,15.536,15.559,15.539,15.519,15.499,15.479000000000001,15.459000000000001,15.439000000000002,15.419000000000002,15.399000000000003
EOL AVENTURA II,0,10.764,11.555,12.491,13.6,15.053,15.153,15.694,15.536,15.559,15.539,15.519,15.499,15.479000000000001,15.459000000000001,15.439000000000002,15.419000000000002,15.399000000000003
EOL AVENTURA III,0,10.764,11.555,12.491,13.6,15.053,15.153,15.694,15.536,15.559,15.539,15.519,15.499,15.479000000000001,15.459000000000001,15.439000000000002,15.419000000000002,15.399000000000003
