NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
7739;EEAB--GO138; ;;8,301;;6,974;;6,659;;;;2
98251;U.LASA-ES13;U;;;;7,926;;7,689;;;;2
1168;14JUL-UHE002; ;;4,970;;9,002;;9,669;;;;1
1153;14JULH-RS230; ;;4,970;;9,002;;9,669;;;;1
2338;2CORRE-SP138; ;;4,963;13,9;8,952;14,0;9,061;;1498,57;1522,17;2
1184;2IRMAO-RS138; ;;4,963;;9,456;;10,218;;;;1
2627;2VENDA-ES069; ;;6,463;;7,861;;7,620;;;;2
7632;3.LAG2-SP138; ;;6,378;;7,903;;7,857;;;;2
3901;3.LAGO-SP138; ;;6,366;;7,909;;7,863;;;;2
1290;3COROA-RS138; ;;4,963;;9,386;;10,130;;;;1
3900;3IRMA--SP138; ;;6,498;;7,845;;7,785;;;;2
543;3IRMAO-SP138;U;;;6,9;7,845;10,0;7,785;;649,56;934,23;2
542;3IRMAO-SP440;B;803,3;6,647;;7,773;;7,699;64076,53;;;2
520;3IRMAOUHE005; ;;6,647;;7,773;;7,699;;;;2
17632;3L2-1Y-SP138; ;;6,378;;7,903;;7,857;;;;2
27632;3L2-2Y-SP138; ;;6,378;;7,903;;7,857;;;;2
1903;3LA-1Y-SP138; ;;6,366;47,0;7,908;53,0;7,863;;4460,22;5000,93;2
1940;3LA-2Y-SP138; ;;6,383;;7,900;;7,852;;;;2
2253;3M-----SP069; ;;4,963;;8,809;;8,904;;;;2
4970;3MAIO--MT138; ;;8,197;;7,025;;6,874;;;;2
4991;3MAIO-PCH013;U;;;;7,025;;6,874;;;;2
2246;3PONTA-SP138; ;;4,963;;8,847;;8,915;;;;2
4609;7QUED-PCH013;U;;;;7,319;;7,153;;;;2
96495;A. BELAS-138; ;;11,826;;5,273;;4,657;;;;3
96891;A.BONITA-GER;U;;;;8,682;;8,834;;;;2
1696;A.BRAN-RJ138; ;;5,233;;8,455;;8,391;;;;2
4973;A.FLOR-MT138; ;;8,367;;6,943;;6,769;;;;2
1638;A.FRAN-RJ138; ;;5,182;;8,480;;8,412;;;;2
1608;A.GRAN-RJ138; ;;5,174;;8,484;;8,418;;;;2
98361;A.INGAZEI138; ;;12,578;;4,910;;4,397;;;;3
2609;A.LAGE-ES138; ;;6,204;;7,987;;7,764;;;;2
97639;A.MACHA2-138; ;;5,792;;8,185;;8,217;;;;2
3881;A.VERM-SP138; ;;6,517;;7,836;;7,758;;;;2
500;A.VERMUHE006; ;;6,700;;7,747;;7,652;;;;2
2460;AALEGR-PR138; ;;4,963;;9,031;;9,425;;;;1
6040;AB-MT--RN230; ;;13,957;;4,244;;4,009;;;;3
1778;ABADIA-RJ069; ;;6,218;;7,980;;7,757;;;;2
8344;ABAIAR-CE230;B;163,7;12,873;;4,768;;4,222;25287,68;;;3
6203;ABAIXA-BA069; ;;12,268;67,7;5,060;69,5;4,539;;4107,42;3785,55;3
9739;ABATIS-SC230;B;330,0;5,278;;8,751;;9,345;20900,04;;;1
9738;ABATIS-SC525; ;;4,966;;8,913;;9,502;;;;1
9922;ABELUZ-SC138; ;;5,396;;8,724;;9,321;;;;1
2716;ABENO1-SC138; ;;4,963;;9,650;;10,463;;;;1
6281;ABILI__BA230; ;;10,875;;5,732;;5,203;;;;3
6043;ABMT-AEOL010; ;;13,957;;4,244;;4,009;;;;3
6042;ABMT-BEOL014; ;;13,957;;4,244;;4,009;;;;3
7709;ABOAVI-MT138; ;;6,060;;8,056;;7,896;;;;2
4694;ABOAVI-MT138; ;;6,060;;8,056;;7,896;;;;2
4912;ABRAN-PCH034; ;;7,596;;7,315;;7,148;;;;2
4404;ABRAV-PCH034;U;;;;7,315;;7,148;;;;2
4867;ABRE--PCH138;U;;;;7,297;;7,088;;;;2
280;ABRTAP-RJ138; ;;5,233;;8,455;;8,391;;;;2
6931;ABUNA--RO138; ;;7,039;34,6;7,583;35,3;6,923;;3145,02;2935,15;2
6930;ABUNA--RO230; ;;7,039;;7,583;;6,923;;;;2
6701;AC-MB1CAP500; ;;11,926;;5,225;;4,657;;;;4
6703;AC-MB2CAP500; ;;11,938;;5,219;;4,651;;;;4
6702;AC-PD3CAP500; ;;11,920;;5,228;;4,660;;;;4
1924;ACA-1Y-SP069; ;;6,320;;7,931;;7,870;;;;2
8213;ACACIA-BA230; ;;10,798;;5,769;;5,248;;;;3
6625;ACACIAEOL000; ;;10,798;;5,769;;5,248;;;;3
6700;ACAILA-MA500; ;;11,889;;5,243;;4,679;;;;4
3911;ACAMP--SP069; ;;6,320;;7,931;;7,870;;;;2
1655;ACAMPI-RJ138; ;;5,083;;8,528;;8,470;;;;2
1896;ACARAC-MS138; ;;5,430;;8,360;;8,424;;;;2
5923;ACARAT-CE230; ;;12,546;;4,925;;4,305;;;;3
5318;ACARAT-CE500; ;;12,486;;4,954;;4,337;;;;3
5486;ACARAU-CE230;B;343,3;12,568;41,6;4,915;52,0;4,294;51767,80;2453,64;2679,25;3
8796;ACAUA--RN230; ;;14,075;;4,188;;4,009;;;;3
6624;ACAUA-EOL000; ;;10,875;;5,732;;5,203;;;;3
8798;ACAUA-EOL026; ;;14,075;;4,188;;4,009;;;;3
1597;ACESIT-MG069; ;;4,963;;8,658;;8,569;;;;2
1596;ACESIT-MG230;B;,1;4,963;107,5;8,658;127,5;8,569;5,96;11168,27;13110,95;2
838;ACHATE-PR138; ;;4,963;;8,939;;9,307;;;;1
4405;ACLAR-PCH034;U;;;;7,315;;7,148;;;;2
1135;ACLARA-MS138; ;;6,152;;8,012;;7,994;;;;2
9552;ACLTAP-RS069; ;;4,963;;9,671;;10,444;;;;1
7007;ACRELA-AC069; ;;6,711;;7,742;;7,098;;;;2
3775;ACREUN-GO069; ;;7,629;;7,299;;7,106;;;;2
3706;ACREUN-GO138; ;;7,629;;7,299;;7,106;;;;2
11630;ACT-1Y-SP138; ;;5,939;;8,114;;8,097;;;;2
22630;ACT-2Y-SP138; ;;5,943;;8,112;;8,095;;;;2
3590;ACU----RJ138; ;;6,207;;7,985;;7,763;;;;2
5463;ACU2---RN069; ;;13,828;55,6;4,307;70,1;4,009;;2875,51;3370,28;3
5468;ACU2---RN138;U;;;14,1;4,451;15,5;4,009;;751,47;747,67;3
5461;ACU2---RN230;B;800,3;13,828;;4,307;;4,009;132800,30;;;3
5351;ACU3---RN230;B;1374,3;13,876;;4,284;;4,009;228829,20;;;3
5350;ACU3---RN500;B;3069,2;13,542;;4,445;;4,009;498781,50;;;3
3177;ADAMANBIO069; ;;6,043;;8,065;;8,055;;;;2
2793;ADAMI--SC138; ;;5,042;;8,962;;9,601;;;;1
9070;ADELAI-MG138; ;;7,133;;7,538;;7,281;;;;2
7177;ADM-UB-MG138; ;;8,010;;7,115;;6,852;;;;2
10120;ADOCE-EOL034; ;;5,308;;8,778;;9,386;;;;1
173;ADRIAN-RJ138; ;;5,088;741,2;8,525;761,0;8,430;;75827,09;76982,82;2
140;ADRIAN-RJ345; ;;5,049;;8,544;;8,453;;;;2
106;ADRIAN-RJ500; ;;5,266;;8,440;;8,374;;;;2
14231;AER-1Y-SP138; ;;5,731;;8,215;;8,199;;;;2
24231;AER-2Y-SP138; ;;5,731;;8,215;;8,199;;;;2
3045;AERGUA-SP138; ;;4,963;;9,105;;9,199;;;;2
764;AEROP1-GO138; ;;6,230;;7,974;;7,866;;;;2
1680;AEROPO-RJ138; ;;5,174;;8,484;;8,418;;;;2
