BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   18,126;         ;         ;         
2840; AGUA AZUL - 138;   18,126;;;
30951; AGUA AZUL - 440                                                      ;   17,818;         ;         ;         
30951; AGUA AZUL - 440;   17,818;;;
 1206; AG.LINDAS230                                                         ;   13,748;         ;         ;         
1206; AG.LINDAS230;   13,748;;;
 1943; ANGRA AMPLA - 138                                                    ;   14,931;         ;         ;         
1943; ANGRA AMPLA - 138;   14,931;;;
  151; ACU II - 138                                                         ;    7,998;         ;         ;         
151; ACU II - 138;    7,998;;;
  251; ACU II - 230                                                         ;    7,998;         ;         ;         
251; ACU II - 230;    7,998;;;
11265; ACU III - 230                                                        ;    7,998;         ;         ;         
11265; ACU III - 230;    7,998;;;
11565; ACU III - 500                                                        ;    7,998;         ;         ;         
11565; ACU III - 500;    7,998;;;
  600; ABAIXADORA - 69                                                      ;    7,998;         ;         ;         
600; ABAIXADORA - 69;    7,998;;;
 7747; ABDON BATISTA - 230                                                  ;   18,442;         ;         ;         
7747; ABDON BATISTA - 230;   18,442;;;
 7744; ABDON BATISTA - 525                                                  ;   18,704;         ;         ;         
7744; ABDON BATISTA - 525;   18,704;;;
 9590; ABUNA - 13,8                                                         ;   23,195;         ;         ;         
9590; ABUNA - 13,8;   23,195;;;
 9636; ABUNA - 138                                                          ;   23,195;         ;         ;         
9636; ABUNA - 138;   23,195;;;
 9537; ABUNA - 230                                                          ;   23,195;         ;         ;         
9537; ABUNA - 230;   23,195;;;
  559; ACAILANDIA - 500                                                     ;    9,758;         ;         ;         
559; ACAILANDIA - 500;    9,758;;;
55412; ACARAU II – 230                                                      ;    8,658;         ;         ;         
55412; ACARAU II – 230;    8,658;;;
12907; ACARAT CE - 230                                                      ;    8,677;         ;         ;         
12907; ACARAT CE - 230;    8,677;;;
12902; ACARAT-CE500                                                         ;    8,706;         ;         ;         
12902; ACARAT-CE500;    8,706;;;
 4475; ACESITA - 230                                                        ;   15,297;         ;         ;         
4475; ACESITA - 230;   15,297;;;
 3155; EMPLAL - 138                                                         ;   15,747;         ;         ;         
3155; EMPLAL - 138;   15,747;;;
 3730; ADRIANOPOLIS - 138                                                   ;   15,341;         ;         ;         
3730; ADRIANOPOLIS - 138;   15,341;;;
 3729; ADRIANOPOLIS - 345                                                   ;   15,283;         ;         ;         
3729; ADRIANOPOLIS - 345;   15,283;;;
 3728; ADRIANOPOLIS - 500                                                   ;   15,047;         ;         ;         
3728; ADRIANOPOLIS - 500;   15,047;;;
 3031; AGUAI - 138                                                          ;   17,326;         ;         ;         
3031; AGUAI - 138;   17,326;;;
 1637; AIMORES - 230                                                        ;   13,515;         ;         ;         
1637; AIMORES - 230;   13,515;;;
 2336; AJINOMOTO VAL - 138                                                  ;   16,167;         ;         ;         
2336; AJINOMOTO VAL - 138;   16,167;;;
18761; ALAGOINHA 2 - 69                                                     ;   11,554;         ;         ;         
18761; ALAGOINHA 2 - 69;   11,554;;;
11760; ALAGOAS 2 - 230                                                      ;   11,554;         ;         ;         
11760; ALAGOAS 2 - 230;   11,554;;;
 7591; ALEGRETE2 - 69                                                       ;   19,906;         ;         ;         
7591; ALEGRETE2 - 69;   19,906;;;
 9002; ALEGRETE2 - 230                                                      ;   19,906;         ;         ;         
9002; ALEGRETE2 - 230;   19,906;;;
56095; ALEX - 230                                                           ;    7,998;         ;         ;         
56095; ALEX - 230;    7,998;;;
  862; ALTAMIRA - 69                                                        ;   10,759;         ;         ;         
862; ALTAMIRA - 69;   10,759;;;
  362; ALTAMIRA - 230                                                       ;   10,759;         ;         ;         
362; ALTAMIRA - 230;   10,759;;;
 2219; AMPARO - 138                                                         ;   17,940;         ;         ;         
2219; AMPARO - 138;   17,940;;;
46950; ANASTACIO - 138                                                      ;   17,252;         ;         ;         
46950; ANASTACIO - 138;   17,252;;;
 7758; ANASTACIO - 230                                                      ;   17,383;         ;         ;         
7758; ANASTACIO - 230;   17,383;;;
 2770; ANDIRA LESTE - 230                                                   ;   18,242;         ;         ;         
2770; ANDIRA LESTE - 230;   18,242;;;
 6834; ANDIRA LESTE - 138                                                   ;   18,404;         ;         ;         
6834; ANDIRA LESTE - 138;   18,404;;;
 3132; ANDRADINA - 138                                                      ;   15,771;         ;         ;         
3132; ANDRADINA - 138;   15,771;;;
