BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   17,587;         ;         ;         
2840; AGUA AZUL - 138;   17,587;;;
30951; AGUA AZUL - 440                                                      ;   17,307;         ;         ;         
30951; AGUA AZUL - 440;   17,307;;;
 1206; AG.LINDAS230                                                         ;   14,228;         ;         ;         
1206; AG.LINDAS230;   14,228;;;
 1943; ANGRA AMPLA - 138                                                    ;   14,878;         ;         ;         
1943; ANGRA AMPLA - 138;   14,878;;;
  151; ACU II - 138                                                         ;   12,160;         ;         ;         
151; ACU II - 138;   12,160;;;
  251; ACU II - 230                                                         ;   12,160;         ;         ;         
251; ACU II - 230;   12,160;;;
11265; ACU III - 230                                                        ;   12,346;         ;         ;         
11265; ACU III - 230;   12,346;;;
11565; ACU III - 500                                                        ;   12,525;         ;         ;         
11565; ACU III - 500;   12,525;;;
  600; ABAIXADORA - 69                                                      ;   13,127;         ;         ;         
600; ABAIXADORA - 69;   13,127;;;
 7747; ABDON BATISTA - 230                                                  ;   15,697;         ;         ;         
7747; ABDON BATISTA - 230;   15,697;;;
 7744; ABDON BATISTA - 525                                                  ;   16,251;         ;         ;         
7744; ABDON BATISTA - 525;   16,251;;;
 9590; ABUNA - 13,8                                                         ;   20,720;         ;         ;         
9590; ABUNA - 13,8;   20,720;;;
 9636; ABUNA - 138                                                          ;   20,720;         ;         ;         
9636; ABUNA - 138;   20,720;;;
 9537; ABUNA - 230                                                          ;   20,720;         ;         ;         
9537; ABUNA - 230;   20,720;;;
  559; ACAILANDIA - 500                                                     ;   13,131;         ;         ;         
559; ACAILANDIA - 500;   13,131;;;
55412; ACARAU II – 230                                                      ;   13,431;         ;         ;         
55412; ACARAU II – 230;   13,431;;;
12907; ACARAT CE - 230                                                      ;   13,427;         ;         ;         
12907; ACARAT CE - 230;   13,427;;;
12902; ACARAT-CE500                                                         ;   13,403;         ;         ;         
12902; ACARAT-CE500;   13,403;;;
 4475; ACESITA - 230                                                        ;   15,777;         ;         ;         
4475; ACESITA - 230;   15,777;;;
 3155; EMPLAL - 138                                                         ;   14,568;         ;         ;         
3155; EMPLAL - 138;   14,568;;;
 3730; ADRIANOPOLIS - 138                                                   ;   15,437;         ;         ;         
3730; ADRIANOPOLIS - 138;   15,437;;;
 3729; ADRIANOPOLIS - 345                                                   ;   15,379;         ;         ;         
3729; ADRIANOPOLIS - 345;   15,379;;;
 3728; ADRIANOPOLIS - 500                                                   ;   15,144;         ;         ;         
3728; ADRIANOPOLIS - 500;   15,144;;;
 3031; AGUAI - 138                                                          ;   16,792;         ;         ;         
3031; AGUAI - 138;   16,792;;;
 1637; AIMORES - 230                                                        ;   13,667;         ;         ;         
1637; AIMORES - 230;   13,667;;;
 2336; AJINOMOTO VAL - 138                                                  ;   14,968;         ;         ;         
2336; AJINOMOTO VAL - 138;   14,968;;;
18761; ALAGOINHA 2 - 69                                                     ;   15,774;         ;         ;         
18761; ALAGOINHA 2 - 69;   15,774;;;
11760; ALAGOAS 2 - 230                                                      ;   15,774;         ;         ;         
11760; ALAGOAS 2 - 230;   15,774;;;
 7591; ALEGRETE2 - 69                                                       ;   16,634;         ;         ;         
7591; ALEGRETE2 - 69;   16,634;;;
 9002; ALEGRETE2 - 230                                                      ;   16,634;         ;         ;         
9002; ALEGRETE2 - 230;   16,634;;;
56095; ALEX - 230                                                           ;   12,294;         ;         ;         
56095; ALEX - 230;   12,294;;;
  862; ALTAMIRA - 69                                                        ;   14,089;         ;         ;         
862; ALTAMIRA - 69;   14,089;;;
  362; ALTAMIRA - 230                                                       ;   14,089;         ;         ;         
362; ALTAMIRA - 230;   14,089;;;
 2219; AMPARO - 138                                                         ;   17,391;         ;         ;         
2219; AMPARO - 138;   17,391;;;
46950; ANASTACIO - 138                                                      ;   15,903;         ;         ;         
46950; ANASTACIO - 138;   15,903;;;
 7758; ANASTACIO - 230                                                      ;   16,042;         ;         ;         
7758; ANASTACIO - 230;   16,042;;;
 2770; ANDIRA LESTE - 230                                                   ;   16,677;         ;         ;         
2770; ANDIRA LESTE - 230;   16,677;;;
 6834; ANDIRA LESTE - 138                                                   ;   16,795;         ;         ;         
6834; ANDIRA LESTE - 138;   16,795;;;
 3132; ANDRADINA - 138                                                      ;   14,604;         ;         ;         
3132; ANDRADINA - 138;   14,604;;;
  540; ANGELIM - 500                                                        ;   13,877;         ;         ;         
540; ANGELIM - 500;   13,877;;;
  640; ANGELIM - 69                                                         ;   14,017;         ;         ;         
640; ANGELIM - 69;   14,017;;;
  240; ANGELIM - 230                                                        ;   14,017;         ;         ;         
240; ANGELIM - 230;   14,017;;;
 3746; ANGRA 1 - 138                                                        ;   14,680;         ;         ;         
3746; ANGRA 1 - 138;   14,680;;;
 3745; ANGRA - 500                                                          ;   14,344;         ;         ;         
3745; ANGRA - 500;   14,344;;;
 1185; ANHANGUERA - 69                                                      ;   14,746;         ;         ;         
1185; ANHANGUERA - 69;   14,746;;;
 1171; ANHANGUERA - 138                                                     ;   14,734;         ;         ;         
1171; ANHANGUERA - 138;   14,734;;;
 1172; ANHANGUERA GO - 230                                                  ;   14,746;         ;         ;         
1172; ANHANGUERA GO - 230;   14,746;;;
 2901; ANHANGUERA SP - 230                                                  ;   20,003;         ;         ;         
2901; ANHANGUERA SP - 230;   20,003;;;
 2900; ANHANGUERA - 345                                                     ;   19,666;         ;         ;         
2900; ANHANGUERA - 345;   19,666;;;
 2958; APARECIDA - 88                                                       ;   15,798;         ;         ;         
2958; APARECIDA - 88;   15,798;;;
 2957; APARECIDA - 230                                                      ;   15,798;         ;         ;         
2957; APARECIDA - 230;   15,798;;;
 2758; ALTA PAULISTA - 400                                                  ;   14,953;         ;         ;         
2758; ALTA PAULISTA - 400;   14,953;;;
