Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,934;;  6,934;  6,918;;;  6,918;
1206; AG.LINDAS230;; 10,067;; 10,067; 10,051;;; 10,051;
251; ACU II - 230;; 11,782;; 11,782; 11,766;;; 11,766;
11265; ACU III - 230;; 11,580;; 11,580; 11,564;;; 11,564;
11565; ACU III - 500;; 11,446;; 11,446; 11,430;;; 11,430;
7747; ABDON BATISTA - 230;;  8,186;;  8,186;  8,170;;;  8,170;
7744; ABDON BATISTA - 525;;  7,656;;  7,656;  7,639;;;  7,639;
9537; ABUNA - 230;;  2,434;;  2,434;  5,359;;;  5,359;
559; ACAILANDIA - 500;; 10,878;; 10,878; 10,862;;; 10,862;
55412; ACARAU II – 230;; 10,494;; 10,494; 10,478;;; 10,478;
12907; ACARAT CE - 230;; 10,499;; 10,499; 10,483;;; 10,483;
12902; ACARAT-CE500;; 10,526;; 10,526; 10,510;;; 10,510;
4475; ACESITA - 230;;  8,186;;  8,186;  8,170;;;  8,170;
3729; ADRIANOPOLIS - 345;;  8,881;;  8,881;  8,865;;;  8,865;
3728; ADRIANOPOLIS - 500;;  9,245;;  9,245;  9,229;;;  9,229;
1637; AIMORES - 230;; 10,354;; 10,354; 10,338;;; 10,338;
11760; ALAGOAS 2 - 230;;  8,017;;  8,017;  8,001;;;  8,001;
9002; ALEGRETE2 - 230;;  7,076;;  7,076;  7,060;;;  7,060;
56095; ALEX - 230;; 11,647;; 11,647; 11,631;;; 11,631;
362; ALTAMIRA - 230;;  9,857;;  9,857;  9,841;;;  9,841;
7758; ANASTACIO - 230;;  7,948;;  7,948;  7,932;;;  7,932;
2770; ANDIRA LESTE - 230;;  7,450;;  7,450;  7,434;;;  7,434;
540; ANGELIM - 500;; 10,036;; 10,036; 10,020;;; 10,020;
240; ANGELIM - 230;;  9,890;;  9,890;  9,874;;;  9,874;
3745; ANGRA - 500;; 10,071;; 10,071; 10,055;;; 10,055;
1172; ANHANGUERA GO - 230;;  9,178;;  9,178;  9,162;;;  9,162;
2901; ANHANGUERA SP - 230;;  4,103;;  4,103;  5,359;;;  5,359;
2900; ANHANGUERA - 345;;  4,445;;  4,445;  5,359;;;  5,359;
2957; APARECIDA - 230;;  8,452;;  8,452;  8,436;;;  8,436;
2758; ALTA PAULISTA - 400;;  9,374;;  9,374;  9,358;;;  9,358;
6601; APUCARANA - 230;;  6,995;;  6,995;  6,979;;;  6,979;
58771; LAGOA BARRO - 230;; 11,468;; 11,468; 11,452;;; 11,452;
11219; AQUIRAZ - 230;;  9,445;;  9,445;  9,429;;;  9,429;
1522; ARACUAI - 230;; 12,327;; 12,327; 12,310;;; 12,310;
11242; ARAPIRACA III - 230;;  6,244;;  6,244;  6,228;;;  6,228;
5203; ARARAQUARA 2 - 440;;  8,969;;  8,969;  8,953;;;  8,953;
5202; ARARAQUARA 2 - 500;;  9,475;;  9,475;  9,459;;;  9,459;
2630; ARARAQUARA - 440;;  8,487;;  8,487;  8,471;;;  8,471;
3852; ARARAQUARA - 500;;  9,236;;  9,236;  9,220;;;  9,220;
2673; ARARAS SP - 440;;  7,524;;  7,524;  7,508;;;  7,508;
38906; ARAXA 3 - 345;; 10,340;; 10,340; 10,323;;; 10,323;
12203; ARCOVERDE II - 230;; 10,064;; 10,064; 10,048;;; 10,048;
7749; AREIA - 230;;  7,831;;  7,831;  7,815;;;  7,815;
7748; AREIA - 525;;  8,008;;  8,008;  7,992;;;  7,992;
39813; ARINOS 2 - 500;; 11,752;; 11,752; 11,736;;; 11,736;
9520; ARIQUEMES - 230;;  3,468;;  3,468;  5,359;;;  5,359;
302; MOXOTO - 230;; 11,191;; 11,191; 11,175;;; 11,175;
2624; ASSIS - 440;;  8,642;;  8,642;  8,626;;;  8,626;
4282; ASSIS - 525;;  8,366;;  8,366;  8,350;;;  8,350;
2626; ASSIS 2 - 230;;  8,249;;  8,249;  8,233;;;  8,233;
2677; ATIBAIA 2 - 345;;  5,984;;  5,984;  5,968;;;  5,968;
7923; ATLANTIDA 2 - 230;;  6,831;;  6,831;  6,815;;;  6,815;
2786; AVARE - 230;;  5,565;;  5,565;  5,549;;;  5,549;
2617; AGUA VERMELHA - 500;; 10,280;; 10,280; 10,264;;; 10,264;
2618; AGUA VERMELHA - 440;; 10,151;; 10,151; 10,135;;; 10,135;
3947; BARRO ALTO - 230;; 11,965;; 11,965; 11,949;;; 11,949;
3605; BARRO BRANCO - 345;;  8,956;;  8,956;  8,940;;;  8,940;
4297; B. DOS COQUEIROS - 230;; 12,234;; 12,234; 12,218;;; 12,218;
229; B.ESPERANCA - 230;; 10,134;; 10,134; 10,117;;; 10,117;
4288; B. FLUMINENSE - 500;;  9,664;;  9,664;  9,648;;;  9,648;
7304; BARRA GRANDE - 230;;  8,624;;  8,624;  8,608;;;  8,608;
6608; BAIXO IGUACU PR - 230;;  9,015;;  9,015;  8,999;;;  8,999;
11050; B.JESUS II - 230;; 10,368;; 10,368; 10,352;;; 10,352;
3236; BARRA PEIXE - 230;;  8,986;;  8,986;  8,970;;;  8,970;
13103; BACAB - MA - 500;; 10,547;; 10,547; 10,531;;; 10,531;
9010; BAGE 2 - 230;;  7,461;;  7,461;  7,445;;;  7,445;
2733; BAGUACU - 440;;  8,857;;  8,857;  8,841;;;  8,841;
1645; BAGUARI - 230;; 10,254;; 10,254; 10,238;;; 10,238;
2920; B. SANTISTA - 230;;  4,879;;  4,879;  5,359;;;  5,359;
2919; B. SANTISTA - 345;;  5,246;;  5,246;  5,359;;;  5,359;
10410; BALBINA - 230;;  7,941;;  7,941;  7,925;;;  7,925;
215; BALSAS - 230;; 10,778;; 10,778; 10,762;;; 10,762;
222; BANABUIU - 230;; 10,350;; 10,350; 10,334;;; 10,334;
3909; BANDEIRANTE GO - 345;; 10,070;; 10,070; 10,054;;; 10,054;
2934; BANDEIRANTE SP - 345;;  4,250;;  4,250;  5,359;;;  5,359;
1480; BARBACENA - 345;;  8,629;;  8,629;  8,613;;;  8,613;
11286; BARREIRAS II - 230;; 10,014;; 10,014;  9,998;;;  9,998;
286; BARREIRAS - 230;;  9,562;;  9,562;  9,546;;;  9,546;
1482; BARREIRO - 345;;  9,209;;  9,209;  9,193;;;  9,193;
846; BARREIRAS - 500;; 11,475;; 11,475; 11,459;;; 11,459;
6627; BATEIAS - 230;;  6,902;;  6,902;  6,886;;;  6,886;
3696; BATEIAS 3 - 500;;  7,417;;  7,417;  7,400;;;  7,400;
6628; BATEIAS - 525;;  7,525;;  7,525;  7,509;;;  7,509;
2628; BAURU SP - 440;;  7,816;;  7,816;  7,800;;;  7,800;
1612; BARAO DE COCAIS 3 - 230;;  8,482;;  8,482;  8,466;;;  8,466;
1485; B.DESPACHO - 500;; 10,258;; 10,258; 10,242;;; 10,242;
529; B.ESPERANCA - 500;; 10,994;; 10,994; 10,978;;; 10,978;
26454; BETIM 6 -345;;  9,470;;  9,470;  9,454;;;  9,454;
7740; BAIXO IGUACU SC - 230;;  6,136;;  6,136;  6,120;;;  6,120;
7741; BIGUACU--525;;  7,004;;  7,004;  6,988;;;  6,988;
2638; BOM JARDIM - 440;;  7,152;;  7,152;  7,136;;;  7,136;
385; B.J.LAPA II - 230;; 11,548;; 11,548; 11,532;;; 11,532;
585; BJLAPAII - 500;; 11,609;; 11,609; 11,593;;; 11,593;
285; B.J.LAPA - 230;; 11,548;; 11,548; 11,532;;; 11,532;
35351; BRASILIA LESTE - 500;; 10,677;; 10,677; 10,661;;; 10,661;
7734; BLUMENAU - 230;;  6,351;;  6,351;  6,335;;;  6,335;
7733; BLUMENAU - 525;;  6,991;;  6,991;  6,975;;;  6,975;
220; BOM NOME - 230;; 11,171;; 11,171; 11,155;;; 11,155;
243; BONGI - 230;;  7,883;;  7,883;  7,867;;;  7,867;
2777; BOTUCATU - 230;;  5,800;;  5,800;  5,784;;;  5,784;
3936; BRASILIA GERAL - 230;;  9,242;;  9,242;  9,226;;;  9,226;
3920; BRAS. SUL - 230;;  9,650;;  9,650;  9,634;;;  9,634;
3919; BRAS. SUL -345;; 10,178;; 10,178; 10,162;;; 10,162;
3300; BRASNORTE - 230;;  9,253;;  9,253;  9,236;;;  9,236;
1600; BRAUNA - 230;;  9,949;;  9,949;  9,933;;;  9,933;
205; BROT.MACAUBAS - 230;; 11,959;; 11,959; 11,943;;; 11,943;
376; BRUMADO II - 230;;  8,673;;  8,673;  8,657;;;  8,657;
12318; BURITIRAMA - 500;; 11,632;; 11,632; 11,616;;; 11,616;
38913; HELIO VALGAS MG - 345;; 11,930;; 11,930; 11,914;;; 11,914;
9266; CRUZ ALTA 2 - 230;;  7,420;;  7,420;  7,403;;;  7,403;
4481; CANA BRAVA - 230;; 12,219;; 12,219; 12,203;;; 12,203;
6615; C.COMPRIDO - 230;;  6,701;;  6,701;  6,685;;;  6,685;
270; CIC.DANTAS - 230;;  9,866;;  9,866;  9,850;;;  9,850;
11461; CAMPO FORMOSO - 230;; 11,398;; 11,398; 11,382;;; 11,382;
9020; C.INDUSTRIAL - 230;;  6,959;;  6,959;  6,943;;;  6,943;
236; COELHO NETO - 230;;  8,161;;  8,161;  8,145;;;  8,145;
11253; CURRAIS NOVOS II - 230;; 11,052;; 11,052; 11,036;;; 11,036;
3720; C. PAULISTA - 500;;  9,827;;  9,827;  9,811;;;  9,811;
38871; CACU - 230;; 12,234;; 12,234; 12,218;;; 12,218;
2649; CABREUVA - 230;;  5,522;;  5,522;  5,506;;;  5,506;
2647; CABREUVA - 440;;  6,593;;  6,593;  6,577;;;  6,577;
58008; CAETES II - 230;; 10,064;; 10,064; 10,048;;; 10,048;
51457; CAMAQUA 3 - 230;;  7,228;;  7,228;  7,212;;;  7,212;
574; CAMACARI - 500;;  9,178;;  9,178;  9,162;;;  9,162;
284; CAMACARI IV - 230;;  8,381;;  8,381;  8,365;;;  8,365;
584; CAMACARI IV - 500;;  9,143;;  9,143;  9,126;;;  9,126;
9030; CAMAQUA - 230;;  7,078;;  7,078;  7,062;;;  7,062;
3701; CAMPINAS - 345;;  6,810;;  6,810;  6,794;;;  6,794;
3700; CAMPINAS - 500;;  8,155;;  8,155;  8,139;;;  8,139;
38951; CAMPOS 2 - 500;;  9,847;;  9,847;  9,831;;;  9,831;
9015; CAMPO BOM - 230;;  6,222;;  6,222;  6,206;;;  6,206;
3785; CAMPOS - 345;; 10,054;; 10,054; 10,038;;; 10,038;
38873; CANARANA CMT - 230;;  6,602;;  6,602;  6,586;;;  6,586;
9283; CANDELARIA 2 - 230;;  7,859;;  7,859;  7,843;;;  7,843;
9040; CANDIOTA 2 - 230;;  7,760;;  7,760;  7,744;;;  7,744;
7753; CANDIOTA 2 - 525;;  7,727;;  7,727;  7,711;;;  7,711;
50209; CANDIOTA - 230;;  7,760;;  7,760;  7,744;;;  7,744;
9045; CANOA 1 - 230;;  6,736;;  6,736;  6,720;;;  6,720;
9050; CANOAS 2 - 230;;  7,555;;  7,555;  7,539;;;  7,539;
7778; CANOINHA - 230;;  5,473;;  5,473;  5,457;;;  5,457;
50215; CAPIVARI-230;;  7,229;;  7,229;  7,213;;;  7,213;
50212; CAPIVARI-525;;  7,364;;  7,364;  7,348;;;  7,348;
2622; CAPIVARA - 440;;  9,101;;  9,101;  9,085;;;  9,085;
1202; CARAJAS GO - 230;;  9,110;;  9,110;  9,094;;;  9,094;
916; CARAJAS PA - 230;; 10,114;; 10,114; 10,098;;; 10,098;
2966; CARBOCLORO - 230;;  4,753;;  4,753;  5,359;;;  5,359;
6624; CASCAVEL - 230;;  7,616;;  7,616;  7,600;;;  7,600;
44900; CASCAVEL NORT - 230;;  7,521;;  7,521;  7,505;;;  7,505;
6625; CASCAVEL OESTE - 230;;  7,850;;  7,850;  7,834;;;  7,834;
6626; CASCAVOE - 525;;  8,219;;  8,219;  8,203;;;  8,203;
6762; CAMPO ASSOBIO - 230;;  6,340;;  6,340;  6,324;;;  6,324;
235; CASTANHA - 230;;  8,233;;  8,233;  8,217;;;  8,217;
51704; CASTERTECH - 230;;  6,632;;  6,632;  6,616;;;  6,616;
7023; CASTRO NORTE - 230;;  6,338;;  6,338;  6,322;;;  6,322;
272; CATU - 230;;  7,817;;  7,817;  7,801;;;  7,801;
218; CAIUPE - 230;;  9,329;;  9,329;  9,313;;;  9,313;
9062; CAXIAS SUL 2 - 230;;  6,623;;  6,623;  6,607;;;  6,607;
9065; CAXIAS 5 -230;;  6,699;;  6,699;  6,683;;;  6,683;
9066; CAXIAS 6 - 230;;  6,651;;  6,651;  6,635;;;  6,635;
46948; CAXIAS - 230;;  7,005;;  7,005;  6,989;;;  6,989;
46947; CAXIAS NORTE - 525;;  7,399;;  7,399;  7,383;;;  7,383;
9060; CAXIAS NORTE - 230;;  6,807;;  6,807;  6,791;;;  6,791;
7751; CAXIAS RS - 525;;  7,295;;  7,295;  7,279;;;  7,279;
4532; CBA - 230;;  5,522;;  5,522;  5,506;;;  5,506;
2672; CBA TERM - 440;;  5,942;;  5,942;  5,926;;;  5,926;
7299; CBA LESTE - 230;;  6,978;;  6,978;  6,962;;;  6,962;
7300; CBA LESTE - 525;;  7,411;;  7,411;  7,395;;;  7,395;
44655; CURITIBA NORT - 230;;  6,547;;  6,547;  6,531;;;  6,531;
2802; CAPAO BONITO - 230;;  3,675;;  3,675;  5,359;;;  5,359;
1153; CACHOEIRA DOURADA - 230;; 11,463;; 11,463; 11,447;;; 11,447;
2941; TR.CENTRO 1 - 230;;  3,499;;  3,499;  5,359;;;  5,359;
2942; TR.CENTRO 2 - 230;;  3,499;;  3,499;  5,359;;;  5,359;
2943; CENTRO - 230;;  3,188;;  3,188;  5,359;;;  5,359;
44906; CERQUILHO 3 - 230;;  4,686;;  4,686;  5,359;;;  5,359;
39850; CAMPO GRANDE II - 230;;  8,735;;  8,735;  8,719;;;  8,719;
11244; CAMPINA GRANDE II - 230;; 10,080;; 10,080; 10,064;;; 10,064;
12244; CAMPINA GRANDE III - 230;; 10,272;; 10,272; 10,256;;; 10,256;
544; CAMPINA GRANDE III - 500;; 10,679;; 10,679; 10,663;;; 10,663;
58208; CHAPADA 1 PI - 230;; 11,561;; 11,561; 11,545;;; 11,545;
58217; CHAPADA 2 PI - 230;; 11,477;; 11,477; 11,461;;; 11,461;
58227; CHAPADA 3 PI - 230;; 11,623;; 11,623; 11,607;;; 11,607;
13020; CHAPADINHA II - 230;;  8,507;;  8,507;  8,490;;;  8,490;
38853; CHAPADAO - 230;;  9,984;;  9,984;  9,968;;;  9,968;
7882; CHARQUEADAS 3 - 230;;  7,141;;  7,141;  7,125;;;  7,125;
7780; CHARQUEADAS (SE) - 230;;  6,950;;  6,950;  6,934;;;  6,934;
2773; CHAVANTES - 230;;  6,887;;  6,887;  6,870;;;  6,870;
6617; C.IND. CURITIBA - 230;;  6,603;;  6,603;  6,587;;;  6,587;
4582; CLAUDIA - 500;; 11,988;; 11,988; 11,972;;; 11,972;
274; CAMACARI II - 230;;  8,405;;  8,405;  8,389;;;  8,389;
7776; C.MOURAO - 230;;  7,811;;  7,811;  7,795;;;  7,795;
11246; CEAMIRIM - 230;; 10,902;; 10,902; 10,886;;; 10,886;
11546; CEA.MIRIM II - 500;; 11,074;; 11,074; 11,057;;; 11,057;
12201; CURRAL NOVO PIAUI - 230;; 11,717;; 11,717; 11,700;;; 11,700;
12501; CURRAL NOVO PIAUI - 500;; 11,620;; 11,620; 11,604;;; 11,604;
7723; CAMPOS NOVOS - 230;;  8,522;;  8,522;  8,506;;;  8,506;
7736; CAMPOS NOVOS - 525;;  7,836;;  7,836;  7,820;;;  7,820;
40663; CODEMI GO- 230;; 12,051;; 12,051; 12,035;;; 12,035;
5201; C.PORTO VELHO - 500;; 19,633;; 19,633; 19,617;;; 19,617;
