Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,467;;  6,467;  6,437;;;  6,437;
1206; AG.LINDAS230;; 10,120;; 10,120; 10,089;;; 10,089;
251; ACU II - 230;; 11,919;; 11,919; 11,889;;; 11,889;
11265; ACU III - 230;; 11,719;; 11,719; 11,689;;; 11,689;
11565; ACU III - 500;; 11,586;; 11,586; 11,556;;; 11,556;
7747; ABDON BATISTA - 230;;  7,987;;  7,987;  7,956;;;  7,956;
7744; ABDON BATISTA - 525;;  7,415;;  7,415;  7,385;;;  7,385;
9537; ABUNA - 230;;  2,688;;  2,688;  5,344;;;  5,344;
559; ACAILANDIA - 500;; 10,945;; 10,945; 10,915;;; 10,915;
55412; ACARAU II – 230;; 10,618;; 10,618; 10,587;;; 10,587;
12907; ACARAT CE - 230;; 10,622;; 10,622; 10,592;;; 10,592;
12902; ACARAT-CE500;; 10,648;; 10,648; 10,618;;; 10,618;
4475; ACESITA - 230;;  8,203;;  8,203;  8,173;;;  8,173;
3729; ADRIANOPOLIS - 345;;  8,538;;  8,538;  8,507;;;  8,507;
3728; ADRIANOPOLIS - 500;;  8,768;;  8,768;  8,738;;;  8,738;
1637; AIMORES - 230;; 10,381;; 10,381; 10,351;;; 10,351;
11760; ALAGOAS 2 - 230;;  8,197;;  8,197;  8,167;;;  8,167;
9002; ALEGRETE2 - 230;;  6,939;;  6,939;  6,909;;;  6,909;
56095; ALEX - 230;; 11,793;; 11,793; 11,763;;; 11,763;
362; ALTAMIRA - 230;;  9,902;;  9,902;  9,872;;;  9,872;
7758; ANASTACIO - 230;;  7,773;;  7,773;  7,743;;;  7,743;
2770; ANDIRA LESTE - 230;;  7,107;;  7,107;  7,077;;;  7,077;
540; ANGELIM - 500;; 10,187;; 10,187; 10,157;;; 10,157;
240; ANGELIM - 230;; 10,041;; 10,041; 10,011;;; 10,011;
3745; ANGRA - 500;;  9,608;;  9,608;  9,577;;;  9,577;
1172; ANHANGUERA GO - 230;;  9,179;;  9,179;  9,149;;;  9,149;
2901; ANHANGUERA SP - 230;;  3,664;;  3,664;  5,344;;;  5,344;
2900; ANHANGUERA - 345;;  4,003;;  4,003;  5,344;;;  5,344;
2957; APARECIDA - 230;;  8,044;;  8,044;  8,014;;;  8,014;
2758; ALTA PAULISTA - 400;;  8,971;;  8,971;  8,940;;;  8,940;
6601; APUCARANA - 230;;  6,709;;  6,709;  6,679;;;  6,679;
58771; LAGOA BARRO - 230;; 11,613;; 11,613; 11,583;;; 11,583;
11219; AQUIRAZ - 230;;  9,618;;  9,618;  9,588;;;  9,588;
1522; ARACUAI - 230;; 12,783;; 12,783; 12,753;;; 12,753;
11242; ARAPIRACA III - 230;;  6,413;;  6,413;  6,383;;;  6,383;
5203; ARARAQUARA 2 - 440;;  8,439;;  8,439;  8,409;;;  8,409;
5202; ARARAQUARA 2 - 500;;  8,911;;  8,911;  8,881;;;  8,881;
2630; ARARAQUARA - 440;;  7,984;;  7,984;  7,954;;;  7,954;
3852; ARARAQUARA - 500;;  8,806;;  8,806;  8,776;;;  8,776;
2673; ARARAS SP - 440;;  7,035;;  7,035;  7,004;;;  7,004;
38906; ARAXA 3 - 345;; 10,144;; 10,144; 10,114;;; 10,114;
12203; ARCOVERDE II - 230;; 10,216;; 10,216; 10,185;;; 10,185;
7749; AREIA - 230;;  7,583;;  7,583;  7,552;;;  7,552;
7748; AREIA - 525;;  7,737;;  7,737;  7,706;;;  7,706;
39813; ARINOS 2 - 500;; 12,110;; 12,110; 12,080;;; 12,080;
9520; ARIQUEMES - 230;;  3,686;;  3,686;  5,344;;;  5,344;
302; MOXOTO - 230;; 11,344;; 11,344; 11,313;;; 11,313;
2624; ASSIS - 440;;  8,274;;  8,274;  8,244;;;  8,244;
4282; ASSIS - 525;;  8,074;;  8,074;  8,044;;;  8,044;
2626; ASSIS 2 - 230;;  7,897;;  7,897;  7,867;;;  7,867;
2677; ATIBAIA 2 - 345;;  5,553;;  5,553;  5,522;;;  5,522;
7923; ATLANTIDA 2 - 230;;  6,629;;  6,629;  6,599;;;  6,599;
2786; AVARE - 230;;  5,142;;  5,142;  5,344;;;  5,344;
2617; AGUA VERMELHA - 500;; 10,060;; 10,060; 10,029;;; 10,029;
2618; AGUA VERMELHA - 440;;  9,767;;  9,767;  9,737;;;  9,737;
3947; BARRO ALTO - 230;; 11,976;; 11,976; 11,946;;; 11,946;
3605; BARRO BRANCO - 345;;  8,789;;  8,789;  8,759;;;  8,759;
4297; B. DOS COQUEIROS - 230;; 12,047;; 12,047; 12,016;;; 12,016;
229; B.ESPERANCA - 230;; 10,264;; 10,264; 10,234;;; 10,234;
4288; B. FLUMINENSE - 500;;  9,213;;  9,213;  9,183;;;  9,183;
7304; BARRA GRANDE - 230;;  8,430;;  8,430;  8,399;;;  8,399;
6608; BAIXO IGUACU PR - 230;;  8,762;;  8,762;  8,731;;;  8,731;
11050; B.JESUS II - 230;; 10,533;; 10,533; 10,503;;; 10,503;
3236; BARRA PEIXE - 230;;  9,032;;  9,032;  9,001;;;  9,001;
13103; BACAB - MA - 500;; 10,648;; 10,648; 10,617;;; 10,617;
9010; BAGE 2 - 230;;  7,279;;  7,279;  7,249;;;  7,249;
2733; BAGUACU - 440;;  8,428;;  8,428;  8,398;;;  8,398;
1645; BAGUARI - 230;; 10,455;; 10,455; 10,424;;; 10,424;
2920; B. SANTISTA - 230;;  4,448;;  4,448;  5,344;;;  5,344;
2919; B. SANTISTA - 345;;  4,827;;  4,827;  5,344;;;  5,344;
10410; BALBINA - 230;;  8,010;;  8,010;  7,980;;;  7,980;
215; BALSAS - 230;; 10,919;; 10,919; 10,889;;; 10,889;
222; BANABUIU - 230;; 10,513;; 10,513; 10,483;;; 10,483;
3909; BANDEIRANTE GO - 345;; 10,087;; 10,087; 10,057;;; 10,057;
2934; BANDEIRANTE SP - 345;;  3,815;;  3,815;  5,344;;;  5,344;
1480; BARBACENA - 345;;  8,389;;  8,389;  8,358;;;  8,358;
11286; BARREIRAS II - 230;; 10,199;; 10,199; 10,168;;; 10,168;
286; BARREIRAS - 230;;  9,752;;  9,752;  9,722;;;  9,722;
1482; BARREIRO - 345;;  9,073;;  9,073;  9,042;;;  9,042;
846; BARREIRAS - 500;; 11,651;; 11,651; 11,620;;; 11,620;
6627; BATEIAS - 230;;  6,593;;  6,593;  6,563;;;  6,563;
3696; BATEIAS 3 - 500;;  7,039;;  7,039;  7,009;;;  7,009;
6628; BATEIAS - 525;;  7,217;;  7,217;  7,187;;;  7,187;
2628; BAURU SP - 440;;  7,383;;  7,383;  7,352;;;  7,352;
1612; BARAO DE COCAIS 3 - 230;;  8,409;;  8,409;  8,379;;;  8,379;
1485; B.DESPACHO - 500;; 10,134;; 10,134; 10,104;;; 10,104;
529; B.ESPERANCA - 500;; 11,108;; 11,108; 11,078;;; 11,078;
26454; BETIM 6 -345;;  9,339;;  9,339;  9,309;;;  9,309;
7740; BAIXO IGUACU SC - 230;;  5,915;;  5,915;  5,885;;;  5,885;
7741; BIGUACU--525;;  6,772;;  6,772;  6,742;;;  6,742;
2638; BOM JARDIM - 440;;  6,679;;  6,679;  6,648;;;  6,648;
385; B.J.LAPA II - 230;; 11,775;; 11,775; 11,744;;; 11,744;
585; BJLAPAII - 500;; 11,833;; 11,833; 11,803;;; 11,803;
285; B.J.LAPA - 230;; 11,775;; 11,775; 11,744;;; 11,744;
35351; BRASILIA LESTE - 500;; 10,745;; 10,745; 10,715;;; 10,715;
7734; BLUMENAU - 230;;  6,125;;  6,125;  6,095;;;  6,095;
7733; BLUMENAU - 525;;  6,751;;  6,751;  6,721;;;  6,721;
220; BOM NOME - 230;; 11,321;; 11,321; 11,291;;; 11,291;
243; BONGI - 230;;  8,033;;  8,033;  8,003;;;  8,003;
2777; BOTUCATU - 230;;  5,361;;  5,361;  5,344;;;  5,344;
3936; BRASILIA GERAL - 230;;  9,290;;  9,290;  9,260;;;  9,260;
3920; BRAS. SUL - 230;;  9,698;;  9,698;  9,668;;;  9,668;
3919; BRAS. SUL -345;; 10,231;; 10,231; 10,201;;; 10,201;
3300; BRASNORTE - 230;;  9,340;;  9,340;  9,310;;;  9,310;
1600; BRAUNA - 230;;  9,969;;  9,969;  9,939;;;  9,939;
205; BROT.MACAUBAS - 230;; 12,161;; 12,161; 12,131;;; 12,131;
376; BRUMADO II - 230;;  8,900;;  8,900;  8,870;;;  8,870;
38913; HELIO VALGAS MG - 345;; 12,004;; 12,004; 11,974;;; 11,974;
12318; BURITIRAMA - 500;; 11,796;; 11,796; 11,766;;; 11,766;
9266; CRUZ ALTA 2 - 230;;  7,276;;  7,276;  7,246;;;  7,246;
4481; CANA BRAVA - 230;; 12,266;; 12,266; 12,235;;; 12,235;
6615; C.COMPRIDO - 230;;  6,389;;  6,389;  6,359;;;  6,359;
270; CIC.DANTAS - 230;; 10,034;; 10,034; 10,004;;; 10,004;
11461; CAMPO FORMOSO - 230;; 11,612;; 11,612; 11,582;;; 11,582;
9020; C.INDUSTRIAL - 230;;  6,756;;  6,756;  6,726;;;  6,726;
236; COELHO NETO - 230;;  8,309;;  8,309;  8,278;;;  8,278;
11253; CURRAIS NOVOS II - 230;; 11,193;; 11,193; 11,163;;; 11,163;
3720; C. PAULISTA - 500;;  9,405;;  9,405;  9,375;;;  9,375;
38871; CACU - 230;; 12,047;; 12,047; 12,016;;; 12,016;
2649; CABREUVA - 230;;  5,072;;  5,072;  5,344;;;  5,344;
2647; CABREUVA - 440;;  6,135;;  6,135;  6,104;;;  6,104;
58008; CAETES II - 230;; 10,216;; 10,216; 10,185;;; 10,185;
51457; CAMAQUA 3 - 230;;  7,020;;  7,020;  6,990;;;  6,990;
574; CAMACARI - 500;;  9,362;;  9,362;  9,331;;;  9,331;
284; CAMACARI IV - 230;;  8,563;;  8,563;  8,532;;;  8,532;
584; CAMACARI IV - 500;;  9,327;;  9,327;  9,296;;;  9,296;
9030; CAMAQUA - 230;;  6,876;;  6,876;  6,846;;;  6,846;
3701; CAMPINAS - 345;;  6,224;;  6,224;  6,193;;;  6,193;
3700; CAMPINAS - 500;;  7,422;;  7,422;  7,392;;;  7,392;
38951; CAMPOS 2 - 500;;  9,714;;  9,714;  9,684;;;  9,684;
9015; CAMPO BOM - 230;;  6,016;;  6,016;  5,986;;;  5,986;
3785; CAMPOS - 345;;  9,878;;  9,878;  9,847;;;  9,847;
38873; CANARANA CMT - 230;;  6,737;;  6,737;  6,707;;;  6,707;
9283; CANDELARIA 2 - 230;;  7,705;;  7,705;  7,675;;;  7,675;
9040; CANDIOTA 2 - 230;;  7,569;;  7,569;  7,539;;;  7,539;
7753; CANDIOTA 2 - 525;;  7,523;;  7,523;  7,493;;;  7,493;
50209; CANDIOTA - 230;;  7,569;;  7,569;  7,539;;;  7,539;
9045; CANOA 1 - 230;;  6,532;;  6,532;  6,502;;;  6,502;
9050; CANOAS 2 - 230;;  7,362;;  7,362;  7,332;;;  7,332;
7778; CANOINHA - 230;;  5,275;;  5,275;  5,344;;;  5,344;
50215; CAPIVARI-230;;  7,017;;  7,017;  6,986;;;  6,986;
50212; CAPIVARI-525;;  7,145;;  7,145;  7,114;;;  7,114;
2622; CAPIVARA - 440;;  8,723;;  8,723;  8,692;;;  8,692;
1202; CARAJAS GO - 230;;  9,103;;  9,103;  9,072;;;  9,072;
916; CARAJAS PA - 230;; 10,163;; 10,163; 10,133;;; 10,133;
2966; CARBOCLORO - 230;;  4,320;;  4,320;  5,344;;;  5,344;
6624; CASCAVEL - 230;;  7,339;;  7,339;  7,309;;;  7,309;
44900; CASCAVEL NORT - 230;;  7,246;;  7,246;  7,216;;;  7,216;
6625; CASCAVEL OESTE - 230;;  7,568;;  7,568;  7,537;;;  7,537;
6626; CASCAVOE - 525;;  7,910;;  7,910;  7,880;;;  7,880;
6762; CAMPO ASSOBIO - 230;;  6,015;;  6,015;  5,985;;;  5,985;
235; CASTANHA - 230;;  8,297;;  8,297;  8,266;;;  8,266;
51704; CASTERTECH - 230;;  6,427;;  6,427;  6,397;;;  6,397;
7023; CASTRO NORTE - 230;;  6,034;;  6,034;  6,004;;;  6,004;
272; CATU - 230;;  7,998;;  7,998;  7,968;;;  7,968;
218; CAIUPE - 230;;  9,499;;  9,499;  9,469;;;  9,469;
9062; CAXIAS SUL 2 - 230;;  6,419;;  6,419;  6,388;;;  6,388;
9065; CAXIAS 5 -230;;  6,500;;  6,500;  6,469;;;  6,469;
9066; CAXIAS 6 - 230;;  6,447;;  6,447;  6,417;;;  6,417;
46948; CAXIAS - 230;;  6,799;;  6,799;  6,769;;;  6,769;
46947; CAXIAS NORTE - 525;;  7,184;;  7,184;  7,154;;;  7,154;
9060; CAXIAS NORTE - 230;;  6,601;;  6,601;  6,570;;;  6,570;
7751; CAXIAS RS - 525;;  7,082;;  7,082;  7,052;;;  7,052;
4532; CBA - 230;;  5,072;;  5,072;  5,344;;;  5,344;
2672; CBA TERM - 440;;  5,498;;  5,498;  5,468;;;  5,468;
7299; CBA LESTE - 230;;  6,689;;  6,689;  6,659;;;  6,659;
7300; CBA LESTE - 525;;  7,119;;  7,119;  7,089;;;  7,089;
44655; CURITIBA NORT - 230;;  6,226;;  6,226;  6,196;;;  6,196;
2802; CAPAO BONITO - 230;;  3,287;;  3,287;  5,344;;;  5,344;
1153; CACHOEIRA DOURADA - 230;; 11,436;; 11,436; 11,406;;; 11,406;
2941; TR.CENTRO 1 - 230;;  3,063;;  3,063;  5,344;;;  5,344;
2942; TR.CENTRO 2 - 230;;  3,063;;  3,063;  5,344;;;  5,344;
2943; CENTRO - 230;;  2,754;;  2,754;  5,344;;;  5,344;
44906; CERQUILHO 3 - 230;;  4,263;;  4,263;  5,344;;;  5,344;
