Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,924;;  6,924;  6,907;;;  6,907;
1206; AG.LINDAS230;; 10,066;; 10,066; 10,049;;; 10,049;
251; ACU II - 230;; 11,798;; 11,798; 11,781;;; 11,781;
11265; ACU III - 230;; 11,595;; 11,595; 11,578;;; 11,578;
11565; ACU III - 500;; 11,461;; 11,461; 11,444;;; 11,444;
7747; ABDON BATISTA - 230;;  8,174;;  8,174;  8,158;;;  8,158;
7744; ABDON BATISTA - 525;;  7,643;;  7,643;  7,627;;;  7,627;
9537; ABUNA - 230;;  2,376;;  2,376;  5,362;;;  5,362;
559; ACAILANDIA - 500;; 10,888;; 10,888; 10,871;;; 10,871;
55412; ACARAU II – 230;; 10,505;; 10,505; 10,488;;; 10,488;
12907; ACARAT CE - 230;; 10,510;; 10,510; 10,493;;; 10,493;
12902; ACARAT-CE500;; 10,537;; 10,537; 10,521;;; 10,521;
4475; ACESITA - 230;;  8,199;;  8,199;  8,182;;;  8,182;
3729; ADRIANOPOLIS - 345;;  8,882;;  8,882;  8,865;;;  8,865;
3728; ADRIANOPOLIS - 500;;  9,245;;  9,245;  9,228;;;  9,228;
1637; AIMORES - 230;; 10,362;; 10,362; 10,345;;; 10,345;
11760; ALAGOAS 2 - 230;;  8,029;;  8,029;  8,012;;;  8,012;
9002; ALEGRETE2 - 230;;  7,063;;  7,063;  7,047;;;  7,047;
56095; ALEX - 230;; 11,662;; 11,662; 11,645;;; 11,645;
362; ALTAMIRA - 230;;  9,864;;  9,864;  9,847;;;  9,847;
7758; ANASTACIO - 230;;  7,930;;  7,930;  7,913;;;  7,913;
2770; ANDIRA LESTE - 230;;  7,435;;  7,435;  7,418;;;  7,418;
540; ANGELIM - 500;; 10,050;; 10,050; 10,033;;; 10,033;
240; ANGELIM - 230;;  9,903;;  9,903;  9,887;;;  9,887;
3745; ANGRA - 500;; 10,070;; 10,070; 10,053;;; 10,053;
1172; ANHANGUERA GO - 230;;  9,171;;  9,171;  9,154;;;  9,154;
2901; ANHANGUERA SP - 230;;  4,087;;  4,087;  5,362;;;  5,362;
2900; ANHANGUERA - 345;;  4,429;;  4,429;  5,362;;;  5,362;
2957; APARECIDA - 230;;  8,446;;  8,446;  8,429;;;  8,429;
2758; ALTA PAULISTA - 400;;  9,360;;  9,360;  9,344;;;  9,344;
6601; APUCARANA - 230;;  6,981;;  6,981;  6,965;;;  6,965;
58771; LAGOA BARRO - 230;; 11,483;; 11,483; 11,466;;; 11,466;
11219; AQUIRAZ - 230;;  9,456;;  9,456;  9,439;;;  9,439;
1522; ARACUAI - 230;; 12,350;; 12,350; 12,334;;; 12,334;
11242; ARAPIRACA III - 230;;  6,253;;  6,253;  6,236;;;  6,236;
5203; ARARAQUARA 2 - 440;;  8,961;;  8,961;  8,944;;;  8,944;
5202; ARARAQUARA 2 - 500;;  9,469;;  9,469;  9,452;;;  9,452;
2630; ARARAQUARA - 440;;  8,478;;  8,478;  8,461;;;  8,461;
3852; ARARAQUARA - 500;;  9,229;;  9,229;  9,212;;;  9,212;
2673; ARARAS SP - 440;;  7,513;;  7,513;  7,497;;;  7,497;
38906; ARAXA 3 - 345;; 10,341;; 10,341; 10,324;;; 10,324;
12203; ARCOVERDE II - 230;; 10,078;; 10,078; 10,062;;; 10,062;
7749; AREIA - 230;;  7,819;;  7,819;  7,802;;;  7,802;
7748; AREIA - 525;;  7,996;;  7,996;  7,979;;;  7,979;
39813; ARINOS 2 - 500;; 11,763;; 11,763; 11,746;;; 11,746;
9520; ARIQUEMES - 230;;  3,418;;  3,418;  5,362;;;  5,362;
302; MOXOTO - 230;; 11,208;; 11,208; 11,191;;; 11,191;
2624; ASSIS - 440;;  8,629;;  8,629;  8,613;;;  8,613;
4282; ASSIS - 525;;  8,355;;  8,355;  8,338;;;  8,338;
2626; ASSIS 2 - 230;;  8,235;;  8,235;  8,218;;;  8,218;
2677; ATIBAIA 2 - 345;;  5,972;;  5,972;  5,955;;;  5,955;
7923; ATLANTIDA 2 - 230;;  6,818;;  6,818;  6,801;;;  6,801;
2786; AVARE - 230;;  5,547;;  5,547;  5,530;;;  5,530;
2617; AGUA VERMELHA - 500;; 10,274;; 10,274; 10,257;;; 10,257;
2618; AGUA VERMELHA - 440;; 10,143;; 10,143; 10,126;;; 10,126;
3947; BARRO ALTO - 230;; 11,962;; 11,962; 11,945;;; 11,945;
3605; BARRO BRANCO - 345;;  8,969;;  8,969;  8,953;;;  8,953;
4297; B. DOS COQUEIROS - 230;; 12,228;; 12,228; 12,212;;; 12,212;
229; B.ESPERANCA - 230;; 10,143;; 10,143; 10,126;;; 10,126;
4288; B. FLUMINENSE - 500;;  9,662;;  9,662;  9,645;;;  9,645;
7304; BARRA GRANDE - 230;;  8,613;;  8,613;  8,597;;;  8,597;
6608; BAIXO IGUACU PR - 230;;  9,004;;  9,004;  8,988;;;  8,988;
11050; B.JESUS II - 230;; 10,381;; 10,381; 10,364;;; 10,364;
3236; BARRA PEIXE - 230;;  8,967;;  8,967;  8,950;;;  8,950;
13103; BACAB - MA - 500;; 10,557;; 10,557; 10,540;;; 10,540;
9010; BAGE 2 - 230;;  7,448;;  7,448;  7,431;;;  7,431;
2733; BAGUACU - 440;;  8,845;;  8,845;  8,828;;;  8,828;
1645; BAGUARI - 230;; 10,266;; 10,266; 10,250;;; 10,250;
2920; B. SANTISTA - 230;;  4,863;;  4,863;  5,362;;;  5,362;
2919; B. SANTISTA - 345;;  5,231;;  5,231;  5,362;;;  5,362;
10410; BALBINA - 230;;  7,946;;  7,946;  7,929;;;  7,929;
215; BALSAS - 230;; 10,791;; 10,791; 10,775;;; 10,775;
222; BANABUIU - 230;; 10,362;; 10,362; 10,346;;; 10,346;
3909; BANDEIRANTE GO - 345;; 10,069;; 10,069; 10,052;;; 10,052;
2934; BANDEIRANTE SP - 345;;  4,233;;  4,233;  5,362;;;  5,362;
1480; BARBACENA - 345;;  8,636;;  8,636;  8,620;;;  8,620;
11286; BARREIRAS II - 230;; 10,026;; 10,026; 10,009;;; 10,009;
286; BARREIRAS - 230;;  9,573;;  9,573;  9,557;;;  9,557;
1482; BARREIRO - 345;;  9,238;;  9,238;  9,221;;;  9,221;
846; BARREIRAS - 500;; 11,489;; 11,489; 11,473;;; 11,473;
6627; BATEIAS - 230;;  6,889;;  6,889;  6,872;;;  6,872;
3696; BATEIAS 3 - 500;;  7,405;;  7,405;  7,388;;;  7,388;
6628; BATEIAS - 525;;  7,512;;  7,512;  7,496;;;  7,496;
2628; BAURU SP - 440;;  7,803;;  7,803;  7,786;;;  7,786;
1612; BARAO DE COCAIS 3 - 230;;  8,501;;  8,501;  8,484;;;  8,484;
1485; B.DESPACHO - 500;; 10,271;; 10,271; 10,254;;; 10,254;
529; B.ESPERANCA - 500;; 11,006;; 11,006; 10,989;;; 10,989;
26454; BETIM 6 -345;;  9,502;;  9,502;  9,485;;;  9,485;
7740; BAIXO IGUACU SC - 230;;  6,121;;  6,121;  6,105;;;  6,105;
7741; BIGUACU--525;;  6,991;;  6,991;  6,974;;;  6,974;
2638; BOM JARDIM - 440;;  7,141;;  7,141;  7,125;;;  7,125;
385; B.J.LAPA II - 230;; 11,574;; 11,574; 11,558;;; 11,558;
585; BJLAPAII - 500;; 11,635;; 11,635; 11,618;;; 11,618;
285; B.J.LAPA - 230;; 11,574;; 11,574; 11,558;;; 11,558;
35351; BRASILIA LESTE - 500;; 10,683;; 10,683; 10,666;;; 10,666;
7734; BLUMENAU - 230;;  6,337;;  6,337;  6,320;;;  6,320;
7733; BLUMENAU - 525;;  6,978;;  6,978;  6,961;;;  6,961;
220; BOM NOME - 230;; 11,186;; 11,186; 11,169;;; 11,169;
