Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,914;;  6,914;  6,897;;;  6,897;
1206; AG.LINDAS230;; 10,051;; 10,051; 10,034;;; 10,034;
251; ACU II - 230;; 11,781;; 11,781; 11,764;;; 11,764;
11265; ACU III - 230;; 11,578;; 11,578; 11,561;;; 11,561;
11565; ACU III - 500;; 11,444;; 11,444; 11,427;;; 11,427;
7747; ABDON BATISTA - 230;;  8,163;;  8,163;  8,146;;;  8,146;
7744; ABDON BATISTA - 525;;  7,632;;  7,632;  7,616;;;  7,616;
9537; ABUNA - 230;;  2,373;;  2,373;  5,354;;;  5,354;
559; ACAILANDIA - 500;; 10,872;; 10,872; 10,855;;; 10,855;
55412; ACARAU II – 230;; 10,489;; 10,489; 10,473;;; 10,473;
12907; ACARAT CE - 230;; 10,495;; 10,495; 10,478;;; 10,478;
12902; ACARAT-CE500;; 10,522;; 10,522; 10,505;;; 10,505;
4475; ACESITA - 230;;  8,187;;  8,187;  8,170;;;  8,170;
3729; ADRIANOPOLIS - 345;;  8,869;;  8,869;  8,852;;;  8,852;
3728; ADRIANOPOLIS - 500;;  9,231;;  9,231;  9,215;;;  9,215;
1637; AIMORES - 230;; 10,347;; 10,347; 10,330;;; 10,330;
11760; ALAGOAS 2 - 230;;  8,017;;  8,017;  8,001;;;  8,001;
9002; ALEGRETE2 - 230;;  7,053;;  7,053;  7,036;;;  7,036;
56095; ALEX - 230;; 11,645;; 11,645; 11,628;;; 11,628;
362; ALTAMIRA - 230;;  9,850;;  9,850;  9,833;;;  9,833;
7758; ANASTACIO - 230;;  7,918;;  7,918;  7,901;;;  7,901;
2770; ANDIRA LESTE - 230;;  7,424;;  7,424;  7,407;;;  7,407;
540; ANGELIM - 500;; 10,035;; 10,035; 10,018;;; 10,018;
240; ANGELIM - 230;;  9,889;;  9,889;  9,872;;;  9,872;
3745; ANGRA - 500;; 10,055;; 10,055; 10,038;;; 10,038;
1172; ANHANGUERA GO - 230;;  9,158;;  9,158;  9,141;;;  9,141;
2901; ANHANGUERA SP - 230;;  4,081;;  4,081;  5,354;;;  5,354;
2900; ANHANGUERA - 345;;  4,422;;  4,422;  5,354;;;  5,354;
2957; APARECIDA - 230;;  8,434;;  8,434;  8,417;;;  8,417;
2758; ALTA PAULISTA - 400;;  9,347;;  9,347;  9,330;;;  9,330;
6601; APUCARANA - 230;;  6,971;;  6,971;  6,954;;;  6,954;
58771; LAGOA BARRO - 230;; 11,466;; 11,466; 11,449;;; 11,449;
11219; AQUIRAZ - 230;;  9,442;;  9,442;  9,426;;;  9,426;
1522; ARACUAI - 230;; 12,332;; 12,332; 12,316;;; 12,316;
11242; ARAPIRACA III - 230;;  6,244;;  6,244;  6,227;;;  6,227;
5203; ARARAQUARA 2 - 440;;  8,948;;  8,948;  8,931;;;  8,931;
5202; ARARAQUARA 2 - 500;;  9,455;;  9,455;  9,439;;;  9,439;
2630; ARARAQUARA - 440;;  8,466;;  8,466;  8,449;;;  8,449;
3852; ARARAQUARA - 500;;  9,216;;  9,216;  9,199;;;  9,199;
2673; ARARAS SP - 440;;  7,503;;  7,503;  7,486;;;  7,486;
38906; ARAXA 3 - 345;; 10,326;; 10,326; 10,309;;; 10,309;
12203; ARCOVERDE II - 230;; 10,064;; 10,064; 10,047;;; 10,047;
7749; AREIA - 230;;  7,807;;  7,807;  7,791;;;  7,791;
7748; AREIA - 525;;  7,985;;  7,985;  7,968;;;  7,968;
39813; ARINOS 2 - 500;; 11,746;; 11,746; 11,729;;; 11,729;
9520; ARIQUEMES - 230;;  3,413;;  3,413;  5,354;;;  5,354;
302; MOXOTO - 230;; 11,191;; 11,191; 11,174;;; 11,174;
2624; ASSIS - 440;;  8,617;;  8,617;  8,600;;;  8,600;
4282; ASSIS - 525;;  8,343;;  8,343;  8,326;;;  8,326;
2626; ASSIS 2 - 230;;  8,223;;  8,223;  8,206;;;  8,206;
2677; ATIBAIA 2 - 345;;  5,963;;  5,963;  5,946;;;  5,946;
7923; ATLANTIDA 2 - 230;;  6,808;;  6,808;  6,791;;;  6,791;
2786; AVARE - 230;;  5,539;;  5,539;  5,522;;;  5,522;
2617; AGUA VERMELHA - 500;; 10,259;; 10,259; 10,242;;; 10,242;
2618; AGUA VERMELHA - 440;; 10,128;; 10,128; 10,111;;; 10,111;
3947; BARRO ALTO - 230;; 11,945;; 11,945; 11,928;;; 11,928;
3605; BARRO BRANCO - 345;;  8,956;;  8,956;  8,940;;;  8,940;
4297; B. DOS COQUEIROS - 230;; 12,211;; 12,211; 12,194;;; 12,194;
229; B.ESPERANCA - 230;; 10,128;; 10,128; 10,112;;; 10,112;
4288; B. FLUMINENSE - 500;;  9,648;;  9,648;  9,631;;;  9,631;
7304; BARRA GRANDE - 230;;  8,601;;  8,601;  8,584;;;  8,584;
6608; BAIXO IGUACU PR - 230;;  8,991;;  8,991;  8,975;;;  8,975;
11050; B.JESUS II - 230;; 10,366;; 10,366; 10,349;;; 10,349;
3236; BARRA PEIXE - 230;;  8,954;;  8,954;  8,938;;;  8,938;
13103; BACAB - MA - 500;; 10,542;; 10,542; 10,525;;; 10,525;
9010; BAGE 2 - 230;;  7,437;;  7,437;  7,421;;;  7,421;
2733; BAGUACU - 440;;  8,832;;  8,832;  8,815;;;  8,815;
1645; BAGUARI - 230;; 10,252;; 10,252; 10,235;;; 10,235;
2920; B. SANTISTA - 230;;  4,856;;  4,856;  5,354;;;  5,354;
2919; B. SANTISTA - 345;;  5,224;;  5,224;  5,354;;;  5,354;
10410; BALBINA - 230;;  7,934;;  7,934;  7,917;;;  7,917;
215; BALSAS - 230;; 10,776;; 10,776; 10,759;;; 10,759;
222; BANABUIU - 230;; 10,347;; 10,347; 10,330;;; 10,330;
3909; BANDEIRANTE GO - 345;; 10,054;; 10,054; 10,038;;; 10,038;
2934; BANDEIRANTE SP - 345;;  4,227;;  4,227;  5,354;;;  5,354;
1480; BARBACENA - 345;;  8,624;;  8,624;  8,607;;;  8,607;
11286; BARREIRAS II - 230;; 10,012;; 10,012;  9,995;;;  9,995;
286; BARREIRAS - 230;;  9,560;;  9,560;  9,543;;;  9,543;
1482; BARREIRO - 345;;  9,224;;  9,224;  9,208;;;  9,208;
846; BARREIRAS - 500;; 11,473;; 11,473; 11,456;;; 11,456;
6627; BATEIAS - 230;;  6,879;;  6,879;  6,862;;;  6,862;
3696; BATEIAS 3 - 500;;  7,394;;  7,394;  7,377;;;  7,377;
6628; BATEIAS - 525;;  7,502;;  7,502;  7,485;;;  7,485;
2628; BAURU SP - 440;;  7,791;;  7,791;  7,775;;;  7,775;
1612; BARAO DE COCAIS 3 - 230;;  8,489;;  8,489;  8,472;;;  8,472;
1485; B.DESPACHO - 500;; 10,256;; 10,256; 10,239;;; 10,239;
529; B.ESPERANCA - 500;; 10,990;; 10,990; 10,973;;; 10,973;
26454; BETIM 6 -345;;  9,488;;  9,488;  9,471;;;  9,471;
7740; BAIXO IGUACU SC - 230;;  6,112;;  6,112;  6,096;;;  6,096;
7741; BIGUACU--525;;  6,981;;  6,981;  6,964;;;  6,964;
2638; BOM JARDIM - 440;;  7,131;;  7,131;  7,114;;;  7,114;
385; B.J.LAPA II - 230;; 11,558;; 11,558; 11,541;;; 11,541;
585; BJLAPAII - 500;; 11,618;; 11,618; 11,601;;; 11,601;
285; B.J.LAPA - 230;; 11,558;; 11,558; 11,541;;; 11,541;
35351; BRASILIA LESTE - 500;; 10,668;; 10,668; 10,651;;; 10,651;
7734; BLUMENAU - 230;;  6,328;;  6,328;  6,311;;;  6,311;
7733; BLUMENAU - 525;;  6,968;;  6,968;  6,951;;;  6,951;
220; BOM NOME - 230;; 11,170;; 11,170; 11,153;;; 11,153;
243; BONGI - 230;;  7,882;;  7,882;  7,865;;;  7,865;
2777; BOTUCATU - 230;;  5,774;;  5,774;  5,757;;;  5,757;
3936; BRASILIA GERAL - 230;;  9,228;;  9,228;  9,212;;;  9,212;
3920; BRAS. SUL - 230;;  9,636;;  9,636;  9,620;;;  9,620;
3919; BRAS. SUL -345;; 10,166;; 10,166; 10,149;;; 10,149;
3300; BRASNORTE - 230;;  9,209;;  9,209;  9,192;;;  9,192;
1600; BRAUNA - 230;;  9,950;;  9,950;  9,933;;;  9,933;
205; BROT.MACAUBAS - 230;; 11,965;; 11,965; 11,948;;; 11,948;
376; BRUMADO II - 230;;  8,676;;  8,676;  8,659;;;  8,659;
12318; BURITIRAMA - 500;; 11,632;; 11,632; 11,615;;; 11,615;
38913; HELIO VALGAS MG - 345;; 11,932;; 11,932; 11,915;;; 11,915;
9266; CRUZ ALTA 2 - 230;;  7,396;;  7,396;  7,380;;;  7,380;
4481; CANA BRAVA - 230;; 12,205;; 12,205; 12,188;;; 12,188;
6615; C.COMPRIDO - 230;;  6,678;;  6,678;  6,662;;;  6,662;
270; CIC.DANTAS - 230;;  9,865;;  9,865;  9,849;;;  9,849;
11461; CAMPO FORMOSO - 230;; 11,401;; 11,401; 11,384;;; 11,384;
9020; C.INDUSTRIAL - 230;;  6,935;;  6,935;  6,919;;;  6,919;
236; COELHO NETO - 230;;  8,155;;  8,155;  8,139;;;  8,139;
11253; CURRAIS NOVOS II - 230;; 11,050;; 11,050; 11,033;;; 11,033;
3720; C. PAULISTA - 500;;  9,811;;  9,811;  9,794;;;  9,794;
38871; CACU - 230;; 12,211;; 12,211; 12,194;;; 12,194;
2649; CABREUVA - 230;;  5,500;;  5,500;  5,483;;;  5,483;
2647; CABREUVA - 440;;  6,571;;  6,571;  6,555;;;  6,555;
58008; CAETES II - 230;; 10,064;; 10,064; 10,047;;; 10,047;
51457; CAMAQUA 3 - 230;;  7,205;;  7,205;  7,188;;;  7,188;
574; CAMACARI - 500;;  9,179;;  9,179;  9,162;;;  9,162;
284; CAMACARI IV - 230;;  8,382;;  8,382;  8,365;;;  8,365;
584; CAMACARI IV - 500;;  9,144;;  9,144;  9,127;;;  9,127;
9030; CAMAQUA - 230;;  7,054;;  7,054;  7,038;;;  7,038;
3701; CAMPINAS - 345;;  6,789;;  6,789;  6,773;;;  6,773;
3700; CAMPINAS - 500;;  8,134;;  8,134;  8,117;;;  8,117;
38951; CAMPOS 2 - 500;;  9,839;;  9,839;  9,822;;;  9,822;
9015; CAMPO BOM - 230;;  6,199;;  6,199;  6,182;;;  6,182;
3785; CAMPOS - 345;; 10,043;; 10,043; 10,027;;; 10,027;
38873; CANARANA CMT - 230;;  6,580;;  6,580;  6,563;;;  6,563;
9283; CANDELARIA 2 - 230;;  7,836;;  7,836;  7,819;;;  7,819;
9040; CANDIOTA 2 - 230;;  7,736;;  7,736;  7,720;;;  7,720;
7753; CANDIOTA 2 - 525;;  7,704;;  7,704;  7,687;;;  7,687;
50209; CANDIOTA - 230;;  7,737;;  7,737;  7,720;;;  7,720;
9045; CANOA 1 - 230;;  6,713;;  6,713;  6,696;;;  6,696;
9050; CANOAS 2 - 230;;  7,532;;  7,532;  7,515;;;  7,515;
7778; CANOINHA - 230;;  5,450;;  5,450;  5,433;;;  5,433;
50215; CAPIVARI-230;;  7,206;;  7,206;  7,189;;;  7,189;
50212; CAPIVARI-525;;  7,341;;  7,341;  7,324;;;  7,324;
2622; CAPIVARA - 440;;  9,075;;  9,075;  9,058;;;  9,058;
1202; CARAJAS GO - 230;;  9,088;;  9,088;  9,072;;;  9,072;
916; CARAJAS PA - 230;; 10,108;; 10,108; 10,091;;; 10,091;
2966; CARBOCLORO - 230;;  4,729;;  4,729;  5,354;;;  5,354;
6624; CASCAVEL - 230;;  7,593;;  7,593;  7,576;;;  7,576;
44900; CASCAVEL NORT - 230;;  7,497;;  7,497;  7,481;;;  7,481;
6625; CASCAVEL OESTE - 230;;  7,826;;  7,826;  7,810;;;  7,810;
6626; CASCAVOE - 525;;  8,195;;  8,195;  8,178;;;  8,178;
6762; CAMPO ASSOBIO - 230;;  6,317;;  6,317;  6,300;;;  6,300;
235; CASTANHA - 230;;  8,226;;  8,226;  8,209;;;  8,209;
51704; CASTERTECH - 230;;  6,609;;  6,609;  6,592;;;  6,592;
7023; CASTRO NORTE - 230;;  6,314;;  6,314;  6,297;;;  6,297;
272; CATU - 230;;  7,818;;  7,818;  7,801;;;  7,801;
218; CAIUPE - 230;;  9,326;;  9,326;  9,309;;;  9,309;
9062; CAXIAS SUL 2 - 230;;  6,600;;  6,600;  6,583;;;  6,583;
9065; CAXIAS 5 -230;;  6,676;;  6,676;  6,659;;;  6,659;
9066; CAXIAS 6 - 230;;  6,628;;  6,628;  6,611;;;  6,611;
46948; CAXIAS - 230;;  6,982;;  6,982;  6,965;;;  6,965;
46947; CAXIAS NORTE - 525;;  7,376;;  7,376;  7,359;;;  7,359;
9060; CAXIAS NORTE - 230;;  6,784;;  6,784;  6,767;;;  6,767;
7751; CAXIAS RS - 525;;  7,272;;  7,272;  7,255;;;  7,255;
4532; CBA - 230;;  5,500;;  5,500;  5,483;;;  5,483;
2672; CBA TERM - 440;;  5,919;;  5,919;  5,902;;;  5,902;
7299; CBA LESTE - 230;;  6,955;;  6,955;  6,938;;;  6,938;
7300; CBA LESTE - 525;;  7,388;;  7,388;  7,371;;;  7,371;
44655; CURITIBA NORT - 230;;  6,524;;  6,524;  6,507;;;  6,507;
2802; CAPAO BONITO - 230;;  3,651;;  3,651;  5,354;;;  5,354;
1153; CACHOEIRA DOURADA - 230;; 11,436;; 11,436; 11,419;;; 11,419;
2941; TR.CENTRO 1 - 230;;  3,476;;  3,476;  5,354;;;  5,354;
2942; TR.CENTRO 2 - 230;;  3,476;;  3,476;  5,354;;;  5,354;
2943; CENTRO - 230;;  3,165;;  3,165;  5,354;;;  5,354;
44906; CERQUILHO 3 - 230;;  4,661;;  4,661;  5,354;;;  5,354;
39850; CAMPO GRANDE II - 230;;  8,706;;  8,706;  8,689;;;  8,689;
11244; CAMPINA GRANDE II - 230;; 10,079;; 10,079; 10,062;;; 10,062;
12244; CAMPINA GRANDE III - 230;; 10,271;; 10,271; 10,254;;; 10,254;
544; CAMPINA GRANDE III - 500;; 10,678;; 10,678; 10,661;;; 10,661;
58208; CHAPADA 1 PI - 230;; 11,560;; 11,560; 11,543;;; 11,543;
58217; CHAPADA 2 PI - 230;; 11,476;; 11,476; 11,459;;; 11,459;
58227; CHAPADA 3 PI - 230;; 11,621;; 11,621; 11,605;;; 11,605;
13020; CHAPADINHA II - 230;;  8,501;;  8,501;  8,484;;;  8,484;
38853; CHAPADAO - 230;;  9,957;;  9,957;  9,940;;;  9,940;
7882; CHARQUEADAS 3 - 230;;  7,118;;  7,118;  7,101;;;  7,101;
7780; CHARQUEADAS (SE) - 230;;  6,927;;  6,927;  6,910;;;  6,910;
2773; CHAVANTES - 230;;  6,859;;  6,859;  6,842;;;  6,842;
6617; C.IND. CURITIBA - 230;;  6,580;;  6,580;  6,563;;;  6,563;
4582; CLAUDIA - 500;; 11,957;; 11,957; 11,941;;; 11,941;
274; CAMACARI II - 230;;  8,406;;  8,406;  8,389;;;  8,389;
7776; C.MOURAO - 230;;  7,787;;  7,787;  7,770;;;  7,770;
11246; CEAMIRIM - 230;; 10,900;; 10,900; 10,884;;; 10,884;
11546; CEA.MIRIM II - 500;; 11,072;; 11,072; 11,055;;; 11,055;
12201; CURRAL NOVO PIAUI - 230;; 11,715;; 11,715; 11,698;;; 11,698;
12501; CURRAL NOVO PIAUI - 500;; 11,619;; 11,619; 11,602;;; 11,602;
7723; CAMPOS NOVOS - 230;;  8,498;;  8,498;  8,482;;;  8,482;
7736; CAMPOS NOVOS - 525;;  7,812;;  7,812;  7,796;;;  7,796;
40663; CODEMI GO- 230;; 12,035;; 12,035; 12,018;;; 12,018;
5201; C.PORTO VELHO - 500;; 19,595;; 19,595; 19,578;;; 19,578;
7850; CERRO CHATO - 230;;  7,619;;  7,619;  7,602;;;  7,602;
5199; C.PORTO VELHO - 230;;  3,568;;  3,568;  5,354;;;  5,354;
41172; COLIDER - 500;; 11,957;; 11,957; 11,941;;; 11,941;
591; COLINAS - 500;; 11,096;; 11,096; 11,079;;; 11,079;
4320; COMPERJ - 345;;  9,001;;  9,001;  8,984;;;  8,984;
7917; ENSEAD-SC2 - 30;;  5,821;;  5,821;  5,804;;;  5,804;
233; SE COREMAS II - 230;; 10,250;; 10,250; 10,233;;; 10,233;
3908; CORUMBA - 345;; 10,500;; 10,500; 10,484;;; 10,484;
38851; CORUMBA 2 - 30;;  7,786;;  7,786;  7,769;;;  7,769;
279; COTEGIPE - 230;;  8,104;;  8,104;  8,087;;;  8,087;
11033; COTEMINAS - 230;;  9,890;;  9,890;  9,873;;;  9,873;
3276; COXIPO - 230;;  7,772;;  7,772;  7,756;;;  7,756;
1616; CONSE. PENA - 230;; 10,110;; 10,110; 10,093;;; 10,093;
11217; CRATO 2 - 230;; 10,836;; 10,836; 10,819;;; 10,819;
10405; CRISTIANO ROCHA - 230;;  7,627;;  7,627;  7,611;;;  7,611;
4283; CUIABA - 230;;  7,963;;  7,963;  7,946;;;  7,946;
4284; CUIABA - 500;;  8,363;;  8,363;  8,347;;;  8,347;
7739; CURITIBA - 230;;  6,746;;  6,746;  6,729;;;  6,729;
7732; CURITIBA - 525;;  7,420;;  7,420;  7,403;;;  7,403;
219; DELM. GOUVEIA - 230;;  8,732;;  8,732;  8,716;;;  8,716;
281; D.PITUACU - 230;;  7,928;;  7,928;  7,912;;;  7,912;
4361; DARDANELOS - 230;; 10,282;; 10,282; 10,265;;; 10,265;
7745; DESTERRO - 230;;  5,005;;  5,005;  5,354;;;  5,354;
9090; DONA FRANCISCA - 230;;  8,614;;  8,614;  8,597;;;  8,597;
6761; D. INDUSTRIAL SJP - 230;;  6,460;;  6,460;  6,443;;;  6,443;
2664; JANDIRA - 440;;  5,911;;  5,911;  5,894;;;  5,894;
7771; DOURADOS 2 - 230;;  9,012;;  9,012;  8,995;;;  8,995;
7757; DOURADOS - 230;;  8,963;;  8,963;  8,946;;;  8,946;
51003; J. BOTANICO 2 - 230;;  6,116;;  6,116;  6,099;;;  6,099;
51002; J. BOTANICO 1 - 230;;  6,319;;  6,319;  6,302;;;  6,302;
2923; DOMENICO RANGONI - 345;;  5,227;;  5,227;  5,354;;;  5,354;
287; E. MARTIN - 230;; 10,722;; 10,722; 10,705;;; 10,705;
2939; EDGARD SOUZA - 230;;  4,667;;  4,667;  5,354;;;  5,354;
38862; EDEIA - 230;; 11,287;; 11,287; 11,270;;; 11,270;
9097; ELDORADO - 230;;  6,837;;  6,837;  6,821;;;  6,821;
214; EMBASA - 230;;  7,467;;  7,467;  7,450;;;  7,450;
1509; EMBORCACAO - 500;; 10,623;; 10,623; 10,606;;; 10,606;
2645; EMBU-GUACU - 345;;  5,068;;  5,068;  5,354;;;  5,354;
2643; EMBU-GUACU - 440;;  5,723;;  5,723;  5,706;;;  5,706;
13230; ENCRUZO - 230;;  8,100;;  8,100;  8,084;;;  8,084;
3946; ESTREITO - 345;;  9,827;;  9,827;  9,811;;;  9,811;
4302; ESTREITO - 500;;  9,714;;  9,714;  9,697;;;  9,697;
269; EUNAPOLI - 230;;  8,361;;  8,361;  8,344;;;  8,344;
12546; EXTREMOZ II - 230;; 10,544;; 10,544; 10,527;;; 10,527;
7306; FOZ DO CHAPECO - 230;;  8,930;;  8,930;  8,913;;;  8,913;
6653; FCHOPIM--230;;  9,305;;  9,305;  9,288;;;  9,288;
4321; F.DIAS - 440;;  7,724;;  7,724;  7,707;;;  7,707;
4322; F.DIAS - 500;;  8,657;;  8,657;  8,641;;;  8,641;
7782; FARROUPILHA - 230;;  6,689;;  6,689;  6,672;;;  6,672;
9541; FEIJO - 230;;  0,000;;  0,000;  5,354;;;  5,354;
9095; FIBR-F RS - 230;;  6,782;;  6,782;  6,765;;;  6,765;
6651; FIGUEIRA - 230;;  6,712;;  6,712;  6,695;;;  6,695;
1194; FIRMINOPOLIS - 230;; 11,353;; 11,353; 11,336;;; 11,336;
212; FLORESTA II - 230;; 11,281;; 11,281; 11,264;;; 11,264;
21049; FORD - 230;;  7,786;;  7,786;  7,769;;;  7,769;
7743; FORQUILINHA - 230;;  6,269;;  6,269;  6,252;;;  6,252;
325; FORTALEZA II - 230;;  9,506;;  9,506;  9,489;;;  9,489;
525; FORTALEZA II - 500;; 10,485;; 10,485; 10,468;;; 10,468;
225; FORTALEZA - 230;;  9,452;;  9,452;  9,436;;;  9,436;
3642; F.IGUACU - 765;;  7,961;;  7,961;  7,945;;;  7,945;
6652; F.IGUACUNORTE - 230;;  4,389;;  4,389;  5,354;;;  5,354;
276; FUNIL - 230;;  5,657;;  5,657;  5,640;;;  5,640;
3808; FURNAS - 345;;  9,564;;  9,564;  9,547;;;  9,547;
275; G. MANGABEIRA - 230;;  8,160;;  8,160;  8,143;;;  8,143;
58405; MLGICO CE - 230;; 10,740;; 10,740; 10,724;;; 10,724;
8720; GARABI 1 - 525;;  7,769;;  7,769;  7,752;;;  7,752;
8721; GARABI 2 - 525;;  7,769;;  7,769;  7,752;;;  7,752;
349; GARANHUNS II - 230;; 10,064;; 10,064; 10,047;;; 10,047;
549; GARANHUNS - 500;; 10,372;; 10,372; 10,355;;; 10,355;
9100; GARIBALDI - 230;;  6,313;;  6,313;  6,296;;;  6,296;
46942; GASPAR 2 -230;;  6,230;;  6,230;  6,213;;;  6,213;
7713; GASPAR 2 - 525;;  6,941;;  6,941;  6,924;;;  6,924;
