NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;7,476;;16,333;;;;;;2
30256;#1AIRL-SP138; ;;6,997;;16,812;;;;;;2
30222;#1ASCH-SP138; ;;7,410;;16,399;;;;;;2
30244;#1ASCP-SP138; ;;6,997;;16,812;;;;;;2
30219;#1ASCS-SP138; ;;7,453;;16,356;;;;;;2
30143;#1BRAS-SP138; ;;6,997;;16,812;;;;;;2
2530;#1COSM-SP138; ;;7,476;;16,333;;;;;;2
30208;#1CRIS-SP138; ;;7,211;;16,598;;;;;;2
30214;#1ITAP-SP138; ;;7,211;;16,598;;;;;;2
30278;#1LIND-SP138; ;;7,211;;16,598;;;;;;2
30260;#1ORIO-SP138; ;;6,997;;16,812;;;;;;2
30265;#1PAU3-SP138; ;;6,997;;16,812;;;;;;2
30286;#1PIR2-SP138; ;;7,548;;16,260;;;;;;2
30269;#1PLAS-SP138; ;;6,997;;16,812;;;;;;2
30276;#1POLY-SP138; ;;7,476;;16,333;;;;;;2
30216;#1PRAD-SP138; ;;7,211;;16,598;;;;;;2
2391;#1REPL-SP138; ;;6,997;;16,812;;;;;;2
30254;#1RHOD-SP138; ;;6,997;;16,812;;;;;;2
30274;#1SANT-SP138; ;;7,476;;16,333;;;;;;2
30247;#1SYNG-SP138; ;;6,997;;16,812;;;;;;2
29983;#1USES-SP138; ;;7,476;;16,333;;;;;;2
30262;#1WMPA-SP138; ;;6,997;;16,812;;;;;;2
30252;#2ABL--SP138; ;;7,476;;16,333;;;;;;2
30257;#2AIRL-SP138; ;;6,997;;16,812;;;;;;2
30223;#2ASCH-SP138; ;;7,708;;16,101;;;;;;2
30245;#2ASCP-SP138; ;;6,997;;16,812;;;;;;2
30220;#2ASCS-SP138; ;;7,453;;16,356;;;;;;2
30142;#2BRAS-SP138; ;;6,997;;16,812;;;;;;2
30273;#2COSM-SP138; ;;7,476;;16,333;;;;;;2
30209;#2CRIS-SP138; ;;7,211;;16,598;;;;;;2
30271;#2INTP-SP138; ;;7,476;;16,333;;;;;;2
30215;#2ITAP-SP138; ;;7,211;;16,598;;;;;;2
30279;#2LIND-SP138; ;;7,211;;16,598;;;;;;2
30261;#2ORIO-SP138; ;;6,997;;16,812;;;;;;2
30266;#2PAU3-SP138; ;;6,997;;16,812;;;;;;2
30287;#2PIR2-SP138; ;;7,546;;16,263;;;;;;2
30270;#2PLAS-SP138; ;;7,476;;16,333;;;;;;2
30277;#2POLY-SP138; ;;7,476;;16,333;;;;;;2
30217;#2PRAD-SP138; ;;7,211;;16,598;;;;;;2
30255;#2RHOD-SP138; ;;6,997;;16,812;;;;;;2
30275;#2SABT-SP138; ;;7,476;;16,333;;;;;;2
30248;#2SYNG-SP138; ;;7,476;;16,333;;;;;;2
30272;#2USES-SP138; ;;7,476;;16,333;;;;;;2
30263;#2WMPA-SP138; ;;6,997;;16,812;;;;;;2
28516;#GALVA-RJ138; ;;9,507;;14,302;;;;;;2
28428;#ROSTR-RJ069; ;;9,536;;14,273;;;;;;2
7312;14JULH-RS230; ;;7,098;;16,711;;;;;;1
7313;14JULHUHE013;B;98,0;7,098;;16,711;;;8347,29;;;1
35025;2.VEND-ES069; ;;9,585;;14,224;;;;;;2
2084;2MARIA-SP034; ;;7,207;,8;16,602;;;;154,24;;2
6931;2VIZIN-PR138; ;;8,840;56,0;14,969;;;;10059,26;;1
33130;3LAG2--SP138; ;;9,778;16,0;14,031;;;;2695,58;;2
1412;3MAIO--MT138; ;;10,967;;12,841;;;;;;2
19582;3MAIO-PCH013;U;;;;12,841;;;;;;2
2294;3PONTE-SP138; ;;7,211;19,0;16,598;;;;3788,30;;2
7152;4BARRA-PR069; ;;6,380;55,2;17,429;;;;11545,01;;1
30068;79_331-SP138; ;;7,708;;16,101;;;;;;2
30069;79_332-SP138; ;;7,708;;16,101;;;;;;2
25808;7QUEDA-MT138; ;;8,138;;15,671;;;;;;2
25809;7QUEDAPCH013;U;;;;15,671;;;;;;2
1334;A-BOA1-MT138; ;;7,387;34,8;16,422;;;;6857,89;;2
22051;A.AZUL-SP088; ;;6,897;166,3;16,912;;;;33748,96;;2
2840;A.AZUL-SP138; ;;6,604;;17,205;;;;;;2
30951;A.AZUL-SP440; ;;6,897;;16,912;;;;;;2
56772;A.BEZ1EOL034;B;28,8;11,877;;11,932;;;4108,90;;;3
56773;A.BEZ2EOL034;B;28,8;11,877;;11,932;;;4108,90;;;3
56774;A.BEZ3EOL034;B;28,8;11,877;;11,932;;;4108,90;;;3
56775;A.BEZ4EOL034;B;16,5;11,877;;11,932;;;2348,76;;;3
56258;A.BRAN-RN230; ;;11,243;;12,566;;;;;;3
56255;A.BRANEOL034;B;27,3;11,243;;12,566;;;3679,15;;;3
59514;A.CAE1EOL034;B;27,0;11,776;;12,033;;;3814,08;;;3
59515;A.CAE2EOL034;B;36,0;11,776;;12,033;;;5085,91;;;3
59516;A.CAE3EOL034;B;36,0;11,776;;12,033;;;5085,91;;;3
59517;A.CAE4EOL034;B;22,5;11,776;;12,033;;;3179,58;;;3
35134;A.CLAU-ES069; ;;9,535;13,6;14,274;;;;2322,72;;2
26207;A.GU2-PCH006;D;;;;15,923;;;;;;2
1242;A.LIND-GO069; ;;10,034;60,0;13,774;;;;9910,96;;2
1206;A.LIND-GO230; ;;10,034;;13,774;;;;;;2
2522;A.MOG--SP138;U;;;;14,271;;;;;;2
29900;A.MOG-UTE013;U;;;5,3;14,271;;;;907,64;;2
1943;A.REIS-RJ138; ;;9,468;41,3;14,341;;;;7098,76;;2
59518;A.TAN1EOL034;B;27,0;11,776;;12,033;;;3814,08;;;3
59519;A.TAN2EOL034;B;18,0;11,776;;12,033;;;2543,66;;;3
59520;A.TAN3EOL034;B;13,5;11,776;;12,033;;;1907,75;;;3
60037;A.VERMUFV034; ;;9,979;;13,829;;;;;;2
151;A?U2---RN138; ;;11,764;14,5;12,045;;;;2095,84;;3
251;A?U2---RN230; ;;11,764;;12,045;;;;;;3
11265;A?U3---RN230;B;1095,6;11,561;;12,248;;;151996,30;;;3
11565;A?U3---RN500;B;576,5;11,427;;12,382;;;79049,02;;;3
6783;AALEG2-PR138; ;;7,303;;16,506;;;;;;1
6791;AALEG2UTE006;U;;;1,0;16,506;;;;198,07;;1
6811;AALEGR-PR138;U;;;2,5;16,506;;;;495,17;;1
43864;AALEGR-SC138; ;;8,207;;15,602;;;;;;1
50333;AALEGRPCH013;U;;;;15,602;;;;;;1
45065;AALEGRUTE013;U;;;4,5;16,506;;;;891,30;;1
7243;AALFLO-PR138; ;;7,140;;16,669;;;;;;1
7244;AALFLOUTE013;U;;;1,5;16,669;;;;300,04;;1
1994;ABADIA-RJ069; ;;9,887;,0;13,922;;;;5,01;;2
58845;ABAIAR-CE230; ;;11,074;;12,735;;;;;;3
600;ABAIXA-BA069; ;;10,792;7,9;13,017;;;;1238,53;;3
590;ABAIXB-SE069; ;;10,792;;13,017;;;;;;3
30152;ABBRAS-SP138; ;;7,332;7,4;16,477;;;;1453,63;;2
50244;ABDON2-RS525; ;;7,617;;16,192;;;;;;1
