Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,966;  2,668;  4,817;  5,370;;;  5,370;
1206; AG.LINDAS230;; 10,093;  7,677;  8,885;  8,630;;;  8,630;
251; ACU II - 230;; 11,789; 21,251; 16,520; 16,265;;; 16,265;
11265; ACU III - 230;; 11,587; 20,598; 16,093; 15,838;;; 15,838;
11565; ACU III - 500;; 11,453; 19,968; 15,711; 15,456;;; 15,456;
7747; ABDON BATISTA - 230;;  8,224;  0,171;  4,198;  5,370;;;  5,370;
7744; ABDON BATISTA - 525;;  7,694;  0,177;  3,935;  5,370;;;  5,370;
9537; ABUNA - 230;;  2,547;  0,000;  1,274;  5,370;;;  5,370;
559; ACAILANDIA - 500;; 10,889; 14,855; 12,872; 12,617;;; 12,617;
55412; ACARAU II – 230;; 10,504; 17,442; 13,973; 13,718;;; 13,718;
12907; ACARAT CE - 230;; 10,509; 17,400; 13,954; 13,700;;; 13,700;
12902; ACARAT-CE500;; 10,536; 17,313; 13,925; 13,670;;; 13,670;
4475; ACESITA - 230;;  8,176;  6,470;  7,323;  7,068;;;  7,068;
3729; ADRIANOPOLIS - 345;;  8,896;  5,796;  7,346;  7,091;;;  7,091;
3728; ADRIANOPOLIS - 500;;  9,267;  5,900;  7,584;  7,329;;;  7,329;
1637; AIMORES - 230;; 10,364;  7,858;  9,111;  8,856;;;  8,856;
11760; ALAGOAS 2 - 230;;  8,021; 14,122; 11,071; 10,817;;; 10,817;
9002; ALEGRETE2 - 230;;  7,115;  0,000;  3,557;  5,370;;;  5,370;
56095; ALEX - 230;; 11,655; 21,558; 16,606; 16,352;;; 16,352;
362; ALTAMIRA - 230;;  9,870; 13,875; 11,872; 11,618;;; 11,618;
7758; ANASTACIO - 230;;  7,999;  2,517;  5,258;  5,370;;;  5,370;
2770; ANDIRA LESTE - 230;;  7,494;  1,302;  4,398;  5,370;;;  5,370;
540; ANGELIM - 500;; 10,041; 18,036; 14,038; 13,784;;; 13,784;
240; ANGELIM - 230;;  9,895; 18,066; 13,980; 13,726;;; 13,726;
3745; ANGRA - 500;; 10,098;  6,166;  8,132;  7,877;;;  7,877;
1172; ANHANGUERA GO - 230;;  9,211;  5,258;  7,235;  6,980;;;  6,980;
2901; ANHANGUERA SP - 230;;  4,140;  0,088;  2,114;  5,370;;;  5,370;
2900; ANHANGUERA - 345;;  4,482;  0,160;  2,321;  5,370;;;  5,370;
2957; APARECIDA - 230;;  8,480;  4,466;  6,473;  6,218;;;  6,218;
2758; ALTA PAULISTA - 400;;  9,419;  3,362;  6,390;  6,136;;;  6,136;
6601; APUCARANA - 230;;  7,035;  0,570;  3,802;  5,370;;;  5,370;
58771; LAGOA BARRO - 230;; 11,475; 16,336; 13,905; 13,651;;; 13,651;
11219; AQUIRAZ - 230;;  9,453; 18,391; 13,922; 13,667;;; 13,667;
1522; ARACUAI - 230;; 12,322;  9,740; 11,031; 10,777;;; 10,777;
11242; ARAPIRACA III - 230;;  6,248; 14,249; 10,248;  9,994;;;  9,994;
5203; ARARAQUARA 2 - 440;;  9,001;  4,170;  6,586;  6,331;;;  6,331;
5202; ARARAQUARA 2 - 500;;  9,506;  4,647;  7,077;  6,822;;;  6,822;
2630; ARARAQUARA - 440;;  8,521;  3,691;  6,106;  5,852;;;  5,852;
3852; ARARAQUARA - 500;;  9,267;  4,352;  6,810;  6,555;;;  6,555;
2673; ARARAS SP - 440;;  7,557;  2,977;  5,267;  5,370;;;  5,370;
38906; ARAXA 3 - 345;; 10,357;  6,290;  8,324;  8,069;;;  8,069;
12203; ARCOVERDE II - 230;; 10,070; 18,222; 14,146; 13,891;;; 13,891;
7749; AREIA - 230;;  7,869;  0,363;  4,116;  5,370;;;  5,370;
7748; AREIA - 525;;  8,046;  0,685;  4,366;  5,370;;;  5,370;
39813; ARINOS 2 - 500;; 11,759;  9,166; 10,462; 10,208;;; 10,208;
