Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
542; TRES IRMAOS - 440;;  9,547;  2,474;  6,718;  6,673;;;  6,673;
8344; ABAIARA - 230;;  9,092; 18,663; 12,921; 12,876;;; 12,876;
9739; ABDON BATISTA - 230;;  8,900;  0,000;  5,340;  5,295;;;  5,295;
9738; ABDON BATISTA - 525;;  8,380;  0,000;  5,028;  4,984;;;  4,984;
6930; ABUNA - 230;; 10,864;  1,535;  7,132;  7,088;;;  7,088;
6700; ACAILANDIA - 500;;  9,815; 15,125; 11,939; 11,895;;; 11,895;
5923; ACARAT CE - 230;;  9,495; 17,248; 12,596; 12,552;;; 12,552;
5318; ACARAT-CE500;;  9,483; 17,116; 12,536; 12,492;;; 12,492;
5486; ACARAU II – 230;;  9,504; 17,288; 12,618; 12,573;;; 12,573;
1596; ACESITA - 230;;  5,405;  4,039;  4,859;  4,968;;;  4,968;
5461; ACU II - 230;; 10,327; 19,204; 13,878; 13,834;;; 13,834;
5351; ACU III - 230;; 10,385; 19,236; 13,925; 13,881;;; 13,881;
5350; ACU III - 500;; 10,213; 18,659; 13,592; 13,547;;; 13,547;
140; ADRIANOPOLIS - 345;;  6,711;  2,703;  5,108;  5,063;;;  5,063;
106; ADRIANOPOLIS - 500;;  7,085;  2,688;  5,326;  5,282;;;  5,282;
2987; AG.LINDAS230;;  8,641;  6,677;  7,855;  7,811;;;  7,811;
453; AGUA AZUL - 440;;  6,214;  0,642;  3,985;  4,968;;;  4,968;
4043; AIMORES - 230;;  7,984;  5,590;  7,027;  6,982;;;  6,982;
6000; ALAGOAS 2 - 230;;  5,675; 13,472;  8,794;  8,749;;;  8,749;
1186; ALEGRETE2 - 230;;  9,042;  0,000;  5,425;  5,381;;;  5,381;
8163; ALEX - 230;; 10,309; 19,555; 14,007; 13,963;;; 13,963;
6521; ALTAMIRA - 230;;  7,574; 13,049;  9,764;  9,720;;;  9,720;
668; ALTA PAULISTA - 400;;  9,003;  1,887;  6,156;  6,112;;;  6,112;
1078; ANASTACIO - 230;;  7,585;  1,092;  4,988;  4,968;;;  4,968;
44594; ANEMUS - 230;; 10,421; 19,658; 14,116; 14,071;;; 14,071;
5100; ANGELIM - 500;;  8,474; 16,836; 11,819; 11,774;;; 11,774;
5101; ANGELIM - 230;;  8,099; 16,788; 11,575; 11,531;;; 11,531;
105; ANGRA - 500;;  7,499;  2,727;  5,590;  5,545;;;  5,545;
760; ANHANGUERA GO - 230;;  8,257;  3,641;  6,410;  6,366;;;  6,366;
431; ANHANGUERA SP - 230;;  4,914;  0,000;  2,949;  4,968;;;  4,968;
439; ANHANGUERA - 345;;  5,867;  0,026;  3,530;  4,968;;;  4,968;
458; APARECIDA - 230;;  6,748;  1,592;  4,685;  4,968;;;  4,968;
878; APUCARANA - 230;;  7,000;  0,000;  4,200;  4,968;;;  4,968;
5381; AQUIRAZ - 230;;  8,466; 17,363; 12,025; 11,980;;; 11,980;
4070; ARACUAI - 230;; 11,813;  9,168; 10,755; 10,711;;; 10,711;
6081; ARAPIRACA III - 230;;  3,682; 12,762;  7,314;  7,270;;;  7,270;
559; ARARAQUARA - 440;;  7,671;  1,589;  5,238;  5,194;;;  5,194;
101; ARARAQUARA - 500;;  8,597;  2,430;  6,130;  6,086;;;  6,086;
99; ARARAQUARA - 525;;  8,597;  2,429;  6,130;  6,085;;;  6,085;
589; ARARAS SP - 440;;  6,839;  1,052;  4,524;  4,968;;;  4,968;
7058; ARARAQUARA 2 - 440;;  8,256;  2,050;  5,773;  5,729;;;  5,729;
7057; ARARAQUARA 2 - 500;;  8,621;  2,276;  6,083;  6,039;;;  6,039;
5092; ARCOVERDE II - 230;;  8,227; 16,962; 11,721; 11,676;;; 11,676;
934; AREIA - 230;;  7,739;  0,000;  4,644;  4,968;;;  4,968;
933; AREIA - 525;;  8,628;  0,000;  5,177;  5,133;;;  5,133;
4349; ARINOS 2 - 500;; 11,658; 10,168; 11,062; 11,018;;; 11,018;
6880; ARIQUEMES - 230;; 10,445;  1,736;  6,961;  6,917;;;  6,917;
45680; ASOLO 2 - 230;; 11,128;  4,942;  8,654;  8,609;;;  8,609;
552; ASSIS - 440;;  8,416;  1,426;  5,620;  5,576;;;  5,576;
556; ASSIS - 525;;  8,490;  1,312;  5,619;  5,574;;;  5,574;
551; ASSIS 2 - 230;;  7,780;  0,592;  4,905;  4,968;;;  4,968;
697; ATIBAIA 2 - 345;;  6,145;  0,589;  3,923;  4,968;;;  4,968;
1330; ATLANTIDA 2 - 230;;  6,984;  0,000;  4,190;  4,968;;;  4,968;
629; AVARE - 230;;  5,445;  0,000;  3,267;  4,968;;;  4,968;
3150; AVARE NOVA - 230;;  5,445;  0,000;  3,267;  4,968;;;  4,968;
536; AGUA VERMELHA - 440;;  9,352;  2,889;  6,767;  6,722;;;  6,722;
535; AGUA VERMELHA - 500;;  9,544;  3,529;  7,138;  7,094;;;  7,094;
451; AVILLAR - 230;;  5,545;  0,000;  3,327;  4,968;;;  4,968;
9892; ANDIRA LESTE - 230;;  6,847;  0,000;  4,108;  4,968;;;  4,968;
229; BARRO ALTO - 230;;  9,731;  8,132;  9,091;  9,047;;;  9,047;
4040; BARRO BRANCO - 345;;  7,190;  4,053;  5,935;  5,890;;;  5,890;
9444; B. DOS COQUEIROS - 230;; 11,292;  4,930;  8,748;  8,703;;;  8,703;
5511; B.ESPERANCA - 230;;  8,635; 15,432; 11,354; 11,310;;; 11,310;
5510; B.ESPERANCA - 500;;  9,758; 15,385; 12,009; 11,964;;; 11,964;
227; BRASILIA GERAL - 230;;  8,051;  5,589;  7,066;  7,022;;;  7,022;
574; BOM JARDIM - 440;;  6,522;  0,902;  4,274;  4,968;;;  4,968;
7181; B.JESUS II - 230;;  9,168; 14,573; 11,330; 11,286;;; 11,286;
3699; BRASILIA LESTE - 500;;  9,678;  7,624;  8,856;  8,812;;;  8,812;
5401; BOM NOME - 230;;  8,952; 18,134; 12,625; 12,581;;; 12,581;
4502; BARRA PEIXE - 230;; 10,176;  3,407;  7,468;  7,424;;;  7,424;
228; BRAS. SUL - 230;;  8,550;  5,952;  7,511;  7,466;;;  7,466;
219; BRAS. SUL -345;;  9,088;  6,597;  8,091;  8,047;;;  8,047;
5684; BACAB - MA - 500;;  9,251; 16,035; 11,964; 11,920;;; 11,920;
1188; BAGE 2 - 230;;  8,597;  0,000;  5,158;  5,114;;;  5,114;
478; BAGUACU - 440;;  8,419;  1,792;  5,768;  5,723;;;  5,723;
1495; BAGUARI - 230;;  7,836;  5,772;  7,010;  6,966;;;  6,966;
9354; BAIXO IGUACU PR - 230;;  7,686;  0,000;  4,611;  4,968;;;  4,968;
472; B. SANTISTA - 230;;  5,264;  0,000;  3,158;  4,968;;;  4,968;
471; B. SANTISTA - 345;;  5,807;  0,000;  3,484;  4,968;;;  4,968;
8501; BALBINA - 230;;  7,596; 13,551;  9,978;  9,934;;;  9,934;
5391; BALSAS - 230;;  9,809; 14,892; 11,842; 11,798;;; 11,798;
5421; BANABUIU - 230;;  9,363; 18,455; 13,000; 12,955;;; 12,955;
226; BANDEIRANTE GO - 230;;  8,491;  4,194;  6,772;  6,728;;;  6,728;
218; BANDEIRANTE GO - 345;;  9,007;  5,690;  7,680;  7,635;;;  7,635;
492; BANDEIRANTE SP - 345;;  5,664;  0,000;  3,398;  4,968;;;  4,968;
308; BARBACENA - 345;;  6,610;  2,949;  5,146;  5,102;;;  5,102;
6315; BARREIRAS II - 230;; 10,483; 12,490; 11,286; 11,241;;; 11,241;
6361; BARREIRAS - 230;; 10,134; 12,296; 10,999; 10,955;;; 10,955;
6360; BARREIRAS - 500;; 10,922; 12,170; 11,421; 11,377;;; 11,377;
313; BARREIRO - 345;;  7,261;  4,390;  6,112;  6,068;;;  6,068;
112; BATEIAS - 500;;  7,791;  0,000;  4,675;  4,968;;;  4,968;
113; BATEIAS 2 - 500;;  7,791;  0,000;  4,675;  4,968;;;  4,968;
814; BATEIAS - 230;;  6,980;  0,000;  4,188;  4,968;;;  4,968;
895; BATEIAS - 525;;  7,831;  0,000;  4,699;  4,968;;;  4,968;
114; BATEIAS 3 - 500;;  7,822;  0,000;  4,693;  4,968;;;  4,968;
561; BAURU SP - 440;;  7,519;  1,138;  4,966;  4,968;;;  4,968;
9004; BARAO DE COCAIS 3 - 230;;  6,258;  4,218;  5,442;  5,397;;;  5,397;
4050; B.DESPACHO - 500;;  8,411;  5,059;  7,070;  7,026;;;  7,026;
4337; BETIM 6 -345;;  7,657;  4,754;  6,496;  6,452;;;  6,452;
9626; B. FLUMINENSE - 500;;  7,204;  2,665;  5,389;  5,344;;;  5,344;
936; BARRA GRANDE - 230;;  9,484;  0,000;  5,691;  5,646;;;  5,646;
947; BAIXO IGUACU SC - 230;;  7,247;  0,000;  4,348;  4,968;;;  4,968;
946; BIGUACU--525;;  7,816;  0,000;  4,690;  4,968;;;  4,968;
6358; B.J.LAPA II - 230;; 10,845; 11,889; 11,262; 11,218;;; 11,218;
6349; BJLAPAII - 500;; 10,910; 11,454; 11,128; 11,083;;; 11,083;
6351; B.J.LAPA - 230;; 10,842; 11,950; 11,285; 11,240;;; 11,240;
939; BLUMENAU - 230;;  7,037;  0,000;  4,222;  4,968;;;  4,968;
938; BLUMENAU - 525;;  7,711;  0,000;  4,626;  4,968;;;  4,968;
5152; BONGI - 230;;  6,345; 15,587; 10,042;  9,998;;;  9,998;
625; BOTUCATU - 230;;  5,536;  0,000;  3,321;  4,968;;;  4,968;
7734; BRACEL - 440;;  7,161;  0,909;  4,660;  4,968;;;  4,968;
4868; BRASNORTE - 230;; 11,392;  3,563;  8,260;  8,216;;;  8,216;
9051; BRAUNA - 230;;  7,074;  5,154;  6,306;  6,262;;;  6,262;
6334; BROT.MACAUBAS - 230;; 11,163; 13,848; 12,237; 12,193;;; 12,193;
5941; BRUMADO II - 230;;  5,607;  6,734;  6,058;  6,014;;;  6,014;
6075; BURITIRAMA - 500;; 10,837; 14,045; 12,120; 12,076;;; 12,076;
5701; CIC.DANTAS - 230;;  7,160; 15,601; 10,536; 10,492;;; 10,492;
756; CACHOEIRA DOURADA - 230;; 11,180;  5,215;  8,794;  8,749;;;  8,749;
4512; C. MAGALHAES - 230;; 10,460;  3,521;  7,684;  7,640;;;  7,640;
5525; COELHO NETO - 230;;  6,538; 14,221;  9,611;  9,567;;;  9,567;
5262; CURRAIS NOVOS II - 230;; 10,421; 19,658; 14,116; 14,071;;; 14,071;
104; C. PAULISTA - 500;;  7,399;  2,398;  5,399;  5,354;;;  5,354;
7054; C.PORTO VELHO - 230;; 11,827;  2,171;  7,964;  7,920;;;  7,920;
7055; C.PORTO VELHO - 500;; 17,790;  7,724; 13,763; 13,719;;; 13,719;
8551; CRISTIANO ROCHA - 230;;  7,284; 13,170;  9,638;  9,594;;;  9,594;
590; CABREUVA - 230;;  5,497;  0,000;  3,298;  4,968;;;  4,968;
