NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
7739;EEAB--GO138; ;;8,309;;6,977;;6,663;;;;2
98251;U.LASA-ES13;U;;;;7,928;;7,692;;;;2
1168;14JUL-UHE002; ;;4,984;;9,000;;9,666;;;;1
1153;14JULH-RS230; ;;4,984;;9,000;;9,666;;;;1
2338;2CORRE-SP138; ;;4,965;13,9;8,949;14,0;9,058;;1498,14;1521,66;2
1184;2IRMAO-RS138; ;;4,965;;9,454;;10,215;;;;1
2627;2VENDA-ES069; ;;6,473;;7,864;;7,623;;;;2
7632;3.LAG2-SP138; ;;6,397;;7,900;;7,853;;;;2
3901;3.LAGO-SP138; ;;6,385;;7,906;;7,860;;;;2
1290;3COROA-RS138; ;;4,965;;9,383;;10,126;;;;1
3900;3IRMA--SP138; ;;6,517;;7,842;;7,782;;;;2
543;3IRMAO-SP138;U;;;6,9;7,842;10,0;7,782;;649,31;933,82;2
542;3IRMAO-SP440;B;803,3;6,667;;7,770;;7,696;64266,96;;;2
520;3IRMAOUHE005; ;;6,667;;7,770;;7,696;;;;2
17632;3L2-1Y-SP138; ;;6,397;;7,900;;7,853;;;;2
27632;3L2-2Y-SP138; ;;6,397;;7,900;;7,853;;;;2
1903;3LA-1Y-SP138; ;;6,386;47,0;7,905;53,0;7,860;;4458,54;4998,76;2
1940;3LA-2Y-SP138; ;;6,403;;7,897;;7,849;;;;2
2253;3M-----SP069; ;;4,965;;8,806;;8,901;;;;2
4970;3MAIO--MT138; ;;8,217;;7,021;;6,870;;;;2
4991;3MAIO-PCH013;U;;;;7,021;;6,870;;;;2
2246;3PONTA-SP138; ;;4,965;;8,845;;8,912;;;;2
4609;7QUED-PCH013;U;;;;7,316;;7,150;;;;2
96495;A. BELAS-138; ;;11,820;;5,283;;4,668;;;;3
96891;A.BONITA-GER;U;;;;8,680;;8,831;;;;2
1696;A.BRAN-RJ138; ;;5,249;;8,454;;8,390;;;;2
4973;A.FLOR-MT138; ;;8,387;;6,939;;6,765;;;;2
1638;A.FRAN-RJ138; ;;5,198;;8,479;;8,411;;;;2
1608;A.GRAN-RJ138; ;;5,190;;8,483;;8,417;;;;2
98361;A.INGAZEI138; ;;12,577;;4,917;;4,405;;;;3
2609;A.LAGE-ES138; ;;6,214;;7,988;;7,766;;;;2
97639;A.MACHA2-138; ;;5,812;;8,182;;8,214;;;;2
3881;A.VERM-SP138; ;;6,536;;7,833;;7,755;;;;2
500;A.VERMUHE006; ;;6,718;;7,745;;7,649;;;;2
2460;AALEGR-PR138; ;;4,965;;9,028;;9,422;;;;1
6040;AB-MT--RN230; ;;13,958;;4,250;;4,009;;;;3
1778;ABADIA-RJ069; ;;6,232;;7,980;;7,757;;;;2
8344;ABAIAR-CE230;B;163,7;12,872;;4,775;;4,230;25286,45;;;3
6203;ABAIXA-BA069; ;;12,268;67,7;5,066;69,5;4,547;;4112,95;3792,28;3
9739;ABATIS-SC230;B;330,0;5,292;;8,749;;9,342;20955,42;;;1
9738;ABATIS-SC525; ;;4,980;;8,911;;9,499;;;;1
9922;ABELUZ-SC138; ;;5,410;;8,721;;9,318;;;;1
2716;ABENO1-SC138; ;;4,965;;9,647;;10,460;;;;1
6281;ABILI__BA230; ;;10,857;;5,748;;5,221;;;;3
6043;ABMT-AEOL010; ;;13,958;;4,250;;4,009;;;;3
