GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL APELIOTES(RIACHAO VI),0,10.042,10.812,11.742,12.873,14.501,14.588,15.09,14.925,14.946,14.926,14.906,14.886000000000001,14.866000000000001,14.846000000000002,14.826000000000002,14.806000000000003,14.786000000000003
EOL AQUIBATA,0,0,0,0,0,0,0,0,0,0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12000000000000001,-0.14,-0.16
EOL ARAPAPA,0,10.528,10.863,10.503,10.857,11.109,11.103,11.481,11.187,11.203,11.183,11.163,11.143,11.123000000000001,11.103000000000002,11.083000000000002,11.063000000000002,11.043000000000003
EOL ARARINHA AZUL,0,10.528,10.863,10.503,10.857,11.109,11.103,11.481,11.187,11.203,11.183,11.163,11.143,11.123000000000001,11.103000000000002,11.083000000000002,11.063000000000002,11.043000000000003
EOL ARATUA 1,0,0,0,0,0,0,0,0,0,0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12000000000000001,-0.14,-0.16
EOL ARENA (RIACHAO VII),0,10.042,10.812,11.742,12.873,14.501,14.588,15.09,14.925,14.946,14.926,14.906,14.886000000000001,14.866000000000001,14.846000000000002,14.826000000000002,14.806000000000003,14.786000000000003
EOL ARIZONA 1,0,0,0,0,0,0,0,0,0,0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12000000000000001,-0.14,-0.16
EOL AROEIRA,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL AROEIRA 1,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 2,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 3,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 4,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 5,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 6,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 7,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL AROEIRA 8,0,10.81,11.14,11.257,11.854,12.309,12.325,12.744,12.503,12.521,12.501000000000001,12.481000000000002,12.461000000000002,12.441000000000003,12.421000000000003,12.401000000000003,12.381000000000004,12.361000000000004
EOL ASA BRANCA I,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA II,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA III,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA IV,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA V,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA VI,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA VII,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASA BRANCA VIII,0,10.64,11.454,12.387,13.47,14.823,14.916,15.448,15.291,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004,15.153000000000004
EOL ASSURUA 4 I,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 4 II,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 4 III,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 4 IV,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 4 V,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 4 VI,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 5 I,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 5 II,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 5 III,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 5 IV,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 5 V,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA 5 VI,0,11.069,11.714,11.722,12.285,12.768,12.785,13.239,13.012,13.03,13.01,12.99,12.97,12.950000000000001,12.930000000000001,12.910000000000002,12.890000000000002,12.870000000000003
EOL ASSURUA II,0,10.918,11.076,11.183,11.82,11.846,11.857,12.257,11.99,12.008,11.988,11.968,11.948,11.928,11.908000000000001,11.888000000000002,11.868000000000002,11.848000000000003
EOL ASSURUA III,0,10.918,11.076,11.183,11.82,11.846,11.857,12.257,11.99,12.008,11.988,11.968,11.948,11.928,11.908000000000001,11.888000000000002,11.868000000000002,11.848000000000003
EOL ASSURUA IV,0,10.918,11.076,11.183,11.82,11.846,11.857,12.257,11.99,12.008,11.988,11.968,11.948,11.928,11.908000000000001,11.888000000000002,11.868000000000002,11.848000000000003
EOL ASSURUA V,0,10.918,11.076,11.183,11.82,11.846,11.857,12.257,11.99,12.008,11.988,11.968,11.948,11.928,11.908000000000001,11.888000000000002,11.868000000000002,11.848000000000003
EOL ASSURUA VII,0,10.918,11.076,11.183,11.82,11.846,11.857,12.257,11.99,12.008,11.988,11.968,11.948,11.928,11.908000000000001,11.888000000000002,11.868000000000002,11.848000000000003
EOL ATLANTICA I,0,5.5,6.409,5.655,4.965,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL ATLANTICA II,0,5.5,6.409,5.655,4.965,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL ATLANTICA IV,0,5.5,6.409,5.655,4.965,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL ATLANTICA V,0,5.5,6.409,5.655,4.965,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA CAETITE 01,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AURA CAETITE 02,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AURA CAETITE 03,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AURA CAETITE 04,0,10.456,10.793,10.431,10.779,11.118,11.113,11.492,11.197,11.214,11.194,11.174000000000001,11.154000000000002,11.134000000000002,11.114000000000003,11.094000000000003,11.074000000000003,11.054000000000004
EOL AURA LAGOA DO BARRO 01,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA LAGOA DO BARRO 02,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA LAGOA DO BARRO 03,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA LAGOA DO BARRO 04,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA LAGOA DO BARRO 05,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA LAGOA DO BARRO 06,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA LAGOA DO BARRO 07,0,10.859,11.333,11.823,12.629,13.723,13.742,14.07,13.916,13.936,13.916,13.896,13.876000000000001,13.856000000000002,13.836000000000002,13.816000000000003,13.796000000000003,13.776000000000003
EOL AURA MANGUEIRA IV,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA VI,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA VII,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA XI,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA XII,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA XIII,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA XV,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MANGUEIRA XVII,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
EOL AURA MIRIM II,0,6.613,7.277,6.437,5.365,5.191,5.184,5.351,5.366,5.374,5.354,5.3340000000000005,5.314000000000001,5.294000000000001,5.274000000000002,5.254000000000002,5.234000000000003,5.214000000000003
