CONCESSIONÁRIA;Cód. ANEEL;Cód. ONS;BARRA;NOME;PONTO DE CONEXÃO;TUST RB Ponta;TUST RB Fora Ponta;TUST FR Ponta;TUST FR Fora Ponta;MUST RB Ponta;MUST RB Fora Ponta
NEOENERGIA ELEKTRO;385;30;649;JALES--SP138; JALES - 138;  7,887;  7,823;       ;       ;84,00;90,00
NEOENERGIA ELEKTRO;385;30;3858;JARI---SP138; JARINU 1 - 138;  9,006;  9,091;       ;       ;36,00;37,00
NEOENERGIA ELEKTRO;385;30;7616;JBS_AN_SP138; JBS ANDRADINA - 138;  7,899;  7,850;       ;       ; 9,50;11,00
NEOENERGIA ELEKTRO;385;30;7643;JUNQUE-SP138; JUNQUEIROPOLIS - 138;  8,080;  8,078;       ;       ;10,50;10,50
NEOENERGIA ELEKTRO;385;30;541;JUPIA--SP138; JUPIA - 138;  7,901;  7,854;       ;       ;17,63;20,74
NEOENERGIA ELEKTRO;385;30;3925;JUQUI--SP138; JUQUIA - 138;  9,906; 10,177;       ;       ;12,00;11,80
NEOENERGIA ELEKTRO;385;30;3425;KARINA-SP138; KARINA - 138;  8,797;  8,867;       ;       ; 0,00; 0,00
NEOENERGIA ELEKTRO;385;30;3809;LEME---SP138; LEME 1 - 138;  8,716;  8,770;       ;       ;47,80;54,00
NEOENERGIA ELEKTRO;385;30;7625;LEME2--SP138; LEME 2 - 138;  8,708;  8,761;       ;       ;15,80;10,85
NEOENERGIA ELEKTRO;385;30;692;LIME-1-SP138; LIMEIRA I - 138;  8,799;  8,869;       ;       ;39,08;40,10
NEOENERGIA ELEKTRO;385;30;3834;LIME-A-SP138; AJINOMOTO INT - 138;  8,808;  8,886;       ;       ;17,75;19,50
NEOENERGIA ELEKTRO;385;30;3835;LIME-R-SP138; CONPACEL - 138;  8,807;  8,885;       ;       ;50,00;50,00
NEOENERGIA ELEKTRO;385;30;3811;LIME2-BIO138; LIMEIRA 2 - 138;  8,808;  8,886;       ;       ;16,50;17,40
NEOENERGIA ELEKTRO;385;30;3812;LIMEI3-SP138; LIMEIRA 3 - 138;  8,799;  8,873;       ;       ;53,00;54,00
NEOENERGIA ELEKTRO;385;30;3813;LIMEI4-SP138; LIMEIRA 4 - 138;  8,799;  8,871;       ;       ;64,50;78,50
NEOENERGIA ELEKTRO;385;30;3926;LPAULI-SP138; LARANJAL PAUL - 138;  9,790; 10,056;       ;       ;26,90;31,00
NEOENERGIA ELEKTRO;385;30;3950;LUK----SP138; LUK - 138;  8,870;  8,940;       ;       ; 2,30; 7,00
NEOENERGIA ELEKTRO;385;30;694;MAIRI--SP138; MAIRIPORA - 138;  9,098;  9,191;       ;       ;105,0;100,0
NEOENERGIA ELEKTRO;385;30;7604;MARS_L-SP138; MASTERFOODS - 138;  8,868;  8,938;       ;       ; 6,30; 6,30
NEOENERGIA ELEKTRO;385;30;3823;MGUA-CBIO138; ENERGYWORKS - 138;  8,823;  8,885;       ;       ;15,00;15,00
NEOENERGIA ELEKTRO;385;30;3815;MGUA-M-SP138; MAHLE ELK - 138;  8,811;  8,869;       ;       ;27,50;31,80
NEOENERGIA ELEKTRO;385;30;3816;MGUAC1-SP138; MOGI GUACU I - 138;  8,837;  8,903;       ;       ;37,00;45,00
NEOENERGIA ELEKTRO;385;30;3817;MGUAC2BIO138; MOGI GUACU 2 - 138;  8,829;  8,892;       ;       ;25,80;24,70
NEOENERGIA ELEKTRO;385;30;3893;MIRA-P-SP138; MIRANDOPOLIS1 - 138;  7,984;  7,950;       ;       ;16,50;17,00
NEOENERGIA ELEKTRO;385;30;3936;MIRACA-SP138; MIRACATU - 138;  9,852; 10,103;       ;       ; 8,00; 8,20
NEOENERGIA ELEKTRO;385;30;696;MMRI2--SP138; MOGI MIRIM II - 138;  8,845;  8,912;       ;       ;16,90;16,90
NEOENERGIA ELEKTRO;385;30;3818;MMRIM1-SP138; MOGI MIRIM 1 - 138;  8,843;  8,911;       ;       ;40,50;44,00
NEOENERGIA ELEKTRO;385;30;4141;MOEMA-BIO138; GUARIROBA 1 - 138;  7,915;  7,852;       ;       ;21,00;24,00
NEOENERGIA ELEKTRO;385;30;744;MON-1Y-SP138; MONGAGUA - 138;  9,586;  9,743;       ;       ;33,40;38,00
NEOENERGIA ELEKTRO;385;30;4236;N.AVAN-SP013; N.AVANHANDAVA - 13,8;  8,221;  8,213;       ;       ;11,20;11,41
NEOENERGIA ELEKTRO;385;30;3894;P.DOES-SP138; PALMEIRA OES - 138;  7,883;  7,820;       ;       ;11,50;12,00
NEOENERGIA ELEKTRO;385;30;3863;PARAIB-SP138; PARAIBUNA - 88;  9,032;  9,112;       ;       ;10,00;10,60
NEOENERGIA ELEKTRO;385;30;3895;PBARRE-SP138; PEREIRA BARR. - 138;  7,880;  7,819;       ;       ;13,00;15,90
NEOENERGIA ELEKTRO;385;30;746;PERUIB-SP138; PERUIBE - 138;  9,723;  9,928;       ;       ;43,90;45,00
NEOENERGIA ELEKTRO;385;30;699;PFERR--SP138; P.FERREIRA - 138;  8,603;  8,636;       ;       ;28,00;32,50
NEOENERGIA ELEKTRO;385;30;3839;PIONE-BIO138; PIONEIROS-ELK - 138;  7,878;  7,818;       ;       ; 0,50; 0,60
NEOENERGIA ELEKTRO;385;30;3836;PIRA-P-SP138; PETROBRAS ELK - 138;  8,635;  8,674;       ;       ; 0,90; 2,00
NEOENERGIA ELEKTRO;385;30;3821;PIRA2-BIO138; PIRASSUNUNGA2 - 138;  8,608;  8,640;       ;       ;11,00;12,00
NEOENERGIA ELEKTRO;385;30;3896;PIRAPZ-SP138; PIRAPOZINHO 1 - 138;  8,186;  8,219;       ;       ;30,00;29,00
NEOENERGIA ELEKTRO;385;30;3820;PIRAS1-SP138; PIRASSUNUNGA1 - 138;  8,661;  8,705;       ;       ;34,00;34,00
NEOENERGIA ELEKTRO;385;30;658;PPRI-B-SP138; P. PRIMAVERA - 138;  8,227;  8,254;       ;       ;18,00;17,00
NEOENERGIA ELEKTRO;385;30;7647;R.ROCH-SP138; RUY ROCHA -138;  8,794;  8,863;       ;       ; 7,93; 7,93
NEOENERGIA ELEKTRO;385;30;701;RCLAR1-SP138; RIO CLARO-I - 138;  8,791;  8,859;       ;       ;43,50;44,00
NEOENERGIA ELEKTRO;385;30;3825;RCLAR2BIO138; RIO CLARO 2 - 138;  8,764;  8,828;       ;       ;69,50;76,70
NEOENERGIA ELEKTRO;385;30;3826;RCLAR3-SP138; RIO CLARO 3 - 138;  8,792;  8,861;       ;       ;50,00;57,00
NEOENERGIA ELEKTRO;385;30;747;REGIST-SP138; REGISTRO - 138; 10,004; 10,309;       ;       ;90,00;99,20
NEOENERGIA ELEKTRO;385;30;9126;RVERM-BIO138; RIO VERMELHO - 138;  8,075;  8,069;       ;       ; 3,06; 3,42
NEOENERGIA ELEKTRO;385;30;3856;S.ISAB-SP088; SANTA ISABEL1 - 88;  9,210;  9,304;       ;       ;52,00;52,00
NEOENERGIA ELEKTRO;385;30;3078;S.SEBA-SP138; SAO SEBASTIAO - 13,8;  9,127;  9,223;       ;       ;24,60;26,50
NEOENERGIA ELEKTRO;385;30;3830;SAPOS1-SP138; S.ANT.POSSE 1 - 138;  8,844;  8,911;       ;       ;11,60;13,30
NEOENERGIA ELEKTRO;385;30;3828;SCPALM-SP138; S.C.PALMEIRAS - 138;  8,613;  8,645;       ;       ;12,50;12,50
NEOENERGIA ELEKTRO;385;30;3981;SGERT--SP138; STA GERTRUDES - 138;  8,793;  8,861;       ;       ;16,00;18,10
NEOENERGIA ELEKTRO;385;30;4131;SIS-BR-SP088; PETR S ISABEL - 88;  9,213;  9,307;       ;       ; 2,20; 4,60
NEOENERGIA ELEKTRO;385;30;3859;SISA-K-SP088; KARIBE - 138;  9,221;  9,315;       ;       ; 3,60; 4,65
NEOENERGIA ELEKTRO;385;30;3807;SJBV-E-SP138; ELFUSA ELK - 138;  8,723;  8,760;       ;       ; 3,40;43,50
NEOENERGIA ELEKTRO;385;30;3827;SJBV1-BIO138; S.J.B.VISTAII - 138;  8,725;  8,761;       ;       ;44,50;44,10
NEOENERGIA ELEKTRO;385;30;3829;SRPA4-BIO138; SANTA RITA - 138;  8,551;  8,575;       ;       ;13,00;13,00
NEOENERGIA ELEKTRO;385;30;3831;TAMBAU-SP138; TAMBAU ELK - 138;  8,551;  8,575;       ;       ;16,00;19,50
NEOENERGIA ELEKTRO;385;30;548;TAQURA-SP138; TAQUARUCU - 138;  8,081;  8,090;       ;       ;13,00;13,00
NEOENERGIA ELEKTRO;385;30;3935;TATU-A-SP138; SANT.TEXTIL - 138; 10,009; 10,328;       ;       ;27,00;27,00
NEOENERGIA ELEKTRO;385;30;3929;TATUI1-SP088; TATUI 1 - 88; 10,119; 10,472;       ;       ;21,50;22,25
NEOENERGIA ELEKTRO;385;30;3930;TATUI2-SP138; TATUI 2 - 138;  9,982; 10,293;       ;       ;34,00;40,00
NEOENERGIA ELEKTRO;385;30;601;TAUBAT-SP138; TAUBATE - 138;  8,904;  8,963;       ;       ;39,00;40,00
NEOENERGIA ELEKTRO;385;30;748;TIETE--SP138; TIETE - 138;  9,870; 10,151;       ;       ;26,00;30,00
NEOENERGIA ELEKTRO;385;30;4150;TIGRE--SP138; TIGRE ELK - 138;  8,764;  8,828;       ;       ;10,34;10,34
NEOENERGIA ELEKTRO;385;30;672;UBARAN-SP069; UBARANA - 69;  8,310;  8,317;       ;       ;22,50;22,50
NEOENERGIA ELEKTRO;385;30;2018;UBATU1-SP138; UBATUBA 2 - 138;  9,087;  9,176;       ;       ;72,00;80,00
NEOENERGIA ELEKTRO;385;30;4133;V.GENT-SP138; VAL. GENTIL 1 - 138;  7,956;  7,901;       ;       ;11,50;13,50
NEOENERGIA ELEKTRO;385;30;7621;V.PAR--SP138; VALE PARANA - 138;  7,880;  7,819;       ;       ; 3,60; 4,00
NEOENERGIA ELEKTRO;385;30;4147;VCP-MSBIO138; V.CEL.PAPEL - 138;  7,907;  7,861;       ;       ;38,00;91,80
NEOENERGIA ELEKTRO;385;30;7627;VERALL-SP138; VERALLIA - 138;  8,603;  8,637;       ;       ; 5,30; 5,30
NEOENERGIA ELEKTRO;385;30;3832;VGSUL-BIO138; VAR.GRANDE 1 - 138;  8,694;  8,728;       ;       ;19,00;21,00
NEOENERGIA ELEKTRO;385;30;9128;VIDRO1-SP138; VIDROPORTO - 138;  8,620;  8,656;       ;       ; 9,00; 9,00
NEOENERGIA ELEKTRO;385;30;7650;VILLAG-SP138; VILLAGRES - 138;  8,791;  8,859;       ;       ; 5,40; 5,40
NEOENERGIA ELEKTRO;385;30;3903;VOT-EK-SP138; VOTUPORANGA 1 - 138;  7,984;  7,933;       ;       ;51,00;72,00
NEOENERGIA ELEKTRO;385;30;674;VOTUP2-SP138; VOTUPORANGA 2 - 138;  7,978;  7,926;       ;       ;35,00;37,00
NEOENERGIA ELEKTRO;385;30;7620;VOTUP3_SP138; VOTUPORANGA 3 - 138;  7,968;  7,914;       ;       ;21,00;22,00
NEOENERGIA ELEKTRO;385;30;7644;ZARAPL-SP138; ZARAPLAST - 138;  9,086;  9,185;       ;       ; 9,00; 9,00
NEOENERGIA PE;43;71;5106;AGLTIP-PE013; ANGELIM - 13,8;  5,425;  4,889;       ;       ; 2,43; 2,38
NEOENERGIA PE;43;71;5093;ARCOVEII-069; ARCOVERDE II - 69;  5,354;  4,793;       ;       ;52,26;51,21
NEOENERGIA PE;43;71;5403;B.NOME-PE069; BOM NOME - 69;  4,917;  4,405;       ;       ;41,77;43,82
NEOENERGIA PE;43;71;5402;B.NOME-PE138; BOM NOME - 138;  4,917;  4,405;       ;       ;172,1;183,7
NEOENERGIA PE;43;71;5158;BGI-T6-PE013; BONGI - 13,8;  6,164;  5,825;       ;       ;41,32;43,16
NEOENERGIA PE;43;71;5406;BNOTIP-PE013; BOM NOME - 13,8;  4,917;  4,405;       ;       ; 4,96; 4,97
NEOENERGIA PE;43;71;5156;BONGI--PE069; BONGI - 69;  6,164;  5,825;       ;       ;270,9;316,6
NEOENERGIA PE;43;71;5420;FLORE2-PE230; FLORESTA II - 230;  5,058;  4,599;       ;       ; 0,00; 0,00
NEOENERGIA PE;43;71;5099;GARANHUN-069; GARANHUNS II - 69;  5,317;  4,766;       ;       ;59,93;58,14
NEOENERGIA PE;43;71;5203;GOIANI-PE069; GOIANINHA - 69;  5,761;  5,306;       ;       ;85,70;86,94
NEOENERGIA PE;43;71;5347;JABOAT-PE069; JABOATAO II - 69;  5,797;  5,337;       ;       ;111,4;123,6
NEOENERGIA PE;43;71;5333;JOAIRA-PE069; JOAIRAM - 69;  5,922;  5,506;       ;       ;212,4;222,4
NEOENERGIA PE;43;71;6664;LCARRO-PE069; LDOCARRO-069;  5,463;  4,939;       ;       ;107,6;108,1
NEOENERGIA PE;43;71;5193;MIRUEI-PE069; MIRUEIRA - 69;  6,099;  5,688;       ;       ;286,9;302,6
NEOENERGIA PE;43;71;5343;MRRII--PE069; MIRUEIRA II - 69;  5,538;  5,034;       ;       ;134,8;140,5
NEOENERGIA PE;43;71;5132;MTNORT-PE069; MATA NORTE - 69;  5,485;  4,976;       ;       ;12,55;13,04
NEOENERGIA PE;43;71;5183;P.FERR-PE069; PAU FERRO - 69;  5,485;  4,976;       ;       ;132,2;135,2
NEOENERGIA PE;43;71;5133;PIRAPA-PE069; PIRAPAMA II - 69;  5,722;  5,246;       ;       ;205,2;214,6
NEOENERGIA PE;43;71;5283;RIBEIR-PE069; RIBEIRAO - 69;  6,137;  5,651;       ;       ;152,0;154,9
NEOENERGIA PE;43;71;5363;SUAPE3-PE069; SUAPE III - 69;  5,645;  5,155;       ;       ;123,0;131,3
NEOENERGIA PE;43;71;5362;SUAPE3-PE230; SUAPE III - 230;  5,645;  5,155;       ;       ;63,17;63,97
NEOENERGIA PE;43;71;5123;TACAIM-PE069; TACAIMBO - 69;  5,611;  5,072;       ;       ;248,5;244,9
RGE SUL;396;31;1185;ALEGR2-RS069; ALEGRETE2 - 69;  8,850;  9,695;       ;       ;46,80;66,20
RGE SUL;396;31;9305;CACHO3-RS138; CACHOEIRINHA 3 - 138;  9,435; 10,191;       ;       ;101,7;132,3
RGE SUL;396;31;10219;CALTA2-RS069; CRUZ ALTA 2 - 69;  9,033;  9,817;       ;       ;26,90;31,30
RGE SUL;396;31;1196;CAMPOB-RS069; CAMPO BOM - 69;  9,333; 10,063;       ;       ;91,60;119,1
RGE SUL;396;31;9591;CANDE2-RS069; CANDELARIA 2 - 69;  8,941;  9,676;       ;       ;81,60;81,60
RGE SUL;396;31;1324;CANO1A-RS023; CANOAS 1 - 23;  9,518; 10,282;       ;       ;54,10;55,90
RGE SUL;396;31;9279;CAX5-A-RS013; CAXIAS SUL 5 - 13,8;  9,210;  9,912;       ;       ;75,00;90,00
RGE SUL;396;31;1201;CAXIA2-RS069; CAXIAS SUL 2 - 69;  9,179;  9,869;       ;       ;58,00;72,00
RGE SUL;396;31;1193;CAXIA5-RS069; CAXIAS SUL 5 - 69;  9,192;  9,887;       ;       ;75,00;86,00
RGE SUL;396;31;1387;CAXIA6-RS069; CAXIAS 6 - 69;  9,160;  9,837;       ;       ;115,4;131,9
RGE SUL;396;31;10217;CAXNOR-RS138; CAXIAS NORTE - 138;  9,023;  9,670;       ;       ;75,60;92,20
RGE SUL;396;31;9201;CBOM-A-RS023; CAMPO BOM - 23;  9,333; 10,063;       ;       ;42,20;48,60
RGE SUL;396;31;1257;CINPAL-RS138; C.INDUSTRIAL - 138;  9,442; 10,198;       ;       ;173,9;192,3
RGE SUL;396;31;9207;CIPA-A-RS023; C.INDUSTRIAL - 23;  9,437; 10,191;       ;       ;69,20;75,30
RGE SUL;396;31;1207;FARROU-RS069; FARROUPILHA - 69;  9,166;  9,854;       ;       ;84,70;102,1
RGE SUL;396;31;1062;FCHAPE-RS138; FOZ CHAPECO - 138;  8,635;  9,229;       ;       ;47,10;46,09
RGE SUL;396;31;1205;GARIBA-RS069; GARIBALDI 1 - 69;  9,345; 10,069;       ;       ;95,90;109,1
RGE SUL;396;31;9284;GRARGE-RS023; GRAVATAI2 - 23;  9,398; 10,137;       ;       ;46,00;46,00
RGE SUL;396;31;1314;GRAVA3-RS069; GRAVATAI3 - 69;  9,418; 10,164;       ;       ;128,1;134,7
RGE SUL;396;31;1313;GRAVA3-RS230; GRAVATAI3 - 230;  9,418; 10,163;       ;       ;24,00;25,00
RGE SUL;396;31;1214;GUARIT-RS069; GUARITA - 69;  8,984;  9,640;       ;       ;142,4;148,7
RGE SUL;396;31;1322;IJUI2--RS069; IJUI 2 - 69;  9,124;  9,891;       ;       ;12,40;14,40
RGE SUL;396;31;1216;JACUI--RS138; JACUI - 138;  8,832;  9,603;       ;       ;56,00;56,00
RGE SUL;396;31;1220;JACUIR-RS023; JACUI - 23;  8,831;  9,603;       ;       ;10,20;10,20
RGE SUL;396;31;9594;LAGEGR-RS138; L.GRANDE - 138;  8,884;  9,589;       ;       ;45,50;50,50
RGE SUL;396;31;2081;LAJEA2-RS069; LAJEADO 2 - 69;  9,761; 10,571;       ;       ;182,1;202,4
RGE SUL;396;31;9203;LIVRA2-RS013; LIVRAMENTO 2 - 13,8;  8,733;  9,526;       ;       ;14,70;15,50
RGE SUL;396;31;9204;LIVRA2-RS069; LIVRAMENTO 2 - 69;  8,733;  9,526;       ;       ;16,40;17,40
RGE SUL;396;31;1326;LVERM2-RS138; L.VERMELHA 2 - 138;  9,037;  9,636;       ;       ;131,5;132,3
RGE SUL;396;31;1235;MACAMB-RS069; MACAMBARA - 69;  8,873;  9,668;       ;       ;55,50;109,0
RGE SUL;396;31;2079;MISSOE-RS069; MISSOES - 69;  8,828;  9,606;       ;       ;26,60;29,60
RGE SUL;396;31;9548;NPETR2-RS069; N.PETROPOLIS2 - 69;  9,273;  9,973;       ;       ;48,55;49,78
RGE SUL;396;31;1226;NPRAT2-RS069; NOVA PRATA 2 - 69;  9,325; 10,046;       ;       ;65,40;74,50
RGE SUL;396;31;1042;PFUNDO-RS138; U.PASSO FUNDO - 138;  8,710;  9,293;       ;       ;98,70;95,00
RGE SUL;396;31;2077;PPETRO-RS069; P.PETROQUIMIC - 69;  9,380; 10,121;       ;       ;45,00;58,90
RGE SUL;396;31;1311;SANGE1-RS069; SANTO ANGELO 1 - 69;  8,921;  9,639;       ;       ;29,60;34,40
RGE SUL;396;31;9285;SANGEL-RS023; SANTO ANGELO2 - 23;  8,921;  9,639;       ;       ;19,00;22,60
RGE SUL;396;31;1251;SANGEL-RS069; SANTO ANGELO2 - 69;  8,921;  9,639;       ;       ;19,40;23,60
RGE SUL;396;31;1253;SBORJ2-RS069; SAO BORJA2 - 69;  8,932;  9,769;       ;       ;41,30;63,10
RGE SUL;396;31;9209;SCHARL-RS023; SCHARLAU - 23;  9,475; 10,243;       ;       ;28,60;38,80
RGE SUL;396;31;2090;SCHARL-RS138; SCHARLAU - 138;  9,454; 10,215;       ;       ;229,9;254,2
RGE SUL;396;31;1309;SCRU1A-RS013; SANTA CRUZ1 - 13,8;  9,284; 10,013;       ;       ;30,70;32,40
RGE SUL;396;31;2088;SCRUZ1-RS069; SANTA CRUZ1 - 69;  9,284; 10,013;       ;       ;123,6;118,1
RGE SUL;396;31;2087;SMARI3-RS069; SANTA MARIA 3 - 69;  8,811;  9,605;       ;       ;131,0;146,0
RGE SUL;396;31;1383;SMARI3-RS138; SANTA MARIA 3 - 138;  8,818;  9,611;       ;       ;62,60;65,60
RGE SUL;396;31;1279;SMARTA-RS069; SANTA MARTA – 69;  9,552; 10,215;       ;       ;67,10;66,20
RGE SUL;396;31;1275;SMARTA-RS138; SANTA MARTA - 138;  9,511; 10,189;       ;       ;53,10;49,40
RGE SUL;396;31;1282;SROSA--RS069; SANTA ROSA1 – 69;  8,981;  9,689;       ;       ;120,2;136,7
RGE SUL;396;31;1289;SVICEN-RS069; S.VICENTE SUL - 69;  8,997;  9,850;       ;       ;71,30;82,40
RGE SUL;396;31;1292;TAPERA-RS069; TAPERA 2 - 69;  9,738; 10,488;       ;       ;84,70;83,70
RGE SUL;396;31;2094;TAQUAR-RS138; TAQUARA - 138;  9,383; 10,126;       ;       ;146,9;156,1
RGE SUL;396;31;1208;TRIUNF-RS069; TRIUNFO - 69;  9,367; 10,090;       ;       ; 7,50; 8,40
RGE SUL;396;31;1295;URUGU5-RS069; URUGUAIANA5 - 69;  8,909;  9,785;       ;       ;73,50;127,1
RGE SUL;396;31;1298;VENAIR-RS069; V.AIRES - 69;  9,990; 10,838;       ;       ;104,4;109,0
RGE SUL;396;31;9837;Vinhedos-069; VINHEDOS - 69;  9,164;  9,853;       ;       ;91,90;112,3
SULGIPE;46;52;5963;ITBNIN-SE069; ITABAIANINHA - 69;  6,946;  6,718;       ;       ;78,00;81,00
A100 ROW;;    574;B.JARD-SP440; BOM JARDIM - 440;  8,948;  9,035;       ;       ;101,0;101,0
ADECOAGRO VALE DO IVINHEMA;;   1088;IVINHE-MS230; IVINHEMA - 230;  8,252;  8,286;       ;       ;6,00 ;6,00
AGRO ENERGIA SANTA LUZIA;;   1087;RBRILH-MS230; RIO BRILHANTE - 230;  8,195;  8,221;       ;       ;6,00 ;6,00
AIR LIQUIDE CANDEIAS;;   5822;JACARA-BA230; JACARACANGA - 230;  6,763;  6,519;       ;       ;3,50 ;3,50
ALBRAS;;   6461;V.COND-PA230; VILA DO CONDE - 230;  6,213;  5,747;       ;       ;800,0;800,0
ALCOA ALUMINIO;;    170;P.CALD-MG138; POCOS CALDAS - 138;  8,652;  8,655;       ;       ;14,00;14,00
ALPEK;;   5362;SUAPE3-PE230; SUAPE III - 230;  5,645;  5,155;       ;       ;48,00;50,50
ALUMAR;;   5551;SLUIS2-MA230; SAO LUIS II - 230;  5,619;  5,085;       ;       ;555,0;555,0
ALUNORTE;;   6461;V.COND-PA230; VILA DO CONDE - 230;  6,213;  5,747;       ;       ;175,8;175,8
ANGLO AMERICAN (BARRO ALTO);;    229;B.ALTO-GO230; BARRO ALTO - 230;  6,622;  6,114;       ;       ;210,0;210,0
ANGLO AMERICAN MINÉRIO DE FERRO BRASIL;;   1534;ITABI2-MG230; ITABIRA 2 - 230;  7,886;  7,634;       ;       ;135,0;135,0
ANGLO AMERICAN NIQUEL BRASIL;;    787;NIQUEL-GO230; NIQUELANDIA - 230;  6,190;  5,680;       ;       ;46,00;50,00
ANGLOGOLD SÍTIO MINERAÇÃO (BARÃO DE COCAIS);;   9004;BCOCA3-MG230; BARAO DE COCAIS 3 - 230;  8,373;  8,192;       ;       ;16,00;16,00
ANGLOGOLD SÍTIO MINERAÇÃO (MINA CUIABÁ);;   1497;SABAR3-MG230; SABARA 3 - 230;  7,817;  7,560;       ;       ;28,00;28,00
APERAM;;   1596;ACESIT-MG230; ACESITA - 230;  8,660;  8,572;       ;       ;90,00;110,0
ARAGUAIA NIQUEL METAIS;;   6571;XINGUA-PA230; XINGUARA 2 - 230;  7,251;  6,869;       ;       ;80,00;80,00
ARAUCO;;   1204;PPETRO-RS230; P.PETROQUIMIC - 230;  9,370; 10,108;       ;       ;9,70 ;9,75
ARCELORMITTAL (JOINVILLE);;   1015;JOINVI-SC230; JOINVILLE - 230;  9,823; 10,562;       ;       ;58,00;58,00
ARCELORMITTAL BELGO;;   1520;MONLE2-MG230; MONLEVADE 2 - 230;  8,506;  8,348;       ;       ;156,6;165,3
ARCELORMITTAL SUL FLUMINENSE;;     87;RESEND-RJ500; RESENDE - 500;  8,409;  8,370;       ;       ;40,50;111,5
ARLANXEO (CABO);;   5131;PIRAPA-PE230; PIRAPAMA II - 230;  5,722;  5,246;       ;       ;7,80 ;7,80
ARLANXEO (DSM);;   1204;PPETRO-RS230; P.PETROQUIMIC - 230;  9,370; 10,108;       ;       ;7,80 ;7,80
ARLANXEO PETROFLEX;;   1204;PPETRO-RS230; P.PETROQUIMIC - 230;  9,370; 10,108;       ;       ;7,00 ;7,00
ATLANTIC NICKEL MINERAÇÃO;;   5912;ITAGIB-BA230; ITAGIPA - 230;  8,081;  7,803;       ;       ;26,90;26,90
AÇO VERDE DO BRASIL;;   5591;IMPERA-MA230; IMPERATRIZ - 230;  5,579;  5,072;       ;       ;54,00;54,00
BERNECK;;    815;CINDUS-PR230; C.IND. CURITIBA - 230;  9,587; 10,224;       ;       ;24,00;24,00
BIOENERGETICA BOA VISTA (CARGA);;   9450;QUIRIN-GO230; QUIRINOPOLIS - 230;  6,661;  6,356;       ;       ;1,00 ;1,00
BIOENERGIA JATAÍ;;   1084;JATAI--GO230; JATAI - 230;  7,552;  7,426;       ;       ;6,00 ;6,00
BORRACHAS VIPAL;;   1228;NPRAT2-RS230; NOVA PRATA 2 - 230;  9,325; 10,046;       ;       ;10,80;10,80
BP BIOENERGIA TROPICAL;;   3018;EDEIA--GO230; EDEIA - 230;  6,902;  6,645;       ;       ;0,00 ;0,00
BRASKEM - BA_UNIB;;   5751;CMDBP1-BA230; CAMACARI II - 230;  6,721;  6,451;       ;       ;132,5;137,5
BRASKEM - UNIB RS;;   1204;PPETRO-RS230; P.PETROQUIMIC - 230;  9,370; 10,108;       ;       ;159,0;161,0
BRASKEM UCS - AL;;   5111;R.LARG-AL230; RIO LARGO II - 230;  6,894;  6,617;       ;       ;167,5;167,5
BRENCO (UTE AGUA EMENDADA);;   1084;JATAI--GO230; JATAI - 230;  7,552;  7,426;       ;       ;5,00 ;5,00
BRENCO (UTE ALTO TAQUARI);;   1084;JATAI--GO230; JATAI - 230;  7,552;  7,426;       ;       ;5,00 ;5,00
BRENCO (UTE COSTA RICA);;   1089;CHAPAD-MS230; CHAPADAO - 230;  7,744;  7,667;       ;       ;5,00 ;5,00
BRENCO (UTE MORRO VERMELHO);;   1084;JATAI--GO230; JATAI - 230;  7,552;  7,426;       ;       ;5,00 ;5,00
BRF S.A;;   4573;LUCRV--MT230; L. DO RIO VERDE - 230;  7,485;  7,473;       ;       ;25,20;30,60
CARAMURU ALIMENTOS;;   2978;PARANA-GO230; PARANAIBA - 230;  7,415;  7,204;       ;       ;10,60;11,00
CASTERTECH;;   9278;CASTER-RS230; CASTERTECH - 230;  9,164;  9,843;       ;       ;16,00;16,00
CBA (CABREUVA 230);;    590;CABREU-SP230; CABREUVA - 230;  9,436;  9,592;       ;       ;248,9;248,9
CBA (CABREUVA 440);;    603;CBA-2--SP440; CBA 2 - 440;  9,248;  9,358;       ;       ;310,0;310,5
CBA DIS;;    590;CABREU-SP230; CABREUVA - 230;  9,436;  9,592;       ;       ;59,08;59,08
CBA NÍQUEL;;    787;NIQUEL-GO230; NIQUELANDIA - 230;  6,190;  5,680;       ;       ;2,70 ;2,70
CERRADINHO BIOENERGIA (CARGA);;   1089;CHAPAD-MS230; CHAPADAO - 230;  7,744;  7,667;       ;       ;5,00 ;5,00
CIMENTO APODI;;   5337;QUIXER-CE230; QUIXERE - 230;  4,332;  4,009;       ;       ;17,00;17,00
CMPC CELULOSE RIOGRANDENSE;;   1199;GUAIB2-RS230; GUAIBA - 230;  9,259;  9,967;       ;       ;90,00;90,00
CODEVASF (BOM NOME);;   5401;B.NOME-PE230; BOM NOME - 230;  4,917;  4,405;       ;       ;2,00 ;51,00
CODEVASF (FLORESTA);;   5420;FLORE2-PE230; FLORESTA II - 230;  5,058;  4,599;       ;       ;70,20;67,50
COMPANHIA DE CIMENTO DA PARAIBA - CCP;;   5212;NORFIL-PB230; NORFIL - 230;  5,963;  5,642;       ;       ;13,00;21,50
COMPANHIA SIDERUGICA DO PECEM - CSP;;   5371;PECEM2-CE230; PECEM II - 230;  4,632;  4,009;       ;       ;35,00;39,00
COMPANHIA SIDERÚRGICA NACIONAL - CSN;;    813;GRAZUL-PR230; GRALHA AZUL - 230;  9,291;  9,885;       ;       ;16,20;16,20
