GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA LAGOA DO BARRO 07,0,0,0,11.204,11.336,11.438,11.472,11.507,11.535,11.567,11.547,11.527000000000001,11.507000000000001,11.487000000000002,11.467000000000002,11.447000000000003,11.427000000000003,11.407000000000004
EOL AURA MANGUEIRA IV,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA VI,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA VII,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA XI,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA XII,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA XIII,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA XV,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MANGUEIRA XVII,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MIRIM II,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MIRIM IV,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
EOL AURA MIRIM VI,0,0,0,5.11,4.984,5.297,5.222,5.614,5.75,5.604,5.5840000000000005,5.564000000000001,5.544000000000001,5.524000000000002,5.504000000000002,5.484000000000003,5.464000000000003,5.4440000000000035
