GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL ASSURUA V,0,10.918,10.295,10.099,10.317,10.539,10.582,10.967,10.785,10.801,10.781,10.761000000000001,10.741000000000001,10.721000000000002,10.701000000000002,10.681000000000003,10.661000000000003,10.641000000000004
EOL ASSURUA VII,0,10.918,10.295,10.099,10.317,10.539,10.582,10.967,10.785,10.801,10.781,10.761000000000001,10.741000000000001,10.721000000000002,10.701000000000002,10.681000000000003,10.661000000000003,10.641000000000004
EOL ATLANTICA I,0,5.5,8.011,8.083,7.882,7.112,6.783,6.713,6.919,6.929,6.909000000000001,6.889000000000001,6.8690000000000015,6.849000000000002,6.829000000000002,6.809000000000003,6.789000000000003,6.769000000000004
EOL ATLANTICA II,0,5.5,8.011,8.083,7.882,7.112,6.783,6.713,6.919,6.929,6.909000000000001,6.889000000000001,6.8690000000000015,6.849000000000002,6.829000000000002,6.809000000000003,6.789000000000003,6.769000000000004
EOL ATLANTICA IV,0,5.5,8.011,8.083,7.882,7.112,6.783,6.713,6.919,6.929,6.909000000000001,6.889000000000001,6.8690000000000015,6.849000000000002,6.829000000000002,6.809000000000003,6.789000000000003,6.769000000000004
EOL ATLANTICA V,0,5.5,8.011,8.083,7.882,7.112,6.783,6.713,6.919,6.929,6.909000000000001,6.889000000000001,6.8690000000000015,6.849000000000002,6.829000000000002,6.809000000000003,6.789000000000003,6.769000000000004
EOL AURA CAETITE 01,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AURA CAETITE 02,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AURA CAETITE 03,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AURA CAETITE 04,0,10.456,10.787,10.559,10.873,11.439,11.5,11.923,11.71,11.727,11.707,11.687000000000001,11.667000000000002,11.647000000000002,11.627000000000002,11.607000000000003,11.587000000000003,11.567000000000004
EOL AURA LAGOA DO BARRO 01,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA LAGOA DO BARRO 02,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA LAGOA DO BARRO 03,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA LAGOA DO BARRO 04,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA LAGOA DO BARRO 05,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
EOL AURA LAGOA DO BARRO 06,0,10.859,10.181,10.115,10.305,11.281,11.289,11.742,11.617,11.633,11.613,11.593,11.573,11.553,11.533000000000001,11.513000000000002,11.493000000000002,11.473000000000003
