NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;7,006;;17,187;;;;;;2
30256;#1AIRL-SP138; ;;6,498;;17,695;;;;;;2
30222;#1ASCH-SP138; ;;6,948;;17,245;;;;;;2
30244;#1ASCP-SP138; ;;6,498;;17,695;;;;;;2
30219;#1ASCS-SP138; ;;6,984;;17,209;;;;;;2
30143;#1BRAS-SP138; ;;6,498;;17,695;;;;;;2
2530;#1COSM-SP138; ;;7,006;;17,187;;;;;;2
30208;#1CRIS-SP138; ;;6,778;;17,415;;;;;;2
30214;#1ITAP-SP138; ;;6,778;;17,415;;;;;;2
30278;#1LIND-SP138; ;;6,778;;17,415;;;;;;2
30260;#1ORIO-SP138; ;;6,498;;17,695;;;;;;2
30265;#1PAU3-SP138; ;;6,498;;17,695;;;;;;2
30286;#1PIR2-SP138; ;;7,076;;17,117;;;;;;2
30269;#1PLAS-SP138; ;;6,498;;17,695;;;;;;2
30276;#1POLY-SP138; ;;7,006;;17,187;;;;;;2
30216;#1PRAD-SP138; ;;6,778;;17,415;;;;;;2
2391;#1REPL-SP138; ;;6,498;;17,695;;;;;;2
30254;#1RHOD-SP138; ;;6,498;;17,695;;;;;;2
30274;#1SANT-SP138; ;;7,006;;17,187;;;;;;2
30247;#1SYNG-SP138; ;;6,498;;17,695;;;;;;2
29983;#1USES-SP138; ;;7,006;;17,187;;;;;;2
30262;#1WMPA-SP138; ;;6,498;;17,695;;;;;;2
30252;#2ABL--SP138; ;;7,006;;17,187;;;;;;2
30257;#2AIRL-SP138; ;;6,498;;17,695;;;;;;2
30223;#2ASCH-SP138; ;;7,141;;17,052;;;;;;2
30245;#2ASCP-SP138; ;;6,498;;17,695;;;;;;2
30220;#2ASCS-SP138; ;;6,984;;17,209;;;;;;2
30142;#2BRAS-SP138; ;;6,498;;17,695;;;;;;2
30273;#2COSM-SP138; ;;7,006;;17,187;;;;;;2
30209;#2CRIS-SP138; ;;6,778;;17,415;;;;;;2
30271;#2INTP-SP138; ;;7,006;;17,187;;;;;;2
30215;#2ITAP-SP138; ;;6,778;;17,415;;;;;;2
30279;#2LIND-SP138; ;;6,778;;17,415;;;;;;2
30261;#2ORIO-SP138; ;;6,498;;17,695;;;;;;2
30266;#2PAU3-SP138; ;;6,498;;17,695;;;;;;2
30287;#2PIR2-SP138; ;;7,074;;17,119;;;;;;2
30270;#2PLAS-SP138; ;;7,006;;17,187;;;;;;2
30277;#2POLY-SP138; ;;7,006;;17,187;;;;;;2
30217;#2PRAD-SP138; ;;6,778;;17,415;;;;;;2
30255;#2RHOD-SP138; ;;6,498;;17,695;;;;;;2
30275;#2SABT-SP138; ;;7,006;;17,187;;;;;;2
30248;#2SYNG-SP138; ;;7,006;;17,187;;;;;;2
30272;#2USES-SP138; ;;7,006;;17,187;;;;;;2
30263;#2WMPA-SP138; ;;6,498;;17,695;;;;;;2
28516;#GALVA-RJ138; ;;8,904;;15,289;;;;;;2
28428;#ROSTR-RJ069; ;;8,990;;15,203;;;;;;2
7312;14JULH-RS230; ;;7,333;;16,859;;;;;;1
7313;14JULHUHE013;B;98,0;7,333;;16,859;;;8623,92;;;1
35025;2.VEND-ES069; ;;9,216;;14,977;;;;;;2
2084;2MARIA-SP034; ;;6,773;,7;17,420;;;;153,14;;2
6931;2VIZIN-PR138; ;;8,840;50,5;15,352;;;;9303,49;;1
33130;3LAG2--SP138; ;;9,208;14,4;14,985;;;;2594,83;;2
1412;3MAIO--MT138; ;;10,789;;13,404;;;;;;2
19582;3MAIO-PCH013;U;;;;13,404;;;;;;2
2294;3PONTE-SP138; ;;6,778;17,8;17,415;;;;3709,40;;2
7152;4BARRA-PR069; ;;6,233;50,5;17,959;;;;10883,44;;1
30068;79_331-SP138; ;;7,141;;17,052;;;;;;2
30069;79_332-SP138; ;;7,141;;17,052;;;;;;2
25808;7QUEDA-MT138; ;;8,200;;15,993;;;;;;2
25809;7QUEDAPCH013;U;;;;15,993;;;;;;2
1334;A-BOA1-MT138; ;;7,550;30,8;16,643;;;;6141,16;;2
22051;A.AZUL-SP088; ;;6,503;75,0;17,690;;;;15927,47;;2
2840;A.AZUL-SP138; ;;6,230;;17,962;;;;;;2
30951;A.AZUL-SP440; ;;6,503;;17,690;;;;;;2
56772;A.BEZ1EOL034;B;28,8;11,498;;12,694;;;3977,94;;;3
56773;A.BEZ2EOL034;B;28,8;11,498;;12,694;;;3977,94;;;3
56774;A.BEZ3EOL034;B;28,8;11,498;;12,694;;;3977,94;;;3
56775;A.BEZ4EOL034;B;16,5;11,498;;12,694;;;2273,90;;;3
56258;A.BRAN-RN230; ;;10,912;;13,281;;;;;;3
56255;A.BRANEOL034;B;27,3;10,912;;13,281;;;3570,75;;;3
59514;A.CAE1EOL034;B;27,0;11,439;;12,754;;;3704,90;;;3
59515;A.CAE2EOL034;B;36,0;11,439;;12,754;;;4940,33;;;3
59516;A.CAE3EOL034;B;36,0;11,439;;12,754;;;4940,33;;;3
59517;A.CAE4EOL034;B;22,5;11,439;;12,754;;;3088,56;;;3
35134;A.CLAU-ES069; ;;9,150;12,4;15,043;;;;2240,16;;2
26207;A.GU2-PCH006;D;;;;16,111;;;;;;2
1242;A.LIND-GO069; ;;9,427;48,8;14,765;;;;8646,60;;2
1206;A.LIND-GO230; ;;9,427;;14,765;;;;;;2
2522;A.MOG--SP138;U;;;;15,171;;;;;;2
29900;A.MOG-UTE013;U;;;5,3;15,171;;;;964,89;;2
1943;A.REIS-RJ138; ;;8,833;38,7;15,360;;;;7138,65;;2
59518;A.TAN1EOL034;B;27,0;11,439;;12,754;;;3704,90;;;3
59519;A.TAN2EOL034;B;18,0;11,439;;12,754;;;2470,85;;;3
59520;A.TAN3EOL034;B;13,5;11,439;;12,754;;;1853,14;;;3
60037;A.VERMUFV034; ;;9,508;;14,684;;;;;;2
151;A?U2---RN138; ;;11,394;14,5;12,799;;;;2226,98;;3
251;A?U2---RN230; ;;11,394;;12,799;;;;;;3
11265;A?U3---RN230;B;1095,6;11,214;;12,979;;;147432,40;;;3
11565;A?U3---RN500;B;576,5;11,040;;13,153;;;76370,62;;;3
6783;AALEG2-PR138; ;;7,196;;16,997;;;;;;1
6791;AALEG2UTE006;U;;;1,0;16,997;;;;203,96;;1
6811;AALEGR-PR138;U;;;2,5;16,997;;;;509,91;;1
43864;AALEGR-SC138; ;;8,413;;15,779;;;;;;1
50333;AALEGRPCH013;U;;;;15,779;;;;;;1
45065;AALEGRUTE013;U;;;4,5;16,997;;;;917,84;;1
7243;AALFLO-PR138; ;;7,035;;17,158;;;;;;1
7244;AALFLOUTE013;U;;;1,5;17,158;;;;308,84;;1
1994;ABADIA-RJ069; ;;9,358;,0;14,835;;;;3,56;;2
58845;ABAIAR-CE230; ;;10,627;;13,565;;;;;;3
600;ABAIXA-BA069; ;;10,422;7,4;13,771;;;;1226,02;;3
590;ABAIXB-SE069; ;;10,422;;13,771;;;;;;3
30152;ABBRAS-SP138; ;;6,919;7,4;17,274;;;;1523,95;;2
50244;ABDON2-RS525; ;;7,719;;16,474;;;;;;1
7747;ABDONB-SC230; ;;8,306;;15,887;;;;;;1
7744;ABDONB-SC525; ;;7,727;;16,466;;;;;;1
59359;ABIL I-BA230; ;;11,430;;12,763;;;;;;3
59354;ABIL--EOL034;B;23,1;11,430;;12,763;;;3169,68;;;3
59501;ABILII-BA230; ;;11,398;;12,795;;;;;;3
30253;ABL----SP138; ;;7,006;4,4;17,187;;;;917,78;;2
6445;ABLLUZ-SC138; ;;8,843;9,3;15,350;;;;1716,91;;1
4009;ABONIT-SP088; ;;7,814;;16,379;;;;;;2
37730;ABONITUTE013;U;;;4,5;16,379;;;;884,46;;2
4131;ABRAN1-RJ138; ;;8,554;82,0;15,639;;;;15392,64;;2
25740;ABRANCPCH034;D;;;;15,984;;;;;;2
25815;ABRAV-PCH034;U;;;;15,984;;;;;;2
38055;ABRTAP-RJ138; ;;8,552;;15,641;;;;;;2
9590;ABUNA--RO013; ;;5,175;;20,940;;;;;;2
9636;ABUNA--RO138; ;;5,175;17,8;20,940;;;;4462,72;;2
9537;ABUNA--RO230; ;;5,175;;20,940;;;;;;2
60140;AC-10-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60145;AC-15-UFV034;B;48,6;14,478;;9,715;;;8439,92;;;2
60146;AC-16-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60147;AC-17-UFV034;B;48,6;14,478;;9,715;;;8439,92;;;2
60148;AC-18-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60149;AC-19-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60150;AC-20-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60151;AC-21-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60152;AC-22-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60153;AC-23-UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60133;AC-3--UFV034;U;;;;9,715;;;6751,24;;;2
60134;AC-4--UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60135;AC-5--UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60136;AC-6--UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60137;AC-7--UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60138;AC-8--UFV034;B;38,9;14,478;;9,715;;;6751,24;;;2
60139;AC-9--UFV034;B;2689,1;14,478;;9,715;;;467189,00;;;2
759;AC-MA1CAP500; ;;10,480;;13,713;;;;;;4
859;AC-MA2CAP500; ;;10,489;;13,704;;;;;;4
55411;ACA2B1-CE069; ;;10,194;;13,998;;;;;;3
55431;ACA2B2-CE069; ;;10,194;62,8;13,998;;;;10554,15;;3
59349;ACACIAEOL034;B;15,8;11,369;;12,824;;;2155,51;;;3
559;ACAILA-MA500; ;;10,493;;13,700;;;;;;4
4209;ACAMP1-RJ138; ;;8,248;68,1;15,945;;;;13032,25;;2
32980;ACAMPO-SP138; ;;9,301;5,2;14,892;;;;928,36;;2
459;ACAPD1CAP500; ;;10,502;;13,691;;;;;;4
70000;ACAR3EIND013; ;;10,220;;13,973;;;;;;3
55412;ACARA2-CE230; ;;10,194;;13,998;;;;;;3
12907;ACARA3-CE230; ;;10,198;;13,995;;;;;;3
12902;ACARA3-CE500; ;;10,220;;13,973;;;;;;3
8686;ACARAC-MS138; ;;8,180;8,9;16,012;;;;1711,66;;2
59373;ACAUA-EOL034;B;5,9;11,430;;12,763;;;805,11;;;3
29610;ACC2---SP069; ;;5,175;;19,237;;;;;;2
1454;ACESIT-MG069; ;;7,826;;16,366;;;;;;2
4475;ACESIT-MG230; ;;7,826;88,0;16,366;;;;17282,76;;2
6812;ACHATE-PR138; ;;7,400;48,2;16,793;;;;9712,96;;1
25739;ACLAR-PCH034;U;;;;15,984;;;;;;2
8368;ACLARA-MS013; ;;8,373;10,7;15,819;;;;2029,32;;2
8366;ACLARA-MS138; ;;8,373;15,6;15,819;;;;2961,41;;2
3155;ACN-EL-SP138; ;;9,208;3,4;14,985;;;;611,39;;2
42154;ACRELA-AC069; ;;5,175;8,1;21,815;;;;2110,75;;2
23306;ACREU-UTE013;B;85,0;9,230;;14,963;;;9414,41;;;2
1163;ACREUN-GO138; ;;9,230;32,4;14,963;;;;5817,58;;2
651;ACU----RN069; ;;11,394;81,9;12,799;;;;12586,30;;3
70001;ACU3-EIND013; ;;11,040;;13,153;;;;;;3
38878;ACUPOR-RJ138; ;;9,673;;14,520;;;;;;2
28379;ACUTAP-RJ138; ;;9,662;;14,530;;;;;;2
4003;ADAMAN-SP069; ;;8,798;29,5;15,395;;;;5445,98;;2
6347;ADAMI--SC138; ;;8,254;13,9;15,939;;;;2664,39;;1
1545;ADELA1-MG138; ;;9,805;59,8;14,388;;;;10317,73;;2
25731;ADM----MT138; ;;8,328;12,9;15,865;;;;2455,94;;2
27371;ADMSAD-MG138; ;;10,176;12,8;14,017;;;;2149,68;;2
6368;ADOL3P-SC138; ;;8,622;;15,571;;;;;;1
50311;ADOL3PEOL013;U;;;;15,571;;;;;;1
50366;ADOPOP-SC138; ;;7,615;;16,577;;;;;;1
50328;ADOPOPPCH013;U;;;;16,577;;;;;;1
3727;ADRIA0-RJ500; ;;8,582;;15,611;;;;;;2
3730;ADRIAN-RJ138; ;;8,260;;15,933;;;;;;2
3729;ADRIAN-RJ345; ;;8,317;;15,876;;;;;;2
3728;ADRIAN-RJ500; ;;8,582;;15,611;;;;;;2
30773;ADVANC-SP088; ;;6,681;3,8;17,512;;;;798,54;;2
10755;AE-SB5-AM230; ;;6,865;;17,328;;;;;;4
10756;AE-SB6-AM230; ;;7,276;;16,917;;;;;;4
10757;AE-SB7-AM230; ;;7,276;;16,917;;;;;;4
1022;AERGUL-SP138; ;;6,230;58,3;17,962;;;;12557,83;;2
1170;AEROP1-GO138; ;;8,984;86,7;15,209;;;;15823,01;;2
4168;AEROP1-RJ138; ;;8,520;19,8;15,673;;;;3723,93;;2
30074;AEROPO-SP138; ;;6,948;9,0;17,245;;;;1862,42;;2
8344;AFELIZ-RS069; ;;6,911;5,7;17,282;;;;1190,79;;1
18502;AFEMEAPCH013;D;;;;14,799;;;;;;3
1393;AFLORE-MT138; ;;11,261;38,4;12,932;;;;5965,19;;2
7205;AFONSO-PR138; ;;5,788;32,8;18,405;;;;7244,27;;1
51785;AFPIRA-RS034; ;;7,107;35,1;17,086;;;;7196,55;;1
51782;AFPIRA-RS069; ;;7,107;29,9;17,086;;;;6130,39;;1
4257;AFRAN-TAP138; ;;8,246;;15,946;;;;;;2
4261;AFRAN1-RJ138; ;;8,246;58,9;15,946;;;;11274,63;;2
51358;AGC----RS069; ;;6,845;8,5;17,348;;;;1760,74;;1
43863;AGOURO-SC138; ;;8,413;;15,779;;;;;;1
50301;AGOUROPCH013;B;17,0;8,413;;15,779;;;1716,31;;;1
9001;AGR----RS138; ;;7,364;7,4;16,829;;;;1496,63;;1
4151;AGRAN1-RJ138; ;;8,520;37,1;15,673;;;;6979,36;;2
40610;AGRENC-MS138; ;;8,556;;15,637;;;;;;2
40611;AGRENCUTE013; ;;8,556;;15,637;;;;;;2
40625;AGRISO-MS138; ;;8,201;;15,991;;;;;;2
40626;AGRISOUTE013; ;;8,201;;15,991;;;;;;2
40360;AGROPEUTE013;D;;;1,0;14,667;;;;176,01;;2
26437;AGROSLUTE013;U;;;;15,807;;;;;;2
9772;AGROTR-TO138; ;;10,193;;14,000;;;;;;2
9744;AGROTRPCH013;U;;;;14,000;;;;;;2
18512;AGROV1UTE013;D;;;;13,533;;;;;;3
18513;AGROV2UTE013;D;;;;13,533;;;;;;3
42553;AGUAE--GO138; ;;9,881;;14,312;;;;;;2
42586;AGUAE-UTE013;B;45,0;9,881;;14,312;;;5335,80;;;2
3031;AGUAI--SP138; ;;7,015;19,4;17,177;;;;3992,69;;2
9768;AGUALI-TO138; ;;10,193;;14,000;;;;;;2
9739;AGUALIPCH013;U;;;;14,000;;;;;;2
4330;AGUALIUHE013; ;;10,218;;13,975;;;;;;2
8372;AGUASB-MS138; ;;8,373;;15,819;;;;;;2
8371;AGUAST-MS138; ;;8,373;6,4;15,819;;;;1214,94;;2
19525;AGUA_A-PA138; ;;8,345;6,1;15,848;;;;1164,98;;4
7395;AGUDO--RS069; ;;8,134;14,6;16,059;;;;2809,72;;1
2357;AGUDOS-SP138; ;;7,357;14,9;16,836;;;;3012,28;;2
20535;AGUIAR-TO013; ;;9,058;3,8;15,135;;;;688,14;;2
9773;AGUIAR-TO138; ;;9,058;;15,135;;;;;;2
1637;AIMORE-MG230; ;;9,913;;14,279;;;;;;2
1421;AIMOREUHE013;B;326,7;9,913;;14,279;;;38864,36;;;2
30814;AIRLIQ-SP088; ;;6,681;11,5;17,512;;;;2416,63;;2
2280;AIRLQ1-SP138; ;;6,498;18,5;17,695;;;;3928,28;;2
30195;AIRPRT-SP138; ;;8,566;22,7;15,627;;;;4256,71;;2
2381;AJINP1-SP138; ;;6,919;3,0;17,274;;;;621,85;;2
2336;AJINV1-SP138; ;;8,820;7,5;15,373;;;;1383,59;;2
30817;AKZO_N-SP088; ;;6,681;55,0;17,512;;;;11557,78;;2
35008;ALAGE--ES138; ;;8,937;34,0;15,256;;;;6220,58;;2
