NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;7,540;;16,281;;;;;;2
30256;#1AIRL-SP138; ;;7,041;;16,780;;;;;;2
30222;#1ASCH-SP138; ;;7,471;;16,351;;;;;;2
30244;#1ASCP-SP138; ;;7,041;;16,781;;;;;;2
30219;#1ASCS-SP138; ;;7,516;;16,306;;;;;;2
30143;#1BRAS-SP138; ;;7,041;;16,780;;;;;;2
2530;#1COSM-SP138; ;;7,540;;16,281;;;;;;2
30208;#1CRIS-SP138; ;;7,267;;16,555;;;;;;2
30214;#1ITAP-SP138; ;;7,267;;16,555;;;;;;2
30278;#1LIND-SP138; ;;7,267;;16,555;;;;;;2
30260;#1ORIO-SP138; ;;7,041;;16,780;;;;;;2
30265;#1PAU3-SP138; ;;7,041;;16,781;;;;;;2
30286;#1PIR2-SP138; ;;7,614;;16,207;;;;;;2
30269;#1PLAS-SP138; ;;7,041;;16,780;;;;;;2
30276;#1POLY-SP138; ;;7,540;;16,281;;;;;;2
30216;#1PRAD-SP138; ;;7,267;;16,555;;;;;;2
2391;#1REPL-SP138; ;;7,041;;16,780;;;;;;2
30254;#1RHOD-SP138; ;;7,041;;16,780;;;;;;2
30274;#1SANT-SP138; ;;7,540;;16,281;;;;;;2
30247;#1SYNG-SP138; ;;7,041;;16,780;;;;;;2
29983;#1USES-SP138; ;;7,540;;16,281;;;;;;2
30262;#1WMPA-SP138; ;;7,041;;16,780;;;;;;2
30252;#2ABL--SP138; ;;7,540;;16,281;;;;;;2
30257;#2AIRL-SP138; ;;7,041;;16,780;;;;;;2
30223;#2ASCH-SP138; ;;7,752;;16,069;;;;;;2
30245;#2ASCP-SP138; ;;7,041;;16,780;;;;;;2
30220;#2ASCS-SP138; ;;7,516;;16,306;;;;;;2
30142;#2BRAS-SP138; ;;7,041;;16,780;;;;;;2
30273;#2COSM-SP138; ;;7,540;;16,281;;;;;;2
30209;#2CRIS-SP138; ;;7,267;;16,555;;;;;;2
30271;#2INTP-SP138; ;;7,540;;16,281;;;;;;2
30215;#2ITAP-SP138; ;;7,267;;16,555;;;;;;2
30279;#2LIND-SP138; ;;7,267;;16,555;;;;;;2
30261;#2ORIO-SP138; ;;7,041;;16,780;;;;;;2
30266;#2PAU3-SP138; ;;7,041;;16,780;;;;;;2
30287;#2PIR2-SP138; ;;7,611;;16,210;;;;;;2
30270;#2PLAS-SP138; ;;7,540;;16,281;;;;;;2
30277;#2POLY-SP138; ;;7,540;;16,281;;;;;;2
30217;#2PRAD-SP138; ;;7,267;;16,555;;;;;;2
30255;#2RHOD-SP138; ;;7,041;;16,780;;;;;;2
30275;#2SABT-SP138; ;;7,540;;16,281;;;;;;2
30248;#2SYNG-SP138; ;;7,540;;16,281;;;;;;2
30272;#2USES-SP138; ;;7,540;;16,281;;;;;;2
30263;#2WMPA-SP138; ;;7,041;;16,780;;;;;;2
28516;#GALVA-RJ138; ;;9,519;;14,303;;;;;;2
28428;#ROSTR-RJ069; ;;9,520;;14,302;;;;;;2
7312;14JULH-RS230; ;;7,140;;16,682;;;;;;1
7313;14JULHUHE013;B;98,0;7,140;;16,682;;;8396,19;;;1
35025;2.VEND-ES069; ;;9,551;;14,270;;;;;;2
2084;2MARIA-SP034; ;;7,263;,8;16,559;;;;153,84;;2
6931;2VIZIN-PR138; ;;8,881;56,0;14,941;;;;10040,16;;1
33130;3LAG2--SP138; ;;9,856;16,0;13,966;;;;2683,13;;2
1412;3MAIO--MT138; ;;10,990;;12,832;;;;;;2
19582;3MAIO-PCH013;U;;;;12,832;;;;;;2
2294;3PONTE-SP138; ;;7,267;19,0;16,555;;;;3778,40;;2
7152;4BARRA-PR069; ;;6,422;55,2;17,399;;;;11525,42;;1
30068;79_331-SP138; ;;7,752;;16,069;;;;;;2
30069;79_332-SP138; ;;7,752;;16,069;;;;;;2
25808;7QUEDA-MT138; ;;8,153;;15,669;;;;;;2
25809;7QUEDAPCH013;U;;;;15,669;;;;;;2
1334;A-BOA1-MT138; ;;7,395;34,8;16,426;;;;6859,60;;2
22051;A.AZUL-SP088; ;;6,942;166,3;16,880;;;;33685,95;;2
2840;A.AZUL-SP138; ;;6,648;;17,173;;;;;;2
30951;A.AZUL-SP440; ;;6,942;;16,880;;;;;;2
56772;A.BEZ1EOL034;B;28,8;11,845;;11,977;;;4097,93;;;3
56773;A.BEZ2EOL034;B;28,8;11,845;;11,977;;;4097,93;;;3
56774;A.BEZ3EOL034;B;28,8;11,845;;11,977;;;4097,93;;;3
56775;A.BEZ4EOL034;B;16,5;11,845;;11,977;;;2342,49;;;3
56258;A.BRAN-RN230; ;;11,212;;12,609;;;;;;3
56255;A.BRANEOL034;B;27,3;11,212;;12,609;;;3669,08;;;3
59514;A.CAE1EOL034;B;27,0;11,710;;12,111;;;3792,75;;;3
59515;A.CAE2EOL034;B;36,0;11,710;;12,111;;;5057,47;;;3
59516;A.CAE3EOL034;B;36,0;11,710;;12,111;;;5057,47;;;3
59517;A.CAE4EOL034;B;22,5;11,710;;12,111;;;3161,80;;;3
35134;A.CLAU-ES069; ;;9,502;13,6;14,320;;;;2330,11;;2
26207;A.GU2-PCH006;D;;;;15,923;;;;;;2
1242;A.LIND-GO069; ;;10,024;60,0;13,798;;;;9927,64;;2
1206;A.LIND-GO230; ;;10,024;;13,798;;;;;;2
2522;A.MOG--SP138;U;;;;14,232;;;;;;2
29900;A.MOG-UTE013;U;;;5,3;14,232;;;;905,15;;2
1943;A.REIS-RJ138; ;;9,473;41,3;14,348;;;;7102,43;;2
59518;A.TAN1EOL034;B;27,0;11,710;;12,111;;;3792,75;;;3
59519;A.TAN2EOL034;B;18,0;11,710;;12,111;;;2529,44;;;3
59520;A.TAN3EOL034;B;13,5;11,710;;12,111;;;1897,08;;;3
60037;A.VERMUFV034; ;;10,132;;13,690;;;;;;2
151;A?U2---RN138; ;;11,732;14,5;12,090;;;;2103,58;;3
251;A?U2---RN230; ;;11,732;;12,090;;;;;;3
11265;A?U3---RN230;B;1095,6;11,530;;12,292;;;151584,00;;;3
11565;A?U3---RN500;B;576,5;11,396;;12,426;;;78832,85;;;3
6783;AALEG2-PR138; ;;7,345;;16,477;;;;;;1
6791;AALEG2UTE006;U;;;1,0;16,477;;;;197,72;;1
