Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,502;;  6,502;  6,473;;;  6,473;
1206; AG.LINDAS230;; 10,090;; 10,090; 10,061;;; 10,061;
251; ACU II - 230;; 11,881;; 11,881; 11,851;;; 11,851;
11265; ACU III - 230;; 11,681;; 11,681; 11,652;;; 11,652;
11565; ACU III - 500;; 11,548;; 11,548; 11,519;;; 11,519;
7747; ABDON BATISTA - 230;;  8,015;;  8,015;  7,986;;;  7,986;
7744; ABDON BATISTA - 525;;  7,444;;  7,444;  7,415;;;  7,415;
9537; ABUNA - 230;;  2,621;;  2,621;  5,333;;;  5,333;
559; ACAILANDIA - 500;; 10,915;; 10,915; 10,886;;; 10,886;
55412; ACARAU II – 230;; 10,584;; 10,584; 10,555;;; 10,555;
12907; ACARAT CE - 230;; 10,589;; 10,589; 10,560;;; 10,560;
12902; ACARAT-CE500;; 10,615;; 10,615; 10,586;;; 10,586;
4475; ACESITA - 230;;  8,159;;  8,159;  8,130;;;  8,130;
3729; ADRIANOPOLIS - 345;;  8,526;;  8,526;  8,496;;;  8,496;
3728; ADRIANOPOLIS - 500;;  8,769;;  8,769;  8,740;;;  8,740;
1637; AIMORES - 230;; 10,335;; 10,335; 10,306;;; 10,306;
11760; ALAGOAS 2 - 230;;  8,153;;  8,153;  8,124;;;  8,124;
9002; ALEGRETE2 - 230;;  6,967;;  6,967;  6,938;;;  6,938;
56095; ALEX - 230;; 11,755;; 11,755; 11,726;;; 11,726;
362; ALTAMIRA - 230;;  9,877;;  9,877;  9,847;;;  9,847;
7758; ANASTACIO - 230;;  7,808;;  7,808;  7,779;;;  7,779;
2770; ANDIRA LESTE - 230;;  7,140;;  7,140;  7,111;;;  7,111;
540; ANGELIM - 500;; 10,146;; 10,146; 10,116;;; 10,116;
240; ANGELIM - 230;; 10,000;; 10,000;  9,971;;;  9,971;
3745; ANGRA - 500;;  9,609;;  9,609;  9,580;;;  9,580;
1172; ANHANGUERA GO - 230;;  9,175;;  9,175;  9,146;;;  9,146;
2901; ANHANGUERA SP - 230;;  3,695;;  3,695;  5,333;;;  5,333;
2900; ANHANGUERA - 345;;  4,026;;  4,026;  5,333;;;  5,333;
2957; APARECIDA - 230;;  8,060;;  8,060;  8,031;;;  8,031;
2758; ALTA PAULISTA - 400;;  9,019;;  9,019;  8,990;;;  8,990;
6601; APUCARANA - 230;;  6,739;;  6,739;  6,710;;;  6,710;
58771; LAGOA BARRO - 230;; 11,574;; 11,574; 11,545;;; 11,545;
11219; AQUIRAZ - 230;;  9,581;;  9,581;  9,552;;;  9,552;
1522; ARACUAI - 230;; 12,719;; 12,719; 12,690;;; 12,690;
11242; ARAPIRACA III - 230;;  6,370;;  6,370;  6,341;;;  6,341;
5203; ARARAQUARA 2 - 440;;  8,485;;  8,485;  8,456;;;  8,456;
5202; ARARAQUARA 2 - 500;;  8,944;;  8,944;  8,915;;;  8,915;
2630; ARARAQUARA - 440;;  8,041;;  8,041;  8,011;;;  8,011;
3852; ARARAQUARA - 500;;  8,842;;  8,842;  8,813;;;  8,813;
2673; ARARAS SP - 440;;  7,088;;  7,088;  7,059;;;  7,059;
38906; ARAXA 3 - 345;; 10,140;; 10,140; 10,111;;; 10,111;
12203; ARCOVERDE II - 230;; 10,174;; 10,174; 10,145;;; 10,145;
