Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
11244; CAMPINA GRANDE II - 230;; 10,058;; 10,058; 10,043;;; 10,043;
12244; CAMPINA GRANDE III - 230;; 10,251;; 10,251; 10,236;;; 10,236;
544; CAMPINA GRANDE III - 500;; 10,659;; 10,659; 10,643;;; 10,643;
58208; CHAPADA 1 PI - 230;; 11,542;; 11,542; 11,526;;; 11,526;
58217; CHAPADA 2 PI - 230;; 11,457;; 11,457; 11,442;;; 11,442;
58227; CHAPADA 3 PI - 230;; 11,603;; 11,603; 11,588;;; 11,588;
13020; CHAPADINHA II - 230;;  8,490;;  8,490;  8,475;;;  8,475;
38853; CHAPADAO - 230;; 10,027;; 10,027; 10,012;;; 10,012;
7882; CHARQUEADAS 3 - 230;;  7,169;;  7,169;  7,153;;;  7,153;
7780; CHARQUEADAS (SE) - 230;;  6,977;;  6,977;  6,961;;;  6,961;
2773; CHAVANTES - 230;;  6,915;;  6,915;  6,900;;;  6,900;
6617; C.IND. CURITIBA - 230;;  6,631;;  6,631;  6,615;;;  6,615;
4582; CLAUDIA - 500;; 11,997;; 11,997; 11,982;;; 11,982;
274; CAMACARI II - 230;;  8,377;;  8,377;  8,362;;;  8,362;
7776; C.MOURAO - 230;;  7,838;;  7,838;  7,823;;;  7,823;
11246; CEAMIRIM - 230;; 10,882;; 10,882; 10,867;;; 10,867;
11546; CEA.MIRIM II - 500;; 11,054;; 11,054; 11,038;;; 11,038;
12201; CURRAL NOVO PIAUI - 230;; 11,697;; 11,697; 11,682;;; 11,682;
12501; CURRAL NOVO PIAUI - 500;; 11,601;; 11,601; 11,585;;; 11,585;
7723; CAMPOS NOVOS - 230;;  8,551;;  8,551;  8,536;;;  8,536;
7736; CAMPOS NOVOS - 525;;  7,864;;  7,864;  7,849;;;  7,849;
40663; CODEMI GO- 230;; 12,031;; 12,031; 12,015;;; 12,015;
