Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
542; TRES IRMAOS - 440;;  9,728;  3,120;  8,406;  8,357;;;  8,357;
8344; ABAIARA - 230;;  9,706; 18,685; 11,502; 11,453;;; 11,453;
9739; ABDON BATISTA - 230;;  5,781;  0,000;  4,625;  4,932;;;  4,932;
9738; ABDON BATISTA - 525;;  5,528;  0,000;  4,422;  4,932;;;  4,932;
6930; ABUNA - 230;; 13,486;  2,446; 11,278; 11,229;;; 11,229;
6700; ACAILANDIA - 500;; 10,007; 14,790; 10,963; 10,914;;; 10,914;
5923; ACARAT CE - 230;;  9,477; 16,490; 10,880; 10,831;;; 10,831;
5318; ACARAT-CE500;;  9,463; 16,364; 10,843; 10,794;;; 10,794;
5486; ACARAU II – 230;;  9,487; 16,527; 10,895; 10,846;;; 10,846;
1596; ACESITA - 230;;  6,079;  4,214;  5,706;  5,657;;;  5,657;
5461; ACU II - 230;; 10,395; 18,435; 12,003; 11,954;;; 11,954;
5351; ACU III - 230;; 10,406; 18,390; 12,003; 11,954;;; 11,954;
5350; ACU III - 500;; 10,337; 18,002; 11,870; 11,821;;; 11,821;
140; ADRIANOPOLIS - 345;;  7,161;  3,209;  6,370;  6,321;;;  6,321;
106; ADRIANOPOLIS - 500;;  7,370;  3,225;  6,541;  6,492;;;  6,492;
2987; AG.LINDAS230;;  8,891;  6,692;  8,451;  8,402;;;  8,402;
453; AGUA AZUL - 440;;  6,359;  1,342;  5,356;  5,307;;;  5,307;
4043; AIMORES - 230;;  8,664;  5,725;  8,076;  8,027;;;  8,027;
6000; ALAGOAS 2 - 230;;  6,222; 13,676;  7,713;  7,664;;;  7,664;
1186; ALEGRETE2 - 230;;  5,246;  0,000;  4,197;  4,932;;;  4,932;
8163; ALEX - 230;; 10,348; 18,702; 12,019; 11,970;;; 11,970;
6521; ALTAMIRA - 230;;  7,894; 12,991;  8,914;  8,865;;;  8,865;
668; ALTA PAULISTA - 400;;  9,014;  2,535;  7,718;  7,669;;;  7,669;
1078; ANASTACIO - 230;;  7,430;  1,280;  6,200;  6,151;;;  6,151;
44594; ANEMUS - 230;; 10,481; 18,839; 12,153; 12,103;;; 12,103;
5100; ANGELIM - 500;;  8,850; 16,607; 10,402; 10,352;;; 10,352;
5101; ANGELIM - 230;;  8,488; 16,544; 10,099; 10,050;;; 10,050;
105; ANGRA - 500;;  7,774;  3,275;  6,874;  6,825;;;  6,825;
760; ANHANGUERA GO - 230;;  8,533;  3,932;  7,613;  7,563;;;  7,563;
431; ANHANGUERA SP - 230;;  4,974;  0,100;  3,999;  4,932;;;  4,932;
439; ANHANGUERA - 345;;  5,814;  0,709;  4,793;  4,932;;;  4,932;
458; APARECIDA - 230;;  6,793;  2,204;  5,875;  5,826;;;  5,826;
878; APUCARANA - 230;;  5,850;  0,129;  4,706;  4,932;;;  4,932;
5381; AQUIRAZ - 230;;  8,554; 16,616; 10,166; 10,117;;; 10,117;
4070; ARACUAI - 230;; 12,399;  9,327; 11,785; 11,736;;; 11,736;
6081; ARAPIRACA III - 230;;  4,324; 12,893;  6,038;  5,989;;;  5,989;
559; ARARAQUARA - 440;;  7,772;  2,242;  6,666;  6,617;;;  6,617;
101; ARARAQUARA - 500;;  8,531;  3,021;  7,429;  7,379;;;  7,379;
99; ARARAQUARA - 525;;  8,530;  3,020;  7,428;  7,379;;;  7,379;
589; ARARAS SP - 440;;  6,970;  1,728;  5,922;  5,873;;;  5,873;
7058; ARARAQUARA 2 - 440;;  8,305;  2,677;  7,179;  7,130;;;  7,130;
7057; ARARAQUARA 2 - 500;;  8,603;  2,890;  7,460;  7,411;;;  7,411;
5092; ARCOVERDE II - 230;;  8,625; 16,729; 10,246; 10,197;;; 10,197;
934; AREIA - 230;;  5,366;  0,000;  4,293;  4,932;;;  4,932;
933; AREIA - 525;;  6,245;  0,000;  4,996;  4,947;;;  4,947;
4349; ARINOS 2 - 500;; 11,985; 10,102; 11,609; 11,559;;; 11,559;
6880; ARIQUEMES - 230;; 12,633;  2,581; 10,623; 10,574;;; 10,574;
45680; ASOLO 2 - 230;; 11,490;  5,161; 10,224; 10,175;;; 10,175;
552; ASSIS - 440;;  8,160;  2,096;  6,947;  6,898;;;  6,898;
556; ASSIS - 525;;  7,871;  1,988;  6,694;  6,645;;;  6,645;
551; ASSIS 2 - 230;;  7,354;  1,315;  6,146;  6,097;;;  6,097;
697; ATIBAIA 2 - 345;;  6,141;  1,245;  5,162;  5,113;;;  5,113;
1330; ATLANTIDA 2 - 230;;  3,704;  0,000;  2,963;  4,932;;;  4,932;
629; AVARE - 230;;  5,401;  0,000;  4,321;  4,932;;;  4,932;
3150; AVARE NOVA - 230;;  5,401;  0,000;  4,321;  4,932;;;  4,932;
536; AGUA VERMELHA - 440;;  9,536;  3,485;  8,326;  8,276;;;  8,276;
535; AGUA VERMELHA - 500;;  9,759;  4,060;  8,619;  8,570;;;  8,570;
451; AVILLAR - 230;;  5,467;  0,675;  4,508;  4,932;;;  4,932;
9892; ANDIRA LESTE - 230;;  6,239;  0,314;  5,054;  5,005;;;  5,005;
229; BARRO ALTO - 230;;  9,851;  7,918;  9,464;  9,415;;;  9,415;
4040; BARRO BRANCO - 345;;  7,703;  4,370;  7,036;  6,987;;;  6,987;
9444; B. DOS COQUEIROS - 230;; 11,667;  5,400; 10,414; 10,364;;; 10,364;
5511; B.ESPERANCA - 230;;  8,798; 14,886; 10,016;  9,966;;;  9,966;
5510; B.ESPERANCA - 500;;  9,945; 14,991; 10,954; 10,905;;; 10,905;
227; BRASILIA GERAL - 230;;  8,414;  5,791;  7,890;  7,841;;;  7,841;
574; BOM JARDIM - 440;;  6,627;  1,575;  5,617;  5,568;;;  5,568;
7181; B.JESUS II - 230;;  9,564; 14,436; 10,538; 10,489;;; 10,489;
3699; BRASILIA LESTE - 500;; 10,023;  7,742;  9,567;  9,518;;;  9,518;
5401; BOM NOME - 230;;  9,524; 18,138; 11,247; 11,197;;; 11,197;
4502; BARRA PEIXE - 230;; 11,015;  3,969;  9,606;  9,557;;;  9,557;
228; BRAS. SUL - 230;;  8,893;  6,138;  8,342;  8,293;;;  8,293;
219; BRAS. SUL -345;;  9,450;  6,788;  8,918;  8,868;;;  8,868;
5684; BACAB - MA - 500;;  9,345; 15,459; 10,568; 10,518;;; 10,518;
1188; BAGE 2 - 230;;  5,091;  0,000;  4,073;  4,932;;;  4,932;
478; BAGUACU - 440;;  8,573;  2,465;  7,352;  7,303;;;  7,303;
1495; BAGUARI - 230;;  8,440;  6,086;  7,969;  7,920;;;  7,920;
9354; BAIXO IGUACU PR - 230;;  6,000;  0,000;  4,800;  4,932;;;  4,932;
472; B. SANTISTA - 230;;  5,347;  0,323;  4,342;  4,932;;;  4,932;
471; B. SANTISTA - 345;;  5,799;  0,735;  4,786;  4,932;;;  4,932;
8501; BALBINA - 230;;  7,907; 13,481;  9,022;  8,972;;;  8,972;
5391; BALSAS - 230;; 10,136; 14,711; 11,051; 11,002;;; 11,002;
5421; BANABUIU - 230;;  9,388; 17,601; 11,030; 10,981;;; 10,981;
226; BANDEIRANTE GO - 230;;  8,792;  4,477;  7,929;  7,880;;;  7,880;
218; BANDEIRANTE GO - 345;;  9,358;  5,945;  8,675;  8,626;;;  8,626;
492; BANDEIRANTE SP - 345;;  5,652;  0,541;  4,630;  4,932;;;  4,932;
308; BARBACENA - 345;;  7,146;  3,389;  6,395;  6,346;;;  6,346;
6315; BARREIRAS II - 230;; 10,871; 12,432; 11,183; 11,134;;; 11,134;
6361; BARREIRAS - 230;; 10,541; 12,250; 10,882; 10,833;;; 10,833;
6360; BARREIRAS - 500;; 11,279; 12,113; 11,446; 11,397;;; 11,397;
313; BARREIRO - 345;;  7,765;  4,710;  7,154;  7,105;;;  7,105;
112; BATEIAS - 500;;  5,956;  0,020;  4,769;  4,932;;;  4,932;
113; BATEIAS 2 - 500;;  5,956;  0,020;  4,769;  4,932;;;  4,932;
814; BATEIAS - 230;;  4,929;  0,000;  3,943;  4,932;;;  4,932;
895; BATEIAS - 525;;  5,870;  0,000;  4,696;  4,932;;;  4,932;
114; BATEIAS 3 - 500;;  5,948;  0,010;  4,761;  4,932;;;  4,932;
561; BAURU SP - 440;;  7,612;  1,832;  6,456;  6,407;;;  6,407;
9004; BARAO DE COCAIS 3 - 230;;  6,846;  4,451;  6,367;  6,318;;;  6,318;
4050; B.DESPACHO - 500;;  8,823;  5,334;  8,125;  8,076;;;  8,076;
4337; BETIM 6 -345;;  8,144;  5,053;  7,526;  7,477;;;  7,477;
9626; B. FLUMINENSE - 500;;  7,460;  3,208;  6,609;  6,560;;;  6,560;
936; BARRA GRANDE - 230;;  6,128;  0,000;  4,902;  4,932;;;  4,932;
947; BAIXO IGUACU SC - 230;;  4,477;  0,000;  3,582;  4,932;;;  4,932;
946; BIGUACU--525;;  5,171;  0,000;  4,137;  4,932;;;  4,932;
6358; B.J.LAPA II - 230;; 11,092; 11,767; 11,227; 11,178;;; 11,178;
6349; BJLAPAII - 500;; 11,326; 11,585; 11,378; 11,328;;; 11,328;
6351; B.J.LAPA - 230;; 11,076; 11,805; 11,222; 11,173;;; 11,173;
939; BLUMENAU - 230;;  4,512;  0,000;  3,610;  4,932;;;  4,932;
938; BLUMENAU - 525;;  5,254;  0,000;  4,203;  4,932;;;  4,932;
5152; BONGI - 230;;  6,797; 15,369;  8,512;  8,463;;;  8,463;
625; BOTUCATU - 230;;  5,543;  0,000;  4,434;  4,932;;;  4,932;
7734; BRACEL - 440;;  7,275;  1,618;  6,143;  6,094;;;  6,094;
4868; BRASNORTE - 230;; 12,555;  4,192; 10,882; 10,833;;; 10,833;
9051; BRAUNA - 230;;  7,731;  5,339;  7,253;  7,204;;;  7,204;
6334; BROT.MACAUBAS - 230;; 11,550; 13,865; 12,013; 11,964;;; 11,964;
5941; BRUMADO II - 230;;  6,038;  7,646;  6,360;  6,310;;;  6,310;
6075; BURITIRAMA - 500;; 11,177; 13,941; 11,730; 11,681;;; 11,681;
5701; CIC.DANTAS - 230;;  7,666; 15,553;  9,243;  9,194;;;  9,194;
756; CACHOEIRA DOURADA - 230;; 11,597;  5,442; 10,366; 10,317;;; 10,317;
4512; C. MAGALHAES - 230;; 11,427;  4,083;  9,958;  9,909;;;  9,909;
5525; COELHO NETO - 230;;  6,711; 13,635;  8,096;  8,046;;;  8,046;
5262; CURRAIS NOVOS II - 230;; 10,481; 18,839; 12,153; 12,103;;; 12,103;
104; C. PAULISTA - 500;;  7,516;  2,961;  6,605;  6,556;;;  6,556;
7054; C.PORTO VELHO - 230;; 14,467;  3,063; 12,186; 12,137;;; 12,137;
7055; C.PORTO VELHO - 500;; 18,493;  8,254; 16,445; 16,396;;; 16,396;
8551; CRISTIANO ROCHA - 230;;  7,607; 13,105;  8,707;  8,657;;;  8,657;
590; CABREUVA - 230;;  5,625;  0,644;  4,628;  4,932;;;  4,932;
584; CABREUVA - 440;;  6,420;  1,286;  5,393;  5,344;;;  5,344;
9458; CACU - 230;; 11,667;  5,400; 10,414; 10,364;;; 10,364;
5098; CAETES II - 230;;  8,677; 16,734; 10,289; 10,239;;; 10,239;
41414; CAIACA-SC - 230;;  3,589;  0,000;  2,871;  4,932;;;  4,932;
