BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
2338; DOIS CORREGOS - 138;    8,581;    8,610;;
543; TRES IRMAOS - 138;    7,380;    7,225;;
542; TRES IRMAOS - 440;    7,294;    7,123;;
1903; TRES LAGOAS 1 - 138;    7,456;    7,317;;
8344; ABAIARA - 230;    6,332;    6,332;;
6203; ABAIXADORA - 69;    6,332;    6,332;;
9739; ABDON BATISTA - 230;    9,248;    9,475;;
9738; ABDON BATISTA - 525;    9,345;    9,593;;
6931; ABUNA - 138;    6,332;    6,332;;
6930; ABUNA - 230;    6,332;    6,332;;
6700; ACAILANDIA - 500;    6,332;    6,332;;
5923; ACARAT CE - 230;    6,332;    6,332;;
5318; ACARAT-CE500;    6,332;    6,332;;
5486; ACARAU II – 230;    6,332;    6,332;;
1596; ACESITA - 230;    8,400;    8,369;;
5463; ACU II - 69;    6,332;    6,332;;
5468; ACU II - 138;    6,332;    6,332;;
5461; ACU II - 230;    6,332;    6,332;;
5351; ACU III - 230;    6,332;    6,332;;
5350; ACU III - 500;    6,332;    6,332;;
173; ADRIANOPOLIS - 138;    8,122;    8,024;;
140; ADRIANOPOLIS - 345;    8,141;    8,046;;
106; ADRIANOPOLIS - 500;    8,083;    7,997;;
2974; AGUAS LINDAS - 69;    7,091;    6,846;;
2987; AG.LINDAS230;    7,091;    6,846;;
5106; ANGELIM - 13,8;    6,332;    6,332;;
3801; AGUAI - 138;    8,393;    8,382;;
452; AGUA AZUL - 138;    8,752;    8,780;;
453; AGUA AZUL - 440;    8,727;    8,755;;
4043; AIMORES - 230;    7,296;    7,080;;
3934; AJINOMOTO BIO - 138;    9,503;    9,676;;
5796; ALAGOINHA 2 - 69;    7,110;    7,117;;
6000; ALAGOAS 2 - 230;    7,110;    7,117;;
1185; ALEGRETE2 - 69;    9,534;    9,947;;
1186; ALEGRETE2 - 230;    9,533;    9,953;;
8163; ALEX - 230;    6,332;    6,332;;
6523; ALTAMIRA - 69;    6,515;    6,332;;
6521; ALTAMIRA - 230;    6,515;    6,332;;
668; ALTA PAULISTA - 400;    7,633;    7,524;;
2336; AMPARO - 138;    8,582;    8,595;;
1079; ANASTACIO - 138;    8,391;    8,509;;
1078; ANASTACIO - 230;    8,382;    8,497;;
3840; AVANTI N.CORT - 138;    7,452;    7,313;;
3882; ANDRADINA - 138;    7,450;    7,306;;
44594; ANEMUS - 230;    6,332;    6,332;;
5100; ANGELIM - 500;    6,332;    6,332;;
5103; ANGELIM - 69;    6,332;    6,332;;
5101; ANGELIM - 230;    6,332;    6,332;;
185; ANGRA 1 - 138;    8,012;    7,916;;
105; ANGRA - 500;    7,935;    7,831;;
1773; ANGRA AMPLA - 138;    8,050;    7,958;;
762; ANHANGUERA - 69;    7,550;    7,477;;
761; ANHANGUERA - 138;    7,545;    7,470;;
760; ANHANGUERA GO - 230;    7,550;    7,477;;
444; ANHANGUERA - 88;    9,001;    9,047;;
431; ANHANGUERA SP - 230;    9,399;    9,538;;
439; ANHANGUERA - 345;    9,001;    9,047;;
459; APARECIDA - 88;    8,431;    8,403;;
458; APARECIDA - 230;    8,431;    8,402;;
879; APUCARANA - 138;    9,092;    9,267;;
878; APUCARANA - 230;    9,093;    9,268;;
5383; AQUIRAZ II - 69;    6,332;    6,332;;
5381; AQUIRAZ - 230;    6,332;    6,332;;
2296; ARACATUBA - 138;    7,779;    7,684;;
4081; ARACUAI 2 - 138;    6,332;    6,332;;
4070; ARACUAI - 230;    6,332;    6,332;;
6083; ARAPIRACA III - 69;    7,882;    7,816;;
6081; ARAPIRACA III - 230;    7,882;    7,816;;
3802; ARARAS 1 - 138;    8,386;    8,383;;
3803; ARARAS 2 - 138;    8,396;    8,395;;
560; ARARAQUARA CTP - 138;    8,077;    8,033;;
559; ARARAQUARA - 440;    8,092;    8,051;;
101; ARARAQUARA - 500;    7,705;    7,617;;
99; ARARAQUARA - 525;    7,706;    7,618;;
589; ARARAS SP - 440;    8,450;    8,455;;
7058; ARARAQUARA 2 - 440;    7,842;    7,768;;
7057; ARARAQUARA 2 - 500;    7,706;    7,614;;
7411; ARAXA 3 - 138;    6,971;    6,763;;
7410; ARAXA 3 - 345;    6,923;    6,712;;
5093; ARCOVERDE II - 69;    6,332;    6,332;;
5092; ARCOVERDE II - 230;    6,332;    6,332;;
9336; AREIA - 13,8;    9,408;    9,608;;
823; AREIA - 138;    9,410;    9,611;;
934; AREIA - 230;    9,389;    9,587;;
933; AREIA - 525;    8,983;    9,149;;
4349; ARINOS 2 - 500;    6,332;    6,332;;
6881; ARIQUEMES - 69;    6,468;    6,332;;
6880; ARIQUEMES - 230;    6,468;    6,332;;
3804; A.NOGUEIRA - 138;    8,459;    8,468;;
3841; ARUJA - 138;    8,771;    8,800;;
7626; ARUJA 2 - 138;    8,766;    8,795;;
45680; ASOLO 2 - 230;    6,332;    6,332;;
552; ASSIS - 440;    7,992;    7,948;;
556; ASSIS - 525;    8,103;    8,094;;
3192; ASSIS I - 88;    8,429;    8,460;;
551; ASSIS 2 - 230;    8,395;    8,422;;
3193; ASSIS III - 88;    8,420;    8,450;;
4130; PETRO ATIBAIA - 138;    8,739;    8,763;;
3842; ATIBAIA 1 - 138;    8,738;    8,762;;
697; ATIBAIA 2 - 345;    8,793;    8,817;;
3843; ATIBAIA 3 - 138;    8,745;    8,771;;
1331; ATLANTIDA 2 - 69;   10,215;   10,605;;
1330; ATLANTIDA 2 - 230;   10,215;   10,605;;
2337; AUXILIADORA - 138;    9,086;    9,194;;
629; AVARE - 230;    9,329;    9,481;;
3150; AVARE NOVA - 230;    9,329;    9,481;;
537; AGUA VERMELHA - 138;    7,376;    7,223;;
536; AGUA VERMELHA - 440;    7,283;    7,115;;
535; AGUA VERMELHA - 500;    7,108;    6,927;;
451; AVILLAR - 230;    9,125;    9,191;;
3058; VILA DE PAIVA - 88;    8,981;    9,010;;
9891; ANDIRA LESTE - 138;    9,001;    9,139;;
9892; ANDIRA LESTE - 230;    8,938;    9,063;;
229; BARRO ALTO - 230;    6,574;    6,332;;
2980; BARRO ALTO - 69;    6,574;    6,332;;
4040; BARRO BRANCO - 345;    7,643;    7,479;;
3146; BERNAR.CAMPOS - 88;    8,931;    9,033;;
9444; B. DOS COQUEIROS - 230;    6,332;    6,332;;
5511; B.ESPERANCA - 230;    6,332;    6,332;;
5510; B.ESPERANCA - 500;    6,332;    6,332;;
5678; UB.ESPERANCA - 69;    6,332;    6,332;;
221; BRAS. GERAL - 34,5;    7,395;    7,269;;
227; BRASILIA GERAL - 230;    7,395;    7,269;;
576; BOM JARDIM - 88;    8,591;    8,613;;
575; BOM JARDIM - 138;    8,640;    8,660;;
574; BOM JARDIM - 440;    8,591;    8,613;;
7183; BOM JESUS II - 69;    6,332;    6,332;;
7181; B.JESUS II - 230;    6,332;    6,332;;
3698; BRAS. LESTE - 138;    6,665;    6,404;;
3699; BRASILIA LESTE - 500;    6,609;    6,337;;
5403; BOM NOME - 69;    6,332;    6,332;;
5402; BOM NOME - 138;    6,332;    6,332;;
5401; BOM NOME - 230;    6,332;    6,332;;
4503; BARRA PEIXE - 138;    6,767;    6,646;;
4502; BARRA PEIXE - 230;    6,726;    6,601;;
236; BRAS. SUL - 138;    6,845;    6,615;;
228; BRAS. SUL - 230;    7,177;    7,005;;
219; BRAS. SUL -345;    6,903;    6,682;;
5684; BACAB - MA - 500;    6,332;    6,332;;
1189; BAGE2 - 69;    9,591;    9,897;;
1188; BAGE 2 - 230;    9,591;    9,897;;
479; BAGUACU - 138;    7,779;    7,684;;
478; BAGUACU - 440;    7,792;    7,697;;
1495; BAGUARI - 230;    7,348;    7,130;;
9354; BAIXO IGUACU PR - 230;    9,064;    9,235;;
473; B. SANTISTA - 88;    9,117;    9,171;;
472; B. SANTISTA - 230;    9,284;    9,352;;
471; B. SANTISTA - 345;    9,084;    9,135;;
8501; BALBINA - 230;    6,436;    6,332;;
5393; BALSAS - 69;    6,332;    6,332;;
5391; BALSAS - 230;    6,332;    6,332;;
5423; BANABUIU - 69;    6,332;    6,332;;
5421; BANABUIU - 230;    6,332;    6,332;;
3494; BANDEIRANTES - 34,5;    9,104;    9,173;;
226; BANDEIRANTE GO - 230;    7,393;    7,286;;
218; BANDEIRANTE GO - 345;    7,016;    6,820;;
493; ECH BANDEIRAN - 88;    9,104;    9,173;;
492; BANDEIRANTE SP - 345;    9,104;    9,173;;
309; BARBACENA 2 - 138;    8,016;    7,933;;
308; BARBACENA - 345;    8,052;    7,980;;
633; BARIRI - 138;    8,363;    8,357;;
3056; BARRA DO UNA - 138;    8,889;    8,922;;
6315; BARREIRAS II - 230;    6,332;    6,332;;
6363; BARREIRAS - 69;    6,332;    6,332;;
6365; BARREIRAS - 138;    6,332;    6,332;;
6361; BARREIRAS - 230;    6,332;    6,332;;
6360; BARREIRAS - 500;    6,332;    6,332;;
