Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  8,012;  5,469;  6,740;  6,733;;;  6,733;
1206; AG.LINDAS230;; 10,049;  8,963;  9,506;  9,498;;;  9,498;
251; ACU II - 230;; 10,281; 17,719; 14,000; 13,992;;; 13,992;
11265; ACU III - 230;; 10,105; 17,061; 13,583; 13,575;;; 13,575;
11565; ACU III - 500;; 10,046; 16,547; 13,297; 13,289;;; 13,289;
7747; ABDON BATISTA - 230;; 10,875;  3,953;  7,414;  7,406;;;  7,406;
7744; ABDON BATISTA - 525;; 10,292;  3,969;  7,130;  7,123;;;  7,123;
9537; ABUNA - 230;;  3,367;  0,000;  1,683;  5,387;;;  5,387;
559; ACAILANDIA - 500;; 10,250; 12,884; 11,567; 11,559;;; 11,559;
55412; ACARAU II – 230;;  9,794; 15,247; 12,521; 12,513;;; 12,513;
12907; ACARAT CE - 230;;  9,796; 15,206; 12,501; 12,493;;; 12,493;
12902; ACARAT-CE500;;  9,813; 15,117; 12,465; 12,457;;; 12,457;
4475; ACESITA - 230;;  7,542;  7,373;  7,458;  7,450;;;  7,450;
3729; ADRIANOPOLIS - 345;;  8,769;  7,058;  7,914;  7,906;;;  7,906;
3728; ADRIANOPOLIS - 500;;  8,983;  7,133;  8,058;  8,050;;;  8,050;
1637; AIMORES - 230;;  9,957;  8,844;  9,400;  9,393;;;  9,393;
11760; ALAGOAS 2 - 230;;  7,369; 13,240; 10,304; 10,296;;; 10,296;
9002; ALEGRETE2 - 230;;  9,793;  1,980;  5,887;  5,879;;;  5,879;
56095; ALEX - 230;;  9,906; 16,954; 13,430; 13,422;;; 13,422;
362; ALTAMIRA - 230;;  9,498; 12,071; 10,785; 10,777;;; 10,777;
7758; ANASTACIO - 230;;  9,048;  5,140;  7,094;  7,086;;;  7,086;
2770; ANDIRA LESTE - 230;;  8,884;  4,341;  6,613;  6,605;;;  6,605;
540; ANGELIM - 500;;  8,805; 15,156; 11,981; 11,973;;; 11,973;
240; ANGELIM - 230;;  8,590; 15,132; 11,861; 11,853;;; 11,853;
3745; ANGRA - 500;;  9,650;  7,315;  8,483;  8,475;;;  8,475;
1172; ANHANGUERA GO - 230;;  9,330;  7,411;  8,371;  8,363;;;  8,363;
2901; ANHANGUERA SP - 230;;  5,151;  2,920;  4,035;  5,387;;;  5,387;
