Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
542; TRES IRMAOS - 440;;  9,826;  2,973;  7,771;  7,667;;;  7,667;
8344; ABAIARA - 230;;  9,341; 18,353; 12,045; 11,941;;; 11,941;
9739; ABDON BATISTA - 230;;  5,774;  0,000;  4,042;  4,942;;;  4,942;
9738; ABDON BATISTA - 525;;  5,513;  0,000;  3,859;  4,942;;;  4,942;
6930; ABUNA - 230;; 13,393;  2,040;  9,987;  9,884;;;  9,884;
6700; ACAILANDIA - 500;; 10,075; 14,864; 11,512; 11,408;;; 11,408;
5923; ACARAT CE - 230;;  9,717; 16,900; 11,872; 11,769;;; 11,769;
5318; ACARAT-CE500;;  9,707; 16,770; 11,826; 11,722;;; 11,722;
5486; ACARAU II – 230;;  9,726; 16,939; 11,890; 11,786;;; 11,786;
1596; ACESITA - 230;;  6,004;  4,258;  5,480;  5,377;;;  5,377;
5461; ACU II - 230;; 10,528; 18,828; 13,018; 12,914;;; 12,914;
5351; ACU III - 230;; 10,582; 18,847; 13,062; 12,958;;; 12,958;
5350; ACU III - 500;; 10,409; 18,265; 12,766; 12,662;;; 12,662;
140; ADRIANOPOLIS - 345;;  7,221;  3,204;  6,016;  5,912;;;  5,912;
106; ADRIANOPOLIS - 500;;  7,412;  3,160;  6,137;  6,033;;;  6,033;
2987; AG.LINDAS230;;  8,930;  6,468;  8,191;  8,088;;;  8,088;
453; AGUA AZUL - 440;;  6,355;  1,178;  4,802;  4,942;;;  4,942;
4043; AIMORES - 230;;  8,600;  5,823;  7,767;  7,663;;;  7,663;
6000; ALAGOAS 2 - 230;;  5,972; 13,240;  8,152;  8,049;;;  8,049;
1186; ALEGRETE2 - 230;;  5,247;  0,000;  3,673;  4,942;;;  4,942;
8163; ALEX - 230;; 10,508; 19,166; 13,105; 13,002;;; 13,002;
6521; ALTAMIRA - 230;;  7,876; 12,903;  9,384;  9,281;;;  9,281;
668; ALTA PAULISTA - 400;;  9,084;  2,366;  7,069;  6,965;;;  6,965;
1078; ANASTACIO - 230;;  7,430;  1,051;  5,516;  5,413;;;  5,413;
44594; ANEMUS - 230;; 10,617; 19,267; 13,212; 13,109;;; 13,109;
5100; ANGELIM - 500;;  8,711; 16,503; 11,048; 10,945;;; 10,945;
5101; ANGELIM - 230;;  8,339; 16,454; 10,773; 10,670;;; 10,670;
105; ANGRA - 500;;  7,827;  3,211;  6,443;  6,339;;;  6,339;
760; ANHANGUERA GO - 230;;  8,717;  3,796;  7,241;  7,137;;;  7,137;
431; ANHANGUERA SP - 230;;  4,917;  0,000;  3,442;  4,942;;;  4,942;
439; ANHANGUERA - 345;;  5,810;  0,556;  4,234;  4,942;;;  4,942;
458; APARECIDA - 230;;  6,833;  2,107;  5,415;  5,312;;;  5,312;
878; APUCARANA - 230;;  5,833;  0,000;  4,083;  4,942;;;  4,942;
5381; AQUIRAZ - 230;;  8,696; 17,007; 11,189; 11,085;;; 11,085;
4070; ARACUAI - 230;; 12,052;  8,537; 10,998; 10,894;;; 10,894;
