Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
542; TRES IRMAOS - 440;;  9,537;;  9,537;  9,537;;;  9,537;
8344; ABAIARA - 230;;  9,090;;  9,090;  9,090;;;  9,090;
9739; ABDON BATISTA - 230;;  8,894;;  8,894;  8,894;;;  8,894;
9738; ABDON BATISTA - 525;;  8,374;;  8,374;  8,374;;;  8,374;
6930; ABUNA - 230;; 10,832;; 10,832; 10,832;;; 10,832;
6700; ACAILANDIA - 500;;  9,814;;  9,814;  9,814;;;  9,814;
5923; ACARAT CE - 230;;  9,493;;  9,493;  9,493;;;  9,493;
5318; ACARAT-CE500;;  9,482;;  9,482;  9,482;;;  9,482;
5486; ACARAU II – 230;;  9,502;;  9,502;  9,502;;;  9,502;
1596; ACESITA - 230;;  5,414;;  5,414;  5,414;;;  5,414;
5461; ACU II - 230;; 10,325;; 10,325; 10,325;;; 10,325;
5351; ACU III - 230;; 10,383;; 10,383; 10,383;;; 10,383;
5350; ACU III - 500;; 10,211;; 10,211; 10,211;;; 10,211;
140; ADRIANOPOLIS - 345;;  6,712;;  6,712;  6,712;;;  6,712;
106; ADRIANOPOLIS - 500;;  7,084;;  7,084;  7,084;;;  7,084;
2987; AG.LINDAS230;;  8,639;;  8,639;  8,639;;;  8,639;
453; AGUA AZUL - 440;;  6,209;;  6,209;  6,209;;;  6,209;
4043; AIMORES - 230;;  7,987;;  7,987;  7,987;;;  7,987;
6000; ALAGOAS 2 - 230;;  5,672;;  5,672;  5,672;;;  5,672;
1186; ALEGRETE2 - 230;;  9,036;;  9,036;  9,036;;;  9,036;
8163; ALEX - 230;; 10,307;; 10,307; 10,307;;; 10,307;
6521; ALTAMIRA - 230;;  7,572;;  7,572;  7,572;;;  7,572;
668; ALTA PAULISTA - 400;;  8,994;;  8,994;  8,994;;;  8,994;
1078; ANASTACIO - 230;;  7,575;;  7,575;  7,575;;;  7,575;
44594; ANEMUS - 230;; 10,418;; 10,418; 10,418;;; 10,418;
5100; ANGELIM - 500;;  8,471;;  8,471;  8,471;;;  8,471;
5101; ANGELIM - 230;;  8,097;;  8,097;  8,097;;;  8,097;
105; ANGRA - 500;;  7,497;;  7,497;  7,497;;;  7,497;
760; ANHANGUERA GO - 230;;  8,252;;  8,252;  8,252;;;  8,252;
431; ANHANGUERA SP - 230;;  4,909;;  4,909;  4,965;;;  4,965;
439; ANHANGUERA - 345;;  5,861;;  5,861;  5,861;;;  5,861;
458; APARECIDA - 230;;  6,745;;  6,745;  6,745;;;  6,745;
878; APUCARANA - 230;;  6,993;;  6,993;  6,993;;;  6,993;
