Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,409;;  6,409;  6,386;;;  6,386;
1206; AG.LINDAS230;;  9,477;;  9,477;  9,454;;;  9,454;
251; ACU II - 230;; 11,528;; 11,528; 11,505;;; 11,505;
11265; ACU III - 230;; 11,342;; 11,342; 11,319;;; 11,319;
11565; ACU III - 500;; 11,163;; 11,163; 11,140;;; 11,140;
7747; ABDON BATISTA - 230;;  8,023;;  8,023;  8,000;;;  8,000;
7744; ABDON BATISTA - 525;;  7,469;;  7,469;  7,446;;;  7,446;
9537; ABUNA - 230;;  3,044;;  3,044;  5,184;;;  5,184;
559; ACAILANDIA - 500;; 10,563;; 10,563; 10,540;;; 10,540;
55412; ACARAU II – 230;; 10,261;; 10,261; 10,238;;; 10,238;
12907; ACARAT CE - 230;; 10,265;; 10,265; 10,242;;; 10,242;
12902; ACARAT-CE500;; 10,288;; 10,288; 10,265;;; 10,265;
4475; ACESITA - 230;;  7,907;;  7,907;  7,884;;;  7,884;
3729; ADRIANOPOLIS - 345;;  8,326;;  8,326;  8,303;;;  8,303;
3728; ADRIANOPOLIS - 500;;  8,565;;  8,565;  8,542;;;  8,542;
1637; AIMORES - 230;; 10,027;; 10,027; 10,004;;; 10,004;
11760; ALAGOAS 2 - 230;;  7,910;;  7,910;  7,887;;;  7,887;
9002; ALEGRETE2 - 230;;  7,086;;  7,086;  7,063;;;  7,063;
56095; ALEX - 230;; 11,395;; 11,395; 11,372;;; 11,372;
362; ALTAMIRA - 230;;  9,606;;  9,606;  9,584;;;  9,584;
7758; ANASTACIO - 230;;  7,685;;  7,685;  7,662;;;  7,662;
2770; ANDIRA LESTE - 230;;  7,046;;  7,046;  7,023;;;  7,023;
540; ANGELIM - 500;;  9,809;;  9,809;  9,786;;;  9,786;
240; ANGELIM - 230;;  9,669;;  9,669;  9,647;;;  9,647;
3745; ANGRA - 500;;  9,368;;  9,368;  9,345;;;  9,345;
1172; ANHANGUERA GO - 230;;  8,967;;  8,967;  8,944;;;  8,944;
2901; ANHANGUERA SP - 230;;  3,716;;  3,716;  5,184;;;  5,184;
2900; ANHANGUERA - 345;;  4,053;;  4,053;  5,184;;;  5,184;
2957; APARECIDA - 230;;  7,916;;  7,916;  7,893;;;  7,893;
2758; ALTA PAULISTA - 400;;  8,771;;  8,771;  8,748;;;  8,748;
6601; APUCARANA - 230;;  6,709;;  6,709;  6,686;;;  6,686;
58771; LAGOA BARRO - 230;; 11,162;; 11,162; 11,139;;; 11,139;
11219; AQUIRAZ - 230;;  9,321;;  9,321;  9,298;;;  9,298;
1522; ARACUAI - 230;; 12,303;; 12,303; 12,280;;; 12,280;
11242; ARAPIRACA III - 230;;  6,185;;  6,185;  6,163;;;  6,163;
5203; ARARAQUARA 2 - 440;;  8,264;;  8,264;  8,241;;;  8,241;
5202; ARARAQUARA 2 - 500;;  8,717;;  8,717;  8,694;;;  8,694;
2630; ARARAQUARA - 440;;  7,828;;  7,828;  7,805;;;  7,805;
3852; ARARAQUARA - 500;;  8,626;;  8,626;  8,603;;;  8,603;
2673; ARARAS SP - 440;;  6,924;;  6,924;  6,901;;;  6,901;
38906; ARAXA 3 - 345;;  9,856;;  9,856;  9,833;;;  9,833;
12203; ARCOVERDE II - 230;;  9,837;;  9,837;  9,814;;;  9,814;
7749; AREIA - 230;;  7,600;;  7,600;  7,577;;;  7,577;
