BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
2338; DOIS CORREGOS - 138;    8,457;    8,529;;
543; TRES IRMAOS - 138;    7,215;    7,094;;
542; TRES IRMAOS - 440;    7,124;    6,986;;
1903; TRES LAGOAS 1 - 138;    7,297;    7,193;;
8344; ABAIARA - 230;    5,254;    5,030;;
6203; ABAIXADORA - 69;    5,211;    4,867;;
9739; ABDON BATISTA - 230;    9,091;    9,340;;
9738; ABDON BATISTA - 525;    9,193;    9,464;;
6931; ABUNA - 138;    6,504;    6,105;;
6930; ABUNA - 230;    6,504;    6,105;;
6700; ACAILANDIA - 500;    5,366;    4,991;;
5923; ACARAT CE - 230;    5,337;    4,945;;
5318; ACARAT-CE500;    5,349;    4,958;;
5486; ACARAU II – 230;    5,331;    4,939;;
1596; ACESITA - 230;    8,002;    7,988;;
5463; ACU II - 69;    4,837;    4,503;;
5468; ACU II - 138;    4,946;    4,570;;
5461; ACU II - 230;    4,837;    4,503;;
5351; ACU III - 230;    4,803;    4,469;;
5350; ACU III - 500;    4,875;    4,499;;
173; ADRIANOPOLIS - 138;    7,967;    7,913;;
140; ADRIANOPOLIS - 345;    7,987;    7,937;;
106; ADRIANOPOLIS - 500;    7,930;    7,888;;
2974; AGUAS LINDAS - 69;    6,774;    6,559;;
2987; AG.LINDAS230;    6,774;    6,559;;
5106; ANGELIM - 13,8;    5,786;    5,463;;
3801; AGUAI - 138;    8,268;    8,301;;
452; AGUA AZUL - 138;    8,616;    8,687;;
453; AGUA AZUL - 440;    8,590;    8,661;;
4043; AIMORES - 230;    6,971;    6,781;;
3934; AJINOMOTO BIO - 138;    9,400;    9,617;;
5796; ALAGOINHA 2 - 69;    6,947;    7,011;;
6000; ALAGOAS 2 - 230;    6,947;    7,011;;
1185; ALEGRETE2 - 69;    9,376;    9,807;;
1186; ALEGRETE2 - 230;    9,375;    9,813;;
8163; ALEX - 230;    4,795;    4,521;;
6523; ALTAMIRA - 69;    6,444;    6,187;;
6521; ALTAMIRA - 230;    6,444;    6,187;;
668; ALTA PAULISTA - 400;    7,489;    7,417;;
2336; AMPARO - 138;    8,456;    8,513;;
1079; ANASTACIO - 138;    8,162;    8,308;;
1078; ANASTACIO - 230;    8,154;    8,297;;
3840; AVANTI N.CORT - 138;    7,291;    7,186;;
3882; ANDRADINA - 138;    7,287;    7,178;;
44594; ANEMUS - 230;    4,749;    4,456;;
5100; ANGELIM - 500;    5,643;    5,318;;
5103; ANGELIM - 69;    5,786;    5,463;;
5101; ANGELIM - 230;    5,785;    5,463;;
185; ANGRA 1 - 138;    7,872;    7,821;;
105; ANGRA - 500;    7,799;    7,741;;
1773; ANGRA AMPLA - 138;    7,908;    7,861;;
762; ANHANGUERA - 69;    7,377;    7,345;;
761; ANHANGUERA - 138;    7,368;    7,334;;
760; ANHANGUERA GO - 230;    7,377;    7,345;;
444; ANHANGUERA - 88;    8,905;    8,996;;
431; ANHANGUERA SP - 230;    9,278;    9,460;;
439; ANHANGUERA - 345;    8,905;    8,996;;
459; APARECIDA - 88;    8,304;    8,320;;
458; APARECIDA - 230;    8,304;    8,320;;
879; APUCARANA - 138;    8,962;    9,173;;
878; APUCARANA - 230;    8,962;    9,173;;
5383; AQUIRAZ II - 69;    5,566;    5,233;;
5381; AQUIRAZ - 230;    5,566;    5,233;;
2296; ARACATUBA - 138;    7,620;    7,560;;
4081; ARACUAI 2 - 138;    4,629;    4,167;;
4070; ARACUAI - 230;    4,652;    4,192;;
6083; ARAPIRACA III - 69;    7,767;    7,753;;
6081; ARAPIRACA III - 230;    7,767;    7,753;;
3802; ARARAS 1 - 138;    8,254;    8,295;;
3803; ARARAS 2 - 138;    8,265;    8,306;;
560; ARARAQUARA CTP - 138;    7,944;    7,942;;
559; ARARAQUARA - 440;    7,957;    7,958;;
101; ARARAQUARA - 500;    7,585;    7,542;;
99; ARARAQUARA - 525;    7,586;    7,542;;
589; ARARAS SP - 440;    8,316;    8,364;;
7058; ARARAQUARA 2 - 440;    7,721;    7,692;;
7057; ARARAQUARA 2 - 500;    7,596;    7,550;;
7411; ARAXA 3 - 138;    6,758;    6,589;;
7410; ARAXA 3 - 345;    6,726;    6,556;;
5093; ARCOVERDE II - 69;    5,728;    5,381;;
5092; ARCOVERDE II - 230;    5,728;    5,381;;
9336; AREIA - 13,8;    9,263;    9,490;;
823; AREIA - 138;    9,265;    9,492;;
934; AREIA - 230;    9,244;    9,469;;
933; AREIA - 525;    8,838;    9,032;;
4349; ARINOS 2 - 500;    4,822;    4,392;;
6881; ARIQUEMES - 69;    6,669;    6,360;;
6880; ARIQUEMES - 230;    6,669;    6,360;;
