BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   17,569;         ;         ;         
2840; AGUA AZUL - 138;   17,569;;;
30951; AGUA AZUL - 440                                                      ;   17,290;         ;         ;         
30951; AGUA AZUL - 440;   17,290;;;
 1206; AG.LINDAS230                                                         ;   14,234;         ;         ;         
1206; AG.LINDAS230;   14,234;;;
 1943; ANGRA AMPLA - 138                                                    ;   14,873;         ;         ;         
1943; ANGRA AMPLA - 138;   14,873;;;
  151; ACU II - 138                                                         ;   12,200;         ;         ;         
151; ACU II - 138;   12,200;;;
  251; ACU II - 230                                                         ;   12,200;         ;         ;         
251; ACU II - 230;   12,200;;;
11265; ACU III - 230                                                        ;   12,386;         ;         ;         
11265; ACU III - 230;   12,386;;;
11565; ACU III - 500                                                        ;   12,565;         ;         ;         
11565; ACU III - 500;   12,565;;;
  600; ABAIXADORA - 69                                                      ;   13,172;         ;         ;         
600; ABAIXADORA - 69;   13,172;;;
 7747; ABDON BATISTA - 230                                                  ;   15,670;         ;         ;         
7747; ABDON BATISTA - 230;   15,670;;;
 7744; ABDON BATISTA - 525                                                  ;   16,225;         ;         ;         
7744; ABDON BATISTA - 525;   16,225;;;
 9590; ABUNA - 13,8                                                         ;   20,582;         ;         ;         
9590; ABUNA - 13,8;   20,582;;;
 9636; ABUNA - 138                                                          ;   20,582;         ;         ;         
9636; ABUNA - 138;   20,582;;;
 9537; ABUNA - 230                                                          ;   20,582;         ;         ;         
9537; ABUNA - 230;   20,582;;;
  559; ACAILANDIA - 500                                                     ;   13,160;         ;         ;         
559; ACAILANDIA - 500;   13,160;;;
55412; ACARAU II – 230                                                      ;   13,464;         ;         ;         
55412; ACARAU II – 230;   13,464;;;
12907; ACARAT CE - 230                                                      ;   13,460;         ;         ;         
12907; ACARAT CE - 230;   13,460;;;
12902; ACARAT-CE500                                                         ;   13,437;         ;         ;         
12902; ACARAT-CE500;   13,437;;;
 4475; ACESITA - 230                                                        ;   15,839;         ;         ;         
4475; ACESITA - 230;   15,839;;;
 3155; EMPLAL - 138                                                         ;   14,532;         ;         ;         
