NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;7,020;;17,218;;;;;;2
30256;#1AIRL-SP138; ;;6,532;;17,706;;;;;;2
30222;#1ASCH-SP138; ;;6,966;;17,272;;;;;;2
30244;#1ASCP-SP138; ;;6,532;;17,706;;;;;;2
30219;#1ASCS-SP138; ;;7,000;;17,238;;;;;;2
30143;#1BRAS-SP138; ;;6,532;;17,706;;;;;;2
2530;#1COSM-SP138; ;;7,020;;17,218;;;;;;2
30208;#1CRIS-SP138; ;;6,798;;17,440;;;;;;2
30214;#1ITAP-SP138; ;;6,798;;17,440;;;;;;2
30278;#1LIND-SP138; ;;6,798;;17,440;;;;;;2
30260;#1ORIO-SP138; ;;6,532;;17,706;;;;;;2
30265;#1PAU3-SP138; ;;6,532;;17,706;;;;;;2
30286;#1PIR2-SP138; ;;7,089;;17,149;;;;;;2
30269;#1PLAS-SP138; ;;6,532;;17,706;;;;;;2
30276;#1POLY-SP138; ;;7,020;;17,218;;;;;;2
30216;#1PRAD-SP138; ;;6,798;;17,440;;;;;;2
2391;#1REPL-SP138; ;;6,532;;17,706;;;;;;2
30254;#1RHOD-SP138; ;;6,532;;17,706;;;;;;2
30274;#1SANT-SP138; ;;7,020;;17,218;;;;;;2
30247;#1SYNG-SP138; ;;6,532;;17,706;;;;;;2
29983;#1USES-SP138; ;;7,020;;17,218;;;;;;2
30262;#1WMPA-SP138; ;;6,532;;17,706;;;;;;2
30252;#2ABL--SP138; ;;7,020;;17,218;;;;;;2
30257;#2AIRL-SP138; ;;6,532;;17,706;;;;;;2
30223;#2ASCH-SP138; ;;7,177;;17,061;;;;;;2
30245;#2ASCP-SP138; ;;6,532;;17,706;;;;;;2
30220;#2ASCS-SP138; ;;7,000;;17,238;;;;;;2
30142;#2BRAS-SP138; ;;6,532;;17,706;;;;;;2
30273;#2COSM-SP138; ;;7,020;;17,218;;;;;;2
30209;#2CRIS-SP138; ;;6,798;;17,440;;;;;;2
30271;#2INTP-SP138; ;;7,020;;17,218;;;;;;2
30215;#2ITAP-SP138; ;;6,798;;17,440;;;;;;2
30279;#2LIND-SP138; ;;6,798;;17,440;;;;;;2
30261;#2ORIO-SP138; ;;6,532;;17,706;;;;;;2
30266;#2PAU3-SP138; ;;6,532;;17,706;;;;;;2
30287;#2PIR2-SP138; ;;7,087;;17,151;;;;;;2
30270;#2PLAS-SP138; ;;7,020;;17,218;;;;;;2
30277;#2POLY-SP138; ;;7,020;;17,218;;;;;;2
30217;#2PRAD-SP138; ;;6,798;;17,440;;;;;;2
30255;#2RHOD-SP138; ;;6,532;;17,706;;;;;;2
30275;#2SABT-SP138; ;;7,020;;17,218;;;;;;2
30248;#2SYNG-SP138; ;;7,020;;17,218;;;;;;2
30272;#2USES-SP138; ;;7,020;;17,218;;;;;;2
30263;#2WMPA-SP138; ;;6,532;;17,706;;;;;;2
28516;#GALVA-RJ138; ;;8,949;;15,289;;;;;;2
28428;#ROSTR-RJ069; ;;9,047;;15,192;;;;;;2
7312;14JULH-RS230; ;;7,380;;16,858;;;;;;1
7313;14JULHUHE013;B;98,0;7,380;;16,858;;;8679,13;;;1
35025;2.VEND-ES069; ;;9,264;;14,974;;;;;;2
2084;2MARIA-SP034; ;;6,793;,7;17,445;;;;153,37;;2
6931;2VIZIN-PR138; ;;8,889;50,5;15,349;;;;9301,43;;1
33130;3LAG2--SP138; ;;9,234;14,4;15,005;;;;2598,21;;2
1412;3MAIO--MT138; ;;10,887;;13,351;;;;;;2
19582;3MAIO-PCH013;U;;;;13,351;;;;;;2
2294;3PONTE-SP138; ;;6,798;17,8;17,440;;;;3714,74;;2
7152;4BARRA-PR069; ;;6,279;50,5;17,960;;;;10883,50;;1
30068;79_331-SP138; ;;7,177;;17,061;;;;;;2
30069;79_332-SP138; ;;7,177;;17,061;;;;;;2
25808;7QUEDA-MT138; ;;8,323;;15,915;;;;;;2
25809;7QUEDAPCH013;U;;;;15,915;;;;;;2
1334;A-BOA1-MT138; ;;7,636;30,8;16,602;;;;6126,24;;2
22051;A.AZUL-SP088; ;;6,535;75,0;17,704;;;;15939,64;;2
2840;A.AZUL-SP138; ;;6,264;;17,974;;;;;;2
30951;A.AZUL-SP440; ;;6,535;;17,704;;;;;;2
56772;A.BEZ1EOL034;B;28,8;11,542;;12,696;;;3993,19;;;3
56773;A.BEZ2EOL034;B;28,8;11,542;;12,696;;;3993,19;;;3
56774;A.BEZ3EOL034;B;28,8;11,542;;12,696;;;3993,19;;;3
56775;A.BEZ4EOL034;B;16,5;11,542;;12,696;;;2282,62;;;3
56258;A.BRAN-RN230; ;;10,956;;13,282;;;;;;3
56255;A.BRANEOL034;B;27,3;10,956;;13,282;;;3585,25;;;3
59514;A.CAE1EOL034;B;27,0;11,477;;12,761;;;3717,11;;;3
59515;A.CAE2EOL034;B;36,0;11,477;;12,761;;;4956,61;;;3
59516;A.CAE3EOL034;B;36,0;11,477;;12,761;;;4956,61;;;3
59517;A.CAE4EOL034;B;22,5;11,477;;12,761;;;3098,74;;;3
35134;A.CLAU-ES069; ;;9,199;12,4;15,039;;;;2239,60;;2
26207;A.GU2-PCH006;D;;;;16,016;;;;;;2
1242;A.LIND-GO069; ;;9,495;48,8;14,743;;;;8633,52;;2
1206;A.LIND-GO230; ;;9,495;;14,743;;;;;;2
2522;A.MOG--SP138;U;;;;15,203;;;;;;2
29900;A.MOG-UTE013;U;;;5,3;15,203;;;;966,89;;2
1943;A.REIS-RJ138; ;;8,885;38,7;15,353;;;;7135,43;;2
59518;A.TAN1EOL034;B;27,0;11,477;;12,761;;;3717,11;;;3
59519;A.TAN2EOL034;B;18,0;11,477;;12,761;;;2478,99;;;3
59520;A.TAN3EOL034;B;13,5;11,477;;12,761;;;1859,24;;;3
60037;A.VERMUFV034; ;;9,452;;14,786;;;;;;2
151;A?U2---RN138; ;;11,438;14,5;12,800;;;;2227,24;;3
251;A?U2---RN230; ;;11,438;;12,800;;;;;;3
11265;A?U3---RN230;B;1095,6;11,258;;12,980;;;148013,30;;;3
11565;A?U3---RN500;B;576,5;11,084;;13,154;;;76676,61;;;3
6783;AALEG2-PR138; ;;7,245;;16,993;;;;;;1
6791;AALEG2UTE006;U;;;1,0;16,993;;;;203,92;;1
6811;AALEGR-PR138;U;;;2,5;16,993;;;;509,80;;1
43864;AALEGR-SC138; ;;8,460;;15,778;;;;;;1
50333;AALEGRPCH013;U;;;;15,778;;;;;;1
45065;AALEGRUTE013;U;;;4,5;16,993;;;;917,64;;1
7243;AALFLO-PR138; ;;7,083;;17,155;;;;;;1
7244;AALFLOUTE013;U;;;1,5;17,155;;;;308,79;;1
1994;ABADIA-RJ069; ;;9,416;,0;14,822;;;;3,56;;2
58845;ABAIAR-CE230; ;;10,671;;13,567;;;;;;3
600;ABAIXA-BA069; ;;10,465;7,4;13,774;;;;1226,24;;3
590;ABAIXB-SE069; ;;10,465;;13,774;;;;;;3
30152;ABBRAS-SP138; ;;6,947;7,4;17,291;;;;1525,50;;2
50244;ABDON2-RS525; ;;7,766;;16,473;;;;;;1
7747;ABDONB-SC230; ;;8,353;;15,886;;;;;;1
7744;ABDONB-SC525; ;;7,774;;16,465;;;;;;1
59359;ABIL I-BA230; ;;11,467;;12,771;;;;;;3
59354;ABIL--EOL034;B;23,1;11,467;;12,771;;;3180,13;;;3
59501;ABILII-BA230; ;;11,435;;12,803;;;;;;3
30253;ABL----SP138; ;;7,020;4,4;17,218;;;;919,45;;2
6445;ABLLUZ-SC138; ;;8,890;9,3;15,349;;;;1716,76;;1
4009;ABONIT-SP088; ;;7,862;;16,376;;;;;;2
37730;ABONITUTE013;U;;;4,5;16,376;;;;884,30;;2
4131;ABRAN1-RJ138; ;;8,603;82,0;15,636;;;;15389,26;;2
25740;ABRANCPCH034;D;;;;15,906;;;;;;2
25815;ABRAV-PCH034;U;;;;15,906;;;;;;2
38055;ABRTAP-RJ138; ;;8,601;;15,638;;;;;;2
9590;ABUNA--RO013; ;;5,201;;20,742;;;;;;2
9636;ABUNA--RO138; ;;5,201;17,8;20,742;;;;4420,62;;2
9537;ABUNA--RO230; ;;5,201;;20,742;;;;;;2
60140;AC-10-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60145;AC-15-UFV034;B;48,6;14,533;;9,705;;;8472,20;;;2
60146;AC-16-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60147;AC-17-UFV034;B;48,6;14,533;;9,705;;;8472,20;;;2
60148;AC-18-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60149;AC-19-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60150;AC-20-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60151;AC-21-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60152;AC-22-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60153;AC-23-UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60133;AC-3--UFV034;U;;;;9,705;;;6777,06;;;2
60134;AC-4--UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60135;AC-5--UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60136;AC-6--UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60137;AC-7--UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60138;AC-8--UFV034;B;38,9;14,533;;9,705;;;6777,06;;;2
60139;AC-9--UFV034;B;2689,1;14,533;;9,705;;;468975,80;;;2
759;AC-MA1CAP500; ;;10,527;;13,712;;;;;;4
859;AC-MA2CAP500; ;;10,536;;13,703;;;;;;4
55411;ACA2B1-CE069; ;;10,240;;13,998;;;;;;3
55431;ACA2B2-CE069; ;;10,240;62,8;13,998;;;;10554,12;;3
59349;ACACIAEOL034;B;15,8;11,406;;12,832;;;2162,66;;;3
559;ACAILA-MA500; ;;10,540;;13,698;;;;;;4
4209;ACAMP1-RJ138; ;;8,297;68,1;15,942;;;;13029,48;;2
32980;ACAMPO-SP138; ;;9,262;5,2;14,977;;;;933,64;;2
459;ACAPD1CAP500; ;;10,548;;13,690;;;;;;4
70000;ACAR3EIND013; ;;10,266;;13,973;;;;;;3
55412;ACARA2-CE230; ;;10,240;;13,998;;;;;;3
12907;ACARA3-CE230; ;;10,244;;13,995;;;;;;3
12902;ACARA3-CE500; ;;10,266;;13,973;;;;;;3
8686;ACARAC-MS138; ;;8,243;8,9;15,996;;;;1709,89;;2
59373;ACAUA-EOL034;B;5,9;11,467;;12,771;;;807,76;;;3
29610;ACC2---SP069; ;;5,201;;19,231;;;;;;2
1454;ACESIT-MG069; ;;7,855;;16,383;;;;;;2
4475;ACESIT-MG230; ;;7,855;88,0;16,383;;;;17300,92;;2
6812;ACHATE-PR138; ;;7,451;48,2;16,787;;;;9709,79;;1
25739;ACLAR-PCH034;U;;;;15,906;;;;;;2
8368;ACLARA-MS013; ;;8,431;10,7;15,807;;;;2027,77;;2
8366;ACLARA-MS138; ;;8,431;15,6;15,807;;;;2959,14;;2
3155;ACN-EL-SP138; ;;9,234;3,4;15,005;;;;612,19;;2
42154;ACRELA-AC069; ;;5,201;8,1;21,618;;;;2091,63;;2
23306;ACREU-UTE013;B;85,0;9,326;;14,913;;;9512,07;;;2
1163;ACREUN-GO138; ;;9,326;32,4;14,913;;;;5798,08;;2
651;ACU----RN069; ;;11,438;81,9;12,800;;;;12587,76;;3
70001;ACU3-EIND013; ;;11,084;;13,154;;;;;;3
38878;ACUPOR-RJ138; ;;9,734;;14,504;;;;;;2
28379;ACUTAP-RJ138; ;;9,724;;14,514;;;;;;2
4003;ADAMAN-SP069; ;;8,836;29,5;15,402;;;;5448,63;;2
6347;ADAMI--SC138; ;;8,300;13,9;15,938;;;;2664,21;;1
1545;ADELA1-MG138; ;;9,812;59,8;14,426;;;;10345,06;;2
25731;ADM----MT138; ;;8,450;12,9;15,788;;;;2443,99;;2
27371;ADMSAD-MG138; ;;10,223;12,8;14,016;;;;2149,46;;2
6368;ADOL3P-SC138; ;;8,668;;15,570;;;;;;1
50311;ADOL3PEOL013;U;;;;15,570;;;;;;1
50366;ADOPOP-SC138; ;;7,662;;16,576;;;;;;1
50328;ADOPOPPCH013;U;;;;16,576;;;;;;1
3727;ADRIA0-RJ500; ;;8,630;;15,608;;;;;;2
3730;ADRIAN-RJ138; ;;8,309;;15,929;;;;;;2
3729;ADRIAN-RJ345; ;;8,365;;15,874;;;;;;2
3728;ADRIAN-RJ500; ;;8,630;;15,608;;;;;;2
30773;ADVANC-SP088; ;;6,708;3,8;17,530;;;;799,36;;2
10755;AE-SB5-AM230; ;;6,911;;17,327;;;;;;4
10756;AE-SB6-AM230; ;;7,322;;16,916;;;;;;4
10757;AE-SB7-AM230; ;;7,322;;16,916;;;;;;4
1022;AERGUL-SP138; ;;6,264;58,3;17,974;;;;12566,30;;2
1170;AEROP1-GO138; ;;9,047;86,7;15,191;;;;15804,81;;2
4168;AEROP1-RJ138; ;;8,569;19,8;15,669;;;;3723,06;;2
30074;AEROPO-SP138; ;;6,966;9,0;17,272;;;;1865,36;;2
8344;AFELIZ-RS069; ;;6,958;5,7;17,280;;;;1190,69;;1
18502;AFEMEAPCH013;D;;;;14,799;;;;;;3
1393;AFLORE-MT138; ;;11,359;38,4;12,880;;;;5941,18;;2
7205;AFONSO-PR138; ;;5,833;32,8;18,405;;;;7244,29;;1
51785;AFPIRA-RS034; ;;7,154;35,1;17,085;;;;7196,05;;1
51782;AFPIRA-RS069; ;;7,154;29,9;17,085;;;;6129,96;;1
4257;AFRAN-TAP138; ;;8,297;;15,941;;;;;;2
4261;AFRAN1-RJ138; ;;8,297;58,9;15,941;;;;11271,08;;2
51358;AGC----RS069; ;;6,892;8,5;17,347;;;;1760,63;;1
43863;AGOURO-SC138; ;;8,460;;15,778;;;;;;1
