BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   17,793;         ;         ;         
2840; AGUA AZUL - 138;   17,793;;;
30951; AGUA AZUL - 440                                                      ;   17,555;         ;         ;         
30951; AGUA AZUL - 440;   17,555;;;
 1206; AG.LINDAS230                                                         ;   15,312;         ;         ;         
1206; AG.LINDAS230;   15,312;;;
 1943; ANGRA AMPLA - 138                                                    ;   16,341;         ;         ;         
1943; ANGRA AMPLA - 138;   16,341;;;
  151; ACU II - 138                                                         ;   10,604;         ;         ;         
151; ACU II - 138;   10,604;;;
  251; ACU II - 230                                                         ;   10,604;         ;         ;         
251; ACU II - 230;   10,604;;;
11265; ACU III - 230                                                        ;   10,968;         ;         ;         
11265; ACU III - 230;   10,968;;;
11565; ACU III - 500                                                        ;   11,319;         ;         ;         
11565; ACU III - 500;   11,319;;;
  600; ABAIXADORA - 69                                                      ;   12,177;         ;         ;         
600; ABAIXADORA - 69;   12,177;;;
 7747; ABDON BATISTA - 230                                                  ;   17,463;         ;         ;         
7747; ABDON BATISTA - 230;   17,463;;;
 7744; ABDON BATISTA - 525                                                  ;   17,734;         ;         ;         
7744; ABDON BATISTA - 525;   17,734;;;
 9590; ABUNA - 13,8                                                         ;   21,955;         ;         ;         
9590; ABUNA - 13,8;   21,955;;;
 9636; ABUNA - 138                                                          ;   21,955;         ;         ;         
9636; ABUNA - 138;   21,955;;;
 9537; ABUNA - 230                                                          ;   21,955;         ;         ;         
9537; ABUNA - 230;   21,955;;;
  559; ACAILANDIA - 500                                                     ;   12,902;         ;         ;         
559; ACAILANDIA - 500;   12,902;;;
55412; ACARAU II – 230                                                      ;   12,113;         ;         ;         
55412; ACARAU II – 230;   12,113;;;
12907; ACARAT CE - 230                                                      ;   12,130;         ;         ;         
12907; ACARAT CE - 230;   12,130;;;
12902; ACARAT-CE500                                                         ;   12,162;         ;         ;         
12902; ACARAT-CE500;   12,162;;;
 4475; ACESITA - 230                                                        ;   16,999;         ;         ;         
4475; ACESITA - 230;   16,999;;;
 3155; EMPLAL - 138                                                         ;   16,111;         ;         ;         
3155; EMPLAL - 138;   16,111;;;
 3730; ADRIANOPOLIS - 138                                                   ;   16,623;         ;         ;         
3730; ADRIANOPOLIS - 138;   16,623;;;
 3729; ADRIANOPOLIS - 345                                                   ;   16,552;         ;         ;         
3729; ADRIANOPOLIS - 345;   16,552;;;
 3728; ADRIANOPOLIS - 500                                                   ;   16,435;         ;         ;         
3728; ADRIANOPOLIS - 500;   16,435;;;
 3031; AGUAI - 138                                                          ;   17,551;         ;         ;         
3031; AGUAI - 138;   17,551;;;
 1637; AIMORES - 230                                                        ;   15,177;         ;         ;         
1637; AIMORES - 230;   15,177;;;
 2336; AJINOMOTO VAL - 138                                                  ;   16,417;         ;         ;         
2336; AJINOMOTO VAL - 138;   16,417;;;
18761; ALAGOINHA 2 - 69                                                     ;   13,960;         ;         ;         
18761; ALAGOINHA 2 - 69;   13,960;;;
11760; ALAGOAS 2 - 230                                                      ;   13,960;         ;         ;         
11760; ALAGOAS 2 - 230;   13,960;;;
 7591; ALEGRETE2 - 69                                                       ;   18,851;         ;         ;         
7591; ALEGRETE2 - 69;   18,851;;;
 9002; ALEGRETE2 - 230                                                      ;   18,851;         ;         ;         
9002; ALEGRETE2 - 230;   18,851;;;
56095; ALEX - 230                                                           ;   11,210;         ;         ;         
56095; ALEX - 230;   11,210;;;
  862; ALTAMIRA - 69                                                        ;   13,548;         ;         ;         
862; ALTAMIRA - 69;   13,548;;;
  362; ALTAMIRA - 230                                                       ;   13,548;         ;         ;         
362; ALTAMIRA - 230;   13,548;;;
 2219; AMPARO - 138                                                         ;   17,836;         ;         ;         
2219; AMPARO - 138;   17,836;;;
46950; ANASTACIO - 138                                                      ;   17,258;         ;         ;         
46950; ANASTACIO - 138;   17,258;;;
 7758; ANASTACIO - 230                                                      ;   17,314;         ;         ;         
7758; ANASTACIO - 230;   17,314;;;
 2770; ANDIRA LESTE - 230                                                   ;   18,011;         ;         ;         
2770; ANDIRA LESTE - 230;   18,011;;;
 6834; ANDIRA LESTE - 138                                                   ;   18,072;         ;         ;         
6834; ANDIRA LESTE - 138;   18,072;;;
 3132; ANDRADINA - 138                                                      ;   16,120;         ;         ;         
3132; ANDRADINA - 138;   16,120;;;
  540; ANGELIM - 500                                                        ;   12,460;         ;         ;         
540; ANGELIM - 500;   12,460;;;
  640; ANGELIM - 69                                                         ;   12,565;         ;         ;         
640; ANGELIM - 69;   12,565;;;
  240; ANGELIM - 230                                                        ;   12,564;         ;         ;         
240; ANGELIM - 230;   12,564;;;
 3746; ANGRA 1 - 138                                                        ;   16,244;         ;         ;         
3746; ANGRA 1 - 138;   16,244;;;
 3745; ANGRA - 500                                                          ;   16,075;         ;         ;         
3745; ANGRA - 500;   16,075;;;
 1185; ANHANGUERA - 69                                                      ;   16,407;         ;         ;         
1185; ANHANGUERA - 69;   16,407;;;
 1171; ANHANGUERA - 138                                                     ;   16,413;         ;         ;         
1171; ANHANGUERA - 138;   16,413;;;
 1172; ANHANGUERA GO - 230                                                  ;   16,407;         ;         ;         
1172; ANHANGUERA GO - 230;   16,407;;;
 2901; ANHANGUERA SP - 230                                                  ;   19,692;         ;         ;         
2901; ANHANGUERA SP - 230;   19,692;;;
 2900; ANHANGUERA - 345                                                     ;   19,358;         ;         ;         
2900; ANHANGUERA - 345;   19,358;;;
 2958; APARECIDA - 88                                                       ;   17,321;         ;         ;         
2958; APARECIDA - 88;   17,321;;;
 2957; APARECIDA - 230                                                      ;   17,321;         ;         ;         
2957; APARECIDA - 230;   17,321;;;
 2758; ALTA PAULISTA - 400                                                  ;   16,453;         ;         ;         
2758; ALTA PAULISTA - 400;   16,453;;;
 6818; APUCARANA - 138                                                      ;   18,110;         ;         ;         
6818; APUCARANA - 138;   18,110;;;
 6601; APUCARANA - 230                                                      ;   18,165;         ;         ;         
6601; APUCARANA - 230;   18,165;;;
58771; LAGOA BARRO - 230                                                    ;   11,973;         ;         ;         
58771; LAGOA BARRO - 230;   11,973;;;
11619; AQUIRAZ II - 69                                                      ;   12,472;         ;         ;         
11619; AQUIRAZ II - 69;   12,472;;;
11219; AQUIRAZ - 230                                                        ;   12,472;         ;         ;         
11219; AQUIRAZ - 230;   12,472;;;
 2329; ARACATUBA - 138                                                      ;   16,668;         ;         ;         
2329; ARACATUBA - 138;   16,668;;;
 1647; ARACUAI 2 - 138                                                      ;   13,617;         ;         ;         
1647; ARACUAI 2 - 138;   13,617;;;
 1522; ARACUAI - 230                                                        ;   13,647;         ;         ;         
1522; ARACUAI - 230;   13,647;;;
17502; ARAPIRACA III - 69                                                   ;   15,502;         ;         ;         
17502; ARAPIRACA III - 69;   15,502;;;
11242; ARAPIRACA III - 230                                                  ;   15,502;         ;         ;         
11242; ARAPIRACA III - 230;   15,502;;;
 3033; ARARAS 2 - 138                                                       ;   17,302;         ;         ;         
3033; ARARAS 2 - 138;   17,302;;;
 5203; ARARAQUARA 2 - 440                                                   ;   16,392;         ;         ;         
5203; ARARAQUARA 2 - 440;   16,392;;;
 5202; ARARAQUARA 2 - 500                                                   ;   16,484;         ;         ;         
5202; ARARAQUARA 2 - 500;   16,484;;;
 2631; ARARAQUARA CTP - 138                                                 ;   16,766;         ;         ;         
2631; ARARAQUARA CTP - 138;   16,766;;;
 2630; ARARAQUARA - 440                                                     ;   16,729;         ;         ;         
2630; ARARAQUARA - 440;   16,729;;;
