Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
956; CAMPOS NOVOS - 230;;  3,733;  0,000;  2,240;  4,408;;;  4,408;
955; CAMPOS NOVOS - 525;;  3,415;  0,000;  2,049;  4,408;;;  4,408;
789; CODEMI GO- 230;;  9,969;  7,459;  8,965;  8,566;;;  8,566;
4465; COLIDER - 500;; 10,331;  1,781;  6,911;  6,512;;;  6,512;
7300; COLINAS - 500;;  9,698; 12,749; 10,918; 10,520;;; 10,520;
9607; COMPERJ - 345;;  5,661;  0,788;  3,712;  4,408;;;  4,408;
5621; SE COREMAS II - 230;;  8,482; 16,462; 11,674; 11,275;;; 11,275;
1018; CORUMBA 2 - 30;;  6,814;  0,000;  4,089;  4,408;;;  4,408;
220; CORUMBA - 345;;  8,357;  3,581;  6,447;  6,048;;;  6,048;
5802; COTEGIPE - 230;;  5,626; 10,581;  7,608;  7,209;;;  7,209;
5216; COTEMINAS - 230;;  7,726; 16,090; 11,072; 10,673;;; 10,673;
4532; COXIPO - 230;;  8,843;  0,421;  5,474;  5,075;;;  5,075;
27; C. PAULISTA 2 - 500;;  5,528;  0,000;  3,317;  4,408;;;  4,408;
319; CONSE. PENA - 230;;  6,845;  3,835;  5,641;  5,242;;;  5,242;
8319; CRATO 2 - 230;;  8,908; 16,101; 11,785; 11,386;;; 11,386;
9104; U.CUBATAO - 230;;  2,916;  0,000;  1,749;  4,408;;;  4,408;
9105; CUBATAO - 230;;  2,916;  0,000;  1,749;  4,408;;;  4,408;
4515; CUIABA - 230;;  8,921;  0,495;  5,551;  5,152;;;  5,152;
4514; CUIABA - 500;;  8,899;  0,579;  5,571;  5,172;;;  5,172;
960; CURITIBA - 230;;  2,434;  0,000;  1,461;  4,408;;;  4,408;
959; CURITIBA - 525;;  3,329;  0,000;  1,997;  4,408;;;  4,408;
6641; CURRAL NOVO PIAUI - 230;; 10,463; 16,046; 12,696; 12,297;;; 12,297;
6640; CURRAL NOVO PIAUI - 500;; 10,181; 15,373; 12,258; 11,859;;; 11,859;
