Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,625;  4,013;  5,319;  5,298;;;  5,298;
1206; AG.LINDAS230;;  8,621;  7,525;  8,073;  8,052;;;  8,052;
251; ACU II - 230;;  8,997; 16,418; 12,708; 12,687;;; 12,687;
11265; ACU III - 230;;  8,913; 15,887; 12,400; 12,380;;; 12,380;
11565; ACU III - 500;;  8,909; 15,439; 12,174; 12,153;;; 12,153;
7747; ABDON BATISTA - 230;;  9,533;  1,917;  5,725;  5,704;;;  5,704;
7744; ABDON BATISTA - 525;;  8,939;  1,992;  5,465;  5,445;;;  5,445;
9537; ABUNA - 230;;  1,007;  0,000;  0,504;  4,778;;;  4,778;
559; ACAILANDIA - 500;;  9,123; 11,485; 10,304; 10,284;;; 10,284;
55412; ACARAU II – 230;;  8,650; 14,034; 11,342; 11,321;;; 11,321;
12907; ACARAT CE - 230;;  8,657; 14,000; 11,329; 11,308;;; 11,308;
12902; ACARAT-CE500;;  8,685; 13,926; 11,305; 11,285;;; 11,285;
4475; ACESITA - 230;;  6,550;  6,226;  6,388;  6,368;;;  6,368;
3729; ADRIANOPOLIS - 345;;  7,432;  5,666;  6,549;  6,528;;;  6,528;
3728; ADRIANOPOLIS - 500;;  7,638;  5,719;  6,678;  6,658;;;  6,658;
1637; AIMORES - 230;;  8,639;  7,529;  8,084;  8,063;;;  8,063;
11760; ALAGOAS 2 - 230;;  6,286; 12,045;  9,165;  9,145;;;  9,145;
9002; ALEGRETE2 - 230;;  8,537;  0,000;  4,268;  4,778;;;  4,778;
56095; ALEX - 230;;  8,793; 15,917; 12,355; 12,335;;; 12,335;
362; ALTAMIRA - 230;;  8,369; 10,423;  9,396;  9,376;;;  9,376;
7758; ANASTACIO - 230;;  8,250;  3,958;  6,104;  6,083;;;  6,083;
2770; ANDIRA LESTE - 230;;  7,366;  2,644;  5,005;  4,985;;;  4,985;
540; ANGELIM - 500;;  7,630; 13,909; 10,769; 10,749;;; 10,749;
240; ANGELIM - 230;;  7,422; 13,896; 10,659; 10,639;;; 10,639;
