Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,352;  3,611;  4,982;  4,963;;;  4,963;
1206; AG.LINDAS230;;  7,870;  7,108;  7,489;  7,471;;;  7,471;
251; ACU II - 230;;  8,708; 16,102; 12,405; 12,386;;; 12,386;
11265; ACU III - 230;;  8,636; 15,620; 12,128; 12,109;;; 12,109;
11565; ACU III - 500;;  8,640; 15,046; 11,843; 11,824;;; 11,824;
7747; ABDON BATISTA - 230;;  9,384;  1,621;  5,502;  5,484;;;  5,484;
7744; ABDON BATISTA - 525;;  8,821;  1,704;  5,262;  5,243;;;  5,243;
9537; ABUNA - 230;;  1,703;  0,000;  0,851;  4,611;;;  4,611;
559; ACAILANDIA - 500;;  8,826; 11,328; 10,077; 10,058;;; 10,058;
55412; ACARAU II – 230;;  8,339; 13,582; 10,961; 10,942;;; 10,942;
12907; ACARAT CE - 230;;  8,346; 13,552; 10,949; 10,930;;; 10,930;
12902; ACARAT-CE500;;  8,373; 13,483; 10,928; 10,909;;; 10,909;
4475; ACESITA - 230;;  6,242;  5,839;  6,041;  6,022;;;  6,022;
3729; ADRIANOPOLIS - 345;;  7,096;  5,246;  6,171;  6,152;;;  6,152;
3728; ADRIANOPOLIS - 500;;  7,283;  5,270;  6,276;  6,257;;;  6,257;
1637; AIMORES - 230;;  8,233;  7,066;  7,650;  7,631;;;  7,631;
11760; ALAGOAS 2 - 230;;  6,283; 11,902;  9,092;  9,073;;;  9,073;
9002; ALEGRETE2 - 230;; 10,479;  0,354;  5,417;  5,398;;;  5,398;
56095; ALEX - 230;;  8,552; 15,437; 11,994; 11,975;;; 11,975;
362; ALTAMIRA - 230;;  8,180; 10,340;  9,260;  9,241;;;  9,241;
7758; ANASTACIO - 230;;  7,921;  3,547;  5,734;  5,715;;;  5,715;
2770; ANDIRA LESTE - 230;;  7,086;  2,311;  4,699;  4,680;;;  4,680;
540; ANGELIM - 500;;  7,467; 13,700; 10,584; 10,565;;; 10,565;
240; ANGELIM - 230;;  7,277; 13,688; 10,483; 10,464;;; 10,464;
3745; ANGRA - 500;;  7,779;  5,363;  6,571;  6,552;;;  6,552;
1172; ANHANGUERA GO - 230;;  7,539;  5,046;  6,292;  6,273;;;  6,273;
2901; ANHANGUERA SP - 230;;  3,725;  1,265;  2,495;  4,611;;;  4,611;
2900; ANHANGUERA - 345;;  3,757;  1,241;  2,499;  4,611;;;  4,611;
2957; APARECIDA - 230;;  6,597;  3,995;  5,296;  5,277;;;  5,277;
2758; ALTA PAULISTA - 400;;  8,477;  3,920;  6,198;  6,180;;;  6,180;
