BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
2338; DOIS CORREGOS - 138;    8,930;    9,035;;
543; TRES IRMAOS - 138;    7,821;    7,757;;
542; TRES IRMAOS - 440;    7,748;    7,671;;
1903; TRES LAGOAS 1 - 138;    7,883;    7,835;;
8344; ABAIARA - 230;    4,815;    4,278;;
6203; ABAIXADORA - 69;    5,106;    4,593;;
9739; ABDON BATISTA - 230;    8,728;    9,318;;
9738; ABDON BATISTA - 525;    8,890;    9,475;;
6931; ABUNA - 138;    7,518;    6,850;;
6930; ABUNA - 230;    7,518;    6,850;;
6700; ACAILANDIA - 500;    5,277;    4,720;;
5923; ACARAT CE - 230;    4,971;    4,359;;
5318; ACARAT-CE500;    5,000;    4,391;;
5486; ACARAU II – 230;    4,960;    4,347;;
1596; ACESITA - 230;    8,677;    8,592;;
5463; ACU II - 69;    4,363;    4,009;;
5468; ACU II - 138;    4,505;    4,009;;
5461; ACU II - 230;    4,363;    4,009;;
5351; ACU III - 230;    4,342;    4,009;;
5350; ACU III - 500;    4,505;    4,009;;
173; ADRIANOPOLIS - 138;    8,521;    8,425;;
140; ADRIANOPOLIS - 345;    8,539;    8,448;;
106; ADRIANOPOLIS - 500;    8,432;    8,366;;
2974; AGUAS LINDAS - 69;    7,226;    6,872;;
2987; AG.LINDAS230;    7,226;    6,872;;
5106; ANGELIM - 13,8;    5,472;    4,945;;
3801; AGUAI - 138;    8,754;    8,799;;
452; AGUA AZUL - 138;    9,086;    9,178;;
453; AGUA AZUL - 440;    9,071;    9,160;;
4043; AIMORES - 230;    7,627;    7,361;;
3934; AJINOMOTO BIO - 138;    9,787;   10,053;;
5796; ALAGOINHA 2 - 69;    6,803;    6,655;;
6000; ALAGOAS 2 - 230;    6,803;    6,655;;
1185; ALEGRETE2 - 69;    8,829;    9,669;;
1186; ALEGRETE2 - 230;    8,832;    9,678;;
8163; ALEX - 230;    4,301;    4,009;;
6523; ALTAMIRA - 69;    6,319;    5,877;;
6521; ALTAMIRA - 230;    6,319;    5,877;;
668; ALTA PAULISTA - 400;    8,019;    8,005;;
2336; AMPARO - 138;    8,923;    8,998;;
1079; ANASTACIO - 138;    8,589;    8,719;;
1078; ANASTACIO - 230;    8,581;    8,708;;
3840; AVANTI N.CORT - 138;    7,878;    7,829;;
3882; ANDRADINA - 138;    7,880;    7,828;;
44594; ANEMUS - 230;    4,250;    4,009;;
5100; ANGELIM - 500;    5,353;    4,827;;
5103; ANGELIM - 69;    5,472;    4,945;;
5101; ANGELIM - 230;    5,472;    4,945;;
185; ANGRA 1 - 138;    8,379;    8,303;;
105; ANGRA - 500;    8,303;    8,223;;
1773; ANGRA AMPLA - 138;    8,417;    8,344;;
762; ANHANGUERA - 69;    7,909;    7,787;;
761; ANHANGUERA - 138;    7,900;    7,776;;
760; ANHANGUERA GO - 230;    7,909;    7,787;;
444; ANHANGUERA - 88;    9,289;    9,405;;
431; ANHANGUERA SP - 230;    9,695;    9,905;;
439; ANHANGUERA - 345;    9,289;    9,405;;
459; APARECIDA - 88;    8,737;    8,761;;
458; APARECIDA - 230;    8,737;    8,761;;
879; APUCARANA - 138;    9,092;    9,446;;
878; APUCARANA - 230;    9,093;    9,447;;
5383; AQUIRAZ II - 69;    5,252;    4,712;;
5381; AQUIRAZ - 230;    5,252;    4,712;;
2296; ARACATUBA - 138;    8,192;    8,181;;
4081; ARACUAI 2 - 138;    5,826;    5,307;;
4070; ARACUAI - 230;    5,849;    5,332;;
6083; ARAPIRACA III - 69;    7,519;    7,311;;
6081; ARAPIRACA III - 230;    7,519;    7,311;;
3802; ARARAS 1 - 138;    8,746;    8,807;;
3803; ARARAS 2 - 138;    8,756;    8,818;;
560; ARARAQUARA CTP - 138;    8,453;    8,472;;
559; ARARAQUARA - 440;    8,466;    8,492;;
101; ARARAQUARA - 500;    8,038;    8,012;;
99; ARARAQUARA - 525;    8,039;    8,013;;
589; ARARAS SP - 440;    8,811;    8,880;;
7058; ARARAQUARA 2 - 440;    8,209;    8,198;;
7057; ARARAQUARA 2 - 500;    8,060;    8,032;;
7411; ARAXA 3 - 138;    7,422;    7,204;;
7410; ARAXA 3 - 345;    7,390;    7,168;;
5093; ARCOVERDE II - 69;    5,401;    4,849;;
5092; ARCOVERDE II - 230;    5,401;    4,849;;
9336; AREIA - 13,8;    9,069;    9,564;;
823; AREIA - 138;    9,070;    9,566;;
934; AREIA - 230;    9,056;    9,547;;
933; AREIA - 525;    8,664;    9,122;;
4349; ARINOS 2 - 500;    5,694;    5,181;;
