Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,535;  3,866;  5,201;  5,182;;;  5,182;
1206; AG.LINDAS230;;  8,514;  7,533;  8,023;  8,004;;;  8,004;
251; ACU II - 230;;  8,945; 16,339; 12,642; 12,623;;; 12,623;
11265; ACU III - 230;;  8,864; 15,816; 12,340; 12,321;;; 12,321;
11565; ACU III - 500;;  8,861; 15,376; 12,118; 12,099;;; 12,099;
7747; ABDON BATISTA - 230;;  9,606;  1,929;  5,768;  5,748;;;  5,748;
7744; ABDON BATISTA - 525;;  8,989;  1,996;  5,493;  5,473;;;  5,473;
9537; ABUNA - 230;;  1,115;  0,000;  0,557;  4,753;;;  4,753;
559; ACAILANDIA - 500;;  9,058; 11,456; 10,257; 10,238;;; 10,238;
55412; ACARAU II – 230;;  8,597; 13,977; 11,287; 11,268;;; 11,268;
12907; ACARAT CE - 230;;  8,604; 13,944; 11,274; 11,255;;; 11,255;
12902; ACARAT-CE500;;  8,632; 13,870; 11,251; 11,232;;; 11,232;
4475; ACESITA - 230;;  6,469;  6,220;  6,344;  6,325;;;  6,325;
3729; ADRIANOPOLIS - 345;;  7,344;  5,601;  6,472;  6,453;;;  6,453;
3728; ADRIANOPOLIS - 500;;  7,548;  5,640;  6,594;  6,575;;;  6,575;
1637; AIMORES - 230;;  8,523;  7,459;  7,991;  7,971;;;  7,971;
11760; ALAGOAS 2 - 230;;  6,288; 12,043;  9,166;  9,146;;;  9,146;
9002; ALEGRETE2 - 230;; 10,778;  0,629;  5,703;  5,684;;;  5,684;
56095; ALEX - 230;;  8,743; 15,842; 12,292; 12,273;;; 12,273;
362; ALTAMIRA - 230;;  8,329; 10,403;  9,366;  9,347;;;  9,347;
7758; ANASTACIO - 230;;  8,138;  3,853;  5,995;  5,976;;;  5,976;
2770; ANDIRA LESTE - 230;;  7,337;  2,562;  4,949;  4,930;;;  4,930;
540; ANGELIM - 500;;  7,604; 13,873; 10,738; 10,719;;; 10,719;
240; ANGELIM - 230;;  7,399; 13,861; 10,630; 10,611;;; 10,611;
3745; ANGRA - 500;;  8,087;  5,749;  6,918;  6,899;;;  6,899;
1172; ANHANGUERA GO - 230;;  7,902;  5,953;  6,928;  6,909;;;  6,909;
2901; ANHANGUERA SP - 230;;  3,780;  1,388;  2,584;  4,753;;;  4,753;
2900; ANHANGUERA - 345;;  3,791;  1,328;  2,560;  4,753;;;  4,753;
2957; APARECIDA - 230;;  6,800;  4,280;  5,540;  5,520;;;  5,520;
2758; ALTA PAULISTA - 400;;  8,804;  4,258;  6,531;  6,512;;;  6,512;
6601; APUCARANA - 230;;  7,806;  2,414;  5,110;  5,091;;;  5,091;
58771; LAGOA BARRO - 230;;  9,659; 13,519; 11,589; 11,570;;; 11,570;
11219; AQUIRAZ - 230;;  7,502; 14,445; 10,973; 10,954;;; 10,954;
1522; ARACUAI - 230;; 10,644;  9,349;  9,997;  9,977;;;  9,977;
11242; ARAPIRACA III - 230;;  4,171; 10,900;  7,536;  7,517;;;  7,517;
5203; ARARAQUARA 2 - 440;;  8,136;  4,895;  6,516;  6,496;;;  6,496;
5202; ARARAQUARA 2 - 500;;  8,059;  4,776;  6,418;  6,399;;;  6,399;
2630; ARARAQUARA - 440;;  7,771;  4,549;  6,160;  6,141;;;  6,141;
3852; ARARAQUARA - 500;;  8,082;  4,784;  6,433;  6,414;;;  6,414;
2673; ARARAS SP - 440;;  6,929;  3,964;  5,446;  5,427;;;  5,427;
38906; ARAXA 3 - 345;;  8,154;  5,762;  6,958;  6,939;;;  6,939;
12203; ARCOVERDE II - 230;;  7,536; 13,975; 10,756; 10,736;;; 10,736;
7749; AREIA - 230;;  9,157;  2,105;  5,631;  5,611;;;  5,611;
7748; AREIA - 525;;  9,223;  2,475;  5,849;  5,830;;;  5,830;
39813; ARINOS 2 - 500;; 10,587;  9,765; 10,176; 10,157;;; 10,157;
9520; ARIQUEMES - 230;;  2,493;  0,000;  1,246;  4,753;;;  4,753;
302; MOXOTO - 230;;  8,551; 14,616; 11,584; 11,564;;; 11,564;
2624; ASSIS - 440;;  8,455;  3,837;  6,146;  6,127;;;  6,127;
4282; ASSIS - 525;;  8,639;  3,724;  6,182;  6,162;;;  6,162;
2626; ASSIS 2 - 230;;  8,011;  3,328;  5,669;  5,650;;;  5,650;
