Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
542; TRES IRMAOS - 440;;  8,206;  0,531;  5,903;  5,665;;;  5,665;
8344; ABAIARA - 230;;  7,966; 16,905; 10,648; 10,409;;; 10,409;
9739; ABDON BATISTA - 230;;  3,910;  0,000;  2,737;  4,385;;;  4,385;
9738; ABDON BATISTA - 525;;  3,649;  0,000;  2,554;  4,385;;;  4,385;
6930; ABUNA - 230;;  9,656;  0,000;  6,759;  6,521;;;  6,521;
6700; ACAILANDIA - 500;;  9,121; 13,371; 10,396; 10,157;;; 10,157;
5923; ACARAT CE - 230;;  8,791; 15,796; 10,893; 10,654;;; 10,654;
5318; ACARAT-CE500;;  8,794; 15,671; 10,857; 10,618;;; 10,618;
5486; ACARAU II – 230;;  8,795; 15,832; 10,906; 10,668;;; 10,668;
1596; ACESITA - 230;;  5,008;  2,585;  4,281;  4,385;;;  4,385;
5461; ACU II - 230;;  9,491; 17,777; 11,977; 11,738;;; 11,738;
5351; ACU III - 230;;  9,603; 17,909; 12,095; 11,856;;; 11,856;
5350; ACU III - 500;;  9,443; 17,297; 11,799; 11,560;;; 11,560;
140; ADRIANOPOLIS - 345;;  5,608;  1,032;  4,235;  4,385;;;  4,385;
106; ADRIANOPOLIS - 500;;  5,756;  0,924;  4,307;  4,385;;;  4,385;
2987; AG.LINDAS230;;  7,623;  4,626;  6,724;  6,485;;;  6,485;
453; AGUA AZUL - 440;;  4,600;  0,000;  3,220;  4,385;;;  4,385;
4043; AIMORES - 230;;  7,334;  3,977;  6,327;  6,088;;;  6,088;
6000; ALAGOAS 2 - 230;;  4,890; 12,028;  7,032;  6,793;;;  6,793;
1186; ALEGRETE2 - 230;;  3,381;  0,000;  2,367;  4,385;;;  4,385;
8163; ALEX - 230;;  9,538; 18,288; 12,163; 11,924;;; 11,924;
6521; ALTAMIRA - 230;;  6,816; 11,047;  8,085;  7,847;;;  7,847;
668; ALTA PAULISTA - 400;;  7,341;  0,000;  5,139;  4,900;;;  4,900;
1078; ANASTACIO - 230;;  6,304;  0,000;  4,412;  4,385;;;  4,385;
44594; ANEMUS - 230;;  9,594; 18,312; 12,210; 11,971;;; 11,971;
5100; ANGELIM - 500;;  7,635; 15,347;  9,948;  9,710;;;  9,710;
5101; ANGELIM - 230;;  7,264; 15,328;  9,683;  9,445;;;  9,445;
105; ANGRA - 500;;  6,106;  0,931;  4,553;  4,385;;;  4,385;
760; ANHANGUERA GO - 230;;  7,159;  1,789;  5,548;  5,309;;;  5,309;
431; ANHANGUERA SP - 230;;  3,075;  0,000;  2,152;  4,385;;;  4,385;
439; ANHANGUERA - 345;;  3,921;  0,000;  2,745;  4,385;;;  4,385;
458; APARECIDA - 230;;  5,102;  0,000;  3,572;  4,385;;;  4,385;
878; APUCARANA - 230;;  3,977;  0,000;  2,784;  4,385;;;  4,385;
