NUMBER,OP,TYPE,NAME,VOLT,PHASE,MUST,UF,SS,CYCLE,SOURCE
    1,L,1,PAF1-1UHE013,1000,46.7, 110.,  2, 3,2029,EPE
    4,L,1,PAF2A1UHE013,1000,46.8,  70.,  2, 3,2029,EPE
    5,L,1,PAF2A2UHE013,1000,47.1,  70.,  2, 3,2029,EPE
    6,L,1,PAF2A3UHE013,1000,49.5,  70.,  2, 3,2029,EPE
    7,L,1,PAF2B1UHE013,1000,44.9,  51.,  2, 3,2029,EPE
    8,L,1,PAF2B2UHE013,1000,45.9,  51.,  2, 3,2029,EPE
    9,L,1,PAF2B3UHE013,1000,45.9,  51.,  2, 3,2029,EPE
   10,L,1,PAF3-1UHE013,1000,45.9, 151.,  2, 3,2029,EPE
   11,L,1,PAF3-2UHE013,1000,45.3, 151.,  2, 3,2029,EPE
   14,L,1,PAF4-1UHE013,1000,44.3, 912.,  2, 3,2029,EPE
   21,L,1,SOBRA1UHE013,1000,47.6, 420.,  2, 3,2029,EPE
   22,L,1,SOBRM2SIN013,1000, 43.,   0.,  2, 3,2029,EPE
   28,L,1,ASALE1UHE013,1000,46.1, 67.2,  1, 3,2029,EPE
   29,L,1,ASALE2UHE013,1000,45.1, 67.2,  1, 3,2029,EPE
   33,L,1,LGONZ1UHE013,1000,44.3, 370., 14, 3,2029,EPE
   34,L,1,LGONZ2UHE013,1000,44.3, 370., 14, 3,2029,EPE
   35,L, ,LGONZA-PE000,1000,40.2,     , 14, 3,2029,EPE
   44,L,1,BESPE1UHE013,1000,37.1, 47.1, 15, 3,2029,EPE
   46,L,1,BESPE3UHE013,1000,37.7, 53.1, 15, 3,2029,EPE
   47,D,1,BESPM4SIN013,1000,17.1,   0., 15, 3,2029,EPE
   48,L,1,PCAVA1UHE013,1000,24.8,84.32,  2, 3,2029,EPE
   50,L,1,TUC1-5UHE013,1000,63.8,1540., 11, 4,2029,EPE
   52,L,1,TUC1-3UHE013,1000,64.5, 690., 11, 4,2029,EPE
   54,L,1,TUC1-4UHE013,1000,64.5,1040., 11, 4,2029,EPE
   63,L,1,FUNIL1UHE013,1000,22.7,15.63,  2, 3,2029,EPE
   68,D,1,RGONCAUHE013,1000,-17.,   0., 15, 3,2029,EPE
   69,D,1,URUCUIUHE013,1000,-1.3,   0., 15, 3,2029,EPE
   70,L,1,TUC2-4UHE013,1000,65.8,1372., 11, 4,2029,EPE
   71,L,1,TUC2-7UHE013,1000,65.9,2402., 11, 4,2029,EPE
   72,L,1,TUC1-ASIN013,1000,57.5,   0., 11, 4,2029,EPE
   73,L,1,TUC1-BSIN013,1000,57.5,   0., 11, 4,2029,EPE
   74,D,1,E.PCEMUTE013,1000,128.,   0.,  3, 3,2029,EPE
   77,D,1,SQUEBRUHE013,1000,5.67,   0.,  7, 4,2029,EPE
   80,L,1,ESTREIUHE013,1000,53.7,956.7,  7, 4,2029,EPE
   86,D,1,CASTELUHE013,1000,-8.9,   0., 15, 3,2029,EPE
   87,D,1,ESTRE-UHE013,1000,-8.9,   0., 15, 3,2029,EPE
   88,D,1,CACHEAUHE013,1000,-6.3,   0., 15, 3,2029,EPE
   89,L,1,XINGO1UHE013,1000, 42.,1200., 21, 3,2029,EPE
   95,L,1,ITAPE1UHE013,1000,24.8,234.2,  2, 3,2029,EPE
   96,L,1,SUAPE1UTE013,1000,72.5,   0., 14, 3,2029,EPE
   97,L,1,SUAPE2UTE013,1000, 73.,   0., 14, 3,2029,EPE
   98,L,1,SUAPE3UTE013,1000,72.5,   0., 14, 3,2029,EPE
   99,L,1,SUAPE4UTE013,1000, 73.,   0., 14, 3,2029,EPE
  100,L,1,SUAPE5UTE013,1000,72.5,   0., 14, 3,2029,EPE
  101,L,1,SUAPE6UTE013,1000, 71.,   0., 14, 3,2029,EPE
  102,L,1,MARAC1UTE013,1000,65.6,   0.,  3, 3,2029,EPE
  103,L, ,S.BONF-BA138,1000,37.1,     ,  2, 3,2029,EPE
  104,L,1,PERNA3UTE013,1000,131.,   0., 14, 3,2029,EPE
  108,L,1,MURICYUTE013,1000,50.8,   0.,  2, 3,2029,EPE
  109,L,1,CAMAPAUTE007,1000,50.4,   0.,  2, 3,2029,EPE
  110,L, ,PROSPE-BA230,1000,24.6,     ,  2, 3,2029,EPE
  111,L,1,PROSP2UTE013,1000,30.6,35.49,  2, 3,2029,EPE
  112,L,1,PROSP1UTE013,1000,25.8,26.62,  2, 3,2029,EPE
  115,L, ,P.FRAN-MA138,1000,33.8,     ,  7, 4,2029,EPE
  120,L, ,B.NOME-PE138,1000,48.7,     , 14, 3,2029,EPE
  121,L, ,MLG-RE-CE013,1000,42.7,     ,  3, 3,2029,EPE
  122,L, ,BNOME2-PE138,1000,46.4,     , 14, 3,2029,EPE
  125,L, ,FORTAB-CE013,1000,31.1,     ,  3, 3,2029,EPE
  127,L, ,PIRIPI-PI138,1000,28.6,     , 15, 3,2029,EPE
  128,L,1,GLOB1-UTE013,1000,51.1,   0.,  2, 3,2029,EPE
  129,L,1,GLOB2-UTE013,1000,51.1,   0.,  2, 3,2029,EPE
  130,L,1,TERMPBUTE013,1000,71.5,   0., 12, 3,2029,EPE
  131,L, ,MIRAND-MA138,1000,26.1,     ,  7, 4,2029,EPE
  137,L,1,TERMNEUTE013,1000,71.6,   0., 12, 3,2029,EPE
  138,L, ,EPASA--PB230,1000,30.4,     , 12, 3,2029,EPE
  139,L,1,CABO--UTE013,1000,68.4,   0., 14, 3,2029,EPE
  140,D,1,BAHIA1UTE013,1000,49.2,   0.,  2, 3,2029,EPE
  141,L, ,SUAPE--PE230,1000,32.6,     , 14, 3,2029,EPE
  142,L, ,MARAC1-CE069,1000,31.1,     ,  3, 3,2029,EPE
  145,L, ,S.CRUZ-RN138,1000,37.5,     , 17, 3,2029,EPE
  146,L, ,PILOES-PB138,1000,26.7,     , 12, 3,2029,EPE
  147,L, ,SUAPE1-PE000,1000,32.6,     , 14, 3,2029,EPE
  148,L, ,SUAPE2-PE000,1000,32.6,     , 14, 3,2029,EPE
  149,L, ,SUAPE3-PE000,1000,32.6,     , 14, 3,2029,EPE
  150,L, ,CAMAC1-BA069,1000,24.6,     ,  2, 3,2029,EPE
  151,L, ,A?U2---RN138,1000,44.6,     , 17, 3,2029,EPE
  152,L, ,S.MATO-RN138,1000,43.8,     , 17, 3,2029,EPE
  160,L,1,TERPEGUTE013,1000,38.7,308.7, 14, 3,2029,EPE
  161,L,1,TERPEVUTE013,1000,38.3,197.3, 14, 3,2029,EPE
  162,L, ,T.FREI-BA138,1000,11.7,     ,  2, 3,2029,EPE
  164,D,1,TUPIRAUHE013,1000,65.1,   0., 22, 2,2029,EPE
  166,L, ,C.M.1-CAP500,1000,41.6,     , 22, 2,2029,EPE
  167,L,1,LAJEADUHE013,1000, 48., 792., 22, 2,2029,EPE
  169,L, ,EUNAPO-BA138,1000,13.7,     ,  2, 3,2029,EPE
  170,L,1,CFURTAUTE013,1000,55.6, 100.,  2, 3,2029,EPE
  172,L,1,VERACEUTE013,1000,26.1, 94.6,  2, 3,2029,EPE
  174,L, ,CMDCS--BA000,1000, 25.,     ,  2, 3,2029,EPE
  176,L, ,FUNIL--BA115,1000,16.6,     ,  2, 3,2029,EPE
  180,L,1,B.PULPUTE013,1000,26.5,  30.,  2, 3,2029,EPE
  181,L, ,B.PULP-BA069,1000,25.7,     ,  2, 3,2029,EPE
  182,L, ,COPEC--BA069,1000,25.5,     ,  2, 3,2029,EPE
  183,L, ,IRECE--BA138,1000,28.8,     ,  2, 3,2029,EPE
  186,L, ,BARREI-BA138,1000,33.5,     ,  2, 3,2029,EPE
  188,L, ,IBICOA-BA138,1000,20.6,     ,  2, 3,2029,EPE
  190,L, ,PIMENT-PA230,1000,60.1,     , 11, 4,2029,EPE
  191,L, ,COLITACAP500,1000, 52.,     , 11, 4,2029,EPE
  192,L, ,ST.MAR-PA138,1000,38.9,     , 11, 4,2029,EPE
  195,L,1,PIMENTUHE013,1000,64.7,195.8, 11, 4,2029,EPE
  196,L,1,CGRD--UTE013,1000,77.4,   0., 12, 3,2029,EPE
  197,L, ,MARAB3CAP500,1000,43.4,     , 11, 4,2029,EPE
  198,L, ,VCOND2-PA000,1000,41.2,     , 11, 4,2029,EPE
  199,L,1,MARABASIN013,1000,46.4,   0., 11, 4,2029,EPE
  200,L, ,PAF3-A-BA230,1000,41.2,     ,  2, 3,2029,EPE
  202,L, ,JUAZE2-BA230,1000,41.9,     ,  2, 3,2029,EPE
  203,L, ,S.BONF-BA230,1000,39.4,     ,  2, 3,2029,EPE
  204,L, ,SCHIN--MA230,1000,21.4,     ,  7, 4,2029,EPE
  205,L, ,BROTAS-BA230,1000,33.8,     ,  2, 3,2029,EPE
  206,L, ,SOBRAD-BA230,1000, 43.,     ,  2, 3,2029,EPE
  207,L, ,JAGUAR-BA230,1000,40.1,     ,  2, 3,2029,EPE
  208,L, ,ZEBUII-AL230,1000,41.6,     ,  1, 3,2029,EPE
  209,L, ,POCOE2-BA230,1000,19.2,     ,  2, 3,2029,EPE
  210,L, ,RGONCA-PI230,1000,43.3,     , 15, 3,2029,EPE
  211,L, ,CASTEL-PI230,1000,-7.2,     , 15, 3,2029,EPE
  212,L, ,FLORII-PE230,1000,45.3,     , 14, 3,2029,EPE
  213,L, ,ITAGIB-BA230,1000,18.2,     ,  2, 3,2029,EPE
  214,L, ,EMBASA-BA230,1000,21.9,     ,  2, 3,2029,EPE
  215,L, ,BALSAS-MA230,1000,41.8,     ,  7, 4,2029,EPE
  216,L, ,TAUA2--CE230,1000,38.3,     ,  3, 3,2029,EPE
  217,L, ,ICO----CE230,1000,42.2,     ,  3, 3,2029,EPE
  218,L, ,CAUIPE-CE230,1000,32.9,     ,  3, 3,2029,EPE
  219,L, ,D.GOUV-CE230,1000,33.4,     ,  3, 3,2029,EPE
  220,L, ,BOM-NO-PE230,1000,47.3,     , 14, 3,2029,EPE
  221,L, ,MILAGR-CE230,1000,44.8,     ,  3, 3,2029,EPE
  222,L, ,BANABU-CE230,1000, 40.,     ,  3, 3,2029,EPE
  223,L, ,RUSSA2-CE230,1000,41.7,     ,  3, 3,2029,EPE
  224,L, ,MOSSR2-RN230,1000,42.9,     , 17, 3,2029,EPE
  225,L, ,FORTAL-CE230,1000,33.6,     ,  3, 3,2029,EPE
  226,L, ,SOBRAL-CE230,1000,32.2,     ,  3, 3,2029,EPE
  227,L, ,PIRIPI-PI230,1000,29.1,     , 15, 3,2029,EPE
  228,L, ,TERES--PI230,1000,26.3,     , 15, 3,2029,EPE
  229,L, ,B.ESPE-PI230,1000,31.9,     , 15, 3,2029,EPE
  230,L, ,PERITO-MA230,1000,22.5,     ,  7, 4,2029,EPE
  231,L, ,MIRAND-MA230,1000,28.4,     ,  7, 4,2029,EPE
  232,L, ,SLUIS1-MA230,1000,29.2,     ,  7, 4,2029,EPE
  233,L, ,COREM2-PB230,1000,53.4,     , 12, 3,2029,EPE
  234,L, ,PICI2--CE230,1000,32.3,     ,  3, 3,2029,EPE
  235,L, ,CASTAN-PA230,1000,42.6,     , 11, 4,2029,EPE
  236,L, ,C.NETO-MA230,1000,23.1,     ,  7, 4,2029,EPE
  237,L, ,S.J.PI-PI230,1000, 44.,     , 15, 3,2029,EPE
  238,L, ,P.DUTR-MA230,1000, 28.,     ,  7, 4,2029,EPE
  239,L, ,IMPERA-MA230,1000,39.1,     ,  7, 4,2029,EPE
  240,L, ,ANGELI-PE230,1000, 34.,     , 14, 3,2029,EPE
  241,L, ,RECIFE-PE230,1000,30.5,     , 14, 3,2029,EPE
  242,L, ,R.LAR--AL230,1000,30.2,     ,  1, 3,2029,EPE
  243,L, ,BONGI--PE230,1000, 30.,     , 14, 3,2029,EPE
  244,L, ,CGRD2B-PB230,1000,35.4,     , 12, 3,2029,EPE
  245,L, ,SRITA2-PB230,1000,30.4,     , 12, 3,2029,EPE
  246,L, ,NATAL2-RN230,1000,37.5,     , 17, 3,2029,EPE
  247,L, ,GOIANI-PE230,1000,30.3,     , 14, 3,2029,EPE
  248,L, ,MUSSU2-PB230,1000,30.4,     , 12, 3,2029,EPE
  249,L, ,PIRAPA-PE230,1000,31.5,     , 14, 3,2029,EPE
  250,L, ,MIRUEI-PE230,1000,28.4,     , 14, 3,2029,EPE
  251,L, ,A?U2---RN230,1000,44.3,     , 17, 3,2029,EPE
  252,L, ,RIBEIR-PE230,1000,29.4,     , 14, 3,2029,EPE
  253,L, ,SUAPE3-PE230,1000,32.8,     , 14, 3,2029,EPE
  254,L, ,JOAIRA-PE230,1000,30.1,     , 14, 3,2029,EPE
  255,L, ,TACAIM-PE230,1000,32.8,     , 14, 3,2029,EPE
  256,L, ,LCARRO-PE230,1000,31.9,     , 14, 3,2029,EPE
  257,L, ,BNOME2-PE230,1000,46.4,     , 14, 3,2029,EPE
  258,L, ,PENEDO-AL230,1000,24.7,     ,  1, 3,2029,EPE
  259,L, ,MACEIO-AL230,1000,30.3,     ,  1, 3,2029,EPE
  260,L, ,PAU-FE-PE230,1000,31.7,     , 14, 3,2029,EPE
  261,L, ,MIRUE2-PE230,1000,31.2,     , 14, 3,2029,EPE
  262,L, ,T.FREI-BA230,1000,13.3,     ,  2, 3,2029,EPE
  263,L, ,ITAPEB-BA230,1000,19.2,     ,  2, 3,2029,EPE
  264,L, ,S.A.JE-BA230,1000,22.5,     ,  2, 3,2029,EPE
  265,L, ,ITBANI-SE230,1000,23.5,     , 21, 3,2029,EPE
  266,L, ,TOMBA--BA230,1000,20.1,     ,  2, 3,2029,EPE
  267,L, ,VERACE-BA230,1000,19.3,     ,  2, 3,2029,EPE
  268,L, ,NARAND-BA230,1000,21.6,     ,  2, 3,2029,EPE
  269,L, ,EUNAPO-BA230,1000,16.4,     ,  2, 3,2029,EPE
  270,L, ,C.DANT-BA230,1000,37.8,     ,  2, 3,2029,EPE
  271,L, ,ITABAI-SE230,1000,30.9,     , 21, 3,2029,EPE
  272,L, ,CATU---BA230,1000,22.6,     ,  2, 3,2029,EPE
  273,L, ,JARDIM-SE230,1000,30.3,     , 21, 3,2029,EPE
  274,L, ,CMACB1-BA230,1000, 25.,     ,  2, 3,2029,EPE
  275,L, ,G.MANG-BA230,1000,22.6,     ,  2, 3,2029,EPE
  276,L, ,FUNIL--BA230,1000,18.3,     ,  2, 3,2029,EPE
  277,L, ,MATATU-BA230,1000,21.4,     ,  2, 3,2029,EPE
  278,L, ,PITUAC-BA230,1000,21.8,     ,  2, 3,2029,EPE
  279,L, ,COTEGI-BA230,1000,22.3,     ,  2, 3,2029,EPE
  280,L, ,JACARA-BA230,1000,22.3,     ,  2, 3,2029,EPE
  281,L, ,D.PITU-BA230,1000,21.8,     ,  2, 3,2029,EPE
  283,L, ,IRECE--BA230,1000,29.7,   0.,  2, 3,2029,EPE
  284,L, ,CAMAC4-BA230,1000,23.3,     ,  2, 3,2029,EPE
  285,L, ,BJLAPA-BA230,1000,33.8,     ,  2, 3,2029,EPE
  286,L, ,BARREI-BA230,1000,34.6,     ,  2, 3,2029,EPE
  287,L, ,E.MART-PI230,1000,39.3,     , 15, 3,2029,EPE
  288,L, ,IBICOA-BA230,1000,22.3,     ,  2, 3,2029,EPE
  289,L, ,SAPEAC-BA230,1000,23.6,     ,  2, 3,2029,EPE
  290,L, ,PARAIS-RN230,1000,39.3,     , 17, 3,2029,EPE
  291,L, ,UTINGA-PA230,1000, 44.,     , 11, 4,2029,EPE
  292,L, ,ST.MAR-PA230,1000,41.2,     , 11, 4,2029,EPE
  293,L, ,MIRAMA-PA230,1000,43.4,     , 11, 4,2029,EPE
  294,L, ,CMACB2-BA230,1000,24.8,     ,  2, 3,2029,EPE
  295,L, ,PICOS--PI230,1000,40.6,     , 15, 3,2029,EPE
  296,L, ,ZEBU3--AL230,1000,41.7,     ,  1, 3,2029,EPE
  297,L, ,TUCURU-PA230,1000,55.6,     , 11, 4,2029,EPE
  298,L, ,V.COND-PA230,1000,45.3,     , 11, 4,2029,EPE
  299,L, ,MARABA-PA230,1000,46.4,     , 11, 4,2029,EPE
  300,L, ,PAF3-B-BA230,1000,40.1,     ,  2, 3,2029,EPE
  301,L, ,ASALEA-AL230,1000,41.4,     ,  1, 3,2029,EPE
  302,L, ,ASALEB-AL230,1000,40.3,     ,  1, 3,2029,EPE
  312,L, ,ARACA--CE069,1000, 39.,     ,  3, 3,2029,EPE
  313,L, ,IGUA-A-CE069,1000,31.1,     ,  3, 3,2029,EPE
  314,L, ,CAUCA--CE069,1000, 29.,     ,  3, 3,2029,EPE
  315,L, ,PFRANC-MA230,1000,34.8,     ,  7, 4,2029,EPE
  316,L, ,CSP----CE230,1000,35.6,     ,  3, 3,2029,EPE
  317,L, ,CRATO--CE069,1000,42.7,     ,  3, 3,2029,EPE
  318,L, ,JUAZE--CE069,1000,42.7,     ,  3, 3,2029,EPE
  319,L, ,IGUA-B-CE069,1000, 39.,     ,  3, 3,2029,EPE
  321,L, ,MASSAP-CE230,1000,33.3,     ,  3, 3,2029,EPE
  325,L, ,FORTA2-CE230,1000,33.6,     ,  3, 3,2029,EPE
  326,L, ,SOBRA3-CE230,1000, 33.,     ,  3, 3,2029,EPE
  327,L,1,FORTAGUTE013,1000,78.1, 67.5,  3, 3,2029,EPE
  328,L, ,TERES2-PI230,1000,27.8,     , 15, 3,2029,EPE
  329,L, ,BESPER-MA230,1000,31.8,     ,  7, 4,2029,EPE
  330,L,1,FORTAVUTE013,1000, 78.,  69.,  3, 3,2029,EPE
  331,L, ,MIRA1A-MA000,1000,24.5,     ,  7, 4,2029,EPE
  332,L, ,SLUIS2-MA230,1000,29.7,     ,  7, 4,2029,EPE
  333,L, ,JSPERE-RN230,1000,44.3,     , 17, 3,2029,EPE
  334,L, ,UTEFOR-CE230,1000,32.9,     ,  3, 3,2029,EPE
  335,L, ,CFURTA-BA230,1000,22.3,     ,  2, 3,2029,EPE
  336,L, ,TERPER-PE230,1000,33.3,     , 14, 3,2029,EPE
  337,L, ,RALMEI-BA069,1000,27.1,     ,  2, 3,2029,EPE
  338,L, ,UTECEA-CE230,1000,32.9,     ,  3, 3,2029,EPE
  339,L,1,TERCEGUTE013,1000,79.4, 68.8,  3, 3,2029,EPE
  341,L, ,SLUIS2CER013,1000,29.7,     ,  7, 4,2029,EPE
  342,L, ,MESSIA-AL230,1000, 31.,     ,  1, 3,2029,EPE
  343,D,1,IGUA-AUTE013,1000,129.,   0.,  3, 3,2029,EPE
  344,D,1,CAUCA-UTE013,1000,128.,   0.,  3, 3,2029,EPE
  345,L, ,ITABUN-BA230,1000,17.9,     ,  2, 3,2029,EPE
  346,L, ,NATAL3-RN230,1000,37.9,     , 17, 3,2029,EPE
  347,D,1,CRATO-UTE013,1000,134.,   0.,  3, 3,2029,EPE
  349,L, ,GARANH-PE230,1000,34.4,     , 14, 3,2029,EPE
  352,D,1,ARACA-UTE013,1000,140.,   0.,  3, 3,2029,EPE
  353,L, ,SUAPE2-PE230,1000,32.6,     , 14, 3,2029,EPE
  355,L, ,MCHAP2-BA230,1000, 29.,     ,  2, 3,2029,EPE
  357,L,1,RALMEIUTE013,1000,37.6,105.4,  2, 3,2029,EPE
  358,D,1,JUAZE-UTE013,1000,134.,   0.,  3, 3,2029,EPE
  360,L, ,JCMR2--RN230,1000,45.3,     , 17, 3,2029,EPE
  361,L, ,TRANSA-PA230,1000,48.9,     , 11, 4,2029,EPE
  362,L, ,ALTAMI-PA230,1000,53.8,     , 11, 4,2029,EPE
  363,L, ,RUROPO-PA230,1000,45.6,     , 11, 4,2029,EPE
  364,L, ,LNOVA2-RN230,1000,40.9,     , 17, 3,2029,EPE
  365,L, ,IBIAP2-CE230,1000,31.3,     ,  3, 3,2029,EPE
  366,L, ,CACHIM-PA230,1000,18.4,     , 11, 4,2029,EPE
  367,L, ,NOVPRO-PA230,1000,14.4,     , 11, 4,2029,EPE
  368,L,1,CACHI-SIN013,1000,18.4,   0., 11, 4,2029,EPE
  369,D,1,IGUA-BUTE013,1000,130.,   0.,  3, 3,2029,EPE
  370,L, ,NOVPRO-PA138,1000,13.3,     , 11, 4,2029,EPE
  371,L,1,NPROG-SIN013,1000,14.4,   0., 11, 4,2029,EPE
  372,L, ,SCHINC-BA230,1000,23.1,     ,  2, 3,2029,EPE
  374,L, ,EMBAAB-BA230,1000,22.8,     ,  2, 3,2029,EPE
  375,L, ,PCAVAL-BA230,1000,22.8,     ,  2, 3,2029,EPE
  376,L, ,BRUMA2-BA230,1000,16.6,     ,  2, 3,2029,EPE
  381,L, ,POLO---BA230,1000,22.7,     ,  2, 3,2029,EPE
  385,L, ,BJLAP2-BA230,1000,33.8,     ,  2, 3,2029,EPE
  387,L, ,REGUA--BA230,1000,31.6,     ,  2, 3,2029,EPE
  388,L, ,PIRAJA-BA230,1000,22.3,     ,  2, 3,2029,EPE
  390,L, ,GUAMA--PA230,1000,44.2,     , 11, 4,2029,EPE
  392,L, ,STMAR1-PA000,1000,38.7,     , 11, 4,2029,EPE
  393,L, ,LAJEAD-TO230,1000,42.1,     , 22, 2,2029,EPE
  394,L, ,IGAPO2-BA230,1000,31.5,     ,  2, 3,2029,EPE
  397,L, ,MARAB4CAP500,1000,43.4,     , 11, 4,2029,EPE
  398,D, ,VCOND3-PA000,1000,49.8,     , 11, 4,2029,EPE
  399,L, ,MARAB2CAP500,1000,43.2,     , 11, 4,2029,EPE
  402,L, ,M.G.--CAP500,1000,42.5,     , 22, 2,2029,EPE
  407,L, ,RG-CO1CAP500,1000, 43.,     , 15, 3,2029,EPE
  412,L,1,PAUFERUTE013,1000, 73.,   0., 14, 3,2029,EPE
  413,L,1,MANAUSUTE013,1000, 73.,   0., 14, 3,2029,EPE
  414,L,1,PETROLUTE013,1000,66.7,   0., 14, 3,2029,EPE
  415,L, ,P.FRAN-MA000,1000,33.7,     ,  7, 4,2029,EPE
  421,L, ,MILAG1CER013,1000,44.8,     ,  3, 3,2029,EPE
  422,L, ,ALDEIA-PE230,1000,31.7,     , 14, 3,2029,EPE
  423,L, ,MILAG2CER013,1000,44.8,     ,  3, 3,2029,EPE
  424,L, ,PETROL-PE069,1000, 41.,     , 14, 3,2029,EPE
  428,L,1,TERES2SIN013,1000,27.8,   0., 15, 3,2029,EPE
  429,L, ,CASTA1-PA000,1000,39.2,     , 11, 4,2029,EPE
  430,L, ,CASTA2-PA000,1000,39.2,     , 11, 4,2029,EPE
  431,L, ,MIRA2A-MA000,1000,24.5,     ,  7, 4,2029,EPE
  433,L,1,VDOACUUTE013,1000,97.3, 101., 17, 3,2029,EPE
  434,D, ,GUAMA4-PA000,1000,48.9,     , 11, 4,2029,EPE
  436,L, ,STMAR3-PA000,1000,38.7,     , 11, 4,2029,EPE
  438,L, ,PDUT-1CAP500,1000,23.9,     ,  7, 4,2029,EPE
  439,L, ,IMP-P1CAP500,1000,46.5,     ,  7, 4,2029,EPE
  445,L, ,PARAIS-RN138,1000,37.8,     , 17, 3,2029,EPE
  452,L, ,S.MAT--RN013,1000,34.9,     , 17, 3,2029,EPE
  453,L, ,RG-CO2CAP500,1000, 43.,     , 15, 3,2029,EPE
  454,L, ,S.MAT2-RN013,1000,34.9,     , 17, 3,2029,EPE
  459,L, ,ACAPD1CAP500,1000,45.3,     ,  7, 4,2029,EPE
  462,L, ,ALTAMI-PA013,1000,50.3,     , 11, 4,2029,EPE
  463,L, ,RUROP2-PA013,1000,44.6,     , 11, 4,2029,EPE
  472,L, ,OLINDI-BA230,1000,26.6,     ,  2, 3,2029,EPE
  476,L, ,FNL---CER013,1000,18.3,     ,  2, 3,2029,EPE
  483,L,1,IRECE-SIN013,1000,29.7,   0.,  2, 3,2029,EPE
  485,L,1,BJLAPASIN013,1000,33.8,   0.,  2, 3,2029,EPE
  490,L, ,GUAMA1-PA000,1000, 40.,     , 11, 4,2029,EPE
  491,L, ,UTING1-PA000,1000,39.5,     , 11, 4,2029,EPE
  492,L, ,STMAR2-PA000,1000,38.7,     , 11, 4,2029,EPE
  493,L, ,MIRAM2-PA000,1000,40.4,     , 11, 4,2029,EPE
  494,L, ,MIRAM1-PA000,1000,40.4,     , 11, 4,2029,EPE
  495,D, ,GUAMA5-PA000,1000,48.9,     , 11, 4,2029,EPE
  496,D, ,GUAMA5-PA013,1000,48.9,     , 11, 4,2029,EPE
  498,L, ,CASTANCAP230,1000,36.9,     , 11, 4,2029,EPE
  499,L, ,MARAB1CAP500,1000,43.2,     , 11, 4,2029,EPE
  500,L, ,PAF4---BA500,1000,39.6,     ,  2, 3,2029,EPE
  502,D,1,MARABAUHE013,1000,19.5,   0., 11, 4,2029,EPE
  503,L, ,SE-MAR-PA500,1000,53.7,     , 11, 4,2029,EPE
  504,L, ,XINGO--SE500,1000,36.2,     , 21, 3,2029,EPE
  505,L, ,L.GONZ-PE500,1000,40.3,     , 14, 3,2029,EPE
  506,L, ,SOBRAD-BA500,1000, 43.,     ,  2, 3,2029,EPE
  511,L, ,ENPECE-CE230,1000,35.6,     ,  3, 3,2029,EPE
  516,L, ,QUIXAD-CE500,1000,38.7,     ,  3, 3,2029,EPE
  517,L, ,S.MILA-CE230,1000,44.8,     ,  3, 3,2029,EPE
  521,L, ,MILAGR-CE500,1000,43.9,     ,  3, 3,2029,EPE
  523,L, ,JCMR3--RN500,1000,44.7,     , 17, 3,2029,EPE
  525,L, ,FORTA2-CE500,1000,35.3,     ,  3, 3,2029,EPE
  526,L, ,SOBRA3-CE500,1000,33.3,     ,  3, 3,2029,EPE
  528,L, ,TERES2-PI500,1000,29.8,     , 15, 3,2029,EPE
  529,L, ,BESPER-MA500,1000,32.8,     ,  7, 4,2029,EPE
  531,L, ,MIRA1B-MA000,1000,25.9,     ,  7, 4,2029,EPE
  532,L, ,SLUIS2-MA500,1000,30.5,     ,  7, 4,2029,EPE
  536,L, ,RGONCA-PI500,1000,41.9,     , 15, 3,2029,EPE
  537,L, ,S.J.PI-PI500,1000,42.8,     , 15, 3,2029,EPE
  538,L, ,P.DUTR-MA500,1000,30.2,     ,  7, 4,2029,EPE
  539,L, ,IMPERA-MA500,1000,40.2,     ,  7, 4,2029,EPE
  540,L, ,ANGEL2-PE500,1000,35.1,     , 14, 3,2029,EPE
  541,L, ,RECIFE-PE500,1000,32.1,     , 14, 3,2029,EPE
  542,L, ,MESSIA-AL500,1000,32.6,     ,  1, 3,2029,EPE
  543,L, ,SUAPE2-PE500,1000,32.5,     , 14, 3,2029,EPE
  544,L, ,CGRD3--PB500,1000,38.3,     , 12, 3,2029,EPE
  546,L, ,G.ARAN-MA500,1000,28.5,     ,  7, 4,2029,EPE
  549,L, ,GARANH-PE500,1000,35.4,     , 14, 3,2029,EPE
  555,L, ,MCHAP2-BA500,1000,27.9,     ,  2, 3,2029,EPE
  559,L, ,ACAILA-MA500,1000,39.9,     ,  7, 4,2029,EPE
  560,L, ,RUROP--PA138,1000,44.6,     , 11, 4,2029,EPE
  561,L, ,TRANSA-PA034,1000,47.2,     , 11, 4,2029,EPE
  563,L, ,RUROP1-PA013,1000,44.6,     , 11, 4,2029,EPE
  564,L, ,SALOPE-MA500,1000,34.9,     ,  7, 4,2029,EPE
  565,L, ,MIRAND-MA500,1000,31.4,     ,  7, 4,2029,EPE
  566,L, ,PAU-FE-PE500,1000,34.5,     , 14, 3,2029,EPE
  567,L, ,TUPIRA-TO500,1000,20.4,     , 22, 2,2029,EPE
  570,L, ,ESTREI-MA500,1000,47.1,     ,  7, 4,2029,EPE
  571,L, ,MIRACE-TO500,1000,39.3,     , 22, 2,2029,EPE
  572,D,1,S.ISABUHE013,1000,-.47,   0., 22, 2,2029,EPE
  573,L, ,JARDIM-SE500,1000,31.6,     , 21, 3,2029,EPE
  574,L, ,CAMAC2-BA500,1000,26.4,     ,  2, 3,2029,EPE
