NUMBER,OP,TYPE,NAME,VOLT,PHASE,MUST,UF,SS,CYCLE,SOURCE
12336,L, ,E.MARTCER013,1000,39.3,     , 15, 3,2029,EPE
12501,L, ,CNOVO2-PI500,1000, 44.,     , 15, 3,2029,EPE
12505,L,1,PROSP3UTE013,1000,30.3, 47.5,  2, 3,2029,EPE
12513,L,1,CVWENEUTE013,1000,21.9,   1.,  1, 3,2029,EPE
12529,L, ,BESPER-MA069,1000,28.7,     ,  7, 4,2029,EPE
12546,L, ,EXTRE2-RN230,1000, 39.,     , 17, 3,2029,EPE
12602,L, ,JABOAT-PE069,1000,27.6,     , 14, 3,2029,EPE
12699,L, ,JPSII--PB069,1000,29.5,     , 12, 3,2029,EPE
12758,L,1,PRTC1GUTE023,1000,35.1,   1.,  3, 3,2029,EPE
12759,L, ,PRTCEM-CE500,1000,35.1,     ,  3, 3,2029,EPE
12901,L, ,PARNAI-PI500,1000,32.7,     , 15, 3,2029,EPE
12902,L, ,ACARA3-CE500,1000,33.9,     ,  3, 3,2029,EPE
12903,L, ,PARNAI-PI230,1000,32.6,     , 15, 3,2029,EPE
12904,L, ,PARNAI-PI138,1000,31.8,     , 15, 3,2029,EPE
12905,L, ,TIANG2-CE500,1000,32.6,     ,  3, 3,2029,EPE
12907,L, ,ACARA3-CE230,1000,33.9,     ,  3, 3,2029,EPE
12911,L, ,PARNAICER013,1000,32.7,     , 15, 3,2029,EPE
12912,L, ,TIANG2-CE230,1000,31.9,     ,  3, 3,2029,EPE
12913,L, ,JAGUA2CER013,1000,40.9,     ,  3, 3,2029,EPE
12980,L,1,CRTEUSSIN013,1000,34.5,   0.,  3, 3,2029,EPE
12998,L, ,JPSII--PB500,1000,35.8,     , 12, 3,2029,EPE
12999,L, ,JPSII--PB230,1000,30.8,     , 12, 3,2029,EPE
13001,L, ,SALOBO-PA230,1000,38.8,     , 11, 4,2029,EPE
13002,L, ,MOP----PA230,1000,39.6,     , 11, 4,2029,EPE
13003,L,1,MARA4GUTE013,1000,41.6,320.7,  7, 4,2029,EPE
13004,L, ,SOSSEG-PA230,1000,41.7,     , 11, 4,2029,EPE
13005,L, ,ALTAM2-PA000,1000,50.3,     , 11, 4,2029,EPE
13006,L, ,ALTAM2-PA013,1000,50.3,     , 11, 4,2029,EPE
13007,L,1,MARA4VUTE013,1000,57.1,   0.,  7, 4,2029,EPE
13008,L,1,MARA5GUTE013,1000, 41.,320.7,  7, 4,2029,EPE
13009,L,1,MARA5VUTE013,1000,57.1,   0.,  7, 4,2029,EPE
13010,L, ,INTEGR-PA500,1000,44.2,     , 11, 4,2029,EPE
13011,L, ,XINGUA-PA230,1000,37.1,     , 11, 4,2029,EPE
13012,L, ,MARAB3-PA000,1000,43.7,     , 11, 4,2029,EPE
13013,L, ,MARAB3-PA013,1000,43.7,     , 11, 4,2029,EPE
13014,L, ,TAPAJ2-PA230,1000, 45.,     , 11, 4,2029,EPE
13015,L, ,TAPAJO-PA138,1000, 42.,     , 11, 4,2029,EPE
13016,L,1,MARA3GUTE013,1000,41.6,320.7,  7, 4,2029,EPE
13017,L, ,TUCURU-PA013,1000,55.1,     , 11, 4,2029,EPE
13018,L, ,TAPAJ2-PA138,1000,42.9,     , 11, 4,2029,EPE
13020,L, ,CHAPAD-MA230,1000,23.5,     ,  7, 4,2029,EPE
13021,L, ,P.ITAQ-MA230,1000,29.8,     ,  7, 4,2029,EPE
13022,L,1,MARA3VUTE013,1000,42.5,164.5,  7, 4,2029,EPE
13023,L, ,TOMEAC-PA230,1000,40.5,     , 11, 4,2029,EPE
13024,L, ,TOMEA1-PA000,1000,38.4,     , 11, 4,2029,EPE
13025,L, ,TOMEA2-PA000,1000,38.4,     , 11, 4,2029,EPE
13026,L, ,TOMEA1-PA013,1000,38.4,     , 11, 4,2029,EPE
13027,L, ,TOMEA2-PA013,1000,38.4,     , 11, 4,2029,EPE
13028,L,1,MOP---SIN013,1000,39.6,   0., 11, 4,2029,EPE
13029,L,1,N.VE.GUTE013,1000,42.5,167.3,  7, 4,2029,EPE
13030,L, ,ALTAM3-PA000,1000,50.3,     , 11, 4,2029,EPE
13031,L, ,ALTAM3-PA013,1000,50.3,     , 11, 4,2029,EPE
13032,L,1,PARN4GUTE013,1000,40.8,53.46,  7, 4,2029,EPE
13033,L,1,PARNAVUTE013,1000,37.8,172.5,  7, 4,2029,EPE
13039,L,1,N.VE.VUTE013,1000,40.4,87.64,  7, 4,2029,EPE
13040,L, ,REFRON-PA230,1000,46.4,     , 11, 4,2029,EPE
13090,L,1,NTBARCUTE013,1000,52.6,574.2, 11, 4,2029,EPE
13096,L, ,NTBARC-PA230,1000,46.3,     , 11, 4,2029,EPE
13100,L, ,SLUIS4-MA500,1000,30.5,     ,  7, 4,2029,EPE
13101,L, ,SLUIS4-MA230,1000,29.8,     ,  7, 4,2029,EPE
13102,L, ,SLUIS4-MA069,1000,28.6,     ,  7, 4,2029,EPE
13103,L, ,BACABE-MA500,1000,30.9,     ,  7, 4,2029,EPE
13230,L,1,ENCRUZ-MA230,1000,27.3,   0.,  7, 4,2029,EPE
13231,L, ,ENCRUZ-MA000,1000,25.2,     ,  7, 4,2029,EPE
13232,L, ,ENCRUZ-MA000,1000,25.2,     ,  7, 4,2029,EPE
13363,L,1,RUROPOSIN013,1000,45.6,   0., 11, 4,2029,EPE
13364,L,1,TAPAJOSIN013,1000, 45.,   0., 11, 4,2029,EPE
13410,L, ,G.NORT-MA230,1000,28.4,     ,  7, 4,2029,EPE
13411,L, ,GERAM1UTE013,1000,28.4,     ,  7, 4,2029,EPE
13412,L, ,GERAMIUTE013,1000,28.4,     ,  7, 4,2029,EPE
13413,L, ,GERAM2UTE013,1000,28.4,     ,  7, 4,2029,EPE
13414,D, ,N.OLI2UTE013,1000,28.4,     ,  7, 4,2029,EPE
13495,L, ,MIRAM3-PA000,1000,40.4,     , 11, 4,2029,EPE
13499,L, ,PALMAS-TO138,1000,36.9,     , 22, 2,2029,EPE
13500,L, ,PALMAS-TO230,1000,38.9,     , 22, 2,2029,EPE
13501,L, ,JURUTI-PA230,1000,49.7,     , 11, 4,2029,EPE
13502,L, ,XINGU--PA230,1000,54.2,     , 11, 4,2029,EPE
13503,L, ,XINGU--PA013,1000,54.8,     , 11, 4,2029,EPE
13504,L, ,XINGU--PA000,1000,54.8,     , 11, 4,2029,EPE
13505,L, ,XINGU2-PA013,1000,54.8,     , 11, 4,2029,EPE
13506,L, ,XINGU2-PA000,1000,54.8,     , 11, 4,2029,EPE
13510,L, ,PALMSA-TO000,1000,36.7,     , 22, 2,2029,EPE
13511,L, ,PALMSB-TO000,1000,36.7,     , 22, 2,2029,EPE
13512,L, ,PALMSA-TO013,1000,36.7,     , 22, 2,2029,EPE
13513,L, ,PALMSB-TO013,1000,36.7,     , 22, 2,2029,EPE
13514,L, ,PALMSC-TO000,1000,36.7,     , 22, 2,2029,EPE
13515,L, ,PALMSC-TO013,1000,36.7,     , 22, 2,2029,EPE
13550,L, ,PARINT-AM230,1000,48.4,     , 24, 4,2029,EPE
13797,L, ,TUCURI-PA000,1000,55.1,     , 11, 4,2029,EPE
13800,L, ,TAPAJ1-PA000,1000,42.8,     , 11, 4,2029,EPE
13801,L, ,TAPAJ2-PA000,1000,42.8,     , 11, 4,2029,EPE
13802,L, ,TAPAJ1-PA013,1000,42.8,     , 11, 4,2029,EPE
13803,L, ,TAPAJ2-PA013,1000,42.8,     , 11, 4,2029,EPE
13804,L, ,JURUT1-PA000,1000,48.7,     , 11, 4,2029,EPE
13805,L, ,JURUT2-PA000,1000,48.7,     , 11, 4,2029,EPE
13806,L, ,JURUT1-PA013,1000,48.7,     , 11, 4,2029,EPE
13807,L, ,JURUT2-PA013,1000,48.7,     , 11, 4,2029,EPE
13810,L, ,RUROP3-PA000,1000,44.6,     , 11, 4,2029,EPE
13811,L, ,RUROP3-PA013,1000,44.6,     , 11, 4,2029,EPE
13995,L, ,MIRAM3-PA013,1000,40.4,     , 11, 4,2029,EPE
14000,L, ,ORIXIM-PA230,1000,51.5,     , 11, 4,2029,EPE
14002,L, ,ORIXI1-PA000,1000,51.5,     , 11, 4,2029,EPE
14003,L, ,ORIXI1-PA013,1000,51.5,     , 11, 4,2029,EPE
14004,L, ,ORIXI2-PA000,1000,51.5,     , 11, 4,2029,EPE
14005,L, ,ORIXI2-PA013,1000,51.5,     , 11, 4,2029,EPE
14102,L, ,MARITU-PA500,1000,46.5,     , 11, 4,2029,EPE
14302,L, ,MARITU-PA230,1000,44.4,     , 11, 4,2029,EPE
14303,L, ,MARIT4-PA013,1000, 43.,     , 11, 4,2029,EPE
14304,L, ,MARIT4-PA000,1000, 43.,     , 11, 4,2029,EPE
14305,L, ,MARIT5-PA013,1000, 43.,     , 11, 4,2029,EPE
14306,L, ,MARIT5-PA000,1000, 43.,     , 11, 4,2029,EPE
14308,D, ,MARIT7-PA000,1000,49.8,     , 11, 4,2029,EPE
14311,D, ,MIRAM4-PA000,1000, 48.,     , 11, 4,2029,EPE
14312,D, ,MIRAM4-PA013,1000, 48.,     , 11, 4,2029,EPE
14400,L, ,ACAILA-MA230,1000,39.1,     ,  7, 4,2029,EPE
14401,L, ,ACAILA-MA069,1000,34.8,     ,  7, 4,2029,EPE
14450,L, ,D.ELI2-PA230,1000,38.9,     , 11, 4,2029,EPE
14451,L, ,D.ELI2-PA069,1000,38.2,     , 11, 4,2029,EPE
14480,L, ,S.LUZ3-MA500,1000, 34.,     ,  7, 4,2029,EPE
14481,L, ,S.LUZ3-MA230,1000,32.1,     ,  7, 4,2029,EPE
14483,L, ,S.LUZ3-MA138,1000,25.2,     ,  7, 4,2029,EPE
14921,L, ,SILVAN-GO500,1000, 26.,     ,  6, 2,2029,EPE
14963,L, ,MARIT3-PA000,1000,44.2,     , 11, 4,2029,EPE
14965,L, ,MARIT1-PA000,1000,44.2,     , 11, 4,2029,EPE
14966,L, ,MARIT2-PA000,1000,44.2,     , 11, 4,2029,EPE
14967,L, ,MARIT3-PA013,1000,44.2,     , 11, 4,2029,EPE
14968,L, ,MARIT1-PA013,1000,44.2,     , 11, 4,2029,EPE
14969,L, ,MARIT2-PA013,1000,44.2,     , 11, 4,2029,EPE
15029,L, ,BESPER-PI069,1000,28.7,     , 15, 3,2029,EPE
15054,L, ,TERESA-PI013,1000,22.9,     , 15, 3,2029,EPE
15055,L, ,TERESB-PI013,1000,21.5,     , 15, 3,2029,EPE
15056,L, ,TERES2-PI069,1000,26.3,     , 15, 3,2029,EPE
15100,L, ,TERES3-PI069,1000,24.4,     , 15, 3,2029,EPE
15101,L, ,TABULE-PI138,1000,32.2,     , 15, 3,2029,EPE
15115,L, ,SECPBT-PI138,1000,31.9,     , 15, 3,2029,EPE
15117,L, ,SCPB2T-PI138,1000,31.9,     , 15, 3,2029,EPE
15203,L, ,B.JESU-PI069,1000,36.4,     , 15, 3,2029,EPE
15204,L, ,CHAPA1-PI069,1000,43.9,     , 15, 3,2029,EPE
15205,L, ,GILBUE-PI069,1000,36.4,     , 15, 3,2029,EPE
15230,L, ,CHAPA1-PI138,1000,43.9,     , 15, 3,2029,EPE
15301,L, ,C.NETO-PI069,1000,21.7,     , 15, 3,2029,EPE
15351,L, ,S.JOAO-PI069,1000,44.2,     , 15, 3,2029,EPE
15510,L,1,CASTANPCH013,1000,39.9, 3.33,  3, 3,2029,EPE
15511,L, ,CASTAN-CE069,1000,37.7,     ,  3, 3,2029,EPE
16001,L, ,BFORM--RN069,1000,35.4,     , 17, 3,2029,EPE
16002,L,1,BAFORMUTE013,1000,35.4,   0., 17, 3,2029,EPE
16004,L, ,C.NOV--RN013,1000,37.6,     , 17, 3,2029,EPE
16005,L,1,ARMRIBPCH013,1000,43.5, 1.74, 17, 3,2029,EPE
16006,L, ,ARMRIB-RN069,1000,41.2,     , 17, 3,2029,EPE
16013,L, ,CARAU2-RN069,1000,39.9,     , 17, 3,2029,EPE
16146,L, ,S.CRUZ-RN013,1000,34.9,     , 17, 3,2029,EPE
16400,L, ,PNA----RN069,1000,33.3,     , 17, 3,2029,EPE
16401,L, ,POTIGT-RN069,1000,35.4,     , 17, 3,2029,EPE
16402,L, ,POTI1-UTE013,1000,35.4,     , 17, 3,2029,EPE
16403,L, ,POTI3-UTE013,1000,35.4,     , 17, 3,2029,EPE
16501,L,1,CUREMAPCH013,1000,50.8,  1.3, 12, 3,2029,EPE
16502,L,1,GIASA2UTE013,1000, 26.,   0., 12, 3,2029,EPE
16503,L,1,JAPUNGUTE013,1000,27.9,   0., 12, 3,2029,EPE
16504,L,1,MONALEUTE013,1000,27.9,   0., 12, 3,2029,EPE
16506,L, ,FIAT---PB069,1000,30.9,     , 12, 3,2029,EPE
16645,L, ,PILOS3-PB069,1000,36.8,     , 12, 3,2029,EPE
17001,L, ,ANGELI-PE013,1000,31.2,     , 14, 3,2029,EPE
17002,L, ,B.NOME-PE013,1000,39.6,     , 14, 3,2029,EPE
17003,L,1,VALVERPCH013,1000,25.5,  .37, 14, 3,2029,EPE
17004,L,1,PEDFURPCH013,1000,25.5,  2.4, 14, 3,2029,EPE
17005,L,1,MANOPLPCH013,1000,25.5, 2.09, 14, 3,2029,EPE
17006,L,1,S.JOSEUTE013,1000,28.5,   0., 14, 3,2029,EPE
17007,L, ,ARCVER-PE069,1000,32.3,     , 14, 3,2029,EPE
17008,L,1,IPOJUCUTE013,1000,29.2,   0., 14, 3,2029,EPE
17009,L,1,TRAPICUTE013,1000,25.5,   0., 14, 3,2029,EPE
17010,L,1,UNIINDUTE013,1000,25.5,   0., 14, 3,2029,EPE
17011,L,1,ZIHUATUTE013,1000,25.5,   0., 14, 3,2029,EPE
17012,L,1,ALCNACUTE013,1000,25.5,   0., 14, 3,2029,EPE
17013,L,1,PAMESAUTE013,1000,29.2,  1.9, 14, 3,2029,EPE
17014,L,1,PIRAPAUTE013,1000,25.5,   0., 14, 3,2029,EPE
17015,L,1,STATERUTE013,1000, 26.,   0., 14, 3,2029,EPE
17016,L,1,ITAENGUTE013,1000,28.5,   0., 14, 3,2029,EPE
17017,L, ,ASJABR-PE069,1000,27.9,     , 14, 3,2029,EPE
17018,L,1,ASJABRUTE013,1000,33.7,25.67, 14, 3,2029,EPE
17101,L, ,REBON1-PE230,1000,30.1,     , 14, 3,2029,EPE
17102,L, ,REBON2-PE230,1000,30.1,     , 14, 3,2029,EPE
17230,L, ,CHAPA1-PE138,1000,43.9,     , 14, 3,2029,EPE
17442,L,1,SSCAI2-RS138,1000,-74.,   0., 18, 1,2029,EPE
17443,L, ,BONGIA-PE013,1000,27.6,     , 14, 3,2029,EPE
17501,L, ,MACEII-AL069,1000,28.2,     ,  1, 3,2029,EPE
17502,L, ,ARAPI3-AL069,1000,19.1,     ,  1, 3,2029,EPE
17503,L, ,SLQUIT-AL069,1000,22.5,     ,  1, 3,2029,EPE
17504,L, ,CURRAL-AL069,1000,37.4,     ,  1, 3,2029,EPE
17505,L,1,GUSPAIPCH013,1000, 24.,  .32,  1, 3,2029,EPE
17506,L,1,SERGRAUTE013,1000,32.3,   0.,  1, 3,2029,EPE
17507,L,1,BENBIOUTE013,1000, 24.,   0.,  1, 3,2029,EPE
17508,L,1,BIOFLEUTE013,1000, 24.,   0.,  1, 3,2029,EPE
17509,L,1,JITITUUTE013,1000, 24.,   0.,  1, 3,2029,EPE
17510,L,1,SINIMBUTE013,1000, 24.,   0.,  1, 3,2029,EPE
17511,L,1,CORURIUTE013,1000,21.8,   0.,  1, 3,2029,EPE
17512,L,1,MARITUUTE013,1000,21.8,   0.,  1, 3,2029,EPE
18001,L,1,CAMLINUTE013,1000,27.9,15.62, 21, 3,2029,EPE
18002,L,1,IOLLEIUTE013,1000,27.9, 3.12, 21, 3,2029,EPE
18003,L,1,SJPINHUTE013,1000,27.9,  7.5, 21, 3,2029,EPE
18004,L,1,TAQUARUTE013,1000,27.9, 1.88, 21, 3,2029,EPE
18007,L, ,NSGLO2-SE069,1000, 31.,     , 21, 3,2029,EPE
18501,L,1,PREGULPCH013,1000,37.1, 4.62,  2, 3,2029,EPE
18502,L,1,AFEMEAPCH013,1000,37.3,  3.7,  2, 3,2029,EPE
18503,L, ,ITABUN-BA138,1000,16.8,     ,  2, 3,2029,EPE
18504,L, ,OLINDI-BA013,1000,25.5,     ,  2, 3,2029,EPE
18506,L,1,COLIN2PCH013,1000,15.9, 6.51,  2, 3,2029,EPE
18507,L,1,COLIN1PCH013,1000, 14., 4.51,  2, 3,2029,EPE
18508,L,1,SYKUE-UTE013,1000,35.1,25.68,  2, 3,2029,EPE
18509,L,1,CDLIXAPCH013,1000,15.7, 6.07,  2, 3,2029,EPE
18510,L, ,RGRAND-BA138,1000,31.3,     ,  2, 3,2029,EPE
18512,L,1,AGROV1UTE013,1000, 41.,  1.8,  2, 3,2029,EPE
18513,L,1,AGROV2UTE013,1000, 41.,  4.5,  2, 3,2029,EPE
18514,L,1,SITGRAPCH013,1000,35.2,10.21,  2, 3,2029,EPE
18515,L,1,CANDENPCH013,1000,18.7, 4.51,  2, 3,2029,EPE
18516,L,1,BURITIPCH013,1000,33.5,  .56,  2, 3,2029,EPE
18517,L,1,PIABANPCH013,1000,33.5,  .65,  2, 3,2029,EPE
18518,L,1,SIRIVEPCH013,1000,33.5,   1.,  2, 3,2029,EPE
18519,L,1,SUCURIPCH013,1000,33.5, 1.68,  2, 3,2029,EPE
18520,L,1,TAPUIAPCH013,1000,33.5,   1.,  2, 3,2029,EPE
18521,L,1,PEDRA-PCH013,1000,15.9, 8.22,  2, 3,2029,EPE
18522,L,1,FUNIL-PCH013,1000,15.9,12.33,  2, 3,2029,EPE
18523,L,1,BOASORPCH013,1000,35.3, 8.46,  2, 3,2029,EPE
18524,L, ,PORTOF-BA138,1000,33.8,     ,  2, 3,2029,EPE
18525,L,1,PORTOFPCH013,1000,35.4,  15.,  2, 3,2029,EPE
18526,L, ,RIACHO-BA138,1000,33.7,     ,  2, 3,2029,EPE
18527,L,1,RIACHOPCH013,1000,35.4, 4.96,  2, 3,2029,EPE
18528,L, ,LAGOAG-BA138,1000,34.2,     ,  2, 3,2029,EPE
18529,L,1,LAGOAGPCH013,1000,36.1,12.88,  2, 3,2029,EPE
18531,L,1,GALVANUTE013,1000,33.6, 3.32,  2, 3,2029,EPE
18532,L, ,BOASOR-BA138,1000,33.5,     ,  2, 3,2029,EPE
18533,L,1,CANARIUTE013,1000,19.5,  .21,  2, 3,2029,EPE
18534,L,1,JUL12VPCH013,1000,18.6,  .31,  2, 3,2029,EPE
18535,L,1,DOIDO-PCH013,1000,33.6, 3.25,  2, 3,2029,EPE
18536,L,1,PITUACUFV013,1000,16.6,  .36,  2, 3,2029,EPE
18537,L,1,SUZMUCUTE013,1000,16.6,  40.,  2, 3,2029,EPE
18538,L,1,SALVADUTE013,1000,16.6,19.73,  2, 3,2029,EPE
18552,L, ,ZEBU---BA013,1000,13.4,     ,  2, 3,2029,EPE
18553,L, ,BRUMAD-BA138,1000, 11.,     ,  2, 3,2029,EPE
18554,L, ,ITAMAR-BA138,1000,11.4,     ,  2, 3,2029,EPE
18555,L, ,GARFIC-BA138,1000,33.5,     ,  2, 3,2029,EPE
18556,L, ,PANAMB-BA138,1000,32.3,     ,  2, 3,2029,EPE
18558,L, ,SMARCE-BA138,1000,31.6,     ,  2, 3,2029,EPE
18560,L, ,COACEI-BA138,1000,31.4,     ,  2, 3,2029,EPE
18562,L, ,COACII-BA138,1000,30.5,     ,  2, 3,2029,EPE
18564,L, ,M.NETO-BA230,1000,13.5,     ,  2, 3,2029,EPE
18565,L, ,GARGAN-BA138,1000,32.9,     ,  2, 3,2029,EPE
18567,L, ,FORMRP-BA138,1000,31.9,     ,  2, 3,2029,EPE
18568,L, ,GARG2A-BA138,1000,33.6,     ,  2, 3,2029,EPE
18570,L, ,DIANOP-BA138,1000,34.3,     ,  2, 3,2029,EPE
18586,L, ,JUAZE3-BA069,1000,32.9,     ,  2, 3,2029,EPE
18600,L, ,ITAPEB-BA138,1000,11.2,     ,  2, 3,2029,EPE
18601,L, ,CAMACA-BA138,1000,8.44,     ,  2, 3,2029,EPE
18602,L, ,P.ASTE-BA138,1000,7.19,     ,  2, 3,2029,EPE
18603,L, ,D. MEI-BA138,1000,12.1,     ,  2, 3,2029,EPE
18604,L, ,EKA----BA230,1000,19.3,     ,  2, 3,2029,EPE
18612,L, ,POCOE3-BA230,1000,19.3,     ,  2, 3,2029,EPE
18751,L,1,S.LUZIPCH013,1000,35.3, 8.08,  2, 3,2029,EPE
18752,L, ,S.LUZI-BA138,1000,31.5,     ,  2, 3,2029,EPE
18761,L, ,ALAGO2-BA069,1000,21.7,     ,  2, 3,2029,EPE
18763,L, ,FSANT3-BA069,1000,15.8,     ,  2, 3,2029,EPE
19002,L, ,CHAPAD-MA069,1000, 22.,     ,  7, 4,2029,EPE
19013,L, ,ENCRUZ-MA013,1000,25.2,     ,  7, 4,2029,EPE
19069,L, ,ENCRUZ-MA069,1000,25.3,     ,  7, 4,2029,EPE
19070,L, ,DINDCN-MA069,1000,21.7,     ,  7, 4,2029,EPE
19071,D, ,FICCHA-MA069,1000,36.5,     ,  7, 4,2029,EPE
19072,L, ,CHPAD2-MA069,1000, 22.,     ,  7, 4,2029,EPE
19074,L, ,PALEST-MA069,1000,21.8,     ,  7, 4,2029,EPE
19075,L, ,URBAPR-MA069,1000,21.9,     ,  7, 4,2029,EPE
19090,L, ,TERES--MA069,1000,21.9,     ,  7, 4,2029,EPE
19099,L, ,CAXIA2-MA230,1000,21.4,     ,  7, 4,2029,EPE
19110,L, ,CAXIA2-MA069,1000,19.9,     ,  7, 4,2029,EPE
19300,L, ,ACAIL--MA069,1000,33.6,     ,  7, 4,2029,EPE
19301,L, ,ITINGA-MA069,1000, 31.,     ,  7, 4,2029,EPE
19302,L, ,PIQUIA-MA069,1000,34.4,     ,  7, 4,2029,EPE
19303,L, ,ACAIL--MA013,1000,29.2,     ,  7, 4,2029,EPE
19304,L, ,ITINGA-MA013,1000,27.6,     ,  7, 4,2029,EPE
19305,L, ,PIQUIA-MA013,1000, 32.,     ,  7, 4,2029,EPE
19306,L, ,ACAIL--MA034,1000,26.4,     ,  7, 4,2029,EPE
19310,L, ,ST.LUZ-MA138,1000,24.7,     ,  7, 4,2029,EPE
19311,L, ,STFIC1-MA000,1000,23.3,     ,  7, 4,2029,EPE
19312,L, ,STFIC2-MA000,1000,23.3,     ,  7, 4,2029,EPE
19313,L, ,STLUZ1-MA013,1000,23.3,     ,  7, 4,2029,EPE
19314,L, ,STLUZ2-MA013,1000,23.3,     ,  7, 4,2029,EPE
19315,L, ,STLUZ3-MA013,1000,13.9,     ,  7, 4,2029,EPE
19316,L, ,ST.LUZ-MA069,1000,23.3,     ,  7, 4,2029,EPE
19317,L, ,S.INES-MA138,1000,23.7,     ,  7, 4,2029,EPE
19318,L, ,VITORI-MA069,1000, 14.,     ,  7, 4,2029,EPE
19319,L, ,VITORI-MA013,1000,10.2,     ,  7, 4,2029,EPE
19320,L, ,BACAB2-MA069,1000,12.4,     ,  7, 4,2029,EPE
19321,L, ,BACAB2-MA013,1000,8.99,     ,  7, 4,2029,EPE
19322,L, ,BACAB1-MA069,1000,12.5,     ,  7, 4,2029,EPE
19323,L, ,BACAB1-MA013,1000,7.38,     ,  7, 4,2029,EPE
19324,L, ,SIFIC1-MA000,1000,22.5,     ,  7, 4,2029,EPE
19325,L, ,SIFIC2-MA000,1000,22.5,     ,  7, 4,2029,EPE
19326,L, ,SIFIC3-MA000,1000,22.5,     ,  7, 4,2029,EPE
19327,L, ,S.INE1-MA013,1000,22.5,     ,  7, 4,2029,EPE
19328,L, ,S.INE2-MA013,1000,22.5,     ,  7, 4,2029,EPE
19329,L, ,S.INE3-MA013,1000,22.5,     ,  7, 4,2029,EPE
19330,L, ,S.INES-MA069,1000,22.6,     ,  7, 4,2029,EPE
19331,L, ,BACAB1-MA034,1000,3.82,     ,  7, 4,2029,EPE
19332,L, ,RT.L.V-MA034,1000,.894,     ,  7, 4,2029,EPE
19333,L, ,L.VERD-MA034,1000,.565,     ,  7, 4,2029,EPE
19334,L, ,L.VERD-MA013,1000,-2.8,     ,  7, 4,2029,EPE
19335,L, ,EST.30-MA138,1000,24.1,     ,  7, 4,2029,EPE
19336,L, ,E30FI1-MA000,1000,21.4,     ,  7, 4,2029,EPE
19337,L, ,E30FI1-MA013,1000,21.4,     ,  7, 4,2029,EPE
19338,L, ,EST.30-MA013,1000,19.6,     ,  7, 4,2029,EPE
19339,L, ,EST.30-MA069,1000,21.5,     ,  7, 4,2029,EPE
19340,L, ,BURITI-MA069,1000,13.1,     ,  7, 4,2029,EPE
19341,L, ,BURITI-MA013,1000,4.88,     ,  7, 4,2029,EPE
19342,L, ,BURITI-MA034,1000,9.03,     ,  7, 4,2029,EPE
19343,L, ,RTBJSE-MA034,1000,4.17,     ,  7, 4,2029,EPE
19344,L, ,B.J.SE-MA034,1000,3.67,     ,  7, 4,2029,EPE
19345,L, ,B.J.SE-MA013,1000,-.56,     ,  7, 4,2029,EPE
19346,L, ,RTARAM-MA034,1000,1.53,     ,  7, 4,2029,EPE
19347,L, ,ARAME--MA034,1000,1.19,     ,  7, 4,2029,EPE
19348,L, ,ARAME--MA013,1000,-2.9,     ,  7, 4,2029,EPE
19349,L, ,EST-30-MA034,1000,18.2,     ,  7, 4,2029,EPE
19501,L, ,XINGUA-PA138,1000,34.9,     , 11, 4,2029,EPE
19502,L, ,TUCUMA-PA138,1000,36.4,     , 11, 4,2029,EPE
19503,L, ,SFELIX-PA138,1000,34.3,     , 11, 4,2029,EPE
19505,L, ,RMARIA-PA138,1000,32.1,     , 11, 4,2029,EPE
19506,L, ,REDENC-PA138,1000,24.6,     , 11, 4,2029,EPE
19507,L, ,R.VERM-PA138,1000,37.7,     , 11, 4,2029,EPE
19508,L, ,ELDORA-PA138,1000,38.5,     , 11, 4,2029,EPE
19509,L, ,MABFC1-PA230,1000,46.1,     , 11, 4,2029,EPE
19510,L, ,MABFC2-PA230,1000,45.9,     , 11, 4,2029,EPE
19511,L, ,MABCPA-PA230,1000,45.4,     , 11, 4,2029,EPE
19512,L, ,MABCPA-PA000,1000,43.8,     , 11, 4,2029,EPE
19513,L, ,MABCPA-PA013,1000,40.4,     , 11, 4,2029,EPE
19514,L, ,MABCPA-PA138,1000,43.9,     , 11, 4,2029,EPE
19515,L, ,MABCP2-PA138,1000,43.9,     , 11, 4,2029,EPE
19516,L, ,ITACPA-PA138,1000,42.7,     , 11, 4,2029,EPE
19517,L, ,ITUPIR-PA138,1000, 42.,     , 11, 4,2029,EPE
19518,L, ,SINOBR-PA138,1000,43.5,     , 11, 4,2029,EPE
19519,L, ,SANTAN-PA138,1000,27.7,     , 11, 4,2029,EPE
19520,L, ,SANTAN-PA230,1000,29.2,     , 11, 4,2029,EPE
19521,L, ,BERTIM-PA138,1000,43.8,     , 11, 4,2029,EPE
19522,L, ,ST-DEF-PA138,1000,26.8,     , 11, 4,2029,EPE
19523,L, ,JURUTI-PA138,1000,48.7,     , 11, 4,2029,EPE
19525,L, ,AGUA_A-PA138,1000,37.1,     , 11, 4,2029,EPE
19528,L, ,OBIDOS-PA138,1000,49.2,     , 11, 4,2029,EPE
19529,L, ,CURU-A-PA138,1000,45.5,     , 11, 4,2029,EPE
19530,L, ,ALENQU-PA138,1000,44.1,     , 11, 4,2029,EPE
19531,L, ,MALEGR-PA138,1000,41.3,     , 11, 4,2029,EPE
19532,L, ,ITAITU-PA138,1000,40.8,     , 11, 4,2029,EPE
19535,L,1,CURUAAUHE006,1000,54.1, 16.8, 11, 4,2029,EPE
19536,L,1,CURUABUHE006,1000,49.8,  8.4, 11, 4,2029,EPE
