DE,NOME_DE,PARA,NOME_PARA,CIRC,EST
 2223,CJARDI-SP138, 2222,BOAVIS-SP138, 1, 
 2223,CJARDI-SP138, 2265,TREVO--SP138, 1, 
 2265,TREVO--SP138, 2223,CJARDI-SP138, 1, 
 2225,CARIOB-SP138, 2234,VICRAY-SP138, 1, 
 2234,VICRAY-SP138, 2225,CARIOB-SP138, 1, 
 2225,CARIOB-SP138, 2320,CARIOB-SP069, 1, 
 2320,CARIOB-SP069, 2225,CARIOB-SP138, 1, 
 2225,CARIOB-SP138,30070,D1#YTO-SP138, 1, 
30070,D1#YTO-SP138, 2225,CARIOB-SP138, 1, 
 2225,CARIOB-SP138,30075,D2#IPE-SP138, 2, 
30075,D2#IPE-SP138, 2225,CARIOB-SP138, 2, 
 2225,CARIOB-SP138,30088,D2#YTO-SP138, 2, 
30088,D2#YTO-SP138, 2225,CARIOB-SP138, 2, 
 2225,CARIOB-SP138,30091,D1#IPE-SP138, 1, 
30091,D1#IPE-SP138, 2225,CARIOB-SP138, 1, 
 2226,CATERP-SP138, 2306,ROMI---SP138, 1, 
 2306,ROMI---SP138, 2226,CATERP-SP138, 1, 
 2227,CHAPAD-SP138, 2265,TREVO--SP138, 1, 
 2265,TREVO--SP138, 2227,CHAPAD-SP138, 1, 
 2230,PAINEI-SP138,30238,D#1AN--SP138, 1, 
30238,D#1AN--SP138, 2230,PAINEI-SP138, 1, 
 2230,PAINEI-SP138,30239,D#2AN--SP138, 2, 
30239,D#2AN--SP138, 2230,PAINEI-SP138, 2, 
 2231,ESMERA-SP138,30096,D1#ESM-SP138, 1,D
30096,D1#ESM-SP138, 2231,ESMERA-SP138, 1,D
 2231,ESMERA-SP138,30097,D2#ESM-SP138, 2, 
30097,D2#ESM-SP138, 2231,ESMERA-SP138, 2, 
 2232,PIRNOR-SP138, 2317,PIRACI-SP069, 1, 
 2317,PIRACI-SP069, 2232,PIRNOR-SP138, 1, 
 2233,VILLAR-SP138,30084,D1#YEL-SP138, 1, 
30084,D1#YEL-SP138, 2233,VILLAR-SP138, 1, 
 2233,VILLAR-SP138,30085,D2#YEL-SP138, 2,D
30085,D2#YEL-SP138, 2233,VILLAR-SP138, 2,D
 2234,VICRAY-SP138,30007,NILIT--SP138, 1, 
30007,NILIT--SP138, 2234,VICRAY-SP138, 1, 
 2235,GEVISA-SP138, 2222,BOAVIS-SP138, 1, 
 2222,BOAVIS-SP138, 2235,GEVISA-SP138, 1, 
 2237,IPE----SP138,30075,D2#IPE-SP138, 2,D
30075,D2#IPE-SP138, 2237,IPE----SP138, 2,D
 2237,IPE----SP138,30091,D1#IPE-SP138, 1, 
30091,D1#IPE-SP138, 2237,IPE----SP138, 1, 
 2239,JARDIM-SP138, 2225,CARIOB-SP138, 1, 
 2225,CARIOB-SP138, 2239,JARDIM-SP138, 1, 
 2240,MAZUL--SP138,30226,D#2MMA-SP138, 2, 
30226,D#2MMA-SP138, 2240,MAZUL--SP138, 2, 
 2242,DIC----SP138,29987,SIFCO--SP138, 1, 
29987,SIFCO--SP138, 2242,DIC----SP138, 1, 
 2243,N.APA2-SP138, 2235,GEVISA-SP138, 1, 
 2235,GEVISA-SP138, 2243,N.APA2-SP138, 1, 
 2243,N.APA2-SP138, 2253,QUILOM-SP138, 1, 
 2253,QUILOM-SP138, 2243,N.APA2-SP138, 1, 
 2244,AMERCA-SP138,30115,D1#AME-SP138, 1, 
30115,D1#AME-SP138, 2244,AMERCA-SP138, 1, 
 2244,AMERCA-SP138,30116,D2#AME-SP138, 2,D
30116,D2#AME-SP138, 2244,AMERCA-SP138, 2,D
 2247,OJIPAP-SP138, 2226,CATERP-SP138, 1, 
 2226,CATERP-SP138, 2247,OJIPAP-SP138, 1, 
 2248,PAULIN-SP138,30270,#2PLAS-SP138, 1,D
30270,#2PLAS-SP138, 2248,PAULIN-SP138, 1,D
 2250,PIRE-C-SP138,30229,D#PIR1-SP138, 1, 
30229,D#PIR1-SP138, 2250,PIRE-C-SP138, 1, 
 2250,PIRE-C-SP138,30230,D#PIR2-SP138, 2,D
30230,D#PIR2-SP138, 2250,PIRE-C-SP138, 2,D
 2251,PIRMIR-SP138, 2258,SALTIN-SP138, 1, 
 2258,SALTIN-SP138, 2251,PIRMIR-SP138, 1, 
 2251,PIRMIR-SP138, 2266,UNILES-SP138, 1, 
 2266,UNILES-SP138, 2251,PIRMIR-SP138, 1, 
 2253,QUILOM-SP138, 2227,CHAPAD-SP138, 1, 
 2227,CHAPAD-SP138, 2253,QUILOM-SP138, 1, 
 2256,RIOPED-SP138, 2258,SALTIN-SP138, 1, 
 2258,SALTIN-SP138, 2256,RIOPED-SP138, 1, 
 2256,RIOPED-SP138,29966,RAFARD-SP138, 1, 
29966,RAFARD-SP138, 2256,RIOPED-SP138, 1, 
 2258,SALTIN-SP138, 2224,CAPI1A-SP138, 1, 
 2224,CAPI1A-SP138, 2258,SALTIN-SP138, 1, 
 2258,SALTIN-SP138, 2285,STACEC-SP138, 1, 
 2285,STACEC-SP138, 2258,SALTIN-SP138, 1, 
 2259,SAOPED-SP138, 2323,CHARQU-SP138, 1, 
 2323,CHARQU-SP138, 2259,SAOPED-SP138, 1, 
 2259,SAOPED-SP138,30511,SAOPED-SP034, 1, 
30511,SAOPED-SP034, 2259,SAOPED-SP138, 1, 
 2260,SUMAEA-SP138,30080,D1#SUM-SP138, 1, 
30080,D1#SUM-SP138, 2260,SUMAEA-SP138, 1, 
 2260,SUMAEA-SP138,30081,D2#SUM-SP138, 2,D
30081,D2#SUM-SP138, 2260,SUMAEA-SP138, 2,D
 2261,TANQUI-SP138, 2246,NOTRED-SP138, 1,D
 2246,NOTRED-SP138, 2261,TANQUI-SP138, 1,D
 2261,TANQUI-SP138, 2291,D#PPT2-SP138, 2, 
 2291,D#PPT2-SP138, 2261,TANQUI-SP138, 2, 
 2261,TANQUI-SP138, 2319,TANQUI-SP069, 1, 
 2319,TANQUI-SP069, 2261,TANQUI-SP138, 1, 
 2261,TANQUI-SP138, 2408,SANTAN-SP138, 1, 
 2408,SANTAN-SP138, 2261,TANQUI-SP138, 1, 
 2261,TANQUI-SP138, 2452,CAMPIN-SP138, 1, 
 2452,CAMPIN-SP138, 2261,TANQUI-SP138, 1, 
 2261,TANQUI-SP138, 2452,CAMPIN-SP138, 2, 
 2452,CAMPIN-SP138, 2261,TANQUI-SP138, 2, 
 2261,TANQUI-SP138, 2452,CAMPIN-SP138, 3, 
 2452,CAMPIN-SP138, 2261,TANQUI-SP138, 3, 
 2261,TANQUI-SP138, 2452,CAMPIN-SP138, 4, 
 2452,CAMPIN-SP138, 2261,TANQUI-SP138, 4, 
 2261,TANQUI-SP138, 2452,CAMPIN-SP138, 5, 
 2452,CAMPIN-SP138, 2261,TANQUI-SP138, 5, 
 2261,TANQUI-SP138,30055,D#MDE1-SP138, 1, 
30055,D#MDE1-SP138, 2261,TANQUI-SP138, 1, 
 2261,TANQUI-SP138,30056,D#MDE2-SP138, 2, 
30056,D#MDE2-SP138, 2261,TANQUI-SP138, 2, 
 2261,TANQUI-SP138,30118,D1#C20-SP138, 1, 
30118,D1#C20-SP138, 2261,TANQUI-SP138, 1, 
 2261,TANQUI-SP138,30119,D#2C20-SP138, 2, 
30119,D#2C20-SP138, 2261,TANQUI-SP138, 2, 
 2261,TANQUI-SP138,30254,#1RHOD-SP138, 1, 
30254,#1RHOD-SP138, 2261,TANQUI-SP138, 1, 
 2261,TANQUI-SP138,30255,#2RHOD-SP138, 2, 
30255,#2RHOD-SP138, 2261,TANQUI-SP138, 2, 
 2264,TOYOBO-SP138,30070,D1#YTO-SP138, 1, 
30070,D1#YTO-SP138, 2264,TOYOBO-SP138, 1, 
 2264,TOYOBO-SP138,30088,D2#YTO-SP138, 2,D
30088,D2#YTO-SP138, 2264,TOYOBO-SP138, 2,D
 2265,TREVO--SP138, 2268,VIRACO-SP138, 1,D
 2268,VIRACO-SP138, 2265,TREVO--SP138, 1,D
 2265,TREVO--SP138, 2268,VIRACO-SP138, 2,D
 2268,VIRACO-SP138, 2265,TREVO--SP138, 2,D
 2266,UNILES-SP138, 2635,S.BARB-SP138, 1, 
 2635,S.BARB-SP138, 2266,UNILES-SP138, 1, 
 2267,VALINH-SP138, 2273,UNILEV-SP138, 1, 
 2273,UNILEV-SP138, 2267,VALINH-SP138, 1, 
 2268,VIRACO-SP138,29985,D#DIC1-SP138, 1, 
29985,D#DIC1-SP138, 2268,VIRACO-SP138, 1, 
 2268,VIRACO-SP138,29986,D#MER1-SP138, 1, 
29986,D#MER1-SP138, 2268,VIRACO-SP138, 1, 
 2268,VIRACO-SP138,30068,79_331-SP138, 1, 
30068,79_331-SP138, 2268,VIRACO-SP138, 1, 
 2268,VIRACO-SP138,30069,79_332-SP138, 2, 
30069,79_332-SP138, 2268,VIRACO-SP138, 2, 
 2272,CORDBR-SP138,30086,D1#YPL-SP138, 1,D
30086,D1#YPL-SP138, 2272,CORDBR-SP138, 1,D
 2272,CORDBR-SP138,30087,D2#YPL-SP138, 2, 
30087,D2#YPL-SP138, 2272,CORDBR-SP138, 2, 
 2274,CILLOS-SP138,30102,T#1CIL-SP138, 1, 
30102,T#1CIL-SP138, 2274,CILLOS-SP138, 1, 
 2274,CILLOS-SP138,30103,T#2CIL-SP138, 2, 
30103,T#2CIL-SP138, 2274,CILLOS-SP138, 2, 
 2277,D#MDS2-SP138,30046,D#JDM2-SP138, 2, 
30046,D#JDM2-SP138, 2277,D#MDS2-SP138, 2, 
 2284,ARCMIT-SP138, 2449,PIRACI-SP138, 1, 
 2449,PIRACI-SP138, 2284,ARCMIT-SP138, 1, 
 2284,ARCMIT-SP138, 2449,PIRACI-SP138, 2,D
 2449,PIRACI-SP138, 2284,ARCMIT-SP138, 2,D
 2288,BARREI-SP138, 2296,SOCORR-SP138, 1, 
 2296,SOCORR-SP138, 2288,BARREI-SP138, 1, 
 2288,BARREI-SP138, 2296,SOCORR-SP138, 2,D
 2296,SOCORR-SP138, 2288,BARREI-SP138, 2,D
 2288,BARREI-SP138,30278,#1LIND-SP138, 1, 
30278,#1LIND-SP138, 2288,BARREI-SP138, 1, 
 2288,BARREI-SP138,30279,#2LIND-SP138, 2, 
30279,#2LIND-SP138, 2288,BARREI-SP138, 2, 
 2290,ORQUID-SP138,30104,D1#OQD-SP138, 1,D
30104,D1#OQD-SP138, 2290,ORQUID-SP138, 1,D
 2290,ORQUID-SP138,30105,D2#OQD-SP138, 2, 
30105,D2#OQD-SP138, 2290,ORQUID-SP138, 2, 
 2291,D#PPT2-SP138,30245,#2ASCP-SP138, 2, 
30245,#2ASCP-SP138, 2291,D#PPT2-SP138, 2, 
 2291,D#PPT2-SP138,30266,#2PAU3-SP138, 2, 
30266,#2PAU3-SP138, 2291,D#PPT2-SP138, 2, 
 2293,SNEGRA-SP138,30281,T#2SNE-SP138, 1, 
30281,T#2SNE-SP138, 2293,SNEGRA-SP138, 1, 
 2294,3PONTE-SP138,30283,T#2TPT-SP138, 1, 
30283,T#2TPT-SP138, 2294,3PONTE-SP138, 1, 
 2296,SOCORR-SP138,30016,SOCOR-PCH006, 1, 
30016,SOCOR-PCH006, 2296,SOCORR-SP138, 1, 
 2299,MEXICH-SP138,30106,D1#YFO-SP138, 1, 
30106,D1#YFO-SP138, 2299,MEXICH-SP138, 1, 
 2299,MEXICH-SP138,30107,D2#YFO-SP138, 2,D
30107,D2#YFO-SP138, 2299,MEXICH-SP138, 2,D
 2300,LYCRA--SP138,30259,T#2LYC-SP138, 2,D
30259,T#2LYC-SP138, 2300,LYCRA--SP138, 2,D
 2301,CANAT2-SP138,30098,D1#YCB-SP138, 1,D
30098,D1#YCB-SP138, 2301,CANAT2-SP138, 1,D
 2301,CANAT2-SP138,30101,D2#YCB-SP138, 2, 
30101,D2#YCB-SP138, 2301,CANAT2-SP138, 2, 
 2303,D#GER1-SP138, 2262,TAQURA-SP138, 1, 
 2262,TAQURA-SP138, 2303,D#GER1-SP138, 1, 
 2303,D#GER1-SP138, 2520,BGERAL-SP138, 1,D
 2520,BGERAL-SP138, 2303,D#GER1-SP138, 1,D
 2304,SOUZAS-SP034,29899,USJAGU-SP034, 1, 
29899,USJAGU-SP034, 2304,SOUZAS-SP034, 1, 
 2304,SOUZAS-SP034,29899,USJAGU-SP034, 2, 
29899,USJAGU-SP034, 2304,SOUZAS-SP034, 2, 
 2304,SOUZAS-SP034,29963,USSGRA-SP034, 1, 
29963,USSGRA-SP034, 2304,SOUZAS-SP034, 1, 
 2307,UNITIK-SP138,30076,D1#YUK-SP138, 1,D
30076,D1#YUK-SP138, 2307,UNITIK-SP138, 1,D
 2307,UNITIK-SP138,30092,D2#YUK-SP138, 2, 
30092,D2#YUK-SP138, 2307,UNITIK-SP138, 2, 
 2308,KSPIST-SP138,30078,D1#YKP-SP138, 1,D
30078,D1#YKP-SP138, 2308,KSPIST-SP138, 1,D
 2308,KSPIST-SP138,30079,D2#YKP-SP138, 2, 
30079,D2#YKP-SP138, 2308,KSPIST-SP138, 2, 
 2311,CANAT1-SP138,30094,D1#YCC-SP138, 1,D
30094,D1#YCC-SP138, 2311,CANAT1-SP138, 1,D
 2311,CANAT1-SP138,30095,D2#YCC-SP138, 2, 
30095,D2#YCC-SP138, 2311,CANAT1-SP138, 2, 
 2312,DEDINI-SP138,30071,D#DEDN-SP138, 1, 
30071,D#DEDN-SP138, 2312,DEDINI-SP138, 1, 
 2313,OBER---SP138,30113,D1#YOB-SP138, 1,D
30113,D1#YOB-SP138, 2313,OBER---SP138, 1,D
 2313,OBER---SP138,30114,D2#YOB-SP138, 2, 
30114,D2#YOB-SP138, 2313,OBER---SP138, 2, 
 2316,STABAR-SP069, 2317,PIRACI-SP069, 1, 
 2317,PIRACI-SP069, 2316,STABAR-SP069, 1, 
 2316,STABAR-SP069, 2320,CARIOB-SP069, 1, 
 2320,CARIOB-SP069, 2316,STABAR-SP069, 1, 
 2318,SOUZAS-SP069, 2304,SOUZAS-SP034, 1, 
 2304,SOUZAS-SP034, 2318,SOUZAS-SP069, 1, 
 2318,SOUZAS-SP069, 2304,SOUZAS-SP034, 2, 
 2304,SOUZAS-SP034, 2318,SOUZAS-SP069, 2, 
 2318,SOUZAS-SP069, 2319,TANQUI-SP069, 1, 
 2319,TANQUI-SP069, 2318,SOUZAS-SP069, 1, 
 2318,SOUZAS-SP069, 2324,ITATIB-SP069, 1, 
 2324,ITATIB-SP069, 2318,SOUZAS-SP069, 1, 
 2321,USAMER-SP138,30078,D1#YKP-SP138, 1, 
30078,D1#YKP-SP138, 2321,USAMER-SP138, 1, 
 2321,USAMER-SP138,30204,AMERI-PCH006, 1,L
30204,AMERI-PCH006, 2321,USAMER-SP138, 1,L
 2326,UPAULV-SP138, 4381,PAULIVUTE013, 1,L
 4381,PAULIVUTE013, 2326,UPAULV-SP138, 1,L
 2327,CVERDE-SP138,30089,D1#CVE-SP138, 1,D
30089,D1#CVE-SP138, 2327,CVERDE-SP138, 1,D
 2327,CVERDE-SP138,30090,D2#CVE-SP138, 2, 
30090,D2#CVE-SP138, 2327,CVERDE-SP138, 2, 
 2329,ARACAT-SP138, 2409,ARACAT-SP069, 1, 
 2409,ARACAT-SP069, 2329,ARACAT-SP138, 1, 
 2329,ARACAT-SP138,29856,ARACAT-SP013, 1, 
29856,ARACAT-SP013, 2329,ARACAT-SP138, 1, 
 2333,IPORA--SP138, 2356,NESTLE-SP138, 1, 
 2356,NESTLE-SP138, 2333,IPORA--SP138, 1, 
 2334,JDPAUL-SP138, 2421,JPAULI-SP069, 1, 
 2421,JPAULI-SP069, 2334,JDPAUL-SP138, 1, 
 2335,MIRASS-SP138, 2414,MIRASS-SP069, 1, 
 2414,MIRASS-SP069, 2335,MIRASS-SP138, 1, 
 2335,MIRASS-SP138, 2414,MIRASS-SP069, 2, 
 2414,MIRASS-SP069, 2335,MIRASS-SP138, 2, 
 2337,SJRPR--SP138,30350,D#1GPC-SP138, 1, 
30350,D#1GPC-SP138, 2337,SJRPR--SP138, 1, 
 2337,SJRPR--SP138,30351,D#2GPC-SP138, 1, 
30351,D#2GPC-SP138, 2337,SJRPR--SP138, 1, 
 2339,PENAPO-SP069, 2397,GLICER-SP069, 1, 
 2397,GLICER-SP069, 2339,PENAPO-SP069, 1, 
 2339,PENAPO-SP069, 2413,BARBOS-SP069, 1, 
 2413,BARBOS-SP069, 2339,PENAPO-SP069, 1, 
 2342,UBARA--SP069, 2415,JBONIF-SP069, 1, 
 2415,JBONIF-SP069, 2342,UBARA--SP069, 1, 
 2342,UBARA--SP069, 3150,UBARAN-SP069, 1, 
 3150,UBARAN-SP069, 2342,UBARA--SP069, 1, 
 2342,UBARA--SP069, 4030,UBRAN--SP069, 1, 
 4030,UBRAN--SP069, 2342,UBARA--SP069, 1, 
 2343,VILAVE-SP138,30366,VILAVE-SP034, 1, 
30366,VILAVE-SP034, 2343,VILAVE-SP138, 1, 
 2345,TECSTA-SP138,30111,D1#YJU-SP138, 1,D
30111,D1#YJU-SP138, 2345,TECSTA-SP138, 1,D
 2345,TECSTA-SP138,30112,D2#YJU-SP138, 2, 
30112,D2#YJU-SP138, 2345,TECSTA-SP138, 2, 
 2346,D#LEF1-SP138, 2298,LEF-PI-SP138, 1, 
 2298,LEF-PI-SP138, 2346,D#LEF1-SP138, 1, 
 2346,D#LEF1-SP138, 2400,D#HYUN-SP138, 1, 
 2400,D#HYUN-SP138, 2346,D#LEF1-SP138, 1, 
 2346,D#LEF1-SP138,30009,PIRAC9-SP138, 1, 
30009,PIRAC9-SP138, 2346,D#LEF1-SP138, 1, 
 2348,D#STE1-SP138, 2281,STATER-SP138, 1, 
 2281,STATER-SP138, 2348,D#STE1-SP138, 1, 
 2348,D#STE1-SP138, 2449,PIRACI-SP138, 1, 
 2449,PIRACI-SP138, 2348,D#STE1-SP138, 1, 
 2348,D#STE1-SP138,29852,D#ARAR-SP138, 1, 
29852,D#ARAR-SP138, 2348,D#STE1-SP138, 1, 
 2348,D#STE1-SP138,30026,D#1PIR-SP138, 1, 
30026,D#1PIR-SP138, 2348,D#STE1-SP138, 1, 
 2350,D#GDY1-SP138, 2236,GOODYE-SP138, 1, 
 2236,GOODYE-SP138, 2350,D#GDY1-SP138, 1, 
 2350,D#GDY1-SP138, 2269,WM-AME-SP138, 1, 
 2269,WM-AME-SP138, 2350,D#GDY1-SP138, 1, 
 2350,D#GDY1-SP138, 2287,NEXANS-SP138, 1,D
 2287,NEXANS-SP138, 2350,D#GDY1-SP138, 1,D
 2350,D#GDY1-SP138,30206,D#1AM7-SP138, 1, 
30206,D#1AM7-SP138, 2350,D#GDY1-SP138, 1, 
 2351,D1#NOD-SP138,30104,D1#OQD-SP138, 1, 
30104,D1#OQD-SP138, 2351,D1#NOD-SP138, 1, 
 2351,D1#NOD-SP138,30111,D1#YJU-SP138, 1, 
30111,D1#YJU-SP138, 2351,D1#NOD-SP138, 1, 
 2352,DURATA-SP138, 2357,AGUDOS-SP138, 1, 
 2357,AGUDOS-SP138, 2352,DURATA-SP138, 1, 
 2354,FAZ-VE-SP138,30109,T#1FZV-SP138, 1, 
30109,T#1FZV-SP138, 2354,FAZ-VE-SP138, 1, 
 2354,FAZ-VE-SP138,30110,T#2FZV-SP138, 2, 
30110,T#2FZV-SP138, 2354,FAZ-VE-SP138, 2, 
 2358,AUXILI-SP138,30020,AUXTR3-SP034, 1, 
30020,AUXTR3-SP034, 2358,AUXILI-SP138, 1, 
 2358,AUXILI-SP138,30310,AUXTR4-SP034, 1, 
30310,AUXTR4-SP034, 2358,AUXILI-SP138, 1, 
 2358,AUXILI-SP138,31123,D#2AUX-SP138, 1, 
31123,D#2AUX-SP138, 2358,AUXILI-SP138, 1, 
 2358,AUXILI-SP138,31124,D#1AUX-SP138, 1,D
31124,D#1AUX-SP138, 2358,AUXILI-SP138, 1,D
 2359,BAU.CP-SP138, 2401,BAURU--SP069, 1, 
 2401,BAURU--SP069, 2359,BAU.CP-SP138, 1, 
 2359,BAU.CP-SP138,29871,D#HIPO-SP138, 1, 
29871,D#HIPO-SP138, 2359,BAU.CP-SP138, 1, 
 2360,BOTUC--SP138, 2370,SAOMAN-SP138, 1, 
 2370,SAOMAN-SP138, 2360,BOTUC--SP138, 1, 
 2361,DUARTI-SP138, 2371,TBRANC-SP138, 1, 
 2371,TBRANC-SP138, 2361,DUARTI-SP138, 1, 
 2361,DUARTI-SP138, 2372,VITORI-SP138, 1, 
 2372,VITORI-SP138, 2361,DUARTI-SP138, 1, 
 2365,ITAMBE-SP138,30006,ITAMBE-SP013, 2, 
30006,ITAMBE-SP013, 2365,ITAMBE-SP138, 2, 
 2367,LINS---SP138, 2404,LINS---SP069, 1, 
 2404,LINS---SP069, 2367,LINS---SP138, 1, 
 2367,LINS---SP138, 2427,JBS----SP138, 1, 
 2427,JBS----SP138, 2367,LINS---SP138, 1, 
 2367,LINS---SP138, 2676,GETULI-SP138, 2, 
 2676,GETULI-SP138, 2367,LINS---SP138, 2, 
 2368,MARILI-SP138, 2369,POMPEI-SP138, 1, 
 2369,POMPEI-SP138, 2368,MARILI-SP138, 1, 
 2368,MARILI-SP138, 2369,POMPEI-SP138, 2, 
 2369,POMPEI-SP138, 2368,MARILI-SP138, 2, 
 2368,MARILI-SP138,30288,D2#MR4-SP138, 1, 
30288,D2#MR4-SP138, 2368,MARILI-SP138, 1, 
 2368,MARILI-SP138,30289,D1#MR4-SP138, 1, 
30289,D1#MR4-SP138, 2368,MARILI-SP138, 1, 
 2369,POMPEI-SP138,29907,CLEALC-SP138, 1, 
29907,CLEALC-SP138, 2369,POMPEI-SP138, 1, 
 2369,POMPEI-SP138,30308,POMPEI-SP034, 1, 
30308,POMPEI-SP034, 2369,POMPEI-SP138, 1, 
 2370,SAOMAN-SP138,29922,BGRAND-SP138, 1, 
29922,BGRAND-SP138, 2370,SAOMAN-SP138, 1, 
 2371,TBRANC-SP138,29872,D2#AGU-SP138, 1, 
29872,D2#AGU-SP138, 2371,TBRANC-SP138, 1, 
 2371,TBRANC-SP138,30063,D1#EST-SP138, 1, 
30063,D1#EST-SP138, 2371,TBRANC-SP138, 1, 
 2371,TBRANC-SP138,30064,D2#EST-SP138, 1, 
30064,D2#EST-SP138, 2371,TBRANC-SP138, 1, 
 2371,TBRANC-SP138,30412,#D1AGU-SP138, 1, 
30412,#D1AGU-SP138, 2371,TBRANC-SP138, 1, 
 2373,OMI----SP138,29922,BGRAND-SP138, 1, 
29922,BGRAND-SP138, 2373,OMI----SP138, 1, 
 2374,GAIVOT-SP138, 2393,LWARCE-SP138, 1, 
 2393,LWARCE-SP138, 2374,GAIVOT-SP138, 1, 
 2378,EUCAT--SP138, 2362,DURATB-SP138, 1, 
 2362,DURATB-SP138, 2378,EUCAT--SP138, 1, 
 2379,D#DUR1-SP138, 2360,BOTUC--SP138, 1, 
 2360,BOTUC--SP138, 2379,D#DUR1-SP138, 1, 
 2379,D#DUR1-SP138, 2362,DURATB-SP138, 1, 
 2362,DURATB-SP138, 2379,D#DUR1-SP138, 1, 
 2382,BBONCE-SP069, 2430,IGTIET-SP069, 1, 
 2430,IGTIET-SP069, 2382,BBONCE-SP069, 1, 
 2383,BBONIT-SP138, 2871,BBONIT-SP138, 1, 
 2871,BBONIT-SP138, 2383,BBONIT-SP138, 1, 
 2383,BBONIT-SP138,30368,D#1BCL-SP138, 1, 
30368,D#1BCL-SP138, 2383,BBONIT-SP138, 1, 
 2383,BBONIT-SP138,30369,D#2BCL-SP138, 1, 
30369,D#2BCL-SP138, 2383,BBONIT-SP138, 1, 
 2383,BBONIT-SP138,30516,D#1AMY-SP138, 1, 
30516,D#1AMY-SP138, 2383,BBONIT-SP138, 1, 
 2385,JAU----SP138, 2390,ANTONI-SP138, 1, 
 2390,ANTONI-SP138, 2385,JAU----SP138, 1, 
 2385,JAU----SP138, 2425,JAU----SP069, 1, 
 2425,JAU----SP069, 2385,JAU----SP138, 1, 
 2385,JAU----SP138, 2446,D1#JA4-SP138, 1, 
 2446,D1#JA4-SP138, 2385,JAU----SP138, 1, 
 2385,JAU----SP138, 2837,JAU2-Y-SP138, 1,D
 2837,JAU2-Y-SP138, 2385,JAU----SP138, 1,D
 2385,JAU----SP138, 2838,JAU1-Y-SP138, 1, 
 2838,JAU1-Y-SP138, 2385,JAU----SP138, 1, 
 2385,JAU----SP138,30149,D#1YBM-SP138, 1, 
30149,D#1YBM-SP138, 2385,JAU----SP138, 1, 
 2386,IGARAT-SP138, 2297,EFAUST-SP138, 1, 
 2297,EFAUST-SP138, 2386,IGARAT-SP138, 1, 
 2387,IACANP-SP138, 2377,IACANG-SP138, 1, 
 2377,IACANG-SP138, 2387,IACANP-SP138, 1, 
 2387,IACANP-SP138,29874,IACANG-SP034, 1, 
29874,IACANG-SP034, 2387,IACANP-SP138, 1, 
 2389,UBARRA-SP138,29970,BARRA-UTE013, 1, 
29970,BARRA-UTE013, 2389,UBARRA-SP138, 1, 
 2389,UBARRA-SP138,30516,D#1AMY-SP138, 1, 
30516,D#1AMY-SP138, 2389,UBARRA-SP138, 1, 
 2389,UBARRA-SP138,30517,D#2AMY-SP138, 1, 
30517,D#2AMY-SP138, 2389,UBARRA-SP138, 1, 
 2391,#1REPL-SP138,30247,#1SYNG-SP138, 1, 
30247,#1SYNG-SP138, 2391,#1REPL-SP138, 1, 
 2391,#1REPL-SP138,30260,#1ORIO-SP138, 1, 
30260,#1ORIO-SP138, 2391,#1REPL-SP138, 1, 
 2670,MIRAS2-SP440, 2392,MIRAS2-SP138, 1, 
 2392,MIRAS2-SP138, 2670,MIRAS2-SP440, 1, 
 2670,MIRAS2-SP440, 2392,MIRAS2-SP138, 2, 
 2392,MIRAS2-SP138, 2670,MIRAS2-SP440, 2, 
 2670,MIRAS2-SP440, 2392,MIRAS2-SP138, 3, 
 2392,MIRAS2-SP138, 2670,MIRAS2-SP440, 3, 
 2392,MIRAS2-SP138,30001,D#MIRA-SP138, 1, 
30001,D#MIRA-SP138, 2392,MIRAS2-SP138, 1, 
 2392,MIRAS2-SP138,30139,D#1PVE-SP138, 3, 
30139,D#1PVE-SP138, 2392,MIRAS2-SP138, 3, 
 2392,MIRAS2-SP138,30140,D#2PVE-SP138, 4, 
30140,D#2PVE-SP138, 2392,MIRAS2-SP138, 4, 
 2392,MIRAS2-SP138,30193,D1#AER-SP138, 1, 
30193,D1#AER-SP138, 2392,MIRAS2-SP138, 1, 
 2392,MIRAS2-SP138,30194,D2#AER-SP138, 1, 
30194,D2#AER-SP138, 2392,MIRAS2-SP138, 1, 
 2392,MIRAS2-SP138,30296,D2#MIR-SP138, 1, 
30296,D2#MIR-SP138, 2392,MIRAS2-SP138, 1, 
 2394,ITAPUI-SP069, 2431,PEDERN-SP069, 1, 
 2431,PEDERN-SP069, 2394,ITAPUI-SP069, 1, 
 2395,UPITAN-SP138,30066,PITAN-UTE013, 1, 
30066,PITAN-UTE013, 2395,UPITAN-SP138, 1, 
 2396,COROAD-SP069, 2412,BRAUNA-SP069, 1, 
 2412,BRAUNA-SP069, 2396,COROAD-SP069, 1, 
 2398,BAGUAC-SP069, 2411,BIRIGU-SP069, 1,D
 2411,BIRIGU-SP069, 2398,BAGUAC-SP069, 1,D
 2399,CAFELA-SP069, 2402,GUARAN-SP069, 1, 
 2402,GUARAN-SP069, 2399,CAFELA-SP069, 1, 
 2399,CAFELA-SP069, 2404,LINS---SP069, 1, 
 2404,LINS---SP069, 2399,CAFELA-SP069, 1, 
 2399,CAFELA-SP069,29878,CAFELA-SP034, 1, 
29878,CAFELA-SP034, 2399,CAFELA-SP069, 1, 
 2400,D#HYUN-SP138,29855,HYUNDA-SP138, 1, 
29855,HYUNDA-SP138, 2400,D#HYUN-SP138, 1, 
