BARRA;NOME;TUST-RB P;TUST-RB FP;TUST-FR P;TUST-FR FP  
 2840; AGUA AZUL - 138                                                      ;   16,899;         ;         ;         
2840; AGUA AZUL - 138;   16,899;;;
30951; AGUA AZUL - 440                                                      ;   16,633;         ;         ;         
30951; AGUA AZUL - 440;   16,633;;;
 1206; AG.LINDAS230                                                         ;   13,951;         ;         ;         
1206; AG.LINDAS230;   13,951;;;
 1943; ANGRA AMPLA - 138                                                    ;   15,263;         ;         ;         
1943; ANGRA AMPLA - 138;   15,263;;;
  151; ACU II - 138                                                         ;    9,442;         ;         ;         
151; ACU II - 138;    9,442;;;
  251; ACU II - 230                                                         ;    9,442;         ;         ;         
251; ACU II - 230;    9,442;;;
11265; ACU III - 230                                                        ;    9,860;         ;         ;         
11265; ACU III - 230;    9,860;;;
11565; ACU III - 500                                                        ;   10,147;         ;         ;         
11565; ACU III - 500;   10,147;;;
  600; ABAIXADORA - 69                                                      ;   11,054;         ;         ;         
600; ABAIXADORA - 69;   11,054;;;
 7747; ABDON BATISTA - 230                                                  ;   16,762;         ;         ;         
7747; ABDON BATISTA - 230;   16,762;;;
 7744; ABDON BATISTA - 525                                                  ;   17,039;         ;         ;         
7744; ABDON BATISTA - 525;   17,039;;;
 9590; ABUNA - 13,8                                                         ;   22,163;         ;         ;         
9590; ABUNA - 13,8;   22,163;;;
 9636; ABUNA - 138                                                          ;   22,163;         ;         ;         
9636; ABUNA - 138;   22,163;;;
 9537; ABUNA - 230                                                          ;   22,163;         ;         ;         
9537; ABUNA - 230;   22,163;;;
  559; ACAILANDIA - 500                                                     ;   11,882;         ;         ;         
559; ACAILANDIA - 500;   11,882;;;
55412; ACARAU II – 230                                                      ;   10,925;         ;         ;         
55412; ACARAU II – 230;   10,925;;;
12907; ACARAT CE - 230                                                      ;   10,944;         ;         ;         
12907; ACARAT CE - 230;   10,944;;;
12902; ACARAT-CE500                                                         ;   10,980;         ;         ;         
12902; ACARAT-CE500;   10,980;;;
 4475; ACESITA - 230                                                        ;   15,983;         ;         ;         
4475; ACESITA - 230;   15,983;;;
 3155; EMPLAL - 138                                                         ;   14,970;         ;         ;         
3155; EMPLAL - 138;   14,970;;;
 3730; ADRIANOPOLIS - 138                                                   ;   15,605;         ;         ;         
3730; ADRIANOPOLIS - 138;   15,605;;;
 3729; ADRIANOPOLIS - 345                                                   ;   15,525;         ;         ;         
3729; ADRIANOPOLIS - 345;   15,525;;;
 3728; ADRIANOPOLIS - 500                                                   ;   15,385;         ;         ;         
3728; ADRIANOPOLIS - 500;   15,385;;;
 3031; AGUAI - 138                                                          ;   16,618;         ;         ;         
3031; AGUAI - 138;   16,618;;;
 1637; AIMORES - 230                                                        ;   14,040;         ;         ;         
1637; AIMORES - 230;   14,040;;;
 2336; AJINOMOTO VAL - 138                                                  ;   15,335;         ;         ;         
2336; AJINOMOTO VAL - 138;   15,335;;;
18761; ALAGOINHA 2 - 69                                                     ;   13,138;         ;         ;         
18761; ALAGOINHA 2 - 69;   13,138;;;
11760; ALAGOAS 2 - 230                                                      ;   13,138;         ;         ;         
11760; ALAGOAS 2 - 230;   13,138;;;
 7591; ALEGRETE2 - 69                                                       ;   18,338;         ;         ;         
7591; ALEGRETE2 - 69;   18,338;;;
 9002; ALEGRETE2 - 230                                                      ;   18,338;         ;         ;         
9002; ALEGRETE2 - 230;   18,338;;;
56095; ALEX - 230                                                           ;   10,013;         ;         ;         
56095; ALEX - 230;   10,013;;;
  862; ALTAMIRA - 69                                                        ;   12,663;         ;         ;         
862; ALTAMIRA - 69;   12,663;;;
  362; ALTAMIRA - 230                                                       ;   12,663;         ;         ;         
362; ALTAMIRA - 230;   12,663;;;
