NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;7,263;;16,813;;;;;;2
30256;#1AIRL-SP138; ;;6,894;;17,181;;;;;;2
30222;#1ASCH-SP138; ;;7,195;;16,881;;;;;;2
30244;#1ASCP-SP138; ;;6,894;;17,182;;;;;;2
30219;#1ASCS-SP138; ;;7,238;;16,837;;;;;;2
30143;#1BRAS-SP138; ;;6,894;;17,181;;;;;;2
2530;#1COSM-SP138; ;;7,263;;16,813;;;;;;2
30208;#1CRIS-SP138; ;;7,078;;16,998;;;;;;2
30214;#1ITAP-SP138; ;;7,078;;16,998;;;;;;2
30278;#1LIND-SP138; ;;7,078;;16,998;;;;;;2
30260;#1ORIO-SP138; ;;6,894;;17,181;;;;;;2
30265;#1PAU3-SP138; ;;6,894;;17,182;;;;;;2
30286;#1PIR2-SP138; ;;7,316;;16,759;;;;;;2
30269;#1PLAS-SP138; ;;6,894;;17,181;;;;;;2
30276;#1POLY-SP138; ;;7,263;;16,813;;;;;;2
30216;#1PRAD-SP138; ;;7,078;;16,998;;;;;;2
2391;#1REPL-SP138; ;;6,894;;17,181;;;;;;2
30254;#1RHOD-SP138; ;;6,894;;17,181;;;;;;2
30274;#1SANT-SP138; ;;7,263;;16,813;;;;;;2
30247;#1SYNG-SP138; ;;6,894;;17,181;;;;;;2
29983;#1USES-SP138; ;;7,263;;16,813;;;;;;2
30262;#1WMPA-SP138; ;;6,894;;17,181;;;;;;2
30252;#2ABL--SP138; ;;7,263;;16,813;;;;;;2
30257;#2AIRL-SP138; ;;6,894;;17,181;;;;;;2
30223;#2ASCH-SP138; ;;7,488;;16,588;;;;;;2
30245;#2ASCP-SP138; ;;6,894;;17,181;;;;;;2
30220;#2ASCS-SP138; ;;7,240;;16,836;;;;;;2
30142;#2BRAS-SP138; ;;6,894;;17,181;;;;;;2
30273;#2COSM-SP138; ;;7,263;;16,813;;;;;;2
30209;#2CRIS-SP138; ;;7,078;;16,998;;;;;;2
30271;#2INTP-SP138; ;;7,263;;16,813;;;;;;2
30215;#2ITAP-SP138; ;;7,078;;16,998;;;;;;2
30279;#2LIND-SP138; ;;7,078;;16,998;;;;;;2
30261;#2ORIO-SP138; ;;6,894;;17,181;;;;;;2
30266;#2PAU3-SP138; ;;6,894;;17,181;;;;;;2
30287;#2PIR2-SP138; ;;7,312;;16,764;;;;;;2
30270;#2PLAS-SP138; ;;7,263;;16,813;;;;;;2
30277;#2POLY-SP138; ;;7,263;;16,813;;;;;;2
30217;#2PRAD-SP138; ;;7,078;;16,998;;;;;;2
30255;#2RHOD-SP138; ;;6,894;;17,181;;;;;;2
30275;#2SABT-SP138; ;;7,263;;16,813;;;;;;2
30248;#2SYNG-SP138; ;;7,263;;16,813;;;;;;2
30272;#2USES-SP138; ;;7,263;;16,813;;;;;;2
30263;#2WMPA-SP138; ;;6,894;;17,181;;;;;;2
30412;#D1AGU-SP138; ;;7,413;;16,663;;;;;;2
28516;#GALVA-RJ138; ;;8,236;;15,839;;;;;;2
28428;#ROSTR-RJ069; ;;8,536;;15,539;;;;;;2
7312;14JULH-RS230; ;;6,041;;18,035;;;;;;1
7313;14JULHUHE013;B;98,0;6,041;;18,035;;;7103,85;;;1
35025;2.VEND-ES069; ;;9,116;;14,960;;;;;;2
2084;2MARIA-SP034; ;;7,086;1,3;16,990;;;;258,72;;2
6931;2VIZIN-PR138; ;;7,421;80,0;16,655;;;;15988,39;;1
33130;3LAG2--SP138; ;;8,744;18,6;15,332;;;;3418,34;;2
1412;3MAIO--MT138; ;;8,709;;15,367;;;;;;2
19582;3MAIO-PCH013;U;;;;15,367;;;;;;2
2294;3PONTE-SP138; ;;7,078;16,5;16,998;;;;3371,78;;2
7152;4BARRA-PR069; ;;6,071;54,1;18,005;;;;11688,66;;1
30068;79_331-SP138; ;;7,488;;16,588;;;;;;2
30069;79_332-SP138; ;;7,488;;16,588;;;;;;2
25808;7QUEDA-MT138; ;;7,909;;16,167;;;;;;2
25809;7QUEDAPCH013;U;;;;16,167;;;;;;2
1334;A-BOA1-MT138; ;;8,068;32,6;16,008;;;;6260,30;;2
22051;A.AZUL-SP088; ;;7,128;131,6;16,948;;;;26764,76;;2
2840;A.AZUL-SP138; ;;6,873;;17,203;;;;;;2
30951;A.AZUL-SP440; ;;7,128;;16,948;;;;;;2
56772;A.BEZ1EOL034;B;28,8;14,186;;9,890;;;4907,91;;;3
56773;A.BEZ2EOL034;B;28,8;14,186;;9,890;;;4907,91;;;3
56774;A.BEZ3EOL034;B;28,8;14,186;;9,890;;;4907,91;;;3
56775;A.BEZ4EOL034;B;16,5;14,186;;9,890;;;2805,49;;;3
56258;A.BRAN-RN230; ;;14,292;;9,784;;;;;;3
56255;A.BRANEOL034;B;27,3;14,292;;9,784;;;4676,94;;;3
59514;A.CAE1EOL034;B;27,0;11,389;;12,687;;;3688,77;;;3
59515;A.CAE2EOL034;B;36,0;11,389;;12,687;;;4918,81;;;3
59516;A.CAE3EOL034;B;36,0;11,389;;12,687;;;4918,81;;;3
59517;A.CAE4EOL034;B;22,5;11,389;;12,687;;;3075,11;;;3
35134;A.CLAU-ES069; ;;9,047;14,4;15,029;;;;2596,99;;2
26207;A.GU2-PCH006;D;;;;16,417;;;;;;2
1242;A.LIND-GO069; ;;9,677;38,0;14,399;;;;6566,07;;2
1206;A.LIND-GO230; ;;9,677;;14,399;;;;;;2
2522;A.MOG--SP138;U;;;;15,664;;;;;;2
29900;A.MOG-UTE013;U;;;5,3;15,664;;;;996,25;;2
1943;A.REIS-RJ138; ;;8,431;43,9;15,645;;;;8247,56;;2
59518;A.TAN1EOL034;B;27,0;11,389;;12,687;;;3688,77;;;3
59519;A.TAN2EOL034;B;18,0;11,389;;12,687;;;2460,09;;;3
59520;A.TAN3EOL034;B;13,5;11,389;;12,687;;;1845,07;;;3
60037;A.VERMUFV034; ;;8,808;;15,268;;;;;;2
151;A?U2---RN138; ;;14,044;12,1;10,032;;;;1454,21;;3
251;A?U2---RN230; ;;14,044;;10,032;;;;;;3
