NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
7739;EEAB--GO138; ;;8,478;;7,178;;6,889;;;;2
98251;U.LASA-ES13;U;;;;7,994;;7,752;;;;2
1168;14JUL-UHE002; ;;6,049;;8,583;;9,234;;;;1
1153;14JULH-RS230; ;;6,049;;8,583;;9,234;;;;1
2338;2CORRE-SP138; ;;5,271;13,9;8,726;14,0;8,800;;1460,78;1478,33;2
1184;2IRMAO-RS138; ;;5,349;;9,039;;9,787;;;;1
2627;2VENDA-ES069; ;;6,909;;7,936;;7,689;;;;2
7632;3.LAG2-SP138; ;;7,482;;7,659;;7,575;;;;2
3901;3.LAGO-SP138; ;;7,475;;7,663;;7,579;;;;2
1290;3COROA-RS138; ;;5,465;;8,967;;9,697;;;;1
3900;3IRMA--SP138; ;;7,618;;7,594;;7,494;;;;2
543;3IRMAO-SP138;U;;;6,9;7,594;10,0;7,494;;628,75;899,22;2
542;3IRMAO-SP440;B;803,3;7,780;;7,515;;7,400;74998,51;;;2
520;3IRMAOUHE005; ;;7,780;;7,515;;7,400;;;;2
17632;3L2-1Y-SP138; ;;7,482;;7,659;;7,575;;;;2
27632;3L2-2Y-SP138; ;;7,482;;7,659;;7,575;;;;2
1903;3LA-1Y-SP138; ;;7,475;47,0;7,663;53,0;7,579;;4321,85;4820,34;2
1940;3LA-2Y-SP138; ;;7,495;;7,653;;7,566;;;;2
2253;3M-----SP069; ;;5,529;;8,602;;8,665;;;;2
4970;3MAIO--MT138; ;;9,322;;6,771;;6,575;;;;2
4991;3MAIO-PCH013;U;;;;6,771;;6,575;;;;2
2246;3PONTA-SP138; ;;5,430;;8,650;;8,685;;;;2
4609;7QUED-PCH013;U;;;;7,077;;6,864;;;;2
96495;A. BELAS-138; ;;11,182;;5,874;;5,321;;;;3
96891;A.BONITA-GER;U;;;;8,422;;8,540;;;;2
1696;A.BRAN-RJ138; ;;6,069;;8,341;;8,252;;;;2
4973;A.FLOR-MT138; ;;9,495;;6,688;;6,468;;;;2
1638;A.FRAN-RJ138; ;;6,026;;8,362;;8,268;;;;2
1608;A.GRAN-RJ138; ;;6,004;;8,373;;8,282;;;;2
98361;A.INGAZEI138; ;;11,447;;5,745;;5,327;;;;3
2609;A.LAGE-ES138; ;;6,708;;8,033;;7,801;;;;2
97639;A.MACHA2-138; ;;6,890;;7,945;;7,944;;;;2
3881;A.VERM-SP138; ;;7,603;;7,601;;7,485;;;;2
500;A.VERMUHE006; ;;7,781;;7,515;;7,380;;;;2
2460;AALEGR-PR138; ;;5,303;;8,737;;9,107;;;;1
6040;AB-MT--RN230; ;;12,764;;5,110;;4,568;;;;3
1778;ABADIA-RJ069; ;;6,931;;7,925;;7,679;;;;2
8344;ABAIAR-CE230;B;163,7;11,706;;5,620;;5,172;22995,46;;;3
6203;ABAIXA-BA069; ;;11,249;67,7;5,841;69,5;5,407;;4741,94;4509,71;3
9739;ABATIS-SC230;B;330,0;6,402;;8,337;;8,914;25353,66;;;1
9738;ABATIS-SC525; ;;6,044;;8,519;;9,090;;;;1
9922;ABELUZ-SC138; ;;6,522;;8,301;;8,882;;;;1
2716;ABENO1-SC138; ;;4,942;;9,259;;10,060;;;;1
