NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
7739;EEAB--GO138; ;;8,315;;6,984;;6,671;;;;2
98251;U.LASA-ES13;U;;;;7,936;;7,701;;;;2
1168;14JUL-UHE002; ;;5,010;;8,992;;9,656;;;;1
1153;14JULH-RS230; ;;5,010;;8,992;;9,656;;;;1
2338;2CORRE-SP138; ;;4,974;13,9;8,943;14,0;9,050;;1496,99;1520,33;2
1184;2IRMAO-RS138; ;;4,974;;9,446;;10,206;;;;1
2627;2VENDA-ES069; ;;6,476;;7,872;;7,633;;;;2
7632;3.LAG2-SP138; ;;6,437;;7,891;;7,843;;;;2
3901;3.LAGO-SP138; ;;6,426;;7,896;;7,849;;;;2
1290;3COROA-RS138; ;;4,974;;9,375;;10,117;;;;1
3900;3IRMA--SP138; ;;6,557;;7,833;;7,771;;;;2
543;3IRMAO-SP138;U;;;6,9;7,833;10,0;7,771;;648,56;932,55;2
542;3IRMAO-SP440;B;803,3;6,707;;7,760;;7,685;64654,90;;;2
520;3IRMAOUHE005; ;;6,707;;7,760;;7,685;;;;2
17632;3L2-1Y-SP138; ;;6,437;;7,891;;7,843;;;;2
27632;3L2-2Y-SP138; ;;6,437;;7,891;;7,843;;;;2
1903;3LA-1Y-SP138; ;;6,426;47,0;7,896;53,0;7,849;;4453,32;4991,93;2
1940;3LA-2Y-SP138; ;;6,443;;7,888;;7,838;;;;2
2253;3M-----SP069; ;;4,974;;8,801;;8,896;;;;2
4970;3MAIO--MT138; ;;8,262;;7,010;;6,857;;;;2
4991;3MAIO-PCH013;U;;;;7,010;;6,857;;;;2
2246;3PONTA-SP138; ;;4,974;;8,840;;8,907;;;;2
4609;7QUED-PCH013;U;;;;7,303;;7,135;;;;2
96495;A. BELAS-138; ;;11,819;;5,293;;4,681;;;;3
96891;A.BONITA-GER;U;;;;8,671;;8,821;;;;2
1696;A.BRAN-RJ138; ;;5,270;;8,454;;8,389;;;;2
4973;A.FLOR-MT138; ;;8,432;;6,928;;6,752;;;;2
1638;A.FRAN-RJ138; ;;5,219;;8,479;;8,410;;;;2
1608;A.GRAN-RJ138; ;;5,211;;8,483;;8,417;;;;2
98361;A.INGAZEI138; ;;12,585;;4,924;;4,413;;;;3
2609;A.LAGE-ES138; ;;6,219;;7,996;;7,775;;;;2
97639;A.MACHA2-138; ;;5,851;;8,173;;8,204;;;;2
3881;A.VERM-SP138; ;;6,570;;7,827;;7,748;;;;2
500;A.VERMUHE006; ;;6,752;;7,739;;7,642;;;;2
2460;AALEGR-PR138; ;;4,974;;9,021;;9,413;;;;1
6040;AB-MT--RN230; ;;13,970;;4,255;;4,009;;;;3
1778;ABADIA-RJ069; ;;6,245;;7,983;;7,761;;;;2
8344;ABAIAR-CE230;B;163,7;12,880;;4,781;;4,238;25301,65;;;3
6203;ABAIXA-BA069; ;;12,274;67,7;5,073;69,5;4,556;;4118,53;3799,59;3
9739;ABATIS-SC230;B;330,0;5,319;;8,741;;9,333;21061,88;;;1
9738;ABATIS-SC525; ;;5,007;;8,903;;9,490;;;;1
9922;ABELUZ-SC138; ;;5,437;;8,713;;9,309;;;;1
2716;ABENO1-SC138; ;;4,974;;9,639;;10,451;;;;1
6281;ABILI__BA230; ;;10,846;;5,763;;5,239;;;;3
6043;ABMT-AEOL010; ;;13,970;;4,255;;4,009;;;;3
6042;ABMT-BEOL014; ;;13,970;;4,255;;4,009;;;;3
7709;ABOAVI-MT138; ;;6,095;;8,056;;7,896;;;;2
4694;ABOAVI-MT138; ;;6,095;;8,056;;7,896;;;;2
4912;ABRAN-PCH034; ;;7,663;;7,299;;7,130;;;;2
4404;ABRAV-PCH034;U;;;;7,299;;7,130;;;;2
4867;ABRE--PCH138;U;;;;7,279;;7,067;;;;2
280;ABRTAP-RJ138; ;;5,270;;8,454;;8,389;;;;2
6931;ABUNA--RO138; ;;7,152;34,6;7,546;35,3;6,880;;3129,41;2916,84;2
6930;ABUNA--RO230; ;;7,152;;7,546;;6,880;;;;2
6701;AC-MB1CAP500; ;;11,939;;5,235;;4,670;;;;4
6703;AC-MB2CAP500; ;;11,951;;5,229;;4,663;;;;4
6702;AC-PD3CAP500; ;;11,932;;5,238;;4,673;;;;4
1924;ACA-1Y-SP069; ;;6,374;;7,921;;7,859;;;;2
8213;ACACIA-BA230; ;;10,769;;5,800;;5,284;;;;3
6625;ACACIAEOL000; ;;10,769;;5,800;;5,284;;;;3
6700;ACAILA-MA500; ;;11,902;;5,253;;4,691;;;;4
3911;ACAMP--SP069; ;;6,374;;7,921;;7,859;;;;2
1655;ACAMPI-RJ138; ;;5,120;;8,527;;8,469;;;;2
1896;ACARAC-MS138; ;;5,492;;8,347;;8,409;;;;2
5923;ACARAT-CE230; ;;12,559;;4,936;;4,318;;;;3
5318;ACARAT-CE500; ;;12,499;;4,965;;4,350;;;;3
5486;ACARAU-CE230;B;343,3;12,580;41,6;4,926;52,0;4,307;51820,02;2458,89;2687,35;3
8796;ACAUA--RN230; ;;14,087;;4,199;;4,009;;;;3
6624;ACAUA-EOL000; ;;10,846;;5,763;;5,239;;;;3
8798;ACAUA-EOL026; ;;14,087;;4,199;;4,009;;;;3
1597;ACESIT-MG069; ;;4,974;;8,674;;8,588;;;;2
1596;ACESIT-MG230;B;,1;4,974;107,5;8,674;127,5;8,588;5,97;11189,30;13140,21;2
838;ACHATE-PR138; ;;4,974;;8,929;;9,295;;;;1
4405;ACLAR-PCH034;U;;;;7,299;;7,130;;;;2
1135;ACLARA-MS138; ;;6,212;;7,999;;7,980;;;;2
9552;ACLTAP-RS069; ;;4,974;;9,661;;10,432;;;;1
7007;ACRELA-AC069; ;;6,823;;7,704;;7,054;;;;2
3775;ACREUN-GO069; ;;7,683;;7,289;;7,096;;;;2
3706;ACREUN-GO138; ;;7,683;;7,289;;7,096;;;;2
11630;ACT-1Y-SP138; ;;5,997;;8,103;;8,084;;;;2
22630;ACT-2Y-SP138; ;;6,001;;8,101;;8,082;;;;2
3590;ACU----RJ138; ;;6,235;;7,988;;7,767;;;;2
5463;ACU2---RN069; ;;13,841;55,6;4,317;70,1;4,009;;2882,67;3370,28;3
5468;ACU2---RN138;U;;;14,1;4,461;15,5;4,009;;753,24;747,67;3
5461;ACU2---RN230;B;800,3;13,841;;4,317;;4,009;132918,10;;;3
5351;ACU3---RN230;B;1374,3;13,887;;4,295;;4,009;229022,50;;;3
5350;ACU3---RN500;B;3069,2;13,553;;4,456;;4,009;499175,80;;;3
3177;ADAMANBIO069; ;;6,102;;8,053;;8,041;;;;2
2793;ADAMI--SC138; ;;5,083;;8,951;;9,588;;;;1
9070;ADELAI-MG138; ;;7,130;;7,556;;7,302;;;;2
7177;ADM-UB-MG138; ;;8,037;;7,118;;6,856;;;;2
10120;ADOCE-EOL034; ;;5,349;;8,768;;9,374;;;;1
173;ADRIAN-RJ138; ;;5,120;741,2;8,526;761,0;8,431;;75836,52;76994,66;2
140;ADRIAN-RJ345; ;;5,082;;8,545;;8,454;;;;2
106;ADRIAN-RJ500; ;;5,302;;8,438;;8,373;;;;2
14231;AER-1Y-SP138; ;;5,784;;8,206;;8,188;;;;2
24231;AER-2Y-SP138; ;;5,784;;8,206;;8,188;;;;2
3045;AERGUA-SP138; ;;4,974;;9,098;;9,191;;;;2
764;AEROP1-GO138; ;;6,275;;7,969;;7,860;;;;2
1680;AEROPO-RJ138; ;;5,210;;8,483;;8,417;;;;2
9256;AEROPO-RS069; ;;4,974;;9,628;;10,415;;;;1
4231;AEROPO-SP138; ;;5,784;;8,206;;8,188;;;;2
8747;AFBEZA-RN230; ;;13,841;;4,317;;4,009;;;;3
8749;AFBEZAEOL028; ;;13,841;;4,317;;4,009;;;;3
9313;AFLORE-PR138; ;;4,974;;9,172;;9,518;;;;1
9419;AFOPEN-PR069; ;;4,974;;9,670;;10,320;;;;1
1202;AFPIRA-RS069; ;;4,974;;9,359;;10,081;;;;1
2974;AG.LIN-GO069; ;;7,823;56,0;7,222;53,0;6,867;;4853,01;4367,50;2
2987;AG.LIN-GO230; ;;7,823;;7,222;;6,867;;;;2
3477;AGA+PE-SP088; ;;4,974;;9,384;;9,522;;;;2
95404;AGA------138; ;;5,194;;8,491;;8,423;;;;2
44852;AGA----RJ138; ;;5,194;;8,491;;8,423;;;;2
3124;AGA----SP088; ;;4,974;;9,383;;9,521;;;;2
13124;AGA-3Y-SP088; ;;4,974;;9,383;;9,521;;;;2
23124;AGA-4Y-SP088; ;;4,974;;9,383;;9,521;;;;2
9599;AGDO3P-SC138; ;;5,349;;8,768;;9,374;;;;1
9905;AGDOCEEOL138; ;;4,974;;8,989;;9,496;;;;1
7395;AGLGLD-MG230; ;;6,543;;7,840;;7,587;;;;2
5106;AGLTIP-PE013; ;;11,534;3,9;5,431;3,4;4,897;;252,86;197,45;3
4617;AGREN-BIO013; ;;7,591;;7,334;;7,162;;;;2
4612;AGRENC-MT138; ;;7,591;;7,334;;7,162;;;;2
2812;AGRONO-SC138; ;;4,974;;9,646;;10,390;;;;1
97778;AGROTRAF-GER;U;;;;5,437;;4,929;;;;4
6783;AGRPOT-RN500; ;;13,495;;4,484;;4,009;;;;3
6791;AGRPOTCGE015; ;;13,495;;4,484;;4,009;;;;3
11926;AGU-1Y-SP138; ;;4,974;;8,764;;8,810;;;;2
21926;AGU-2Y-SP138; ;;4,974;;8,764;;8,810;;;;2
4673;AGUA.B-MT138; ;;6,352;;7,932;;7,825;;;;2
9565;AGUAEM-MS138; ;;7,154;;7,545;;7,418;;;;2
9768;AGUAEMBIO013; ;;7,154;;7,545;;7,418;;;;2
3801;AGUAI--SP138; ;;4,974;22,0;8,764;20,4;8,810;;2313,78;2156,67;2
97786;AGUALIMP-GER;U;;;;5,437;;4,929;;;;4
3544;AGUAQ-PCH034; ;;8,203;;7,039;;6,870;;;;2
452;AGUAZUL--138; ;;4,974;62,5;9,098;61,4;9,191;;6825,34;6769,36;2
453;AGUAZUL--440; ;;4,974;;9,082;;9,173;;;;2
1149;AGUCGR-MS138; ;;6,001;;8,101;;8,108;;;;2
9275;AGUCLA-RS069; ;;4,974;;9,661;;10,432;;;;1
2146;AGUDOS-SP138; ;;4,974;;8,625;;8,683;;;;2
97762;AGUIARNO-138; ;;10,425;;5,966;;5,549;;;;4
9365;AGUVER-PR069; ;;4,974;;9,655;;10,305;;;;1
7634;AGVFV--SP138; ;;6,552;;7,835;;7,759;;;;2
4043;AIMORE-MG230;B;326,7;6,990;;7,624;;7,357;27401,68;;;2
4042;AIMOREUHE003; ;;6,990;;7,624;;7,357;;;;2
2170;AIRLIQ-SP138; ;;4,974;;8,907;;9,016;;;;2
7167;AIRLQD-MG138; ;;6,195;;8,007;;7,900;;;;2
97243;AIRPRODU-088; ;;4,974;;9,027;;9,111;;;;2
17626;AJ2-1Y-SP138; ;;4,974;;9,109;;9,203;;;;2
27626;AJ2-2Y-SP138; ;;4,974;;9,109;;9,203;;;;2
12041;AJI-1Y-SP138; ;;4,974;;9,802;;10,070;;;;2
22041;AJI-2Y-SP138; ;;4,974;;9,802;;10,070;;;;2
3934;AJINOM-SP138; ;;4,974;12,9;9,802;13,9;10,070;;1511,47;1679,72;2
5796;ALAGO2-BA069; ;;8,752;60,0;6,773;60,3;6,620;;4874,35;4794,28;3
6000;ALAGO2-BA230; ;;8,752;;6,773;;6,620;;;;3
1361;ALBARU-RS069; ;;4,974;;9,458;;10,210;;;;1
1379;ALBTAP-RS069; ;;4,974;;9,458;;10,210;;;;1
1723;ALCANT-RJ069; ;;5,157;;8,509;;8,406;;;;2
1730;ALCANT-RJ138; ;;5,157;;8,509;;8,406;;;;2
4110;ALCOA--MG138; ;;4,974;;8,651;;8,654;;;;2
3098;ALCON--ES138;U;;;;8,038;;7,814;;;;2
3099;ALCON-BIO138; ;;6,131;;8,038;;7,814;;;;2
5186;ALDEIA-PE230; ;;11,409;;5,491;;4,984;;;;3
1185;ALEGR2-RS069; ;;5,415;46,0;8,842;65,0;9,685;;4880,63;7554,48;1
1186;ALEGR2-RS230; ;;5,404;;8,845;;9,694;;;;1
1182;ALEGRE-RS069; ;;5,421;;8,840;;9,680;;;;1
930;ALEGRE-RS138; ;;5,447;;8,831;;9,658;;;;1
2687;ALEGREPCH069; ;;6,279;;7,967;;7,747;;;;2
5518;ALEGRI-RN230; ;;13,841;;4,317;;4,009;;;;3
5459;ALEGRIEOL092; ;;13,841;;4,317;;4,009;;;;3
5935;ALEX--UFV000; ;;13,970;;4,255;;4,009;;;;3
8163;ALEXUFVCE230;B;273,2;13,970;;4,255;;4,009;45793,42;;;3
6922;ALFAVI-RO069; ;;7,731;;7,266;;6,571;;;;2
9089;ALFEN1PCH138; ;;4,974;;8,651;;8,654;;;;2
9088;ALFEN2-MG138; ;;4,974;;8,651;;8,654;;;;2
97795;ALMAS----138; ;;11,521;;5,437;;4,929;;;;4
7613;ALMEIDA__138; ;;4,974;;8,786;;8,854;;;;2
17613;ALMEI_1Y_138; ;;4,974;;8,786;;8,854;;;;2
27613;ALMEI_2Y_138; ;;4,974;;9,046;;9,176;;;;2
2494;ALMTAM-PR138; ;;4,974;;9,439;;10,041;;;;1
12023;ALP-1Y-SP138; ;;4,974;;10,001;;10,319;;;;2
22023;ALP-2Y-SP138; ;;4,974;;10,001;;10,319;;;;2
859;ALPARA-PR138; ;;4,974;;9,013;;9,403;;;;1
7714;ALPARG-MG138; ;;10,140;;6,104;;5,648;;;;2
20700;ALTACP-PA069; ;;9,729;;6,302;;5,856;;;;4
2295;ALTAIR-SP069; ;;6,124;;8,042;;7,973;;;;2
6523;ALTAMI-PA069; ;;9,729;62,3;6,302;63,3;5,856;;4708,11;4446,03;4
6521;ALTAMI-PA230;B;226,2;9,729;;6,302;;5,856;26409,58;;;4
670;ALTAPT-SP138; ;;6,108;;8,050;;8,038;;;;2
668;ALTAPT-SP440; ;;6,146;;8,031;;8,019;;;;2
2408;ALTGLO-PR069; ;;4,974;;9,662;;10,312;;;;1
2254;ALTIN-BIO069; ;;6,081;;8,063;;7,980;;;;2
2259;ALTINO-SP069; ;;6,081;;8,063;;7,980;;;;2
9479;ALTITU-BA230; ;;12,075;;5,170;;4,613;;;;3
9478;ALTITU-BA500; ;;12,075;;5,170;;4,613;;;;3
7004;ALTOAL-AC069; ;;6,823;;7,704;;7,054;;;;2
10186;ALTONA-SC069; ;;4,974;;9,481;;10,185;;;;1
2465;ALTONI-PR138; ;;4,974;;8,841;;9,168;;;;1
9566;ALTOTA-MS138; ;;7,154;;7,545;;7,418;;;;2
9760;ALTOTABIO013; ;;7,154;;7,545;;7,418;;;;2
9258;ALVOR2-RS069; ;;4,974;;9,458;;10,210;;;;1
8078;ALVORA-BA069; ;;10,898;;5,738;;5,214;;;;3
1635;ALVORA-RJ138; ;;5,021;;8,574;;8,513;;;;2
