CONCESSIONÁRIA;Cód. ANEEL;Cód. ONS;BARRA;NOME;PONTO DE CONEXÃO;TUST RB Ponta;TUST RB Fora Ponta;TUST FR Ponta;TUST FR Fora Ponta;MUST RB Ponta;MUST RB Fora Ponta
CEMIG-D;4950;2;1535;IPATIN-MG138; IPATINGA 1 - 138;  8,015;  7,781;       ;       ;210,0;210,0
CEMIG-D;4950;2;1537;ITABI2-MG069; ITABIRA 2 - 69;  8,065;  7,838;       ;       ;58,50;58,50
CEMIG-D;4950;2;9020;ITABI2PCH013; ITABIRA 2 - 13,8;  7,905;  7,657;       ;       ;32,00;32,00
CEMIG-D;4950;2;1504;ITAJU3PCH138; ITAJUBA 3 - 138;  8,378;  8,336;       ;       ;340,0;340,0
CEMIG-D;4950;2;323;ITUTIN-MG138; ITUTINGA-SE - 138;  8,430;  8,324;       ;       ;270,0;270,0
CEMIG-D;4950;2;332;J.FORAPCH138; JUIZ DE FORA1 - 138;  8,539;  8,463;       ;       ;313,0;375,0
CEMIG-D;4950;2;330;JAGUAR-MG138; JAGUARA-SE - 138;  7,565;  7,372;       ;       ;185,0;197,0
CEMIG-D;4950;2;4391;JAIBA--MG138; JAIBA - 138;  4,986;  4,375;       ;       ;100,0;112,0
CEMIG-D;4950;2;4312;JANAU3-MG138; JANAUBA 3 - 138;  5,383;  4,835;       ;       ;137,0;137,0
CEMIG-D;4950;2;4326;JMONLEV4--69; J. MONLEVADE 4 - 69;  8,175;  7,963;       ;       ;50,00;50,00
CEMIG-D;4950;2;337;LAFAIE-MG138; LAFAIETE 1 - 138;  8,367;  8,244;       ;       ;331,0;340,0
CEMIG-D;4950;2;187;M.MORA-MG138; M. MORAES - 138;  8,007;  7,900;       ;       ;281,4;314,9
CEMIG-D;4950;2;7409;MALGR2-MG138; M A DE MINAS 2 -138;  7,466;  7,258;       ;       ;203,0;213,0
CEMIG-D;4950;2;342;MCLAR2-MG138; MONTESCLAROS2 - 138;  6,094;  5,636;       ;       ;288,0;292,0
CEMIG-D;4950;2;353;NEVES-BIO138; NEVES 1 - 138;  7,556;  7,302;       ;       ;750,0;750,0
CEMIG-D;4950;2;386;OPRET2-MG138; OURO PRETO 2 - 138;  7,925;  7,726;       ;       ;461,0;461,0
CEMIG-D;4950;2;4066;PARAC4-MG138; PARACATU 4 - 138;  6,888;  6,572;       ;       ;280,0;349,0
CEMIG-D;4950;2;368;PIMENT-MG138; PIMENTA - 138;  8,109;  7,964;       ;       ;251,0;251,0
CEMIG-D;4950;2;1569;PIRAP2-MG138; PIRAPORA 2 - 138;  6,445;  6,040;       ;       ;353,0;399,0
CEMIG-D;4950;2;4095;SDUMO2-MG138; SANT.DUMONT 2 - 138;  8,521;  8,440;       ;       ;261,0;287,0
CEMIG-D;4950;2;377;SGONC-PCH138; S. G. DO PARA - 138;  7,761;  7,545;       ;       ;630,0;630,0
CEMIG-D;4950;2;9049;SGOTA2-MG138; SAO GOTARDO 2 - 138;  7,002;  6,688;       ;       ;175,0;175,0
CEMIG-D;4950;2;1478;SLAGO4-MG138; SETE LAGOAS 4 - 138;  7,558;  7,296;       ;       ;289,0;291,0
CEMIG-D;4950;2;376;TAQUAR-MG138; TAQUARIL - 138;  7,955;  7,752;       ;       ;287,0;303,0
CEMIG-D;4950;2;9031;TIMOT1-MG013; TIMOTEO 1 - 13,8;  8,466;  8,324;       ;       ;43,00;41,00
CEMIG-D;4950;2;4313;TIMOT2-MG069; TIMOTEO 2 - 69;  8,174;  7,974;       ;       ;40,00;40,00
CEMIG-D;4950;2;382;TMARIA-MG138; TRES MARIAS - 138;  6,491;  6,105;       ;       ; 0,00; 0,00
CEMIG-D;4950;2;7343;UBER10-MG138; UBERLANDIA 10 - 138;  7,372;  7,149;       ;       ;     ;
CEMIG-D;4950;2;348;VALADAPCH138; G.VALADARES 2 - 138;  7,731;  7,481;       ;       ;250,0;250,0
CEMIG-D;4950;2;4361;VARGI4-MG138; VARGINHA 4 - 138;  8,427;  8,322;       ;       ;220,0;220,0
CEMIG-D;4950;2;4028;VESPA2-MG500; VESPASIANO 2 - 500;  7,547;  7,290;       ;       ;429,0;439,0
CEMIG-D;4950;2;399;VPALM-PCH138; VARZEA PALMA 1 - 138;  6,452;  6,048;       ;       ;179,0;209,0
CEMIRIM;7467;68;3138;HOLAM1-SP138; CEMIRIM - 138;  8,840;  8,906;       ;       ;21,00;28,50
CERILUZ;2763;80;9674;IJUI1--RS023; IJUI 1 - 23;  9,115;  9,881;       ;       ;36,00;36,38
CERTEL ENERGIA;7371;53;9782;Lajeado3-069; LAJEADO 3 - 69;  9,699; 10,478;       ;       ;100,0;100,0
COPEL-DIS;2866;21;879;APUCAR-PR138; APUCARANA - 138;  9,105;  9,461;       ;       ;189,0;228,0
COPEL-DIS;2866;21;9336;AREIA--PR013; AREIA - 13,8;  9,082;  9,579;       ;       ; 7,00; 9,00
COPEL-DIS;2866;21;823;AREIA--PR138; AREIA - 138;  9,083;  9,581;       ;       ;210,0;208,0
COPEL-DIS;2866;21;9891;AndiraLe-138; ANDIRA LESTE - 138;  9,141;  9,428;       ;       ;109,0;122,0
COPEL-DIS;2866;21;2359;BATEIA-PR138; BATEIAS - 138;  9,405;  9,985;       ;       ;166,0;185,0
COPEL-DIS;2866;21;840;CASCAV-PR138; CASCAVEL - 138;  9,065;  9,502;       ;       ;305,0;339,0
COPEL-DIS;2866;21;9539;CASNOR-PR138; CASCAVEL NORT - 138;  9,051;  9,479;       ;       ;189,0;217,0
COPEL-DIS;2866;21;9332;CASS-A-PR013; CAMPO ASSOBIO - 13,8;  9,698; 10,334;       ;       ;26,00;26,00
COPEL-DIS;2866;21;2354;CASSOB-PR138; CAMPO ASSOBIO - 138;  9,675; 10,302;       ;       ;121,0;121,0
COPEL-DIS;2866;21;2418;CASTRO-PR138; CASTRO NORTE - 138;  9,634; 10,151;       ;       ;120,0;120,0
COPEL-DIS;2866;21;10033;CBACEN-PR069; CURITIBA CENTRO - 138 (69kV);  9,671; 10,321;       ;       ;135,0;151,0
COPEL-DIS;2866;21;9698;CBANOR-PR138; CURITIBA NORT - 138;  9,500; 10,139;       ;       ;57,00;77,00
COPEL-DIS;2866;21;9321;CCOM-A-PR013; C.COMPRIDO - 13,8;  9,491; 10,101;       ;       ;32,00;36,00
COPEL-DIS;2866;21;2363;CCOMPR-PR069; C.COMPRIDO - 69;  9,591; 10,227;       ;       ;115,0;127,0
COPEL-DIS;2866;21;9342;CINDUA-PR013; C.I.CURITIBA - 13,8;  9,580; 10,216;       ;       ;50,00;64,00
COPEL-DIS;2866;21;2368;CINDUS-PR069; C.I.CURITIBA - 69;  9,592; 10,229;       ;       ;146,0;165,0
COPEL-DIS;2866;21;860;CMOURA-PR138; C.MOURAO - 138;  9,081;  9,521;       ;       ;194,0;205,0
COPEL-DIS;2866;21;9320;DISJP--PR069; D.S.J.PINHAIS - 69;  9,681; 10,332;       ;       ;147,0;157,0
COPEL-DIS;2866;21;9322;DISJPA-PR013; D.S.J.PINHAIS - 13,8;  9,665; 10,308;       ;       ;21,00;21,00
COPEL-DIS;2866;21;848;FCHOPI-PR138; FOZ DO CHOPIM - 138;  8,940;  9,416;       ;       ;180,0;196,0
COPEL-DIS;2866;21;2447;FIGUAN-PR138; F.IGUACUNORTE - 138;  9,758; 10,327;       ;       ;187,0;204,0
COPEL-DIS;2866;21;9334;FIGUEI-PR013; FIGUEIRA - 13,8;  9,224;  9,598;       ;       ;18,00;22,00
COPEL-DIS;2866;21;2485;FIGUEI-PR138; FIGUEIRA - 138;  9,225;  9,600;       ;       ;136,0;129,0
COPEL-DIS;2866;21;9338;GPSOUZ-PR013; PARIGOT SOUZA - 13,8;  9,814; 10,559;       ;       ; 9,00; 9,00
COPEL-DIS;2866;21;2373;GPSOUZ-PR138; PARIGOT SOUZA - 138;  9,825; 10,570;       ;       ;88,00;94,00
COPEL-DIS;2866;21;847;GUAIRA-PR138; GUAIRA - 138;  8,738;  9,033;       ;       ;66,00;61,00
COPEL-DIS;2866;21;10137;GUAOES-PR138; GUARAPUAVA OESTE - 138;  9,098;  9,590;       ;       ;99,00;98,00
COPEL-DIS;2866;21;887;IBIPOR-PR138; IBIPORA - 138;  9,245;  9,603;       ;       ;264,0;299,0
COPEL-DIS;2866;21;10259;IGUAT2-MS138; IGUATEMI 2 - 138;  8,684;  8,941;       ;       ;     ;
COPEL-DIS;2866;21;10141;IRATIN-PR138; IRATI NORTE - 138;  9,176;  9,656;       ;       ;     ;
COPEL-DIS;2866;21;2423;JAGUAR-PR138; JAGUARIAIVA - 138;  9,729; 10,247;       ;       ;201,0;231,0
COPEL-DIS;2866;21;890;LONDRI-PR138; LONDRINA COT - 138;  9,172;  9,518;       ;       ;265,0;278,0
COPEL-DIS;2866;21;10002;LONSUL-PR138; LONDRINA SUL - 138;  9,131;  9,479;       ;       ;86,00;93,00
COPEL-DIS;2866;21;869;MARING-PR138; MARINGA - 138;  9,041;  9,438;       ;       ;249,0;291,0
COPEL-DIS;2866;21;850;MEDIAN-PR138; MEDIANEIRA - 138;  9,594; 10,133;       ;       ;152,0;174,0
COPEL-DIS;2866;21;853;PBRANC-PR138; PATO BRANCO - 138;  8,811;  9,335;       ;       ;146,0;146,0
COPEL-DIS;2866;21;2383;PFISCA-PR138; POSTO FISCAL - 138; 10,110; 10,879;       ;       ;152,0;161,0
COPEL-DIS;2866;21;9329;PGRON1-PR013; PONTA G NORTE - 13,8;  9,766; 10,270;       ;       ;17,00;17,00
COPEL-DIS;2866;21;9328;PGRON2-PR034; PONTA G NORTE - 34,5;  9,766; 10,270;       ;       ;30,00;37,00
COPEL-DIS;2866;21;9326;PGROS1-PR013; PONTA G SUL - 13,8;  9,820; 10,365;       ;       ; 7,00; 9,00
COPEL-DIS;2866;21;9325;PGROS3-PR034; PONTA G SUL - 34,5;  9,820; 10,365;       ;       ;56,00;57,00
COPEL-DIS;2866;21;830;PGROSN-PR138; PONTA G NORTE - 138;  9,717; 10,235;       ;       ;195,0;191,0
COPEL-DIS;2866;21;2437;PGROSS-PR138; PONTA G SUL - 138;  9,749; 10,285;       ;       ;117,0;126,0
COPEL-DIS;2866;21;2387;PILARZ-PR069; PILARZINHO - 69;  9,621; 10,264;       ;       ;126,0;142,0
COPEL-DIS;2866;21;10004;PVINOR-PR138; PARANAVAI NORTE - 138;  8,997;  9,384;       ;       ;157,0;177,0
COPEL-DIS;2866;21;855;REALEZ-PR138; REALEZA - 138;  9,043;  9,526;       ;       ;171,0;192,0
COPEL-DIS;2866;21;546;ROSANA-SP138; ROSANA - 138;  8,217;  8,242;       ;       ; 4,40; 5,80
COPEL-DIS;2866;21;2472;SARAND-PR138; SARANDI - 138;  8,946;  9,312;       ;       ;198,0;245,0
COPEL-DIS;2866;21;9330;SMATT1-PR034; S.MATEUS SUL - 34,5;  9,400;  9,963;       ;       ;26,00;24,00
COPEL-DIS;2866;21;9331;SMATT2-PR013; S.MATEUS SUL - 13,8;  9,400;  9,963;       ;       ;15,00;17,00
COPEL-DIS;2866;21;2478;SMONIC-PR069; SANTA MONICA - 69;  9,712; 10,377;       ;       ;137,0;144,0
COPEL-DIS;2866;21;9535;SQUI-A-PR013; SANTAQUITERIA - 13,8;  9,737; 10,408;       ;       ;38,00;39,00
COPEL-DIS;2866;21;2397;SQUITE-PR069; SANTAQUITERIA - 69;  9,661; 10,312;       ;       ;150,0;172,0
COPEL-DIS;2866;21;9359;UBER-A-PR013; UBERABA - 13,8;  9,715; 10,369;       ;       ;43,00;43,00
COPEL-DIS;2866;21;2401;UBERAB-PR069; UBERABA - 69;  9,666; 10,317;       ;       ;129,0;138,0
COPEL-DIS;2866;21;2402;UMBA-A-PR069; UMBARA - 69;  9,565; 10,199;       ;       ;120,0;129,0
COPEL-DIS;2866;21;821;UMBAR2-PR230; UMBARA - 230;  9,434; 10,048;       ;       ; 6,70; 0,00
COPEL-DIS;2866;21;9726;UMUSUL-PR138; UMUARAMA - 138;  8,996;  9,368;       ;       ;196,0;213,0
COPEL-DIS;2866;21;10135;UVNORT-PR138; U. VITORIA NORTE - 138;  9,215;  9,725;       ;       ;81,00;77,00
COPREL;2351;87;9675;CAL1-A-RS023; CRUZ ALTA 1 – 23;  8,898;  9,673;       ;       ;21,50;24,40
COPREL;2351;87;1333;PANAMB-RS013; PANAMBI – 13,8;  9,007;  9,789;       ;       ;14,50;14,93
COPREL;2351;87;1284;SMARTA-RS046; SANTA MARTA – 13,8;  9,503; 10,180;       ;       ; 2,00; 3,00
COPREL;2351;87;9921;VilaMari-138; VILA MARIA – 138;  9,412; 10,124;       ;       ;117,3;133,7
CPFL PAULISTA;63;7;2338;2CORRE-SP138; DOIS CORREGOS - 138;  8,943;  9,050;       ;       ;13,95;14,00
CPFL PAULISTA;63;7;2336;AMPAR1-SP138; AMPARO - 138;  8,934;  9,010;       ;       ;52,20;61,30
CPFL PAULISTA;63;7;2296;ARACAT-SP138; ARACATUBA - 138;  8,204;  8,194;       ;       ; 0,00; 0,00
CPFL PAULISTA;63;7;560;ARARAQ-SP138; ARARAQUARA CTP - 138;  8,463;  8,484;       ;       ;408,9;431,0
CPFL PAULISTA;63;7;2337;AUXILI-SP138; AUXILIADORA - 138;  9,420;  9,617;       ;       ;50,00;50,00
CPFL PAULISTA;63;7;479;BAGUAC-SP138; BAGUACU - 138;  8,204;  8,194;       ;       ;103,4;107,8
CPFL PAULISTA;63;7;633;BARIRI-SP138; BARIRI - 138;  8,740;  8,817;       ;       ;16,20;18,90
CPFL PAULISTA;63;7;562;BAURU--SP138; BAURU - 138;  8,632;  8,691;       ;       ;298,1;338,2
CPFL PAULISTA;63;7;3427;BBASSI-SP138; BADY BASSITT - 138;  8,202;  8,186;       ;       ;11,10;11,10
CPFL PAULISTA;63;7;635;BBONIT-SP138; BARRA BONITA - 138;  9,046;  9,175;       ;       ;41,40;36,20
CPFL PAULISTA;63;7;6584;BIRIG3-SP138; BIRIGUI 3 - 138;  8,131;  8,114;       ;       ;14,80;19,90
CPFL PAULISTA;63;7;2113;BNOVA-BIO138; BROTAS - 138;  9,046;  9,175;       ;       ;16,80;16,80
CPFL PAULISTA;63;7;626;BOTUCA-SP138; BOTUCATU - 138;  9,479;  9,687;       ;       ;143,6;144,1
CPFL PAULISTA;63;7;171;CAMPIN-SP138; CAMPINAS - 138;  8,907;  9,016;       ;       ;415,5;463,5
CPFL PAULISTA;63;7;498;DAMATA-SP138; DA MATA  - 138;  8,008;  7,979;       ;       ; 6,50; 6,50
CPFL PAULISTA;63;7;2339;DESCAL-SP138; DESCALVADO - 138;  8,610;  8,646;       ;       ;22,05;25,20
CPFL PAULISTA;63;7;4290;DOOSAN-SP138; DOOSAN DABO - 138;  8,798;  8,877;       ;       ; 0,10; 0,20
CPFL PAULISTA;63;7;3106;GETULI-SP138; GETULINA - 138;  8,324;  8,336;       ;       ;202,6;214,9
CPFL PAULISTA;63;7;4291;GU+TANBIO138; GUARA. TANABI - 138;  8,077;  8,039;       ;       ; 5,00; 5,00
CPFL PAULISTA;63;7;2311;GUA+BI-SP138; GUARANI - 138;  8,125;  8,108;       ;       ;34,80;41,40
CPFL PAULISTA;63;7;7686;GUARAR-SP138; GUARARAPES 2 - 138;  8,070;  8,048;       ;       ;16,30;15,60
CPFL PAULISTA;63;7;6582;IACANGBIO138; IACANGA - 138;  8,560;  8,606;       ;       ;11,70;12,70
CPFL PAULISTA;63;7;2341;IBI+IT-SP138; IBITINGA-SE - 138;  8,579;  8,629;       ;       ;44,00;48,00
CPFL PAULISTA;63;7;645;IBITIN-SP138; IBITINGA - 138;  8,563;  8,610;       ;       ; 3,50; 3,80
CPFL PAULISTA;63;7;2342;IPORA--SP138; IPORA - 138;  8,112;  8,093;       ;       ;42,90;54,90
CPFL PAULISTA;63;7;689;ITA-1Y-SP138; ITAIPAVA - 138;  8,442;  8,443;       ;       ;48,40;54,30
CPFL PAULISTA;63;7;6610;ITATIB-SP138; ITATIBA - 138;  8,651;  8,760;       ;       ;228,6;242,9
CPFL PAULISTA;63;7;2125;JA+ANT-SP138; JAU - 138;  8,878;  8,978;       ;       ;104,0;120,0
CPFL PAULISTA;63;7;7800;JBONI2-SP138; J BONIFACIO 2 - 138;  8,206;  8,192;       ;       ;15,60;17,10
CPFL PAULISTA;63;7;3111;MAGUDO---138; MORRO AGUDO - 138;  8,043;  7,976;       ;       ;414,4;437,1
CPFL PAULISTA;63;7;596;MIRAS2-SP138; MIRASSOL II - 138;  8,206;  8,188;       ;       ;384,0;421,2
CPFL PAULISTA;63;7;2291;ORIEN1-SP138; AJINOMOTO VAL - 138;  8,037;  8,015;       ;       ; 6,50; 7,50
CPFL PAULISTA;63;7;3112;PCOLO-DEF138; P. COLOMBIA - 138;  7,749;  7,602;       ;       ;400,0;400,0
CPFL PAULISTA;63;7;2345;PENAP--SP138; PENAPOLIS - 138;  8,262;  8,261;       ;       ;29,50;31,50
CPFL PAULISTA;63;7;654;PENAPO-SP138; PENAPOLIS 1 - 138;  8,254;  8,252;       ;       ;17,10;18,00
