Número;Nome;T_C N-1;RB_Reg.;RB_Nac.;RB_Média;TB_>= Piso;LI_Env I;LS_Env S;T_C N
30951; AGUA AZUL - 440;;  6,550;  2,044;  4,297;  5,201;;;  5,201;
1206; AG.LINDAS230;;  9,511;  7,516;  8,513;  8,256;;;  8,256;
251; ACU II - 230;; 11,454; 20,808; 16,131; 15,874;;; 15,874;
11265; ACU III - 230;; 11,274; 20,220; 15,747; 15,490;;; 15,490;
11565; ACU III - 500;; 11,100; 19,392; 15,246; 14,989;;; 14,989;
7747; ABDON BATISTA - 230;;  8,368;  0,000;  4,184;  5,201;;;  5,201;
7744; ABDON BATISTA - 525;;  7,789;  0,000;  3,895;  5,201;;;  5,201;
9537; ABUNA - 230;;  3,511;  0,000;  1,756;  5,201;;;  5,201;
559; ACAILANDIA - 500;; 10,555; 14,520; 12,538; 12,281;;; 12,281;
55412; ACARAU II – 230;; 10,256; 17,026; 13,641; 13,384;;; 13,384;
12907; ACARAT CE - 230;; 10,259; 16,986; 13,623; 13,366;;; 13,366;
12902; ACARAT-CE500;; 10,281; 16,902; 13,592; 13,335;;; 13,335;
4475; ACESITA - 230;;  7,870;  6,535;  7,203;  6,946;;;  6,946;
3729; ADRIANOPOLIS - 345;;  8,380;  5,182;  6,781;  6,524;;;  6,524;
3728; ADRIANOPOLIS - 500;;  8,646;  5,001;  6,823;  6,566;;;  6,566;
1637; AIMORES - 230;;  9,987;  7,954;  8,971;  8,714;;;  8,714;
11760; ALAGOAS 2 - 230;;  7,886; 14,019; 10,953; 10,696;;; 10,696;
9002; ALEGRETE2 - 230;;  7,508;  0,000;  3,754;  5,201;;;  5,201;
56095; ALEX - 230;; 11,328; 20,982; 16,155; 15,898;;; 15,898;
362; ALTAMIRA - 230;;  9,650; 13,541; 11,595; 11,339;;; 11,339;
7758; ANASTACIO - 230;;  7,830;  2,227;  5,028;  5,201;;;  5,201;
2770; ANDIRA LESTE - 230;;  7,240;  0,791;  4,015;  5,201;;;  5,201;
540; ANGELIM - 500;;  9,753; 17,626; 13,690; 13,433;;; 13,433;
240; ANGELIM - 230;;  9,615; 17,653; 13,634; 13,377;;; 13,377;
3745; ANGRA - 500;;  9,433;  5,301;  7,367;  7,110;;;  7,110;
1172; ANHANGUERA GO - 230;;  9,064;  5,261;  7,162;  6,906;;;  6,906;
2901; ANHANGUERA SP - 230;;  3,940;  0,000;  1,970;  5,201;;;  5,201;
2900; ANHANGUERA - 345;;  4,288;  0,000;  2,144;  5,201;;;  5,201;
2957; APARECIDA - 230;;  8,056;  3,805;  5,931;  5,674;;;  5,674;
2758; ALTA PAULISTA - 400;;  8,890;  2,740;  5,815;  5,558;;;  5,558;
6601; APUCARANA - 230;;  6,937;  0,112;  3,525;  5,201;;;  5,201;
58771; LAGOA BARRO - 230;; 11,158; 16,332; 13,745; 13,488;;; 13,488;
11219; AQUIRAZ - 230;;  9,330; 17,993; 13,662; 13,405;;; 13,405;
1522; ARACUAI - 230;; 12,209; 10,091; 11,150; 10,893;;; 10,893;
11242; ARAPIRACA III - 230;;  6,185; 14,087; 10,136;  9,879;;;  9,879;
5203; ARARAQUARA 2 - 440;;  8,370;  3,309;  5,840;  5,583;;;  5,583;
5202; ARARAQUARA 2 - 500;;  8,816;  3,688;  6,252;  5,995;;;  5,995;
2630; ARARAQUARA - 440;;  7,945;  2,916;  5,430;  5,201;;;  5,201;
3852; ARARAQUARA - 500;;  8,733;  3,619;  6,176;  5,919;;;  5,919;
2673; ARARAS SP - 440;;  7,057;  2,277;  4,667;  5,201;;;  5,201;
38906; ARAXA 3 - 345;;  9,881;  5,923;  7,902;  7,645;;;  7,645;
12203; ARCOVERDE II - 230;;  9,780; 17,800; 13,790; 13,533;;; 13,533;
7749; AREIA - 230;;  7,900;  0,000;  3,950;  5,201;;;  5,201;
7748; AREIA - 525;;  8,108;  0,080;  4,094;  5,201;;;  5,201;
39813; ARINOS 2 - 500;; 11,628;  9,575; 10,601; 10,345;;; 10,345;
9520; ARIQUEMES - 230;;  4,379;  0,000;  2,190;  5,201;;;  5,201;
302; MOXOTO - 230;; 10,833; 18,543; 14,688; 14,431;;; 14,431;
2624; ASSIS - 440;;  8,282;  2,153;  5,218;  5,201;;;  5,201;
4282; ASSIS - 525;;  8,162;  1,718;  4,940;  5,201;;;  5,201;
2626; ASSIS 2 - 230;;  7,951;  1,586;  4,769;  5,201;;;  5,201;
2677; ATIBAIA 2 - 345;;  5,685;  1,184;  3,434;  5,201;;;  5,201;
7923; ATLANTIDA 2 - 230;;  7,100;  0,000;  3,550;  5,201;;;  5,201;
2786; AVARE - 230;;  5,312;  0,000;  2,656;  5,201;;;  5,201;
2617; AGUA VERMELHA - 500;;  9,863;  4,701;  7,282;  7,025;;;  7,025;
2618; AGUA VERMELHA - 440;;  9,598;  4,079;  6,838;  6,581;;;  6,581;
3947; BARRO ALTO - 230;; 10,744;  8,863;  9,803;  9,546;;;  9,546;
3605; BARRO BRANCO - 345;;  8,478;  6,037;  7,258;  7,001;;;  7,001;
4297; B. DOS COQUEIROS - 230;; 11,681;  6,041;  8,861;  8,604;;;  8,604;
229; B.ESPERANCA - 230;;  9,944; 15,781; 12,863; 12,606;;; 12,606;
4288; B. FLUMINENSE - 500;;  9,090;  4,987;  7,038;  6,781;;;  6,781;
7304; BARRA GRANDE - 230;;  8,825;  0,000;  4,412;  5,201;;;  5,201;
6608; BAIXO IGUACU PR - 230;;  8,889;  0,742;  4,816;  5,201;;;  5,201;
11050; B.JESUS II - 230;; 10,206; 14,937; 12,572; 12,315;;; 12,315;
3236; BARRA PEIXE - 230;;  9,056;  4,027;  6,541;  6,284;;;  6,284;
13103; BACAB - MA - 500;; 10,286; 15,613; 12,949; 12,692;;; 12,692;
