GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL AURA LAGOA DO BARRO 03,0,10.859,11.333,11.823,12.636,13.738,13.757,14.085,13.931,13.951,13.931000000000001,13.911000000000001,13.891000000000002,13.871000000000002,13.851000000000003,13.831000000000003,13.811000000000003,13.791000000000004
EOL AURA LAGOA DO BARRO 04,0,10.859,11.333,11.823,12.636,13.738,13.757,14.085,13.931,13.951,13.931000000000001,13.911000000000001,13.891000000000002,13.871000000000002,13.851000000000003,13.831000000000003,13.811000000000003,13.791000000000004
EOL AURA LAGOA DO BARRO 05,0,10.859,11.333,11.823,12.636,13.738,13.757,14.085,13.931,13.951,13.931000000000001,13.911000000000001,13.891000000000002,13.871000000000002,13.851000000000003,13.831000000000003,13.811000000000003,13.791000000000004
EOL AURA LAGOA DO BARRO 06,0,10.859,11.333,11.823,12.636,13.738,13.757,14.085,13.931,13.951,13.931000000000001,13.911000000000001,13.891000000000002,13.871000000000002,13.851000000000003,13.831000000000003,13.811000000000003,13.791000000000004
EOL AURA LAGOA DO BARRO 07,0,10.859,11.333,11.823,12.636,13.738,13.757,14.085,13.931,13.951,13.931000000000001,13.911000000000001,13.891000000000002,13.871000000000002,13.851000000000003,13.831000000000003,13.811000000000003,13.791000000000004
EOL AURA MANGUEIRA IV,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA VI,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA VII,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA XI,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA XII,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA XIII,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA XV,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MANGUEIRA XVII,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MIRIM II,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MIRIM IV,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MIRIM VI,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA MIRIM VIII,0,6.613,7.277,6.437,5.392,5.201,5.194,5.361,5.376,5.384,5.364000000000001,5.344000000000001,5.324000000000002,5.304000000000002,5.2840000000000025,5.264000000000003,5.244000000000003,5.224000000000004
EOL AURA QUEIMADA NOVA 01,0,10.859,11.333,11.823,12.636,13.488,13.501,13.816,13.661,13.68,13.66,13.64,13.620000000000001,13.600000000000001,13.580000000000002,13.560000000000002,13.540000000000003,13.520000000000003
EOL AURA QUEIMADA NOVA 02,0,10.859,11.333,11.823,12.636,13.488,13.501,13.816,13.661,13.68,13.66,13.64,13.620000000000001,13.600000000000001,13.580000000000002,13.560000000000002,13.540000000000003,13.520000000000003
EOL AURA QUEIMADA NOVA 03,0,10.859,11.333,11.823,12.636,13.738,13.757,14.085,13.931,13.951,13.931000000000001,13.911000000000001,13.891000000000002,13.871000000000002,13.851000000000003,13.831000000000003,13.811000000000003,13.791000000000004
EOL AURA TANQUE NOVO 01,0,10.456,10.793,10.431,10.769,11.117,11.112,11.49,11.196,11.213,11.193,11.173,11.153,11.133000000000001,11.113000000000001,11.093000000000002,11.073000000000002,11.053000000000003
EOL AURA TANQUE NOVO 02,0,10.456,10.793,10.431,10.769,11.117,11.112,11.49,11.196,11.213,11.193,11.173,11.153,11.133000000000001,11.113000000000001,11.093000000000002,11.073000000000002,11.053000000000003
EOL AURA TANQUE NOVO 03,0,10.456,10.793,10.431,10.769,11.117,11.112,11.49,11.196,11.213,11.193,11.173,11.153,11.133000000000001,11.113000000000001,11.093000000000002,11.073000000000002,11.053000000000003
EOL AVENTURA I,0,10.764,11.555,12.491,13.611,15.075,15.175,15.716,15.56,15.583,15.563,15.543000000000001,15.523000000000001,15.503000000000002,15.483000000000002,15.463000000000003,15.443000000000003,15.423000000000004
EOL AVENTURA II,0,10.764,11.555,12.491,13.611,15.075,15.175,15.716,15.56,15.583,15.563,15.543000000000001,15.523000000000001,15.503000000000002,15.483000000000002,15.463000000000003,15.443000000000003,15.423000000000004
EOL AVENTURA III,0,10.764,11.555,12.491,13.611,15.075,15.175,15.716,15.56,15.583,15.563,15.543000000000001,15.523000000000001,15.503000000000002,15.483000000000002,15.463000000000003,15.443000000000003,15.423000000000004
EOL AVENTURA IV,0,10.764,11.555,12.491,13.611,15.075,15.175,15.716,15.56,15.583,15.563,15.543000000000001,15.523000000000001,15.503000000000002,15.483000000000002,15.463000000000003,15.443000000000003,15.423000000000004
EOL AVENTURA V,0,10.764,11.555,12.491,13.611,15.075,15.175,15.716,15.56,15.583,15.563,15.543000000000001,15.523000000000001,15.503000000000002,15.483000000000002,15.463000000000003,15.443000000000003,15.423000000000004
EOL AW SANTA REGIA,0,10.64,11.454,12.387,13.48,14.842,14.936,15.468,15.311,15.333,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004
EOL AW SAO JOAO,0,10.64,11.454,12.387,13.48,14.842,14.936,15.468,15.311,15.333,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004
EOL B.VENTOS(VENTOS),0,10.135,10.996,12.137,13.249,14.97,15.05,15.545,15.395,15.418,15.398,15.378,15.358,15.338000000000001,15.318000000000001,15.298000000000002,15.278000000000002,15.258000000000003
EOL BAIXA DO FEIJAO I,0,10.64,11.454,12.387,13.48,14.842,14.936,15.468,15.311,15.333,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004
EOL BAIXA DO FEIJAO II,0,10.64,11.454,12.387,13.48,14.842,14.936,15.468,15.311,15.333,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004
EOL BAIXA DO FEIJAO III,0,10.64,11.454,12.387,13.48,14.842,14.936,15.468,15.311,15.333,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004
EOL BAIXA DO FEIJAO IV,0,10.64,11.454,12.387,13.48,14.842,14.936,15.468,15.311,15.333,15.313,15.293000000000001,15.273000000000001,15.253000000000002,15.233000000000002,15.213000000000003,15.193000000000003,15.173000000000004
EOL BAIXA DO SITIO,0,10.986,11.816,12.935,14.087,13.333,13.367,13.79,13.613,13.633,13.613,13.593,13.573,13.553,13.533000000000001,13.513000000000002,13.493000000000002,13.473000000000003
EOL BANDA DE COURO,0,11.056,11.621,12.084,12.957,13.692,13.718,14.141,13.937,13.957,13.937000000000001,13.917000000000002,13.897000000000002,13.877000000000002,13.857000000000003,13.837000000000003,13.817000000000004,13.797000000000004
EOL BARAUNAS I,0,11.056,11.621,12.084,12.957,13.692,13.718,14.141,13.937,13.957,13.937000000000001,13.917000000000002,13.897000000000002,13.877000000000002,13.857000000000003,13.837000000000003,13.817000000000004,13.797000000000004
EOL BARAUNAS II,0,11.056,11.621,12.084,12.957,13.692,13.718,14.141,13.937,13.957,13.937000000000001,13.917000000000002,13.897000000000002,13.877000000000002,13.857000000000003,13.837000000000003,13.817000000000004,13.797000000000004
EOL BARAUNAS IV,0,10.86,11.285,11.735,12.548,13.333,13.367,13.79,13.613,13.633,13.613,13.593,13.573,13.553,13.533000000000001,13.513000000000002,13.493000000000002,13.473000000000003
EOL BARAUNAS XV,0,10.86,11.285,11.735,12.548,13.333,13.367,13.79,13.613,13.633,13.613,13.593,13.573,13.553,13.533000000000001,13.513000000000002,13.493000000000002,13.473000000000003
EOL BARAUNAS XX,0,10.86,11.285,11.735,12.548,13.333,13.367,13.79,13.613,13.633,13.613,13.593,13.573,13.553,13.533000000000001,13.513000000000002,13.493000000000002,13.473000000000003
